cell_id,Vanga curvirostris,Vanga curvirostris curvirostris,Vanga curvirostris cetera
82a207fffffffff,3.0,0.0,0.0
82a217fffffffff,64.0,3.0,1.0
82a227fffffffff,58.0,7.0,0.0
82a237fffffffff,145.0,11.0,7.0
82a2a7fffffffff,138.0,2.0,3.0
82a2affffffffff,21.0,0.0,0.0
82a30ffffffffff,33.0,1.0,0.0
82a31ffffffffff,128.0,12.0,0.0
82a357fffffffff,23.0,0.0,0.0
82a377fffffffff,18.0,5.0,1.0
82a38ffffffffff,42.0,4.0,0.0
82a39ffffffffff,139.0,4.0,2.0
82a3affffffffff,9.0,1.0,0.0
