cell_id,Elaenia albiceps,Elaenia albiceps [albiceps Group],Elaenia albiceps chilensis,Elaenia albiceps modesta
84b34b1ffffffff,2.0,0.0,0.0,0.0
84b34bdffffffff,6.0,0.0,0.0,0.0
84b3511ffffffff,157.0,0.0,0.0,0.0
84b3513ffffffff,30.0,0.0,0.0,0.0
84b3519ffffffff,1.0,0.0,0.0,0.0
84b351bffffffff,2.0,0.0,0.0,0.0
84b3559ffffffff,1.0,0.0,0.0,0.0
84b3583ffffffff,1.0,0.0,0.0,0.0
84b3585ffffffff,5.0,0.0,0.0,0.0
84b3589ffffffff,19.0,0.0,0.0,0.0
84b35a3ffffffff,2.0,0.0,0.0,0.0
84b35a7ffffffff,7.0,0.0,0.0,0.0
84b35adffffffff,9.0,0.0,0.0,0.0
84b35b5ffffffff,11.0,0.0,0.0,0.0
84b35bdffffffff,11.0,0.0,0.0,0.0
84b35c1ffffffff,4.0,0.0,0.0,0.0
84b35c5ffffffff,14.0,0.0,0.0,0.0
84b35c7ffffffff,4.0,0.0,0.0,0.0
84b35c9ffffffff,98.0,0.0,0.0,0.0
84b35cdffffffff,6.0,0.0,0.0,0.0
84b35d5ffffffff,4.0,0.0,0.0,0.0
84b35e1ffffffff,47.0,4.0,0.0,0.0
84b35e3ffffffff,7.0,0.0,0.0,0.0
84b35e5ffffffff,5.0,0.0,0.0,0.0
84b35e9ffffffff,34.0,0.0,0.0,0.0
84b35ebffffffff,12.0,3.0,0.0,0.0
84b35edffffffff,7.0,1.0,0.0,0.0
84b3623ffffffff,1.0,0.0,0.0,0.0
84b362dffffffff,3.0,0.0,0.0,0.0
84b3635ffffffff,1.0,0.0,0.0,0.0
84b3665ffffffff,1.0,0.0,0.0,0.0
84b3667ffffffff,2.0,0.0,1.0,0.0
84b36d5ffffffff,6.0,0.0,0.0,0.0
84b371bffffffff,2.0,0.0,0.0,0.0
84b373bffffffff,4.0,0.0,0.0,0.0
84c2c83ffffffff,1.0,0.0,0.0,0.0
84c2c97ffffffff,2.0,0.0,0.0,0.0
84c2ca3ffffffff,2.0,0.0,0.0,0.0
84c2e31ffffffff,64.0,2.0,0.0,0.0
84c2e33ffffffff,15.0,0.0,0.0,0.0
84c2e39ffffffff,18.0,0.0,0.0,0.0
84c2e3bffffffff,4.0,0.0,0.0,0.0
84c2e3dffffffff,1.0,0.0,0.0,0.0
84c2e85ffffffff,4.0,0.0,0.0,0.0
84c2e97ffffffff,1.0,0.0,0.0,0.0
84c2e99ffffffff,2.0,0.0,0.0,0.0
84c2ea9ffffffff,4.0,0.0,0.0,0.0
84c3215ffffffff,1.0,0.0,0.0,0.0
84c3219ffffffff,2.0,0.0,0.0,0.0
84c3247ffffffff,3.0,0.0,0.0,0.0
84c3297ffffffff,10.0,0.0,1.0,0.0
84c32e1ffffffff,3.0,0.0,0.0,0.0
84c32e3ffffffff,4.0,0.0,0.0,0.0
84c32edffffffff,1.0,0.0,0.0,0.0
84c3401ffffffff,7.0,0.0,0.0,0.0
84c3403ffffffff,6.0,0.0,0.0,0.0
84c340bffffffff,2.0,0.0,0.0,0.0
84c3439ffffffff,1.0,0.0,0.0,0.0
84c3443ffffffff,2.0,0.0,0.0,0.0
84c3451ffffffff,1.0,0.0,0.0,0.0
84c3453ffffffff,2.0,0.0,0.0,0.0
84c3457ffffffff,2.0,0.0,0.0,0.0
84c3459ffffffff,3.0,0.0,0.0,0.0
84c345bffffffff,2.0,0.0,0.0,0.0
84c345dffffffff,4.0,0.0,0.0,0.0
84c349bffffffff,6.0,0.0,0.0,0.0
84c34bbffffffff,5.0,0.0,0.0,0.0
84c34d1ffffffff,2.0,0.0,0.0,0.0
84c34e3ffffffff,2.0,0.0,0.0,0.0
84c3603ffffffff,2.0,0.0,0.0,0.0
84c3607ffffffff,5.0,0.0,0.0,0.0
84c360dffffffff,5.0,0.0,0.0,0.0
84c3633ffffffff,2.0,0.0,0.0,0.0
84c3663ffffffff,5.0,0.0,0.0,0.0
84c36b1ffffffff,1.0,0.0,0.0,0.0
84c36edffffffff,3.0,0.0,0.0,0.0
84c371bffffffff,17.0,0.0,0.0,0.0
84c371dffffffff,3.0,0.0,0.0,0.0
84c3733ffffffff,4.0,0.0,0.0,0.0
84c3739ffffffff,3.0,0.0,0.0,0.0
84c373bffffffff,2.0,0.0,0.0,0.0
84c375dffffffff,8.0,0.0,0.0,0.0
84ce127ffffffff,33.0,0.0,1.0,0.0
84ce135ffffffff,4.0,0.0,0.0,0.0
84ce801ffffffff,20.0,0.0,0.0,0.0
84ce803ffffffff,37.0,0.0,0.0,0.0
84ce807ffffffff,5.0,0.0,0.0,0.0
84ce809ffffffff,126.0,0.0,4.0,0.0
84ce80bffffffff,320.0,0.0,25.0,0.0
84ce80dffffffff,3.0,0.0,0.0,0.0
84ce811ffffffff,41.0,0.0,0.0,0.0
84ce813ffffffff,73.0,0.0,3.0,0.0
84ce815ffffffff,88.0,0.0,10.0,0.0
84ce817ffffffff,92.0,0.0,2.0,0.0
84ce819ffffffff,214.0,0.0,18.0,0.0
84ce81bffffffff,23.0,0.0,0.0,0.0
84ce81dffffffff,130.0,0.0,3.0,0.0
84ce827ffffffff,1.0,0.0,0.0,0.0
84ce82bffffffff,3.0,0.0,0.0,0.0
84ce831ffffffff,56.0,0.0,9.0,0.0
84ce833ffffffff,80.0,0.0,0.0,0.0
84ce835ffffffff,11.0,0.0,1.0,0.0
84ce837ffffffff,9.0,0.0,0.0,0.0
84ce839ffffffff,232.0,0.0,84.0,0.0
84ce83bffffffff,43.0,0.0,0.0,0.0
84ce83dffffffff,29.0,0.0,4.0,0.0
84ce843ffffffff,3.0,0.0,0.0,0.0
84ce847ffffffff,5.0,0.0,0.0,0.0
84ce84bffffffff,5.0,0.0,0.0,0.0
84ce851ffffffff,10.0,0.0,0.0,0.0
84ce853ffffffff,56.0,0.0,3.0,0.0
84ce855ffffffff,170.0,0.0,24.0,0.0
84ce857ffffffff,69.0,0.0,4.0,0.0
84ce859ffffffff,31.0,0.0,2.0,0.0
84ce85bffffffff,75.0,0.0,0.0,0.0
84ce85dffffffff,52.0,0.0,2.0,0.0
84ce861ffffffff,1.0,0.0,0.0,0.0
84ce881ffffffff,105.0,0.0,24.0,0.0
84ce885ffffffff,25.0,0.0,0.0,0.0
84ce887ffffffff,42.0,0.0,2.0,0.0
84ce88dffffffff,36.0,0.0,1.0,0.0
84ce895ffffffff,12.0,0.0,0.0,0.0
84ce8a1ffffffff,11.0,0.0,0.0,0.0
84ce8a3ffffffff,14.0,0.0,0.0,0.0
84ce8a5ffffffff,5.0,0.0,0.0,0.0
84ce8a7ffffffff,2.0,0.0,0.0,0.0
84ce8a9ffffffff,167.0,0.0,3.0,0.0
84ce8abffffffff,4.0,0.0,0.0,0.0
84ce8adffffffff,2.0,0.0,0.0,0.0
84ce8b5ffffffff,28.0,0.0,0.0,0.0
84ce8b7ffffffff,1.0,0.0,0.0,0.0
84ce8bbffffffff,4.0,0.0,4.0,0.0
84ce8bdffffffff,7.0,0.0,0.0,0.0
84ce8c1ffffffff,1403.0,0.0,121.0,0.0
84ce8c3ffffffff,48.0,0.0,7.0,0.0
84ce8c5ffffffff,12.0,0.0,1.0,0.0
84ce8c7ffffffff,239.0,0.0,36.0,0.0
84ce8c9ffffffff,188.0,0.0,12.0,0.0
84ce8cbffffffff,89.0,0.0,0.0,0.0
84ce8cdffffffff,8.0,0.0,0.0,0.0
84ce8e1ffffffff,292.0,0.0,7.0,0.0
84ce8e3ffffffff,14.0,0.0,3.0,0.0
84ce8e5ffffffff,184.0,0.0,5.0,0.0
84ce8e7ffffffff,3.0,0.0,0.0,0.0
84ce8e9ffffffff,45.0,0.0,0.0,0.0
84ce8ebffffffff,16.0,0.0,0.0,0.0
84ce8edffffffff,42.0,0.0,0.0,0.0
84ce913ffffffff,2.0,0.0,0.0,0.0
84ce917ffffffff,2.0,0.0,0.0,0.0
84ce931ffffffff,38.0,0.0,0.0,0.0
84ce935ffffffff,32.0,0.0,0.0,0.0
84ce937ffffffff,13.0,0.0,0.0,0.0
84ce981ffffffff,3.0,0.0,0.0,0.0
84ce983ffffffff,24.0,0.0,0.0,0.0
84ce989ffffffff,33.0,0.0,0.0,0.0
84ce98bffffffff,1.0,0.0,0.0,0.0
84ce98dffffffff,6.0,0.0,3.0,0.0
84ce991ffffffff,2.0,0.0,0.0,0.0
84ce993ffffffff,21.0,0.0,0.0,0.0
84ce995ffffffff,22.0,0.0,0.0,0.0
84ce997ffffffff,44.0,0.0,3.0,0.0
84ce999ffffffff,19.0,0.0,0.0,0.0
84ce99bffffffff,16.0,0.0,6.0,0.0
84ce9abffffffff,2.0,0.0,1.0,0.0
84ce9b1ffffffff,4.0,0.0,0.0,0.0
84ce9b3ffffffff,112.0,0.0,11.0,0.0
84ce9b5ffffffff,1.0,0.0,0.0,0.0
84ce9b7ffffffff,30.0,0.0,0.0,0.0
84ce9b9ffffffff,3.0,0.0,0.0,0.0
84ce9bdffffffff,1.0,0.0,0.0,0.0
84ce9c1ffffffff,2.0,0.0,1.0,0.0
84ce9c3ffffffff,18.0,0.0,0.0,0.0
84ce9c7ffffffff,9.0,0.0,0.0,0.0
84ce9cbffffffff,11.0,0.0,0.0,0.0
84ce9d1ffffffff,154.0,0.0,2.0,0.0
84ce9d3ffffffff,183.0,0.0,2.0,0.0
84ce9d5ffffffff,20.0,0.0,0.0,0.0
84ce9d7ffffffff,44.0,0.0,0.0,0.0
84ce9d9ffffffff,18.0,0.0,0.0,0.0
84ce9dbffffffff,52.0,0.0,0.0,0.0
84ce9ddffffffff,55.0,0.0,4.0,0.0
84ce9e3ffffffff,3.0,0.0,0.0,0.0
84ce9edffffffff,11.0,0.0,11.0,0.0
84cea01ffffffff,2.0,0.0,0.0,0.0
84cea03ffffffff,42.0,0.0,8.0,0.0
84cea07ffffffff,31.0,0.0,0.0,0.0
84cea0bffffffff,15.0,0.0,5.0,0.0
84cea11ffffffff,554.0,0.0,362.0,0.0
84cea13ffffffff,8.0,0.0,5.0,0.0
84cea15ffffffff,22.0,0.0,4.0,0.0
84cea17ffffffff,297.0,0.0,190.0,0.0
84cea1dffffffff,57.0,0.0,25.0,0.0
84cea25ffffffff,4.0,0.0,0.0,0.0
84cea2bffffffff,3.0,0.0,0.0,0.0
84cea31ffffffff,21.0,0.0,0.0,0.0
84cea33ffffffff,5.0,0.0,0.0,0.0
84cea35ffffffff,6.0,0.0,0.0,0.0
84cea37ffffffff,39.0,0.0,4.0,0.0
84cea39ffffffff,52.0,0.0,0.0,0.0
84cea3bffffffff,1.0,0.0,0.0,0.0
84cea3dffffffff,35.0,0.0,0.0,0.0
84cea43ffffffff,2.0,0.0,0.0,0.0
84cea4bffffffff,10.0,0.0,0.0,0.0
84cea4dffffffff,1.0,0.0,0.0,0.0
84cea51ffffffff,31.0,0.0,23.0,0.0
84cea53ffffffff,31.0,0.0,16.0,0.0
84cea55ffffffff,2.0,0.0,0.0,0.0
84cea57ffffffff,8.0,0.0,6.0,0.0
84cea59ffffffff,12.0,0.0,0.0,0.0
84cea5bffffffff,2.0,0.0,0.0,0.0
84cea81ffffffff,2.0,0.0,0.0,0.0
84cea85ffffffff,149.0,0.0,16.0,0.0
84cea89ffffffff,115.0,0.0,9.0,0.0
84cea8dffffffff,451.0,0.0,11.0,0.0
84ceaa1ffffffff,47.0,0.0,4.0,0.0
84ceaa3ffffffff,2.0,0.0,0.0,0.0
84ceaa5ffffffff,27.0,0.0,4.0,0.0
84ceaa7ffffffff,299.0,0.0,24.0,0.0
84ceaa9ffffffff,811.0,0.0,104.0,0.0
84ceaabffffffff,5.0,0.0,0.0,0.0
84ceaadffffffff,173.0,0.0,12.0,0.0
84ceab5ffffffff,11.0,0.0,0.0,0.0
84ceabdffffffff,18.0,0.0,0.0,0.0
84ceac1ffffffff,371.0,0.0,18.0,0.0
84ceac3ffffffff,9.0,0.0,0.0,0.0
84ceac5ffffffff,209.0,0.0,19.0,0.0
84ceac7ffffffff,110.0,0.0,5.0,0.0
84ceac9ffffffff,19.0,0.0,0.0,0.0
84ceacdffffffff,68.0,0.0,1.0,0.0
84ceae1ffffffff,15.0,0.0,0.0,0.0
84ceae3ffffffff,135.0,0.0,2.0,0.0
84ceae5ffffffff,57.0,0.0,5.0,0.0
84ceae7ffffffff,349.0,0.0,21.0,0.0
84ceaebffffffff,47.0,0.0,1.0,0.0
84ceaedffffffff,11.0,0.0,0.0,0.0
84ceb33ffffffff,1.0,0.0,0.0,0.0
84ceb51ffffffff,2.0,0.0,0.0,0.0
84cf105ffffffff,2.0,0.0,0.0,0.0
84cf107ffffffff,1.0,0.0,0.0,0.0
84cf121ffffffff,10.0,0.0,0.0,0.0
84cf123ffffffff,139.0,6.0,17.0,0.0
84cf127ffffffff,23.0,0.0,12.0,0.0
84cf129ffffffff,137.0,0.0,53.0,0.0
84cf12bffffffff,226.0,0.0,77.0,0.0
84cf135ffffffff,160.0,0.0,44.0,0.0
84cf13dffffffff,204.0,0.0,84.0,0.0
84cf151ffffffff,1.0,0.0,0.0,0.0
84cf161ffffffff,8.0,0.0,4.0,0.0
84cf163ffffffff,2.0,0.0,0.0,0.0
84cf165ffffffff,23.0,0.0,0.0,0.0
84cf167ffffffff,17.0,0.0,5.0,0.0
84cf16bffffffff,3.0,2.0,0.0,0.0
84cf16dffffffff,5.0,0.0,1.0,0.0
84cf325ffffffff,24.0,0.0,4.0,0.0
84cf32dffffffff,3.0,0.0,0.0,0.0
84cf851ffffffff,4.0,0.0,2.0,0.0
84cf853ffffffff,16.0,0.0,9.0,0.0
84cf85bffffffff,2.0,0.0,0.0,0.0
84cf881ffffffff,20.0,0.0,2.0,0.0
84cf883ffffffff,7.0,0.0,0.0,0.0
84cf885ffffffff,7.0,0.0,3.0,0.0
84cf887ffffffff,22.0,0.0,3.0,0.0
84cf889ffffffff,4.0,0.0,0.0,0.0
84cf88dffffffff,71.0,0.0,8.0,0.0
84cf895ffffffff,6.0,0.0,0.0,0.0
84cf897ffffffff,8.0,0.0,0.0,0.0
84cf899ffffffff,3.0,0.0,0.0,0.0
84cf89dffffffff,3.0,0.0,3.0,0.0
84cf8a3ffffffff,7.0,0.0,0.0,0.0
84cf8b1ffffffff,3.0,0.0,0.0,0.0
84cf8b3ffffffff,11.0,0.0,0.0,0.0
84cf8b5ffffffff,2.0,0.0,0.0,0.0
84cf8b7ffffffff,11.0,0.0,3.0,0.0
84cf8b9ffffffff,23.0,0.0,3.0,0.0
84cf8bbffffffff,22.0,0.0,0.0,0.0
84cf8bdffffffff,67.0,0.0,5.0,0.0
84cf8c1ffffffff,12.0,0.0,2.0,0.0
84cf8c3ffffffff,42.0,0.0,8.0,0.0
84cf8c5ffffffff,66.0,0.0,22.0,0.0
84cf8c7ffffffff,10.0,0.0,0.0,0.0
84cf8c9ffffffff,11.0,0.0,9.0,0.0
84cf8cbffffffff,3.0,0.0,0.0,0.0
84cf8cdffffffff,1.0,0.0,0.0,0.0
84cf8d3ffffffff,5.0,0.0,0.0,0.0
84cf8d5ffffffff,14.0,0.0,0.0,0.0
84cf8d7ffffffff,6.0,0.0,0.0,0.0
84cf8ddffffffff,35.0,0.0,3.0,0.0
84cf8e1ffffffff,5.0,0.0,3.0,0.0
84cf8e9ffffffff,28.0,0.0,8.0,0.0
84cf8ebffffffff,5.0,0.0,0.0,0.0
84cf8edffffffff,16.0,0.0,0.0,0.0
84cf98bffffffff,1.0,0.0,0.0,0.0
84cf999ffffffff,2.0,0.0,0.0,0.0
84cfa13ffffffff,2.0,0.0,0.0,0.0
84cfa17ffffffff,2.0,0.0,2.0,0.0
84cfa2bffffffff,3.0,0.0,0.0,0.0
84cfa35ffffffff,7.0,0.0,0.0,0.0
84cfa45ffffffff,2.0,0.0,2.0,0.0
84cfa47ffffffff,3.0,0.0,2.0,0.0
84cfa59ffffffff,2.0,0.0,0.0,0.0
84cfa81ffffffff,90.0,0.0,31.0,0.0
84cfa87ffffffff,10.0,0.0,6.0,0.0
84cfa89ffffffff,187.0,0.0,34.0,0.0
84cfa8bffffffff,2.0,0.0,0.0,0.0
84cfa95ffffffff,1.0,0.0,0.0,0.0
84cfaa1ffffffff,7.0,0.0,2.0,0.0
84cfaa3ffffffff,2.0,0.0,2.0,0.0
84cfaadffffffff,11.0,0.0,4.0,0.0
84cfab3ffffffff,21.0,0.0,11.0,0.0
84cfab7ffffffff,2.0,0.0,0.0,0.0
84cfabbffffffff,59.0,0.0,52.0,0.0
84cfabdffffffff,3.0,0.0,3.0,0.0
84cfac1ffffffff,2.0,0.0,0.0,0.0
84cfac7ffffffff,1.0,0.0,1.0,0.0
84cfac9ffffffff,103.0,0.0,29.0,0.0
84cfacbffffffff,2.0,0.0,0.0,0.0
84cfacdffffffff,82.0,0.0,14.0,0.0
84cfae1ffffffff,2.0,0.0,2.0,0.0
84cfae3ffffffff,3.0,0.0,0.0,0.0
84cfae7ffffffff,4.0,0.0,0.0,0.0
84df409ffffffff,5.0,0.0,0.0,0.0
84df419ffffffff,73.0,0.0,32.0,0.0
84df41bffffffff,2.0,0.0,0.0,0.0
84df41dffffffff,70.0,0.0,12.0,0.0
84df451ffffffff,309.0,0.0,63.0,0.0
84df453ffffffff,8.0,0.0,0.0,0.0
84df455ffffffff,58.0,0.0,3.0,0.0
84df457ffffffff,31.0,0.0,6.0,0.0
84df459ffffffff,629.0,0.0,148.0,0.0
84df45bffffffff,7.0,0.0,0.0,0.0
84df4d9ffffffff,2.0,0.0,0.0,0.0
84df681ffffffff,10.0,0.0,0.0,0.0
84df683ffffffff,15.0,0.0,0.0,0.0
84df685ffffffff,8.0,0.0,6.0,0.0
84df687ffffffff,2.0,0.0,2.0,0.0
84df689ffffffff,179.0,0.0,22.0,0.0
84df68bffffffff,36.0,0.0,9.0,0.0
84df68dffffffff,14.0,0.0,0.0,0.0
84df691ffffffff,8.0,0.0,4.0,0.0
84df693ffffffff,1.0,0.0,0.0,0.0
84df697ffffffff,3.0,0.0,0.0,0.0
84df699ffffffff,19.0,0.0,4.0,0.0
84df69bffffffff,2.0,0.0,0.0,0.0
84df69dffffffff,38.0,0.0,4.0,0.0
84df6a1ffffffff,2.0,0.0,0.0,0.0
84df6a5ffffffff,5.0,0.0,0.0,0.0
84df6a9ffffffff,4.0,0.0,0.0,0.0
84df6abffffffff,11.0,0.0,0.0,0.0
84df6adffffffff,53.0,0.0,4.0,0.0
84df6d3ffffffff,4.0,0.0,0.0,0.0
84df6d5ffffffff,30.0,0.0,12.0,0.0
84df6d7ffffffff,62.0,8.0,15.0,0.0
84df6ddffffffff,3.0,0.0,0.0,0.0
84df6e3ffffffff,2.0,0.0,0.0,0.0
84df6e7ffffffff,11.0,0.0,0.0,0.0
84df6ebffffffff,2.0,0.0,2.0,0.0
