cell_id,Pionus menstruus,Pionus menstruus menstruus/rubrigularis,Pionus menstruus reichenowi
846622bffffffff,871.0,74.0,0.0
8466231ffffffff,2.0,0.0,0.0
846623bffffffff,58.0,6.0,0.0
8466251ffffffff,1.0,0.0,0.0
8466257ffffffff,3.0,0.0,0.0
846628bffffffff,4.0,0.0,0.0
8466291ffffffff,3.0,0.0,0.0
8466293ffffffff,13.0,0.0,0.0
846629bffffffff,8.0,0.0,0.0
84662b7ffffffff,2.0,0.0,0.0
84662d3ffffffff,16.0,0.0,0.0
84662d9ffffffff,1.0,0.0,0.0
84662e5ffffffff,35.0,0.0,0.0
84662e9ffffffff,3.0,0.0,0.0
8466311ffffffff,2.0,0.0,0.0
8466313ffffffff,64.0,0.0,0.0
8466317ffffffff,3.0,0.0,0.0
846631bffffffff,15.0,0.0,0.0
846640dffffffff,6.0,0.0,0.0
8466411ffffffff,170.0,16.0,0.0
8466415ffffffff,383.0,33.0,0.0
8466417ffffffff,22.0,5.0,0.0
8466419ffffffff,4.0,0.0,0.0
846641dffffffff,330.0,24.0,0.0
8466441ffffffff,22.0,0.0,0.0
846644bffffffff,1.0,0.0,0.0
8466453ffffffff,2.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0
8466457ffffffff,1.0,0.0,0.0
846645dffffffff,2.0,0.0,0.0
84664e1ffffffff,4.0,0.0,0.0
84664e9ffffffff,5.0,0.0,0.0
84664ebffffffff,3.0,0.0,0.0
8466513ffffffff,2.0,2.0,0.0
8466529ffffffff,5.0,0.0,0.0
846652dffffffff,4.0,0.0,0.0
8466537ffffffff,2.0,1.0,0.0
846654bffffffff,2.0,0.0,0.0
8466563ffffffff,1.0,0.0,0.0
846656dffffffff,4.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0
84665abffffffff,81.0,0.0,0.0
84665bdffffffff,163.0,6.0,0.0
84665e9ffffffff,107.0,2.0,0.0
8466633ffffffff,12.0,0.0,0.0
8466637ffffffff,34.0,0.0,0.0
8466639ffffffff,6.0,0.0,0.0
84666a1ffffffff,8.0,0.0,0.0
84666b3ffffffff,2.0,0.0,0.0
84666b9ffffffff,5.0,0.0,0.0
84666c5ffffffff,16.0,0.0,0.0
84666e3ffffffff,6.0,0.0,0.0
84666ebffffffff,11.0,0.0,0.0
846670dffffffff,10.0,0.0,0.0
8466725ffffffff,2.0,0.0,0.0
8466763ffffffff,1.0,0.0,0.0
846676dffffffff,4.0,0.0,0.0
8466841ffffffff,2.0,0.0,0.0
8466849ffffffff,27.0,0.0,0.0
8466a01ffffffff,211.0,0.0,0.0
8466a03ffffffff,2.0,0.0,0.0
8466a05ffffffff,28.0,0.0,0.0
8466a07ffffffff,2.0,0.0,0.0
8466a09ffffffff,7.0,0.0,0.0
8466a0bffffffff,2235.0,0.0,0.0
8466a1dffffffff,58.0,0.0,0.0
8466a21ffffffff,15.0,0.0,0.0
8466a23ffffffff,4.0,0.0,0.0
8466a25ffffffff,28.0,0.0,0.0
8466a2dffffffff,2.0,0.0,0.0
8466a31ffffffff,27.0,0.0,0.0
8466a33ffffffff,43.0,0.0,0.0
8466a35ffffffff,4.0,0.0,0.0
8466a37ffffffff,2.0,0.0,0.0
8466a39ffffffff,6.0,0.0,0.0
8466a3bffffffff,14.0,0.0,0.0
8466a3dffffffff,7.0,0.0,0.0
8466a51ffffffff,3639.0,0.0,0.0
8466a53ffffffff,10.0,0.0,0.0
8466a55ffffffff,156.0,0.0,0.0
8466a57ffffffff,374.0,0.0,0.0
8466a59ffffffff,89.0,0.0,0.0
8466a5bffffffff,529.0,0.0,0.0
8466a5dffffffff,204.0,0.0,0.0
8466a65ffffffff,1342.0,0.0,0.0
8466a67ffffffff,31.0,0.0,0.0
8466a9bffffffff,4.0,0.0,0.0
8466ad9ffffffff,2.0,0.0,0.0
8466aedffffffff,8.0,0.0,0.0
8466b01ffffffff,4.0,0.0,0.0
8466b09ffffffff,69.0,0.0,0.0
8466b0bffffffff,64.0,0.0,0.0
8466b19ffffffff,15.0,0.0,0.0
8466b1dffffffff,29.0,0.0,0.0
8466b43ffffffff,6.0,0.0,0.0
8466b45ffffffff,1.0,0.0,0.0
8466b47ffffffff,4.0,0.0,0.0
8466b49ffffffff,16.0,0.0,0.0
8466b4bffffffff,55.0,0.0,0.0
8466b51ffffffff,469.0,0.0,0.0
8466b53ffffffff,627.0,0.0,0.0
8466b55ffffffff,2235.0,0.0,0.0
8466b57ffffffff,436.0,0.0,0.0
8466b59ffffffff,427.0,0.0,0.0
8466b5bffffffff,520.0,0.0,0.0
8466b5dffffffff,5.0,0.0,0.0
8466c01ffffffff,91.0,0.0,0.0
8466c03ffffffff,3.0,0.0,0.0
8466c05ffffffff,25.0,0.0,0.0
8466c07ffffffff,5.0,0.0,0.0
8466c09ffffffff,10.0,0.0,0.0
8466c0dffffffff,44.0,0.0,0.0
8466c17ffffffff,4.0,0.0,0.0
8466c19ffffffff,5.0,0.0,0.0
8466c1dffffffff,8.0,0.0,0.0
8466c21ffffffff,708.0,8.0,0.0
8466c23ffffffff,120.0,2.0,0.0
8466c25ffffffff,1.0,0.0,0.0
8466c27ffffffff,68.0,0.0,0.0
8466c29ffffffff,446.0,0.0,0.0
8466c2bffffffff,30.0,0.0,0.0
8466c2dffffffff,147.0,0.0,0.0
8466c33ffffffff,4.0,0.0,0.0
8466c35ffffffff,10.0,0.0,0.0
8466c37ffffffff,18.0,1.0,0.0
8466c45ffffffff,7.0,0.0,0.0
8466c47ffffffff,2.0,0.0,0.0
8466c49ffffffff,3.0,0.0,0.0
8466c4dffffffff,3.0,0.0,0.0
8466c53ffffffff,11.0,0.0,0.0
8466c55ffffffff,2.0,0.0,0.0
8466c57ffffffff,52.0,0.0,0.0
8466c5bffffffff,5.0,0.0,0.0
8466c5dffffffff,78.0,0.0,0.0
8466c63ffffffff,26.0,0.0,0.0
8466c65ffffffff,12.0,0.0,0.0
8466c67ffffffff,11.0,0.0,0.0
8466c69ffffffff,4.0,0.0,0.0
8466c6dffffffff,255.0,0.0,0.0
8466c95ffffffff,3.0,0.0,0.0
8466cb3ffffffff,3.0,0.0,0.0
8466cc5ffffffff,11.0,0.0,0.0
8466cdbffffffff,8.0,0.0,0.0
8466ce1ffffffff,64.0,0.0,0.0
8466ce9ffffffff,58.0,0.0,0.0
8466cedffffffff,20.0,3.0,0.0
8466d01ffffffff,79.0,9.0,0.0
8466d03ffffffff,8.0,0.0,0.0
8466d05ffffffff,47.0,4.0,0.0
8466d07ffffffff,128.0,25.0,0.0
8466d0bffffffff,65.0,0.0,0.0
8466d0dffffffff,409.0,41.0,0.0
8466d13ffffffff,27.0,1.0,0.0
8466d1bffffffff,88.0,3.0,0.0
8466d21ffffffff,3.0,0.0,0.0
8466d23ffffffff,116.0,15.0,0.0
8466d25ffffffff,14.0,0.0,0.0
8466d27ffffffff,55.0,14.0,0.0
8466d31ffffffff,36.0,0.0,0.0
8466d35ffffffff,932.0,108.0,0.0
8466d37ffffffff,7.0,0.0,0.0
8466d3dffffffff,12.0,0.0,0.0
8466d47ffffffff,84.0,9.0,0.0
8466d49ffffffff,8.0,0.0,0.0
8466d4bffffffff,6.0,0.0,0.0
8466d53ffffffff,3.0,0.0,0.0
8466d55ffffffff,51.0,0.0,0.0
8466d6bffffffff,1.0,0.0,0.0
8466d81ffffffff,127.0,4.0,0.0
8466d89ffffffff,10.0,1.0,0.0
8466d8dffffffff,48.0,8.0,0.0
8466da1ffffffff,28.0,2.0,0.0
8466da3ffffffff,5.0,0.0,0.0
8466da7ffffffff,51.0,2.0,0.0
8466da9ffffffff,38.0,0.0,0.0
8466dadffffffff,335.0,73.0,0.0
8466db1ffffffff,16.0,1.0,0.0
8466db5ffffffff,48.0,0.0,0.0
8466dc1ffffffff,11.0,0.0,0.0
8466dc3ffffffff,1037.0,130.0,0.0
8466dc7ffffffff,110.0,2.0,0.0
8466dc9ffffffff,64.0,0.0,0.0
8466dcbffffffff,57.0,1.0,0.0
8466dcdffffffff,8.0,1.0,0.0
8466dd1ffffffff,7.0,0.0,0.0
8466dd3ffffffff,7.0,0.0,0.0
8466dd5ffffffff,69.0,6.0,0.0
8466dd7ffffffff,8.0,0.0,0.0
8466dd9ffffffff,4.0,0.0,0.0
8466ddbffffffff,17.0,1.0,0.0
8466dddffffffff,16.0,3.0,0.0
8466de1ffffffff,830.0,115.0,0.0
8466de3ffffffff,405.0,63.0,0.0
8466de7ffffffff,138.0,9.0,0.0
8466de9ffffffff,10.0,0.0,0.0
8466debffffffff,331.0,84.0,0.0
8466e03ffffffff,11.0,0.0,0.0
8466e05ffffffff,4.0,0.0,0.0
8466e07ffffffff,10.0,0.0,0.0
8466e0bffffffff,7.0,0.0,0.0
8466e0dffffffff,20.0,0.0,0.0
8466e11ffffffff,4.0,0.0,0.0
8466e13ffffffff,11.0,0.0,0.0
8466e15ffffffff,143.0,0.0,0.0
8466e17ffffffff,27.0,0.0,0.0
8466e19ffffffff,2.0,0.0,0.0
8466e1dffffffff,9.0,0.0,0.0
8466e21ffffffff,2.0,0.0,0.0
8466e23ffffffff,2.0,0.0,0.0
8466e25ffffffff,2.0,0.0,0.0
8466e27ffffffff,5.0,0.0,0.0
8466e29ffffffff,10.0,0.0,0.0
8466e2bffffffff,6.0,0.0,0.0
8466e2dffffffff,2.0,0.0,0.0
8466e31ffffffff,1.0,0.0,0.0
8466e33ffffffff,5.0,0.0,0.0
8466e37ffffffff,7.0,0.0,0.0
8466e39ffffffff,123.0,0.0,0.0
8466e3bffffffff,91.0,0.0,0.0
8466e3dffffffff,3.0,0.0,0.0
8466e41ffffffff,10.0,0.0,0.0
8466e45ffffffff,287.0,0.0,0.0
8466e47ffffffff,6.0,0.0,0.0
8466e49ffffffff,11.0,0.0,0.0
8466e4bffffffff,1.0,1.0,0.0
8466e4dffffffff,35.0,0.0,0.0
8466e53ffffffff,23.0,0.0,0.0
8466e57ffffffff,22.0,0.0,0.0
8466e59ffffffff,2.0,0.0,0.0
8466e61ffffffff,2.0,0.0,0.0
8466e63ffffffff,487.0,0.0,0.0
8466e65ffffffff,2700.0,82.0,0.0
8466e67ffffffff,266.0,7.0,0.0
8466e69ffffffff,266.0,0.0,0.0
8466e6bffffffff,184.0,0.0,0.0
8466e6dffffffff,4581.0,53.0,0.0
8466e81ffffffff,2.0,0.0,0.0
8466e8dffffffff,26.0,0.0,0.0
8466e9dffffffff,21.0,6.0,0.0
8466ec1ffffffff,22.0,0.0,0.0
8466ec3ffffffff,5.0,0.0,0.0
8466ec5ffffffff,34.0,0.0,0.0
8466ec7ffffffff,146.0,5.0,0.0
8466ec9ffffffff,11.0,0.0,0.0
8466ecbffffffff,267.0,2.0,0.0
8466ee5ffffffff,174.0,0.0,0.0
8466ee7ffffffff,17.0,0.0,0.0
8466eebffffffff,10.0,0.0,0.0
8466eedffffffff,29.0,0.0,0.0
8466f01ffffffff,81.0,0.0,0.0
8466f03ffffffff,672.0,17.0,0.0
8466f0bffffffff,1063.0,24.0,0.0
8466f11ffffffff,628.0,0.0,0.0
8466f15ffffffff,402.0,6.0,0.0
8466f17ffffffff,229.0,0.0,0.0
8466f19ffffffff,759.0,0.0,0.0
8466f1dffffffff,1715.0,33.0,0.0
8466f35ffffffff,182.0,17.0,0.0
8466f47ffffffff,1.0,0.0,0.0
8466f51ffffffff,81.0,0.0,0.0
8466f53ffffffff,253.0,1.0,0.0
8466f57ffffffff,1996.0,72.0,0.0
8466f59ffffffff,1362.0,0.0,0.0
8466f5bffffffff,871.0,16.0,0.0
8466f5dffffffff,4.0,0.0,0.0
8467413ffffffff,51.0,0.0,0.0
8467417ffffffff,1.0,0.0,0.0
8467431ffffffff,2.0,0.0,0.0
8467433ffffffff,45.0,0.0,0.0
8467437ffffffff,156.0,5.0,0.0
846743bffffffff,73.0,0.0,0.0
846743dffffffff,2.0,0.0,0.0
84674c5ffffffff,89.0,0.0,0.0
84674c7ffffffff,6.0,0.0,0.0
84674c9ffffffff,11.0,0.0,0.0
84674cbffffffff,4.0,0.0,0.0
84674cdffffffff,212.0,0.0,0.0
84674ddffffffff,1.0,0.0,0.0
84674e9ffffffff,28.0,0.0,0.0
84674ebffffffff,12.0,0.0,0.0
84674edffffffff,13.0,1.0,0.0
8467519ffffffff,7.0,0.0,0.0
8467531ffffffff,9.0,0.0,0.0
8467535ffffffff,14.0,0.0,0.0
8467537ffffffff,21.0,0.0,0.0
846756bffffffff,2.0,0.0,0.0
8467585ffffffff,3.0,0.0,0.0
846758dffffffff,6.0,0.0,0.0
84675a1ffffffff,2.0,0.0,0.0
84675a5ffffffff,25.0,0.0,0.0
84675a7ffffffff,3.0,0.0,0.0
84675a9ffffffff,18.0,0.0,0.0
84675abffffffff,27.0,0.0,0.0
84675c1ffffffff,18.0,0.0,0.0
84675c7ffffffff,2.0,0.0,0.0
84675c9ffffffff,4.0,0.0,0.0
84675cbffffffff,77.0,0.0,0.0
84675ddffffffff,6.0,0.0,0.0
84675e3ffffffff,26.0,0.0,0.0
84675e7ffffffff,8.0,0.0,0.0
84676b7ffffffff,1.0,0.0,0.0
84678b3ffffffff,2.0,0.0,0.0
84679a1ffffffff,3.0,0.0,0.0
84679a3ffffffff,8.0,0.0,0.0
84679a5ffffffff,2.0,0.0,0.0
84679a7ffffffff,30.0,0.0,0.0
84679b3ffffffff,288.0,0.0,0.0
84679b5ffffffff,129.0,0.0,0.0
84679b7ffffffff,533.0,0.0,0.0
846d691ffffffff,2.0,0.0,0.0
846d699ffffffff,1.0,0.0,0.0
846d69bffffffff,31.0,0.0,0.0
846d6d3ffffffff,2.0,0.0,0.0
848041dffffffff,3.0,0.0,0.0
8480445ffffffff,16.0,0.0,0.0
848044dffffffff,8.0,0.0,0.0
8480469ffffffff,283.0,39.0,0.0
848046bffffffff,4.0,1.0,0.0
848046dffffffff,1.0,0.0,0.0
848054bffffffff,1.0,0.0,0.0
8480619ffffffff,18.0,0.0,0.0
8480623ffffffff,2.0,0.0,0.0
8480625ffffffff,6.0,0.0,0.0
8480643ffffffff,14.0,0.0,0.0
8480655ffffffff,48.0,4.0,0.0
8480657ffffffff,2.0,0.0,0.0
848065dffffffff,3.0,0.0,0.0
8480665ffffffff,1.0,0.0,0.0
848066bffffffff,3.0,0.0,0.0
848068bffffffff,4.0,0.0,0.0
84806abffffffff,4.0,0.0,0.0
84806b3ffffffff,1.0,0.0,0.0
84806b7ffffffff,36.0,11.0,0.0
8480713ffffffff,21.0,0.0,0.0
8480737ffffffff,7.0,0.0,0.0
8480743ffffffff,1.0,1.0,0.0
8480745ffffffff,8.0,0.0,0.0
8480747ffffffff,2.0,0.0,0.0
8480759ffffffff,8.0,0.0,0.0
848075bffffffff,2.0,0.0,0.0
848075dffffffff,1.0,0.0,0.0
8481167ffffffff,4.0,0.0,4.0
8481321ffffffff,4.0,0.0,4.0
8481327ffffffff,2.0,0.0,0.0
8481363ffffffff,4.0,0.0,1.0
8481401ffffffff,9.0,0.0,0.0
8481403ffffffff,6.0,0.0,0.0
8481423ffffffff,10.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0
8481431ffffffff,15.0,4.0,0.0
8481433ffffffff,4.0,0.0,0.0
8481437ffffffff,1.0,0.0,0.0
8481445ffffffff,3.0,0.0,0.0
8481459ffffffff,1.0,1.0,0.0
848145dffffffff,51.0,6.0,0.0
8481485ffffffff,2.0,0.0,0.0
84814a1ffffffff,3.0,0.0,0.0
84814a9ffffffff,61.0,7.0,0.0
84814adffffffff,75.0,9.0,0.0
84814c7ffffffff,4.0,0.0,0.0
84814d5ffffffff,96.0,25.0,0.0
84814d9ffffffff,11.0,0.0,0.0
84814dbffffffff,2.0,2.0,0.0
84814e1ffffffff,3.0,0.0,0.0
84814e3ffffffff,51.0,9.0,0.0
84814e5ffffffff,2.0,0.0,0.0
84814e7ffffffff,136.0,7.0,0.0
84814ebffffffff,1.0,0.0,0.0
8481581ffffffff,2.0,0.0,0.0
8481583ffffffff,10.0,0.0,0.0
84815a1ffffffff,2.0,0.0,0.0
84815a7ffffffff,2.0,0.0,0.0
84815abffffffff,10.0,1.0,0.0
84815d3ffffffff,3.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0
84815d9ffffffff,15.0,0.0,0.0
84815dbffffffff,3.0,0.0,0.0
84815e9ffffffff,3.0,0.0,0.0
848162bffffffff,6.0,0.0,0.0
8481635ffffffff,38.0,0.0,0.0
8481637ffffffff,3.0,1.0,0.0
8481639ffffffff,1.0,0.0,0.0
8481711ffffffff,55.0,8.0,0.0
8481713ffffffff,9.0,0.0,0.0
8481801ffffffff,4.0,0.0,0.0
8481803ffffffff,4.0,0.0,2.0
848180bffffffff,23.0,0.0,12.0
8481839ffffffff,1.0,0.0,0.0
8481851ffffffff,31.0,0.0,24.0
848a003ffffffff,25.0,3.0,0.0
848a01dffffffff,7.0,2.0,0.0
848a049ffffffff,3.0,1.0,0.0
848a04bffffffff,6.0,0.0,0.0
848a051ffffffff,3.0,1.0,0.0
848a059ffffffff,45.0,15.0,0.0
848a05bffffffff,3.0,0.0,0.0
848a05dffffffff,11.0,10.0,0.0
848a069ffffffff,71.0,13.0,0.0
848a109ffffffff,26.0,0.0,0.0
848a115ffffffff,1.0,0.0,0.0
848a121ffffffff,2.0,0.0,0.0
848a127ffffffff,4.0,0.0,0.0
848a143ffffffff,1.0,0.0,0.0
848a155ffffffff,49.0,0.0,0.0
848a157ffffffff,12.0,3.0,0.0
848a191ffffffff,1.0,1.0,0.0
848a1a1ffffffff,1.0,1.0,0.0
848a1a7ffffffff,17.0,0.0,0.0
848a1abffffffff,6.0,0.0,0.0
848a1e5ffffffff,2.0,0.0,0.0
848a20dffffffff,1.0,1.0,0.0
848a213ffffffff,13.0,2.0,0.0
848a217ffffffff,13.0,0.0,0.0
848a21bffffffff,2.0,0.0,0.0
848a233ffffffff,16.0,6.0,0.0
848a23bffffffff,21.0,3.0,0.0
848a243ffffffff,2.0,2.0,0.0
848a249ffffffff,12.0,0.0,0.0
848a25bffffffff,4.0,0.0,0.0
848a2cdffffffff,1.0,0.0,0.0
848a2edffffffff,1.0,0.0,0.0
848a313ffffffff,16.0,8.0,0.0
848a317ffffffff,22.0,5.0,0.0
848a337ffffffff,28.0,0.0,0.0
848a33bffffffff,14.0,0.0,0.0
848a35dffffffff,5.0,4.0,0.0
848a425ffffffff,1.0,0.0,0.0
848a43bffffffff,2.0,0.0,0.0
848a451ffffffff,94.0,2.0,0.0
848a459ffffffff,136.0,9.0,0.0
848a45bffffffff,156.0,7.0,0.0
848a45dffffffff,97.0,0.0,0.0
848a4b9ffffffff,8.0,0.0,0.0
848a565ffffffff,2.0,0.0,0.0
848a5a1ffffffff,1.0,1.0,0.0
848a637ffffffff,3.0,0.0,0.0
848a68bffffffff,28.0,0.0,0.0
848a699ffffffff,208.0,0.0,0.0
848a6d3ffffffff,114.0,0.0,0.0
848a6d7ffffffff,156.0,0.0,0.0
848a6d9ffffffff,74.0,0.0,0.0
848a6dbffffffff,77.0,0.0,0.0
848a6e5ffffffff,3.0,0.0,0.0
848a703ffffffff,3.0,0.0,0.0
848a707ffffffff,7.0,0.0,0.0
848a70bffffffff,7.0,0.0,0.0
848a73dffffffff,6.0,0.0,0.0
848a755ffffffff,8.0,0.0,0.0
848a809ffffffff,59.0,7.0,0.0
848a81bffffffff,19.0,0.0,0.0
848a827ffffffff,13.0,0.0,0.0
848a82dffffffff,2.0,0.0,0.0
848a857ffffffff,2.0,0.0,0.0
848a859ffffffff,2.0,0.0,0.0
848a8cbffffffff,2.0,2.0,0.0
848a901ffffffff,1.0,0.0,0.0
848a913ffffffff,2.0,0.0,0.0
848a925ffffffff,24.0,0.0,0.0
848a927ffffffff,9.0,0.0,0.0
