cell_id,Geothlypis trichas,Geothlypis trichas [arizela Group],Geothlypis trichas [melanops Group],Geothlypis trichas [trichas Group],Geothlypis trichas insperata,Geothlypis trichas chapalensis
840ec0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec19ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840ec21ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840ec23ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840ec27ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840ec29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec2dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840ec4dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec81ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
840ec85ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
840ec8dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ec91ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
840ec93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec95ffffffff,76.0,0.0,0.0,0.0,0.0,0.0
840ec97ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840ec9bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840ec9dffffffff,26.0,0.0,0.0,0.0,0.0,0.0
840eca1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840eca3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840eca7ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
840ecabffffffff,27.0,0.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840ecbbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ecbdffffffff,41.0,0.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,129.0,0.0,0.0,0.0,0.0,0.0
840ecc7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,266.0,0.0,0.0,0.0,0.0,0.0
840ecd1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ecd7ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840ed13ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840ed45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ed4dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ed55ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ed81ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ed85ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ed91ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840ed95ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840edb9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840ee81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee85ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840ee87ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840ee8bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ee95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,1408.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,89.0,0.0,0.0,0.0,0.0,0.0
840eeb9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840eebdffffffff,26.0,0.0,0.0,0.0,0.0,0.0
840eec7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eec9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eed1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840eed3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eed5ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
840ef31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84120a1ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
84120a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84120b3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84120b7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841213bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412145ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412151ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412159ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841215dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412181ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412185ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8412187ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
841218dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84121a1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84121a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121a7ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
84121a9ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
84121abffffffff,38.0,0.0,0.0,0.0,0.0,0.0
84121adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84121b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121bbffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84121bdffffffff,30.0,0.0,0.0,0.0,0.0,0.0
84121e1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84121e3ffffffff,116.0,0.0,0.0,0.0,0.0,0.0
84121e7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84121ebffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412215ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841225bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412265ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412291ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412299ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84122c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412303ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412307ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412309ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412337ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412339ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
841233dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
841236dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412433ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412437ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412445ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
841244dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841246bffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412481ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412485ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841248bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412497ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84124a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124b5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84124b7ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84124b9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84124bdffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84124d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124e7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412501ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412503ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412505ffffffff,93.0,0.0,0.0,0.0,0.0,0.0
8412507ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841250bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412511ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
8412515ffffffff,453.0,0.0,0.0,0.0,0.0,0.0
8412517ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841251dffffffff,101.0,0.0,0.0,0.0,0.0,0.0
8412521ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8412523ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412525ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8412527ffffffff,66.0,0.0,0.0,0.0,0.0,0.0
8412529ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841252bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841252dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412531ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412535ffffffff,58.0,0.0,0.0,0.0,0.0,0.0
8412537ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412539ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
841253bffffffff,20.0,0.0,0.0,0.0,0.0,0.0
841253dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412543ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412549ffffffff,94.0,0.0,0.0,0.0,0.0,0.0
841254bffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8412555ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
841255dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412565ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412567ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841256dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412581ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412583ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412589ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,138.0,0.0,0.0,0.0,0.0,0.0
8412593ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8412595ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412597ffffffff,159.0,0.0,0.0,0.0,0.0,0.0
8412599ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841259dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125adffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84125b9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84125bbffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84125c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84125cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125d1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84125d3ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84125d7ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84125d9ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
84125dbffffffff,34.0,0.0,0.0,0.0,0.0,0.0
84125edffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412721ffffffff,53.0,0.0,0.0,0.0,0.0,0.0
8412723ffffffff,211.0,0.0,0.0,0.0,0.0,0.0
8412727ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841272bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412805ffffffff,82.0,0.0,0.0,0.0,0.0,0.0
841280dffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8412823ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412847ffffffff,64.0,0.0,0.0,0.0,0.0,0.0
841284dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412851ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8412853ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412857ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
841285dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412861ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412865ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841286bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841286dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412881ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412887ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
841288dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412891ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8412893ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8412895ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412897ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412899ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,171.0,0.0,0.0,0.0,0.0,0.0
84128b1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84128bdffffffff,904.0,0.0,0.0,0.0,0.0,0.0
84128c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84128d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84128d3ffffffff,66.0,0.0,0.0,0.0,0.0,0.0
84128d9ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
84128dbffffffff,35.0,0.0,0.0,0.0,0.0,0.0
84128ddffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84128e3ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84128e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841299dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84129abffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84129b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84129b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84129b9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84129bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84129bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84129d9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84129dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412a21ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412a23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412a25ffffffff,86.0,0.0,0.0,0.0,0.0,0.0
8412a33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412a35ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412a37ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
8412a55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412a61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412a67ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412a81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412a83ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412a89ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412a8dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412a95ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412a97ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412a9dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412aa3ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8412aa5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412aa7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412ab1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412ab3ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8412ab5ffffffff,97.0,0.0,0.0,0.0,0.0,0.0
8412ab7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412abbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412ad7ffffffff,183.0,0.0,0.0,0.0,0.0,0.0
8412adbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412ae1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412b01ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8412b03ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8412b0bffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412b13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412b33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412b43ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412b4bffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8412b53ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412b55ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412b57ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412c01ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8412c03ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8412c05ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
8412c07ffffffff,96.0,0.0,0.0,0.0,0.0,0.0
8412c09ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c0bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c0dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c11ffffffff,312.0,0.0,0.0,0.0,0.0,0.0
8412c13ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8412c17ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412c19ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,298.0,0.0,0.0,0.0,0.0,0.0
8412c1dffffffff,379.0,0.0,0.0,0.0,0.0,0.0
8412c21ffffffff,227.0,0.0,0.0,0.0,0.0,0.0
8412c23ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8412c25ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412c27ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c33ffffffff,70.0,0.0,0.0,0.0,0.0,0.0
8412c35ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8412c37ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412c39ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8412c3bffffffff,70.0,0.0,0.0,0.0,0.0,0.0
8412c47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c49ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c4dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c59ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c5bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412c5dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c81ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c83ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412c85ffffffff,131.0,0.0,0.0,0.0,0.0,0.0
8412c87ffffffff,174.0,0.0,0.0,0.0,0.0,0.0
8412c8bffffffff,65.0,0.0,0.0,0.0,0.0,0.0
8412c8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c91ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c95ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c97ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8412c99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c9bffffffff,61.0,0.0,0.0,0.0,0.0,0.0
8412c9dffffffff,37.0,0.0,0.0,0.0,0.0,0.0
8412ca1ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8412ca3ffffffff,87.0,0.0,0.0,0.0,0.0,0.0
8412ca5ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8412ca7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412ca9ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8412cabffffffff,92.0,0.0,0.0,0.0,0.0,0.0
8412cadffffffff,105.0,0.0,0.0,0.0,0.0,0.0
8412cb1ffffffff,168.0,0.0,0.0,0.0,0.0,0.0
8412cb5ffffffff,304.0,0.0,0.0,0.0,0.0,0.0
8412cb7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412cb9ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8412cbbffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412cbdffffffff,160.0,0.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,275.0,0.0,0.0,0.0,0.0,0.0
8412cc5ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8412cc7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,219.0,0.0,0.0,0.0,0.0,0.0
8412ccbffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,646.0,0.0,0.0,0.0,0.0,0.0
8412cd3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412cd5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412cd7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,178.0,0.0,0.0,0.0,0.0,0.0
8412cdbffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8412cddffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412ce1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ce3ffffffff,60.0,0.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,80.0,0.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8412ce9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412cebffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412cedffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d01ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8412d03ffffffff,122.0,0.0,0.0,0.0,0.0,0.0
8412d05ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412d07ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412d0bffffffff,69.0,0.0,0.0,0.0,0.0,0.0
8412d0dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412d11ffffffff,148.0,0.0,0.0,0.0,0.0,0.0
8412d13ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412d15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d17ffffffff,690.0,0.0,0.0,0.0,0.0,0.0
8412d19ffffffff,367.0,0.0,0.0,0.0,0.0,0.0
8412d1dffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8412d21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d23ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d27ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412d29ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8412d2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d2dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412d31ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412d33ffffffff,97.0,0.0,0.0,0.0,0.0,0.0
8412d35ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412d37ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8412d39ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
8412d3bffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8412d3dffffffff,53.0,0.0,0.0,0.0,0.0,0.0
8412d41ffffffff,143.0,0.0,0.0,0.0,0.0,0.0
8412d45ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412d47ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412d49ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d4bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412d4dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
