cell_id,Turdus rubrocanus,Turdus rubrocanus rubrocanus,Turdus rubrocanus gouldii
84209a5ffffffff,16.0,0.0,0.0
84209a7ffffffff,2.0,0.0,0.0
84209abffffffff,4.0,0.0,0.0
84209b5ffffffff,6.0,0.0,0.0
8424883ffffffff,6.0,0.0,0.0
842488bffffffff,1.0,0.0,0.0
8424897ffffffff,12.0,0.0,0.0
84248b1ffffffff,19.0,0.0,0.0
84248b3ffffffff,2.0,0.0,0.0
84248b7ffffffff,1.0,0.0,0.0
84248b9ffffffff,18.0,0.0,0.0
84248bbffffffff,21.0,0.0,0.0
8424d23ffffffff,11.0,0.0,0.0
8424d2bffffffff,4.0,0.0,0.0
8424d6dffffffff,31.0,0.0,0.0
8424de3ffffffff,2.0,0.0,0.0
8424de7ffffffff,2.0,0.0,0.0
843c029ffffffff,7.0,0.0,0.0
843c02dffffffff,11.0,0.0,0.0
843c063ffffffff,1.0,0.0,0.0
843c0a3ffffffff,3.0,0.0,0.0
843c0b5ffffffff,12.0,0.0,0.0
843c0b7ffffffff,4.0,0.0,0.0
843c0bdffffffff,2.0,0.0,0.0
843c1d1ffffffff,3.0,0.0,0.0
843c1d3ffffffff,2.0,0.0,0.0
843c315ffffffff,9.0,0.0,0.0
843c33bffffffff,4.0,0.0,0.0
843c421ffffffff,2.0,0.0,0.0
843c437ffffffff,2.0,0.0,0.0
843c581ffffffff,30.0,0.0,0.0
843c595ffffffff,20.0,0.0,0.0
843c5cbffffffff,9.0,0.0,0.0
843c6bdffffffff,3.0,0.0,0.0
843cd9dffffffff,2.0,0.0,0.0
843ce4bffffffff,1.0,0.0,0.0
843ce59ffffffff,3.0,0.0,0.0
843ce85ffffffff,5.0,0.0,0.0
843d103ffffffff,6.0,0.0,0.0
843d109ffffffff,12.0,0.0,0.0
843d115ffffffff,2.0,0.0,0.0
843d133ffffffff,2.0,0.0,0.0
843d157ffffffff,4.0,0.0,0.0
843d15dffffffff,1.0,0.0,0.0
843d1adffffffff,2.0,0.0,0.0
843d1e7ffffffff,15.0,0.0,0.0
843d1e9ffffffff,2.0,0.0,0.0
843d1edffffffff,33.0,0.0,0.0
843d301ffffffff,9.0,0.0,0.0
843d307ffffffff,27.0,0.0,0.0
843d30bffffffff,4.0,0.0,0.0
843d31dffffffff,26.0,0.0,0.0
843d33dffffffff,16.0,0.0,0.0
843d341ffffffff,2.0,0.0,0.0
843d343ffffffff,2.0,0.0,0.0
843d349ffffffff,1.0,0.0,0.0
843d34bffffffff,7.0,0.0,0.0
843d34dffffffff,1.0,0.0,0.0
843d355ffffffff,6.0,0.0,0.0
843d359ffffffff,4.0,0.0,0.0
843d35dffffffff,81.0,0.0,0.0
843dad1ffffffff,143.0,0.0,0.0
843dad9ffffffff,7.0,0.0,0.0
843dadbffffffff,7.0,0.0,0.0
8440403ffffffff,2.0,0.0,0.0
8440413ffffffff,1.0,0.0,0.0
8440439ffffffff,11.0,0.0,0.0
844043dffffffff,2.0,0.0,0.0
8440447ffffffff,12.0,0.0,0.0
84404c1ffffffff,16.0,0.0,0.0
84404c5ffffffff,22.0,0.0,0.0
84404c7ffffffff,1.0,0.0,0.0
84404cdffffffff,1.0,0.0,0.0
84404ddffffffff,2.0,0.0,0.0
8440585ffffffff,1.0,0.0,0.0
844058dffffffff,11.0,0.0,0.0
8440591ffffffff,4.0,0.0,0.0
844059dffffffff,1.0,0.0,0.0
84405b9ffffffff,8.0,0.0,0.0
84405c1ffffffff,4.0,0.0,0.0
84405cbffffffff,1.0,0.0,0.0
84405ddffffffff,1.0,0.0,0.0
8440717ffffffff,3.0,0.0,0.0
8440733ffffffff,1.0,0.0,0.0
8440805ffffffff,1.0,0.0,0.0
8440899ffffffff,6.0,0.0,0.0
844089dffffffff,1.0,0.0,0.0
8440a8dffffffff,3.0,0.0,0.0
8440ac5ffffffff,9.0,0.0,0.0
8440c05ffffffff,8.0,0.0,0.0
8440c15ffffffff,3.0,0.0,0.0
8440c19ffffffff,51.0,0.0,0.0
8440c1dffffffff,3.0,0.0,0.0
8440c21ffffffff,4.0,0.0,0.0
8440c25ffffffff,4.0,0.0,0.0
8440c27ffffffff,79.0,0.0,1.0
8440c29ffffffff,49.0,0.0,1.0
8440c2bffffffff,10.0,0.0,0.0
8440c2dffffffff,18.0,0.0,0.0
8440c43ffffffff,6.0,0.0,0.0
8440c45ffffffff,2.0,0.0,0.0
8440c53ffffffff,5.0,0.0,0.0
8440c57ffffffff,7.0,0.0,0.0
8440c59ffffffff,101.0,0.0,1.0
8440c5bffffffff,10.0,0.0,0.0
8440c63ffffffff,23.0,0.0,0.0
8440c67ffffffff,7.0,0.0,0.0
8440c6dffffffff,18.0,0.0,0.0
8440ce3ffffffff,2.0,0.0,0.0
8440ce7ffffffff,2.0,0.0,0.0
8440ce9ffffffff,1.0,0.0,0.0
8440cedffffffff,3.0,0.0,0.0
8440d01ffffffff,2.0,0.0,0.0
8440d1bffffffff,2.0,0.0,0.0
8440da9ffffffff,4.0,0.0,0.0
8440dc1ffffffff,8.0,0.0,0.0
8440dc9ffffffff,2.0,0.0,0.0
8440dcdffffffff,7.0,0.0,0.0
8440de3ffffffff,1.0,0.0,0.0
8440dedffffffff,20.0,0.0,0.0
8440e11ffffffff,5.0,0.0,0.0
8440e13ffffffff,67.0,0.0,3.0
8440e17ffffffff,2.0,0.0,0.0
8440e33ffffffff,7.0,0.0,0.0
8440e37ffffffff,9.0,0.0,0.0
8440e3dffffffff,6.0,0.0,0.0
8440e45ffffffff,2.0,0.0,0.0
8440e89ffffffff,5.0,0.0,0.0
8440e8dffffffff,6.0,0.0,0.0
8440ebbffffffff,1.0,0.0,0.0
8440ec1ffffffff,11.0,0.0,0.0
8440ec5ffffffff,29.0,0.0,0.0
8440ec7ffffffff,2.0,0.0,0.0
8440ee5ffffffff,127.0,0.0,1.0
8440eebffffffff,14.0,0.0,0.0
8440eedffffffff,3.0,0.0,0.0
8440f13ffffffff,2.0,0.0,0.0
