cell_id,Myiothlypis bivittata,Myiothlypis bivittata roraimae,Myiothlypis bivittata bivittata/argentinae
845f711ffffffff,8.0,7.0,0.0
848b229ffffffff,2.0,0.0,0.0
848b617ffffffff,15.0,0.0,13.0
84b3421ffffffff,2.0,0.0,0.0
84b3425ffffffff,5.0,0.0,2.0
84b35b5ffffffff,1.0,0.0,0.0
84b35c1ffffffff,2.0,0.0,0.0
