cell_id,Dendrocopos major,Dendrocopos major canariensis/thanneri,Dendrocopos major numidus/mauritanus,Dendrocopos major [major Group],Dendrocopos major poelzami,Dendrocopos major japonicus,Dendrocopos major cabanisi/stresemanni
830134fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830135fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830802fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
830806fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
830810fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
830812fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
830813fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
830814fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830815fffffffff,39.0,0.0,0.0,3.0,0.0,0.0,0.0
830816fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830819fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83081efffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
830833fffffffff,10.0,0.0,0.0,2.0,0.0,0.0,0.0
830836fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
830883fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
830884fffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,652.0,0.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,63.0,0.0,0.0,5.0,0.0,0.0,0.0
830889fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83088afffffffff,12.0,0.0,0.0,2.0,0.0,0.0,0.0
83088bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83088efffffffff,33.0,0.0,0.0,23.0,0.0,0.0,0.0
830890fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830893fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
830895fffffffff,125.0,0.0,0.0,0.0,0.0,0.0,0.0
830896fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,415.0,0.0,0.0,89.0,0.0,0.0,0.0
83089afffffffff,150.0,0.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,66.0,0.0,0.0,1.0,0.0,0.0,0.0
83089cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83089dfffffffff,298.0,0.0,0.0,2.0,0.0,0.0,0.0
83089efffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a0fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a2fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a3fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a4fffffffff,24.0,0.0,0.0,7.0,0.0,0.0,0.0
8308a5fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a6fffffffff,19.0,0.0,0.0,3.0,0.0,0.0,0.0
8308a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a9fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8308acfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308aefffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b0fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b1fffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0
