cell_id,Euplectes macroura,Euplectes macroura macrocercus,Euplectes macroura macroura/conradsi
823917fffffffff,1.0,0.0,0.0
8254c7fffffffff,8.0,0.0,0.0
8254e7fffffffff,9.0,0.0,0.0
8254effffffffff,20.0,0.0,0.0
8254f7fffffffff,2.0,0.0,0.0
826acffffffffff,6.0,6.0,0.0
826aeffffffffff,7.0,4.0,3.0
827a4ffffffffff,7.0,7.0,0.0
827a6ffffffffff,9.0,0.0,5.0
