cell_id,Troglodytes troglodytes,Troglodytes troglodytes islandicus,Troglodytes troglodytes borealis,Troglodytes troglodytes zetlandicus,Troglodytes troglodytes hebridensis,Troglodytes troglodytes fridariensis,Troglodytes troglodytes hirtensis,Troglodytes troglodytes indigenus,Troglodytes troglodytes [troglodytes Group]
830745fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830746fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
830886fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
83089bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
830980fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830982fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831592fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831801fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
831805fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
831823fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83182afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
83182cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
83182efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
831846fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831849fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
83184bfffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
831859fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
83185bfffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
831870fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831876fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831909fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83191dfffffffff,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
831926fffffffff,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831941fffffffff,171.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0
831942fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
83194afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83194cfffffffff,302.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0
83194efffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0
