cell_id,Agriornis micropterus,Agriornis micropterus andecola,Agriornis micropterus micropterus
838b20fffffffff,2.0,0.0,0.0
838b25fffffffff,2.0,0.0,0.0
838b2cfffffffff,21.0,0.0,0.0
83b209fffffffff,1.0,0.0,0.0
83b225fffffffff,11.0,0.0,0.0
83b22bfffffffff,1.0,0.0,0.0
83b22dfffffffff,3.0,0.0,0.0
83b240fffffffff,5.0,0.0,0.0
83b241fffffffff,44.0,0.0,0.0
83b242fffffffff,11.0,0.0,0.0
83b243fffffffff,20.0,0.0,0.0
83b244fffffffff,12.0,0.0,0.0
83b245fffffffff,3.0,0.0,0.0
83b246fffffffff,29.0,0.0,0.0
83b248fffffffff,5.0,0.0,0.0
83b249fffffffff,1.0,0.0,0.0
83b24afffffffff,10.0,0.0,0.0
83b24bfffffffff,2.0,0.0,0.0
83b24cfffffffff,11.0,0.0,0.0
83b24efffffffff,13.0,0.0,0.0
83b250fffffffff,1.0,0.0,0.0
83b251fffffffff,24.0,0.0,0.0
83b258fffffffff,47.0,0.0,0.0
83b259fffffffff,9.0,0.0,0.0
83b25afffffffff,1.0,0.0,0.0
83b25bfffffffff,10.0,0.0,0.0
83b25cfffffffff,43.0,0.0,0.0
83b25dfffffffff,38.0,0.0,0.0
83b25efffffffff,13.0,0.0,0.0
83b263fffffffff,1.0,0.0,0.0
83b266fffffffff,6.0,0.0,0.0
83b268fffffffff,14.0,0.0,0.0
83b26afffffffff,1.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0
83b272fffffffff,3.0,0.0,0.0
83b274fffffffff,5.0,0.0,0.0
83b275fffffffff,2.0,0.0,0.0
83b2c8fffffffff,15.0,0.0,0.0
83b2c9fffffffff,2.0,0.0,0.0
83b2cafffffffff,8.0,0.0,0.0
83b2ccfffffffff,2.0,0.0,0.0
83b2cdfffffffff,5.0,0.0,0.0
83b2cefffffffff,6.0,0.0,0.0
83b2e1fffffffff,6.0,0.0,0.0
83b2e8fffffffff,11.0,0.0,0.0
83b2e9fffffffff,6.0,0.0,0.0
83b2eafffffffff,11.0,0.0,0.0
83b2ebfffffffff,5.0,0.0,0.0
83b2ecfffffffff,6.0,0.0,0.0
83b2edfffffffff,14.0,0.0,0.0
83b2eefffffffff,28.0,0.0,0.0
83b300fffffffff,8.0,0.0,0.0
83b304fffffffff,2.0,0.0,0.0
83b305fffffffff,24.0,0.0,0.0
83b30bfffffffff,82.0,0.0,0.0
83b321fffffffff,1.0,0.0,0.0
83b322fffffffff,2.0,0.0,0.0
83b323fffffffff,14.0,0.0,0.0
83b32cfffffffff,1.0,0.0,0.0
83b342fffffffff,2.0,0.0,0.0
83b346fffffffff,2.0,0.0,0.0
83b34bfffffffff,1.0,0.0,0.0
83b350fffffffff,1.0,0.0,0.0
83b351fffffffff,36.0,0.0,0.0
83b353fffffffff,9.0,0.0,0.0
83b354fffffffff,41.0,0.0,0.0
83b355fffffffff,28.0,0.0,0.0
83b356fffffffff,22.0,0.0,0.0
83b35afffffffff,12.0,0.0,0.0
83b35efffffffff,37.0,0.0,0.0
83b373fffffffff,45.0,0.0,0.0
83c2c9fffffffff,1.0,0.0,0.0
83c2e0fffffffff,1.0,0.0,0.0
83c2e9fffffffff,11.0,0.0,0.0
83c301fffffffff,2.0,0.0,0.0
83c305fffffffff,10.0,0.0,0.0
83c308fffffffff,2.0,0.0,0.0
83c30cfffffffff,3.0,0.0,0.0
83c30dfffffffff,2.0,0.0,0.0
83c320fffffffff,20.0,0.0,0.0
83c321fffffffff,17.0,0.0,0.0
83c324fffffffff,14.0,0.0,0.0
83c325fffffffff,27.0,0.0,0.0
83c326fffffffff,4.0,0.0,0.0
83c328fffffffff,9.0,0.0,0.0
83c329fffffffff,63.0,0.0,2.0
83c32afffffffff,68.0,0.0,0.0
83c32bfffffffff,5.0,0.0,0.0
83c32dfffffffff,18.0,0.0,0.0
83c32efffffffff,56.0,0.0,0.0
83c340fffffffff,6.0,0.0,0.0
83c342fffffffff,3.0,0.0,0.0
83c343fffffffff,1.0,0.0,0.0
83c345fffffffff,2.0,0.0,0.0
83c346fffffffff,2.0,0.0,0.0
83c348fffffffff,3.0,0.0,0.0
83c349fffffffff,13.0,0.0,0.0
83c34bfffffffff,5.0,0.0,0.0
83c34cfffffffff,2.0,0.0,0.0
83c34efffffffff,13.0,0.0,0.0
83c350fffffffff,7.0,0.0,0.0
83c351fffffffff,2.0,0.0,0.0
83c353fffffffff,2.0,0.0,0.0
83c354fffffffff,1.0,0.0,0.0
83c355fffffffff,5.0,0.0,0.0
83c356fffffffff,2.0,0.0,0.0
83c35cfffffffff,1.0,0.0,0.0
83c360fffffffff,21.0,0.0,0.0
83c361fffffffff,1.0,0.0,0.0
83c363fffffffff,1.0,0.0,0.0
83c364fffffffff,4.0,0.0,0.0
83c365fffffffff,3.0,0.0,0.0
83c366fffffffff,3.0,0.0,0.0
83c368fffffffff,4.0,0.0,0.0
83c36afffffffff,5.0,0.0,0.0
83c36bfffffffff,4.0,0.0,0.0
83c36cfffffffff,6.0,0.0,0.0
83c36dfffffffff,1.0,0.0,0.0
83c370fffffffff,11.0,0.0,0.0
83c371fffffffff,46.0,0.0,0.0
83c373fffffffff,12.0,0.0,0.0
83c375fffffffff,17.0,0.0,0.0
83c376fffffffff,4.0,0.0,0.0
83ce80fffffffff,17.0,0.0,0.0
83ce82fffffffff,6.0,0.0,0.0
83ce83fffffffff,14.0,0.0,0.0
83ce84fffffffff,7.0,0.0,0.0
83ce85fffffffff,2.0,0.0,0.0
83ce86fffffffff,3.0,0.0,0.0
83ce91fffffffff,2.0,0.0,0.0
83ce93fffffffff,65.0,0.0,0.0
83ce95fffffffff,4.0,0.0,0.0
83ce96fffffffff,8.0,0.0,0.0
83ce98fffffffff,101.0,0.0,0.0
83ce9bfffffffff,18.0,0.0,0.0
83ce9cfffffffff,39.0,0.0,0.0
83ce9dfffffffff,7.0,0.0,0.0
83ce9efffffffff,22.0,0.0,0.0
83cea2fffffffff,7.0,0.0,0.0
83cea3fffffffff,3.0,0.0,0.0
83ceb0fffffffff,1.0,0.0,0.0
83ceb3fffffffff,5.0,0.0,0.0
83cf12fffffffff,17.0,0.0,0.0
83cf16fffffffff,3.0,0.0,0.0
83cf81fffffffff,4.0,0.0,0.0
83cf82fffffffff,3.0,0.0,0.0
83cf85fffffffff,26.0,0.0,0.0
83cf88fffffffff,2.0,0.0,0.0
83cf8cfffffffff,88.0,0.0,0.0
83cf8efffffffff,37.0,0.0,0.0
83cf90fffffffff,12.0,0.0,0.0
83cf91fffffffff,24.0,0.0,0.0
83cf94fffffffff,20.0,0.0,0.0
83cf95fffffffff,10.0,0.0,0.0
83cf98fffffffff,20.0,0.0,0.0
83cf9afffffffff,2.0,0.0,0.0
83cf9efffffffff,28.0,0.0,0.0
83cfa0fffffffff,23.0,0.0,0.0
83cfa1fffffffff,2.0,0.0,0.0
83cfa2fffffffff,37.0,0.0,0.0
83cfa4fffffffff,13.0,0.0,0.0
83cfa8fffffffff,3.0,0.0,0.0
83cfaafffffffff,7.0,0.0,0.0
83cfacfffffffff,25.0,0.0,0.0
83cfaefffffffff,2.0,0.0,0.0
83cfb1fffffffff,5.0,0.0,0.0
