cell_id,Sayornis nigricans,Sayornis nigricans [nigricans Group],Sayornis nigricans latirostris/angustirostris
84281a5ffffffff,2.0,0.0,0.0
84281a7ffffffff,54.0,0.0,0.0
84281abffffffff,88.0,0.0,0.0
84281adffffffff,3.0,0.0,0.0
84281b1ffffffff,459.0,0.0,0.0
84281b3ffffffff,501.0,0.0,0.0
84281b5ffffffff,2032.0,0.0,0.0
84281b7ffffffff,89.0,0.0,0.0
84281b9ffffffff,206.0,0.0,0.0
84281bbffffffff,205.0,0.0,0.0
84281bdffffffff,46.0,0.0,0.0
84281c1ffffffff,1.0,0.0,0.0
84281c3ffffffff,772.0,0.0,0.0
84281c5ffffffff,9.0,0.0,0.0
84281c7ffffffff,128.0,12.0,0.0
84281c9ffffffff,206.0,0.0,0.0
84281cbffffffff,1517.0,0.0,0.0
84281cdffffffff,4.0,0.0,0.0
84281d5ffffffff,271.0,0.0,0.0
84281ddffffffff,46.0,0.0,0.0
84281e1ffffffff,16.0,2.0,0.0
84281e3ffffffff,140.0,8.0,0.0
84281e5ffffffff,48.0,0.0,0.0
84281e7ffffffff,4.0,0.0,0.0
84281e9ffffffff,791.0,10.0,0.0
84281ebffffffff,1465.0,29.0,0.0
84281edffffffff,47.0,0.0,0.0
8428301ffffffff,6085.0,48.0,0.0
8428303ffffffff,3047.0,40.0,0.0
8428305ffffffff,7344.0,0.0,0.0
8428307ffffffff,6063.0,11.0,0.0
8428309ffffffff,42420.0,462.0,0.0
842830bffffffff,16291.0,626.0,0.0
842830dffffffff,6935.0,42.0,0.0
8428311ffffffff,357.0,17.0,0.0
8428313ffffffff,770.0,0.0,0.0
8428315ffffffff,597.0,32.0,0.0
8428317ffffffff,836.0,0.0,0.0
842831dffffffff,4863.0,175.0,0.0
8428321ffffffff,3526.0,0.0,0.0
8428323ffffffff,4249.0,0.0,0.0
8428325ffffffff,75.0,0.0,0.0
8428327ffffffff,3737.0,0.0,0.0
8428329ffffffff,4680.0,0.0,0.0
842832bffffffff,18032.0,0.0,0.0
842832dffffffff,367.0,0.0,0.0
8428331ffffffff,4076.0,0.0,0.0
8428333ffffffff,235.0,0.0,0.0
8428335ffffffff,2806.0,0.0,0.0
8428337ffffffff,1175.0,0.0,0.0
8428339ffffffff,863.0,0.0,0.0
842833bffffffff,853.0,0.0,0.0
842833dffffffff,802.0,0.0,0.0
8428341ffffffff,18592.0,162.0,0.0
8428343ffffffff,10323.0,1355.0,0.0
8428345ffffffff,6390.0,55.0,0.0
8428347ffffffff,27545.0,1840.0,0.0
842834dffffffff,24478.0,6.0,0.0
8428355ffffffff,6004.0,0.0,0.0
8428357ffffffff,3315.0,0.0,0.0
8428361ffffffff,1698.0,0.0,0.0
8428363ffffffff,170.0,0.0,0.0
8428365ffffffff,2002.0,0.0,0.0
8428367ffffffff,1465.0,0.0,0.0
8428369ffffffff,1315.0,0.0,0.0
842836bffffffff,2116.0,3.0,0.0
842836dffffffff,606.0,0.0,0.0
8428a09ffffffff,2.0,0.0,0.0
8428a6dffffffff,1.0,0.0,0.0
8428c61ffffffff,4.0,0.0,0.0
8428c69ffffffff,4.0,0.0,0.0
8428c6dffffffff,11.0,0.0,0.0
8428f01ffffffff,1192.0,0.0,0.0
8428f03ffffffff,385.0,0.0,0.0
8428f05ffffffff,53.0,0.0,0.0
8428f07ffffffff,1071.0,2.0,0.0
8428f09ffffffff,132.0,0.0,0.0
8428f0bffffffff,589.0,0.0,0.0
8428f11ffffffff,276.0,0.0,0.0
8428f15ffffffff,336.0,0.0,0.0
8428f17ffffffff,250.0,0.0,0.0
8428f19ffffffff,301.0,0.0,0.0
8428f1dffffffff,222.0,0.0,0.0
8428f31ffffffff,5.0,0.0,0.0
8428f33ffffffff,16.0,0.0,0.0
8428f39ffffffff,64.0,0.0,0.0
8428f3bffffffff,75.0,0.0,0.0
8428f41ffffffff,19.0,0.0,0.0
8428f43ffffffff,1760.0,0.0,0.0
8428f47ffffffff,2.0,0.0,0.0
8428f49ffffffff,184.0,0.0,0.0
8428f4bffffffff,3748.0,0.0,0.0
8428f51ffffffff,317.0,0.0,0.0
8428f55ffffffff,493.0,0.0,0.0
8428f57ffffffff,1215.0,0.0,0.0
8428f59ffffffff,798.0,0.0,0.0
8428f5dffffffff,172.0,0.0,0.0
8429121ffffffff,1193.0,0.0,0.0
8429123ffffffff,28.0,0.0,0.0
8429125ffffffff,5096.0,0.0,0.0
8429127ffffffff,8976.0,0.0,0.0
842912bffffffff,7.0,0.0,0.0
842912dffffffff,15.0,0.0,0.0
8429131ffffffff,2.0,0.0,0.0
8429135ffffffff,1260.0,0.0,0.0
8429137ffffffff,982.0,0.0,0.0
842913dffffffff,15.0,0.0,0.0
8429167ffffffff,81.0,0.0,0.0
84291a5ffffffff,294.0,0.0,0.0
84291a7ffffffff,10159.0,0.0,0.0
8429809ffffffff,134.0,0.0,0.0
842980bffffffff,18.0,0.0,0.0
842980dffffffff,36.0,0.0,0.0
8429811ffffffff,2.0,0.0,0.0
8429819ffffffff,53.0,0.0,0.0
842981bffffffff,114.0,0.0,0.0
842981dffffffff,29.0,0.0,0.0
8429821ffffffff,9.0,0.0,0.0
8429823ffffffff,17.0,0.0,0.0
8429825ffffffff,8.0,0.0,0.0
8429827ffffffff,7.0,0.0,0.0
842982bffffffff,125.0,0.0,0.0
8429841ffffffff,135.0,0.0,0.0
8429843ffffffff,193.0,0.0,0.0
8429845ffffffff,97.0,0.0,0.0
8429847ffffffff,78.0,0.0,0.0
8429849ffffffff,653.0,0.0,0.0
842984bffffffff,11.0,0.0,0.0
842984dffffffff,2.0,0.0,0.0
8429851ffffffff,31.0,0.0,0.0
8429853ffffffff,6.0,0.0,0.0
8429855ffffffff,630.0,0.0,0.0
8429857ffffffff,7.0,0.0,0.0
8429859ffffffff,112.0,0.0,0.0
842985bffffffff,68.0,0.0,0.0
842985dffffffff,5.0,0.0,0.0
8429861ffffffff,345.0,0.0,0.0
8429863ffffffff,405.0,0.0,0.0
8429865ffffffff,118.0,0.0,0.0
8429867ffffffff,143.0,0.0,0.0
8429869ffffffff,2928.0,0.0,0.0
842986bffffffff,700.0,0.0,0.0
842986dffffffff,56.0,0.0,0.0
8429881ffffffff,9.0,0.0,0.0
8429883ffffffff,35.0,0.0,0.0
8429889ffffffff,3.0,0.0,0.0
842988bffffffff,15.0,0.0,0.0
8429891ffffffff,789.0,0.0,0.0
8429893ffffffff,222.0,0.0,0.0
8429895ffffffff,58.0,0.0,0.0
8429897ffffffff,8.0,0.0,0.0
8429899ffffffff,363.0,0.0,0.0
842989bffffffff,191.0,0.0,0.0
842989dffffffff,188.0,0.0,0.0
84298b7ffffffff,2.0,0.0,0.0
84298b9ffffffff,33.0,0.0,0.0
84298c1ffffffff,25.0,0.0,0.0
84298c3ffffffff,69.0,0.0,0.0
84298c5ffffffff,14.0,0.0,0.0
84298c9ffffffff,2598.0,0.0,0.0
84298cbffffffff,149.0,0.0,0.0
84298cdffffffff,331.0,0.0,0.0
84298d1ffffffff,30.0,0.0,0.0
84298d3ffffffff,87.0,0.0,0.0
84298d5ffffffff,56.0,0.0,0.0
84298d7ffffffff,220.0,0.0,0.0
84298d9ffffffff,268.0,0.0,0.0
84298dbffffffff,279.0,0.0,0.0
84298ddffffffff,204.0,0.0,0.0
84298e1ffffffff,3.0,0.0,0.0
84298e9ffffffff,23.0,0.0,0.0
8429901ffffffff,4.0,0.0,0.0
8429903ffffffff,3.0,2.0,0.0
8429907ffffffff,2.0,0.0,0.0
8429909ffffffff,31.0,0.0,0.0
842990bffffffff,608.0,0.0,0.0
842990dffffffff,7.0,0.0,0.0
8429915ffffffff,6.0,0.0,0.0
8429919ffffffff,21.0,0.0,0.0
842991bffffffff,7.0,0.0,0.0
842991dffffffff,6.0,0.0,0.0
8429921ffffffff,3.0,0.0,0.0
8429923ffffffff,48.0,0.0,0.0
8429925ffffffff,6.0,0.0,0.0
8429929ffffffff,4.0,0.0,0.0
842992bffffffff,61.0,0.0,0.0
8429937ffffffff,3.0,0.0,0.0
842993bffffffff,7.0,0.0,0.0
842993dffffffff,2.0,0.0,0.0
8429941ffffffff,11.0,0.0,0.0
8429943ffffffff,2.0,0.0,0.0
8429945ffffffff,9.0,0.0,0.0
8429947ffffffff,2.0,0.0,0.0
842994bffffffff,22.0,0.0,0.0
842994dffffffff,43.0,0.0,0.0
8429951ffffffff,506.0,0.0,0.0
8429953ffffffff,674.0,0.0,0.0
8429955ffffffff,19.0,0.0,0.0
8429957ffffffff,848.0,0.0,0.0
842995bffffffff,53.0,0.0,0.0
8429961ffffffff,2.0,2.0,0.0
8429965ffffffff,5.0,0.0,0.0
842996bffffffff,49.0,0.0,0.0
842996dffffffff,7.0,0.0,0.0
84299bbffffffff,8.0,0.0,0.0
84299e3ffffffff,1.0,0.0,0.0
84299ebffffffff,3.0,0.0,0.0
8429a01ffffffff,6110.0,0.0,0.0
8429a03ffffffff,3403.0,0.0,0.0
8429a05ffffffff,2825.0,0.0,0.0
8429a07ffffffff,717.0,0.0,0.0
8429a09ffffffff,5498.0,0.0,0.0
8429a0bffffffff,17345.0,0.0,0.0
8429a0dffffffff,837.0,1.0,0.0
8429a11ffffffff,2921.0,0.0,0.0
8429a13ffffffff,379.0,0.0,0.0
8429a15ffffffff,1872.0,0.0,0.0
8429a17ffffffff,3264.0,0.0,0.0
8429a19ffffffff,11847.0,0.0,0.0
8429a1bffffffff,4354.0,0.0,0.0
8429a1dffffffff,23137.0,0.0,0.0
8429a23ffffffff,7.0,0.0,0.0
8429a27ffffffff,21.0,0.0,0.0
8429a29ffffffff,639.0,0.0,0.0
8429a31ffffffff,143.0,0.0,0.0
8429a33ffffffff,106.0,0.0,0.0
8429a35ffffffff,9.0,0.0,0.0
8429a39ffffffff,98.0,0.0,0.0
8429a3bffffffff,1343.0,0.0,0.0
8429a3dffffffff,204.0,0.0,0.0
8429a41ffffffff,27988.0,3.0,0.0
8429a43ffffffff,2102.0,1.0,0.0
8429a45ffffffff,3482.0,0.0,0.0
8429a47ffffffff,7072.0,0.0,0.0
8429a49ffffffff,17.0,0.0,0.0
8429a4dffffffff,10488.0,1.0,0.0
8429a51ffffffff,278.0,0.0,0.0
8429a55ffffffff,19936.0,0.0,0.0
8429a57ffffffff,28051.0,0.0,0.0
8429a59ffffffff,632.0,0.0,0.0
8429a61ffffffff,1625.0,24.0,0.0
8429a63ffffffff,1756.0,0.0,0.0
8429a65ffffffff,110.0,0.0,0.0
8429a67ffffffff,33.0,0.0,0.0
8429a69ffffffff,786.0,0.0,0.0
8429a6bffffffff,977.0,0.0,0.0
8429a6dffffffff,8550.0,0.0,0.0
8429a81ffffffff,377.0,0.0,0.0
8429a83ffffffff,44.0,0.0,0.0
8429a85ffffffff,836.0,0.0,0.0
8429a87ffffffff,285.0,0.0,0.0
8429a89ffffffff,625.0,0.0,0.0
8429a8bffffffff,103.0,0.0,0.0
8429a8dffffffff,659.0,0.0,0.0
8429a91ffffffff,958.0,18.0,0.0
8429a93ffffffff,1589.0,84.0,0.0
8429a95ffffffff,88.0,0.0,0.0
8429a97ffffffff,2649.0,0.0,0.0
8429a99ffffffff,623.0,10.0,0.0
8429a9bffffffff,2103.0,50.0,0.0
8429a9dffffffff,55.0,2.0,0.0
8429aa1ffffffff,293.0,0.0,0.0
8429aa5ffffffff,88.0,0.0,0.0
8429aa7ffffffff,1197.0,0.0,0.0
8429aa9ffffffff,427.0,0.0,0.0
8429aabffffffff,153.0,0.0,0.0
8429aadffffffff,331.0,0.0,0.0
8429ab1ffffffff,456.0,0.0,0.0
8429ab3ffffffff,425.0,0.0,0.0
8429ab5ffffffff,13.0,0.0,0.0
8429ab7ffffffff,647.0,0.0,0.0
8429ab9ffffffff,2553.0,0.0,0.0
8429abbffffffff,415.0,0.0,0.0
8429abdffffffff,367.0,0.0,0.0
8429ac1ffffffff,170.0,0.0,0.0
8429ac3ffffffff,201.0,0.0,0.0
8429ac5ffffffff,226.0,0.0,0.0
8429ac7ffffffff,126.0,0.0,0.0
8429ac9ffffffff,9075.0,0.0,0.0
8429acbffffffff,309.0,0.0,0.0
8429acdffffffff,831.0,0.0,0.0
8429ad1ffffffff,8760.0,0.0,0.0
8429ad3ffffffff,1103.0,0.0,0.0
8429ad5ffffffff,243.0,0.0,0.0
8429ad7ffffffff,212.0,0.0,0.0
8429ad9ffffffff,1001.0,0.0,0.0
8429addffffffff,5546.0,0.0,0.0
8429ae1ffffffff,1647.0,0.0,0.0
8429ae3ffffffff,399.0,0.0,0.0
8429ae5ffffffff,346.0,0.0,0.0
8429ae7ffffffff,94.0,0.0,0.0
8429ae9ffffffff,193.0,0.0,0.0
8429aebffffffff,1390.0,0.0,0.0
8429aedffffffff,189.0,0.0,0.0
8429b01ffffffff,53.0,0.0,0.0
8429b03ffffffff,20.0,0.0,0.0
8429b05ffffffff,9.0,0.0,0.0
8429b07ffffffff,2.0,0.0,0.0
8429b09ffffffff,487.0,0.0,0.0
8429b0bffffffff,1460.0,0.0,0.0
8429b0dffffffff,39.0,0.0,0.0
8429b11ffffffff,85.0,0.0,0.0
8429b13ffffffff,62.0,0.0,0.0
8429b15ffffffff,217.0,0.0,0.0
8429b17ffffffff,24.0,0.0,0.0
8429b19ffffffff,41.0,0.0,0.0
8429b1bffffffff,5.0,0.0,0.0
8429b1dffffffff,779.0,0.0,0.0
8429b21ffffffff,33.0,0.0,0.0
8429b25ffffffff,665.0,31.0,0.0
8429b27ffffffff,1.0,0.0,0.0
8429b29ffffffff,2192.0,31.0,0.0
8429b2bffffffff,6.0,1.0,0.0
8429b2dffffffff,3617.0,55.0,0.0
8429b31ffffffff,15.0,0.0,0.0
8429b33ffffffff,6.0,0.0,0.0
8429b35ffffffff,3.0,0.0,0.0
8429b37ffffffff,2.0,0.0,0.0
8429b39ffffffff,8.0,0.0,0.0
8429b43ffffffff,45.0,0.0,0.0
8429b45ffffffff,7.0,0.0,0.0
8429b47ffffffff,13.0,0.0,0.0
8429b49ffffffff,37.0,0.0,0.0
8429b4bffffffff,1.0,0.0,0.0
8429b4dffffffff,4.0,0.0,0.0
8429b53ffffffff,10.0,0.0,0.0
8429b55ffffffff,695.0,0.0,0.0
8429b57ffffffff,2.0,0.0,0.0
8429b5bffffffff,402.0,0.0,0.0
8429b5dffffffff,599.0,0.0,0.0
8429b61ffffffff,353.0,32.0,0.0
8429b63ffffffff,31.0,1.0,0.0
8429b65ffffffff,449.0,50.0,0.0
8429b67ffffffff,410.0,11.0,0.0
8429b69ffffffff,272.0,41.0,0.0
8429b6bffffffff,1209.0,111.0,0.0
8429b6dffffffff,2186.0,135.0,0.0
844505bffffffff,2.0,0.0,0.0
8445201ffffffff,3.0,0.0,0.0
8445203ffffffff,1.0,0.0,0.0
8445205ffffffff,20.0,0.0,0.0
8445207ffffffff,48.0,0.0,0.0
8445209ffffffff,3.0,0.0,0.0
844520dffffffff,154.0,0.0,0.0
8445211ffffffff,6.0,0.0,0.0
8445217ffffffff,31.0,0.0,0.0
8445219ffffffff,2.0,0.0,0.0
844521dffffffff,5.0,0.0,0.0
8445221ffffffff,49.0,1.0,0.0
8445225ffffffff,293.0,9.0,0.0
8445229ffffffff,5.0,0.0,0.0
844522bffffffff,13.0,0.0,0.0
844522dffffffff,5.0,0.0,0.0
8445233ffffffff,14.0,0.0,0.0
844523bffffffff,8.0,0.0,0.0
8445241ffffffff,2.0,0.0,0.0
8445243ffffffff,92.0,4.0,0.0
8445245ffffffff,12.0,2.0,0.0
8445247ffffffff,265.0,15.0,0.0
8445249ffffffff,12.0,0.0,0.0
844524bffffffff,14.0,3.0,0.0
844524dffffffff,6.0,4.0,0.0
8445251ffffffff,14.0,0.0,0.0
8445253ffffffff,6.0,0.0,0.0
8445255ffffffff,104.0,9.0,0.0
8445257ffffffff,11.0,0.0,0.0
844525bffffffff,17.0,0.0,0.0
844525dffffffff,6.0,1.0,0.0
8445261ffffffff,8.0,0.0,0.0
8445263ffffffff,137.0,3.0,0.0
8445267ffffffff,4.0,0.0,0.0
844526bffffffff,605.0,4.0,0.0
844526dffffffff,3.0,0.0,0.0
8445289ffffffff,2.0,0.0,0.0
84452c7ffffffff,1.0,0.0,0.0
84452d9ffffffff,74.0,34.0,0.0
84452dbffffffff,4.0,0.0,0.0
84452e1ffffffff,1243.0,11.0,0.0
84452e5ffffffff,406.0,3.0,0.0
84452e7ffffffff,2.0,0.0,0.0
84452e9ffffffff,200.0,11.0,0.0
84452ebffffffff,2.0,0.0,0.0
84452edffffffff,26.0,0.0,0.0
8445301ffffffff,1.0,0.0,0.0
8445303ffffffff,6.0,0.0,0.0
8445305ffffffff,11.0,0.0,0.0
8445309ffffffff,9.0,0.0,0.0
8445319ffffffff,70.0,0.0,0.0
844531dffffffff,2.0,0.0,0.0
8445329ffffffff,1.0,0.0,0.0
844532bffffffff,13.0,0.0,0.0
844532dffffffff,3.0,0.0,0.0
8445341ffffffff,20.0,0.0,0.0
8445343ffffffff,49.0,0.0,0.0
8445351ffffffff,2.0,0.0,0.0
8445353ffffffff,85.0,0.0,0.0
8445357ffffffff,9.0,0.0,0.0
8445359ffffffff,2.0,0.0,0.0
844535bffffffff,2.0,0.0,0.0
8445363ffffffff,10.0,0.0,0.0
8445367ffffffff,7.0,0.0,0.0
844536bffffffff,3.0,0.0,0.0
8445649ffffffff,2.0,0.0,0.0
84456dbffffffff,3.0,0.0,0.0
8448005ffffffff,3.0,0.0,0.0
8448007ffffffff,7.0,0.0,0.0
8448017ffffffff,38.0,0.0,0.0
8448021ffffffff,5.0,0.0,0.0
8448027ffffffff,1.0,0.0,0.0
8448029ffffffff,5.0,0.0,0.0
844802bffffffff,93.0,0.0,0.0
8448059ffffffff,67.0,0.0,0.0
844805bffffffff,52.0,0.0,0.0
8448065ffffffff,45.0,0.0,0.0
8448067ffffffff,6.0,0.0,0.0
844806dffffffff,11.0,0.0,0.0
8448085ffffffff,13.0,0.0,0.0
8448087ffffffff,10.0,0.0,0.0
8448097ffffffff,323.0,0.0,0.0
84480a1ffffffff,5.0,0.0,0.0
84480a3ffffffff,2.0,0.0,0.0
84480a5ffffffff,15.0,0.0,0.0
84480a9ffffffff,48.0,0.0,0.0
84480adffffffff,863.0,0.0,0.0
84480b9ffffffff,5.0,0.0,0.0
84480bbffffffff,123.0,0.0,0.0
84480bdffffffff,24.0,0.0,0.0
84480cbffffffff,2.0,0.0,0.0
84480d1ffffffff,8.0,0.0,0.0
84480d3ffffffff,71.0,0.0,0.0
84480d9ffffffff,38.0,0.0,0.0
84480dbffffffff,24.0,0.0,0.0
84480ddffffffff,107.0,0.0,0.0
84480e1ffffffff,10.0,0.0,0.0
84480e3ffffffff,14.0,0.0,0.0
84480e5ffffffff,87.0,0.0,0.0
84480e7ffffffff,7.0,0.0,0.0
84480edffffffff,15.0,0.0,0.0
8448101ffffffff,48.0,0.0,0.0
8448107ffffffff,13.0,0.0,0.0
8448109ffffffff,2.0,0.0,0.0
844810dffffffff,12.0,0.0,0.0
844811bffffffff,1.0,0.0,0.0
8448121ffffffff,30.0,0.0,0.0
8448127ffffffff,1.0,0.0,0.0
8448129ffffffff,1.0,0.0,0.0
8448141ffffffff,23.0,0.0,0.0
8448143ffffffff,46.0,0.0,0.0
8448145ffffffff,21.0,0.0,0.0
8448147ffffffff,557.0,0.0,0.0
844814bffffffff,47.0,0.0,0.0
844814dffffffff,30.0,0.0,0.0
844815bffffffff,32.0,0.0,0.0
844815dffffffff,2.0,0.0,0.0
8448165ffffffff,2.0,0.0,0.0
8448169ffffffff,2.0,0.0,0.0
844816bffffffff,35.0,0.0,0.0
8448189ffffffff,1.0,0.0,0.0
844818bffffffff,3.0,0.0,0.0
844818dffffffff,2.0,0.0,0.0
8448191ffffffff,5.0,0.0,0.0
8448193ffffffff,4.0,0.0,0.0
8448195ffffffff,5.0,0.0,0.0
8448199ffffffff,11.0,0.0,0.0
844819dffffffff,31.0,0.0,0.0
84481a1ffffffff,2.0,0.0,0.0
84481a7ffffffff,77.0,0.0,0.0
84481a9ffffffff,2.0,0.0,0.0
84481abffffffff,5.0,0.0,0.0
84481b1ffffffff,21.0,0.0,0.0
84481b5ffffffff,46.0,0.0,0.0
84481b7ffffffff,1.0,0.0,0.0
84481bdffffffff,6.0,0.0,0.0
84481c1ffffffff,2.0,0.0,0.0
84481c7ffffffff,2.0,0.0,0.0
84481d1ffffffff,1.0,0.0,0.0
84481d5ffffffff,12.0,0.0,0.0
84481d7ffffffff,47.0,0.0,0.0
84481d9ffffffff,1.0,0.0,0.0
84481dbffffffff,6.0,0.0,0.0
84481ebffffffff,2.0,0.0,0.0
84481edffffffff,1.0,0.0,0.0
8448233ffffffff,391.0,0.0,0.0
8448237ffffffff,4.0,0.0,0.0
844823bffffffff,43.0,0.0,0.0
8448295ffffffff,3.0,0.0,0.0
84482a3ffffffff,13.0,0.0,0.0
84482a9ffffffff,23.0,0.0,0.0
84482abffffffff,1.0,0.0,0.0
84482adffffffff,556.0,0.0,0.0
84482b7ffffffff,29.0,0.0,0.0
84482b9ffffffff,5.0,0.0,0.0
84482bbffffffff,2.0,0.0,0.0
84482bdffffffff,6.0,0.0,0.0
84482e5ffffffff,333.0,0.0,0.0
84482e7ffffffff,19.0,0.0,0.0
84482edffffffff,14.0,0.0,0.0
844830dffffffff,8.0,4.0,0.0
8448329ffffffff,3.0,0.0,0.0
844832bffffffff,3.0,0.0,0.0
8448331ffffffff,34.0,0.0,0.0
8448333ffffffff,8.0,0.0,0.0
8448335ffffffff,2.0,0.0,0.0
8448337ffffffff,47.0,0.0,0.0
844833bffffffff,117.0,0.0,0.0
844833dffffffff,3.0,0.0,0.0
8448361ffffffff,105.0,0.0,0.0
8448363ffffffff,66.0,0.0,0.0
8448365ffffffff,49.0,6.0,0.0
8448367ffffffff,38.0,0.0,0.0
8448369ffffffff,45.0,3.0,0.0
844836dffffffff,8.0,0.0,0.0
8448423ffffffff,1.0,0.0,0.0
8448425ffffffff,17.0,0.0,0.0
8448427ffffffff,146.0,0.0,0.0
8448431ffffffff,3.0,0.0,0.0
8448435ffffffff,163.0,0.0,0.0
8448437ffffffff,84.0,0.0,0.0
8448469ffffffff,20.0,0.0,0.0
84484a5ffffffff,2908.0,0.0,0.0
84484a7ffffffff,487.0,0.0,0.0
844851bffffffff,2.0,0.0,0.0
8448527ffffffff,3.0,0.0,0.0
8448539ffffffff,2.0,0.0,0.0
8448547ffffffff,2.0,0.0,0.0
844854bffffffff,2.0,0.0,0.0
8448551ffffffff,18.0,0.0,0.0
8448553ffffffff,26.0,0.0,0.0
8448557ffffffff,2.0,0.0,0.0
8448559ffffffff,21.0,0.0,0.0
844855bffffffff,51.0,0.0,0.0
8448565ffffffff,13.0,0.0,0.0
8448567ffffffff,236.0,0.0,0.0
8448569ffffffff,7.0,0.0,0.0
844856bffffffff,56.0,0.0,0.0
8448583ffffffff,141.0,0.0,0.0
8448585ffffffff,21.0,0.0,0.0
8448587ffffffff,18.0,0.0,0.0
8448591ffffffff,36.0,0.0,0.0
8448593ffffffff,645.0,0.0,0.0
8448595ffffffff,125.0,0.0,0.0
