cell_id,Leucocarbo chalconotus,Leucocarbo chalconotus chalconotus,Leucocarbo chalconotus stewarti
83da84fffffffff,1169.0,723.0,0.0
83da85fffffffff,134.0,62.0,0.0
83da86fffffffff,184.0,79.0,0.0
83da8cfffffffff,10.0,0.0,0.0
83da8efffffffff,2.0,0.0,0.0
83daa8fffffffff,1.0,0.0,0.0
83daaafffffffff,1114.0,0.0,301.0
83daabfffffffff,4.0,0.0,4.0
