cell_id,Muscicapa striata,Muscicapa striata [striata Group],Muscicapa striata tyrrhenica/balearica
8308c0fffffffff,1.0,0.0,0.0
8308c1fffffffff,18.0,4.0,0.0
8308c2fffffffff,14.0,4.0,0.0
8308c3fffffffff,8.0,0.0,0.0
8308c6fffffffff,4.0,0.0,0.0
8308c8fffffffff,9.0,3.0,0.0
8308c9fffffffff,12.0,0.0,0.0
8308cdfffffffff,13.0,0.0,0.0
8308cefffffffff,5.0,0.0,0.0
8308d0fffffffff,3.0,0.0,0.0
8308d1fffffffff,64.0,1.0,0.0
8308d2fffffffff,7.0,0.0,0.0
8308d3fffffffff,11.0,4.0,0.0
8308d4fffffffff,4.0,0.0,0.0
8308d5fffffffff,11.0,0.0,0.0
8308d8fffffffff,96.0,0.0,0.0
8308dafffffffff,2.0,0.0,0.0
8308dbfffffffff,2.0,0.0,0.0
8308dcfffffffff,2.0,0.0,0.0
8308ddfffffffff,10.0,0.0,0.0
8308defffffffff,5.0,0.0,0.0
8308e3fffffffff,5.0,0.0,0.0
8308e6fffffffff,5.0,0.0,0.0
8308e9fffffffff,1.0,0.0,0.0
8308eafffffffff,12.0,2.0,0.0
8308ecfffffffff,10.0,0.0,0.0
8308edfffffffff,3.0,0.0,0.0
8308eefffffffff,2.0,0.0,0.0
8308f0fffffffff,6.0,0.0,0.0
8308f1fffffffff,2.0,0.0,0.0
8308f2fffffffff,4.0,3.0,0.0
8308f4fffffffff,3.0,0.0,0.0
8308f6fffffffff,11.0,0.0,0.0
83094bfffffffff,1.0,0.0,0.0
83095afffffffff,1.0,0.0,0.0
830980fffffffff,13.0,0.0,0.0
830981fffffffff,4.0,0.0,0.0
830982fffffffff,5.0,0.0,0.0
830988fffffffff,12.0,0.0,0.0
830989fffffffff,2.0,0.0,0.0
83098afffffffff,4.0,0.0,0.0
83098bfffffffff,3.0,0.0,0.0
83098cfffffffff,6.0,0.0,0.0
83098dfffffffff,12.0,0.0,0.0
83098efffffffff,10.0,0.0,0.0
830991fffffffff,46.0,0.0,0.0
830998fffffffff,4.0,0.0,0.0
830999fffffffff,75.0,0.0,0.0
83099bfffffffff,3.0,0.0,0.0
83099cfffffffff,2.0,0.0,0.0
83099dfffffffff,3.0,0.0,0.0
83099efffffffff,23.0,0.0,0.0
8309a0fffffffff,71.0,6.0,0.0
8309a4fffffffff,45.0,11.0,0.0
8309a5fffffffff,4.0,0.0,0.0
8309a6fffffffff,20.0,3.0,0.0
8309aafffffffff,1.0,0.0,0.0
830a33fffffffff,1.0,0.0,0.0
831016fffffffff,2.0,0.0,0.0
831026fffffffff,1.0,0.0,0.0
83109cfffffffff,1.0,0.0,0.0
8310a8fffffffff,1.0,0.0,0.0
8310c0fffffffff,9.0,0.0,0.0
8310c2fffffffff,35.0,0.0,0.0
8310c3fffffffff,6.0,0.0,0.0
8310d2fffffffff,3.0,0.0,0.0
8310dcfffffffff,9.0,0.0,0.0
8310eefffffffff,5.0,0.0,0.0
8310f0fffffffff,1.0,0.0,0.0
8310f2fffffffff,5.0,0.0,0.0
8310f6fffffffff,2.0,0.0,0.0
831100fffffffff,3.0,0.0,0.0
831101fffffffff,5.0,0.0,0.0
831103fffffffff,5.0,0.0,0.0
831104fffffffff,6.0,0.0,0.0
831105fffffffff,18.0,0.0,0.0
831106fffffffff,126.0,0.0,0.0
831113fffffffff,1.0,0.0,0.0
831115fffffffff,2.0,0.0,0.0
831116fffffffff,9.0,0.0,0.0
831120fffffffff,3.0,0.0,0.0
831122fffffffff,4.0,0.0,0.0
831123fffffffff,5.0,0.0,0.0
831124fffffffff,8.0,0.0,0.0
831125fffffffff,8.0,0.0,0.0
831126fffffffff,116.0,40.0,0.0
831128fffffffff,13.0,0.0,0.0
83112afffffffff,2.0,0.0,0.0
83112cfffffffff,1.0,0.0,0.0
83112dfffffffff,6.0,3.0,0.0
83112efffffffff,6.0,0.0,0.0
831133fffffffff,4.0,0.0,0.0
831134fffffffff,10.0,0.0,0.0
831135fffffffff,9.0,0.0,0.0
831136fffffffff,14.0,0.0,0.0
831154fffffffff,3.0,0.0,0.0
83115cfffffffff,1.0,0.0,0.0
831164fffffffff,1.0,0.0,0.0
831181fffffffff,11.0,3.0,0.0
831185fffffffff,6.0,0.0,0.0
83118afffffffff,10.0,0.0,0.0
83118bfffffffff,6.0,0.0,0.0
83118cfffffffff,14.0,0.0,0.0
83118dfffffffff,1.0,0.0,0.0
83118efffffffff,25.0,0.0,0.0
83119dfffffffff,1.0,0.0,0.0
83119efffffffff,8.0,0.0,0.0
8311a4fffffffff,1.0,0.0,0.0
8311a6fffffffff,12.0,0.0,0.0
8311aafffffffff,151.0,0.0,0.0
8311abfffffffff,14.0,0.0,0.0
8311aefffffffff,60.0,15.0,0.0
8315b3fffffffff,2.0,0.0,0.0
831801fffffffff,9.0,0.0,0.0
831805fffffffff,4.0,0.0,0.0
83180cfffffffff,12.0,0.0,0.0
831823fffffffff,6.0,0.0,0.0
831825fffffffff,3.0,0.0,0.0
831828fffffffff,27.0,0.0,0.0
831829fffffffff,4.0,2.0,0.0
83182afffffffff,11.0,0.0,0.0
83182cfffffffff,106.0,0.0,0.0
83182dfffffffff,7.0,0.0,0.0
83182efffffffff,13.0,0.0,0.0
831844fffffffff,13.0,0.0,0.0
831845fffffffff,9.0,0.0,0.0
831846fffffffff,21.0,0.0,0.0
831849fffffffff,793.0,1.0,0.0
83184afffffffff,22.0,0.0,0.0
83184bfffffffff,332.0,0.0,0.0
83184cfffffffff,7.0,0.0,0.0
83184dfffffffff,16.0,0.0,0.0
831855fffffffff,2.0,0.0,0.0
831859fffffffff,27.0,0.0,0.0
83185bfffffffff,99.0,0.0,0.0
831860fffffffff,6.0,2.0,0.0
831861fffffffff,1.0,0.0,0.0
831862fffffffff,4.0,0.0,0.0
831863fffffffff,2.0,0.0,0.0
831865fffffffff,12.0,0.0,0.0
831866fffffffff,3.0,0.0,0.0
831868fffffffff,6.0,2.0,0.0
831869fffffffff,8.0,0.0,0.0
83186afffffffff,16.0,0.0,0.0
83186bfffffffff,2.0,0.0,0.0
83186cfffffffff,42.0,0.0,0.0
83186dfffffffff,4.0,0.0,0.0
83186efffffffff,8.0,0.0,0.0
831870fffffffff,18.0,0.0,0.0
831871fffffffff,2.0,0.0,0.0
831872fffffffff,17.0,0.0,0.0
831873fffffffff,53.0,1.0,0.0
831874fffffffff,15.0,0.0,0.0
831875fffffffff,2.0,0.0,0.0
831876fffffffff,106.0,0.0,0.0
831908fffffffff,32.0,3.0,0.0
831909fffffffff,16.0,2.0,0.0
83190bfffffffff,21.0,2.0,0.0
83190cfffffffff,24.0,0.0,0.0
83190dfffffffff,293.0,26.0,0.0
83190efffffffff,1.0,0.0,0.0
83192afffffffff,9.0,2.0,0.0
83192bfffffffff,30.0,2.0,0.0
83192cfffffffff,11.0,0.0,0.0
831940fffffffff,116.0,0.0,0.0
831941fffffffff,168.0,34.0,0.0
831942fffffffff,160.0,19.0,0.0
831943fffffffff,43.0,0.0,0.0
831946fffffffff,30.0,0.0,0.0
831948fffffffff,93.0,0.0,0.0
831949fffffffff,12.0,0.0,0.0
83194afffffffff,205.0,9.0,0.0
83194bfffffffff,21.0,0.0,0.0
83194cfffffffff,32.0,0.0,0.0
83194dfffffffff,32.0,2.0,0.0
83194efffffffff,131.0,1.0,0.0
831950fffffffff,24.0,0.0,0.0
831951fffffffff,21.0,2.0,0.0
831952fffffffff,2.0,0.0,0.0
831953fffffffff,8.0,0.0,0.0
831954fffffffff,17.0,0.0,0.0
831955fffffffff,97.0,0.0,0.0
831956fffffffff,29.0,0.0,0.0
831958fffffffff,79.0,0.0,0.0
831959fffffffff,261.0,0.0,0.0
83195afffffffff,21.0,0.0,0.0
83195bfffffffff,51.0,0.0,0.0
83195cfffffffff,47.0,4.0,0.0
83195dfffffffff,69.0,2.0,0.0
83195efffffffff,53.0,4.0,0.0
831968fffffffff,31.0,7.0,0.0
831969fffffffff,159.0,6.0,0.0
83196bfffffffff,23.0,0.0,0.0
83196dfffffffff,105.0,0.0,0.0
831972fffffffff,28.0,0.0,0.0
831973fffffffff,74.0,0.0,0.0
831976fffffffff,27.0,0.0,0.0
831e00fffffffff,17.0,0.0,0.0
831e01fffffffff,26.0,0.0,0.0
831e02fffffffff,116.0,8.0,0.0
831e03fffffffff,181.0,26.0,0.0
831e04fffffffff,130.0,0.0,0.0
831e05fffffffff,64.0,0.0,0.0
831e06fffffffff,311.0,2.0,0.0
831e08fffffffff,103.0,0.0,0.0
831e09fffffffff,6.0,0.0,0.0
831e0afffffffff,315.0,2.0,0.0
831e0bfffffffff,9.0,0.0,0.0
831e0cfffffffff,69.0,0.0,0.0
831e0dfffffffff,4.0,0.0,0.0
831e0efffffffff,186.0,13.0,0.0
831e10fffffffff,27.0,0.0,0.0
831e11fffffffff,26.0,0.0,0.0
831e12fffffffff,128.0,1.0,0.0
831e13fffffffff,71.0,2.0,0.0
831e14fffffffff,13.0,0.0,0.0
831e15fffffffff,16.0,4.0,0.0
831e16fffffffff,27.0,1.0,0.0
831e18fffffffff,12.0,0.0,0.0
831e19fffffffff,8.0,2.0,0.0
831e1bfffffffff,134.0,0.0,0.0
831e1cfffffffff,82.0,2.0,0.0
831e1dfffffffff,93.0,5.0,0.0
831e1efffffffff,13.0,0.0,0.0
831e20fffffffff,10.0,0.0,0.0
831e21fffffffff,3.0,0.0,0.0
831e22fffffffff,65.0,0.0,0.0
831e23fffffffff,34.0,0.0,0.0
831e24fffffffff,13.0,0.0,0.0
831e25fffffffff,6.0,0.0,0.0
831e26fffffffff,21.0,0.0,0.0
831e28fffffffff,18.0,0.0,0.0
831e2afffffffff,36.0,0.0,0.0
831e2bfffffffff,21.0,0.0,0.0
831e2cfffffffff,2.0,0.0,0.0
831e2dfffffffff,17.0,0.0,0.0
831e2efffffffff,26.0,0.0,0.0
831e30fffffffff,75.0,0.0,0.0
831e31fffffffff,8.0,0.0,0.0
831e32fffffffff,55.0,3.0,0.0
831e33fffffffff,62.0,0.0,0.0
831e34fffffffff,37.0,0.0,0.0
831e35fffffffff,176.0,0.0,0.0
831e36fffffffff,17.0,0.0,0.0
831e42fffffffff,20.0,0.0,0.0
831e44fffffffff,3.0,0.0,0.0
831e46fffffffff,4.0,0.0,0.0
831e4afffffffff,2.0,0.0,0.0
831e4bfffffffff,9.0,0.0,0.0
831e4dfffffffff,12.0,0.0,0.0
831e50fffffffff,1.0,0.0,0.0
831e51fffffffff,2.0,0.0,0.0
831e52fffffffff,10.0,0.0,0.0
831e54fffffffff,2.0,0.0,0.0
831e55fffffffff,8.0,0.0,0.0
831e56fffffffff,4.0,0.0,0.0
831e58fffffffff,13.0,0.0,0.0
831e5afffffffff,46.0,0.0,0.0
831e5cfffffffff,18.0,0.0,0.0
831e5dfffffffff,48.0,0.0,0.0
831e5efffffffff,28.0,0.0,0.0
831e63fffffffff,18.0,0.0,0.0
831e64fffffffff,8.0,0.0,0.0
831e66fffffffff,1.0,0.0,0.0
831e69fffffffff,15.0,0.0,0.0
831e6afffffffff,2.0,0.0,0.0
831e6bfffffffff,9.0,0.0,0.0
831e6dfffffffff,9.0,0.0,0.0
831e6efffffffff,2.0,0.0,0.0
831e71fffffffff,1.0,0.0,0.0
831e72fffffffff,3.0,0.0,0.0
831e73fffffffff,2.0,0.0,0.0
831e74fffffffff,2.0,0.0,0.0
831e75fffffffff,3.0,0.0,0.0
831e76fffffffff,8.0,0.0,0.0
831e80fffffffff,47.0,0.0,0.0
831e81fffffffff,3.0,0.0,0.0
831e82fffffffff,14.0,0.0,0.0
831e83fffffffff,54.0,0.0,0.0
831e84fffffffff,11.0,0.0,0.0
831e85fffffffff,6.0,0.0,0.0
831e86fffffffff,16.0,0.0,0.0
831e8dfffffffff,12.0,0.0,0.0
831e90fffffffff,7.0,0.0,0.0
831e92fffffffff,3.0,0.0,0.0
831e94fffffffff,20.0,0.0,4.0
831e96fffffffff,6.0,0.0,2.0
831e99fffffffff,4.0,0.0,0.0
831e9afffffffff,29.0,0.0,0.0
831e9bfffffffff,11.0,0.0,0.0
831e9dfffffffff,10.0,0.0,0.0
831ea0fffffffff,22.0,0.0,0.0
831ea1fffffffff,42.0,0.0,0.0
831ea2fffffffff,24.0,0.0,0.0
831ea3fffffffff,6.0,0.0,0.0
831ea4fffffffff,21.0,0.0,0.0
831ea5fffffffff,21.0,0.0,0.0
831ea8fffffffff,41.0,0.0,0.0
831ea9fffffffff,4.0,0.0,0.0
831eabfffffffff,21.0,0.0,0.0
831eacfffffffff,63.0,0.0,0.0
831eadfffffffff,8.0,0.0,0.0
831eaefffffffff,8.0,0.0,0.0
831eb0fffffffff,185.0,0.0,76.0
831eb1fffffffff,16.0,0.0,0.0
831eb2fffffffff,75.0,0.0,15.0
831eb3fffffffff,19.0,0.0,6.0
831eb4fffffffff,14.0,5.0,0.0
831eb5fffffffff,38.0,0.0,0.0
831ec0fffffffff,108.0,12.0,0.0
831ec1fffffffff,101.0,0.0,0.0
831ec2fffffffff,147.0,0.0,0.0
831ec3fffffffff,55.0,8.0,0.0
831ec4fffffffff,67.0,20.0,0.0
831ec5fffffffff,5.0,0.0,0.0
831ec6fffffffff,20.0,0.0,0.0
831ec8fffffffff,19.0,0.0,0.0
831ec9fffffffff,361.0,0.0,0.0
831ecafffffffff,178.0,0.0,0.0
831ecbfffffffff,72.0,0.0,0.0
831eccfffffffff,42.0,12.0,0.0
831ecdfffffffff,82.0,0.0,0.0
831ecefffffffff,134.0,26.0,0.0
831ed0fffffffff,30.0,0.0,0.0
831ed1fffffffff,48.0,0.0,0.0
831ed2fffffffff,28.0,0.0,0.0
831ed3fffffffff,32.0,0.0,0.0
831ed4fffffffff,30.0,0.0,0.0
831ed5fffffffff,16.0,0.0,0.0
831ed6fffffffff,17.0,0.0,0.0
831ed8fffffffff,2.0,0.0,0.0
831ed9fffffffff,287.0,0.0,0.0
831edafffffffff,306.0,0.0,0.0
831edbfffffffff,2.0,0.0,0.0
831edcfffffffff,107.0,0.0,0.0
831eddfffffffff,2.0,0.0,0.0
831edefffffffff,96.0,0.0,0.0
831ee0fffffffff,1.0,0.0,0.0
831ee2fffffffff,7.0,0.0,0.0
831ee3fffffffff,5.0,0.0,0.0
831ee5fffffffff,3.0,0.0,0.0
831ee6fffffffff,34.0,0.0,0.0
831ee8fffffffff,26.0,13.0,0.0
831ee9fffffffff,108.0,22.0,0.0
831eeafffffffff,17.0,0.0,0.0
831eebfffffffff,114.0,19.0,0.0
831eecfffffffff,9.0,0.0,0.0
831eedfffffffff,8.0,0.0,0.0
831eeefffffffff,21.0,0.0,0.0
831ef0fffffffff,25.0,0.0,0.0
831ef1fffffffff,12.0,0.0,0.0
831ef2fffffffff,44.0,0.0,0.0
831ef3fffffffff,6.0,0.0,0.0
831ef4fffffffff,3.0,0.0,0.0
831ef5fffffffff,26.0,0.0,0.0
831ef6fffffffff,19.0,0.0,0.0
831f00fffffffff,64.0,35.0,0.0
831f01fffffffff,8.0,0.0,0.0
831f02fffffffff,55.0,0.0,0.0
831f03fffffffff,10.0,0.0,0.0
831f04fffffffff,4.0,1.0,0.0
831f05fffffffff,149.0,9.0,0.0
831f06fffffffff,27.0,0.0,0.0
831f0afffffffff,1.0,0.0,0.0
831f0bfffffffff,6.0,0.0,0.0
831f0cfffffffff,5.0,0.0,0.0
831f0dfffffffff,8.0,0.0,0.0
831f0efffffffff,1.0,0.0,0.0
831f10fffffffff,11.0,0.0,0.0
831f11fffffffff,6.0,0.0,0.0
831f12fffffffff,29.0,0.0,0.0
831f13fffffffff,24.0,0.0,0.0
831f14fffffffff,22.0,0.0,0.0
831f15fffffffff,20.0,0.0,0.0
831f16fffffffff,23.0,0.0,0.0
831f18fffffffff,71.0,2.0,0.0
831f19fffffffff,43.0,0.0,0.0
831f1afffffffff,59.0,6.0,0.0
831f1bfffffffff,28.0,2.0,0.0
831f1cfffffffff,12.0,0.0,0.0
831f1dfffffffff,75.0,1.0,0.0
831f1efffffffff,3.0,0.0,0.0
831f20fffffffff,10.0,1.0,0.0
831f21fffffffff,5.0,0.0,0.0
831f22fffffffff,4.0,2.0,0.0
831f23fffffffff,7.0,0.0,0.0
831f24fffffffff,24.0,5.0,0.0
831f25fffffffff,6.0,0.0,0.0
831f26fffffffff,1.0,0.0,0.0
831f28fffffffff,34.0,0.0,0.0
831f29fffffffff,81.0,0.0,0.0
831f2afffffffff,327.0,293.0,0.0
831f2cfffffffff,19.0,0.0,0.0
831f2dfffffffff,40.0,0.0,0.0
831f2efffffffff,28.0,0.0,0.0
831f31fffffffff,21.0,5.0,0.0
831f33fffffffff,41.0,0.0,0.0
831f35fffffffff,7.0,1.0,0.0
831f40fffffffff,6.0,0.0,0.0
831f41fffffffff,6.0,0.0,0.0
831f42fffffffff,7.0,0.0,0.0
831f45fffffffff,14.0,0.0,0.0
831f46fffffffff,3.0,0.0,0.0
831f4bfffffffff,1.0,0.0,0.0
831f4efffffffff,44.0,0.0,0.0
831f50fffffffff,3.0,0.0,0.0
831f51fffffffff,59.0,0.0,0.0
831f52fffffffff,10.0,0.0,0.0
831f53fffffffff,54.0,0.0,0.0
831f55fffffffff,15.0,0.0,0.0
831f56fffffffff,8.0,0.0,0.0
831f59fffffffff,25.0,0.0,0.0
831f5afffffffff,11.0,0.0,0.0
831f5cfffffffff,59.0,0.0,0.0
831f5dfffffffff,2.0,0.0,0.0
831f5efffffffff,140.0,0.0,0.0
831f60fffffffff,37.0,0.0,0.0
831f61fffffffff,12.0,0.0,0.0
831f62fffffffff,2.0,0.0,0.0
831f64fffffffff,7.0,0.0,0.0
831f65fffffffff,16.0,0.0,0.0
831f68fffffffff,2.0,0.0,0.0
831f6afffffffff,14.0,0.0,0.0
831f6cfffffffff,8.0,0.0,0.0
831f6efffffffff,2.0,0.0,0.0
831f71fffffffff,33.0,0.0,0.0
831f72fffffffff,199.0,0.0,0.0
831f73fffffffff,2.0,0.0,0.0
831f75fffffffff,10.0,0.0,0.0
831f80fffffffff,35.0,2.0,0.0
831f81fffffffff,36.0,0.0,0.0
831f82fffffffff,60.0,0.0,0.0
831f83fffffffff,171.0,12.0,0.0
831f84fffffffff,1.0,0.0,0.0
831f85fffffffff,21.0,0.0,0.0
831f88fffffffff,156.0,2.0,0.0
831f89fffffffff,42.0,2.0,0.0
831f8afffffffff,2.0,0.0,0.0
831f8bfffffffff,18.0,0.0,0.0
831f8cfffffffff,35.0,0.0,0.0
831f8dfffffffff,191.0,67.0,0.0
831f8efffffffff,83.0,0.0,0.0
831f91fffffffff,25.0,17.0,0.0
831f92fffffffff,6.0,0.0,0.0
831f93fffffffff,9.0,2.0,0.0
831f94fffffffff,6.0,0.0,0.0
831f98fffffffff,8.0,0.0,0.0
831f99fffffffff,39.0,0.0,0.0
831f9afffffffff,12.0,0.0,0.0
831f9bfffffffff,8.0,2.0,0.0
831f9cfffffffff,44.0,4.0,0.0
831f9dfffffffff,66.0,4.0,0.0
831f9efffffffff,6.0,0.0,0.0
831fa0fffffffff,20.0,0.0,0.0
831fa1fffffffff,35.0,0.0,0.0
831fa2fffffffff,3.0,0.0,0.0
831fa3fffffffff,10.0,0.0,0.0
831fa4fffffffff,37.0,0.0,0.0
831fa5fffffffff,19.0,0.0,0.0
831fa6fffffffff,10.0,0.0,0.0
831fa8fffffffff,39.0,0.0,0.0
831fa9fffffffff,53.0,0.0,0.0
831faafffffffff,53.0,0.0,0.0
831fabfffffffff,27.0,0.0,0.0
831facfffffffff,33.0,0.0,0.0
831fadfffffffff,14.0,0.0,0.0
831faefffffffff,100.0,3.0,0.0
831fb0fffffffff,9.0,0.0,0.0
831fb1fffffffff,8.0,0.0,0.0
831fb2fffffffff,15.0,0.0,0.0
831fb3fffffffff,2.0,0.0,0.0
831fb4fffffffff,26.0,0.0,0.0
831fb5fffffffff,4.0,0.0,0.0
831fb6fffffffff,9.0,0.0,0.0
83200afffffffff,37.0,11.0,0.0
83200efffffffff,6.0,6.0,0.0
832010fffffffff,51.0,4.0,0.0
832012fffffffff,11.0,0.0,0.0
832013fffffffff,9.0,5.0,0.0
832014fffffffff,2.0,2.0,0.0
832016fffffffff,4.0,4.0,0.0
832018fffffffff,2.0,0.0,0.0
832019fffffffff,60.0,17.0,0.0
83201afffffffff,6.0,0.0,0.0
83201bfffffffff,3.0,3.0,0.0
83201dfffffffff,7.0,4.0,0.0
83202dfffffffff,1.0,0.0,0.0
832033fffffffff,8.0,0.0,0.0
832048fffffffff,1.0,0.0,0.0
83204afffffffff,41.0,2.0,0.0
83204bfffffffff,30.0,0.0,0.0
83204dfffffffff,4.0,2.0,0.0
832059fffffffff,8.0,0.0,0.0
83205bfffffffff,10.0,0.0,0.0
83205cfffffffff,2.0,0.0,0.0
83205efffffffff,1.0,0.0,0.0
832068fffffffff,1.0,1.0,0.0
83206afffffffff,2.0,2.0,0.0
83206bfffffffff,2.0,2.0,0.0
832080fffffffff,8.0,0.0,0.0
832083fffffffff,2.0,0.0,0.0
832084fffffffff,7.0,0.0,0.0
8320a0fffffffff,5.0,0.0,0.0
8320a1fffffffff,4.0,0.0,0.0
8320a2fffffffff,18.0,1.0,0.0
8320a5fffffffff,10.0,2.0,0.0
8320a6fffffffff,10.0,0.0,0.0
8320c0fffffffff,2.0,0.0,0.0
8320e0fffffffff,1.0,0.0,0.0
8320e4fffffffff,9.0,3.0,0.0
8320e5fffffffff,1.0,0.0,0.0
8320e6fffffffff,7.0,2.0,0.0
8320e9fffffffff,2.0,0.0,0.0
8320eefffffffff,2.0,0.0,0.0
832128fffffffff,1.0,0.0,0.0
832150fffffffff,3.0,1.0,0.0
832152fffffffff,3.0,3.0,0.0
832153fffffffff,3.0,0.0,0.0
832182fffffffff,4.0,0.0,0.0
83218bfffffffff,10.0,2.0,0.0
83218efffffffff,1.0,0.0,0.0
832198fffffffff,21.0,2.0,0.0
832199fffffffff,2.0,0.0,0.0
83219cfffffffff,25.0,0.0,0.0
83219efffffffff,2.0,0.0,0.0
8321a2fffffffff,2.0,0.0,0.0
832400fffffffff,1.0,0.0,0.0
832403fffffffff,2.0,0.0,0.0
832404fffffffff,2.0,0.0,0.0
832421fffffffff,1.0,0.0,0.0
832423fffffffff,2.0,0.0,0.0
832425fffffffff,7.0,0.0,0.0
83242cfffffffff,7.0,0.0,0.0
83242efffffffff,2.0,0.0,0.0
832431fffffffff,6.0,0.0,0.0
832435fffffffff,1.0,0.0,0.0
832464fffffffff,1.0,0.0,0.0
832502fffffffff,2.0,0.0,0.0
832509fffffffff,1.0,0.0,0.0
832510fffffffff,4.0,0.0,0.0
832512fffffffff,14.0,0.0,0.0
832513fffffffff,6.0,0.0,0.0
832514fffffffff,3.0,0.0,0.0
832516fffffffff,3.0,0.0,0.0
83251bfffffffff,1.0,0.0,0.0
832535fffffffff,1.0,0.0,0.0
832546fffffffff,4.0,0.0,0.0
83255afffffffff,2.0,0.0,0.0
832571fffffffff,1.0,0.0,0.0
8325a0fffffffff,2.0,0.0,0.0
8325a1fffffffff,3.0,0.0,0.0
8325a3fffffffff,2.0,0.0,0.0
8325a4fffffffff,13.0,0.0,0.0
8325acfffffffff,49.0,0.0,0.0
8325aefffffffff,6.0,0.0,0.0
8325b4fffffffff,2.0,0.0,0.0
8325b6fffffffff,1.0,0.0,0.0
832c00fffffffff,45.0,0.0,0.0
832c01fffffffff,37.0,0.0,0.0
832c03fffffffff,18.0,0.0,0.0
832c04fffffffff,332.0,0.0,0.0
832c05fffffffff,30.0,0.0,0.0
832c06fffffffff,38.0,0.0,0.0
832c09fffffffff,8.0,0.0,0.0
832c0bfffffffff,31.0,0.0,0.0
832c0cfffffffff,22.0,0.0,0.0
832c10fffffffff,3.0,0.0,0.0
832c11fffffffff,2.0,0.0,0.0
832c12fffffffff,7.0,0.0,0.0
832c13fffffffff,6.0,0.0,0.0
832c14fffffffff,10.0,0.0,0.0
832c15fffffffff,9.0,0.0,0.0
832c18fffffffff,2.0,0.0,0.0
832c19fffffffff,23.0,0.0,0.0
832c1afffffffff,3.0,0.0,0.0
832c1bfffffffff,2.0,0.0,0.0
832c1dfffffffff,10.0,0.0,0.0
832c1efffffffff,2.0,0.0,0.0
832c20fffffffff,62.0,0.0,0.0
832c21fffffffff,140.0,0.0,0.0
832c22fffffffff,17.0,0.0,0.0
832c23fffffffff,20.0,0.0,0.0
832c26fffffffff,11.0,0.0,0.0
832c28fffffffff,51.0,0.0,0.0
832c2afffffffff,87.0,0.0,0.0
832c2bfffffffff,13.0,0.0,0.0
832c2cfffffffff,5.0,0.0,0.0
832c2efffffffff,32.0,0.0,0.0
832c31fffffffff,6.0,0.0,0.0
832c32fffffffff,5.0,0.0,0.0
832c33fffffffff,26.0,0.0,0.0
832c36fffffffff,3.0,0.0,0.0
832c42fffffffff,5.0,0.0,0.0
832c43fffffffff,5.0,0.0,0.0
832c62fffffffff,25.0,0.0,0.0
832c6afffffffff,2.0,0.0,0.0
832c72fffffffff,11.0,0.0,0.0
832c76fffffffff,5.0,0.0,0.0
832c82fffffffff,1.0,0.0,0.0
832c83fffffffff,7.0,0.0,0.0
832c85fffffffff,3.0,0.0,0.0
832c89fffffffff,2.0,0.0,0.0
832c8dfffffffff,3.0,0.0,0.0
832c8efffffffff,13.0,0.0,0.0
832c90fffffffff,142.0,10.0,0.0
832c91fffffffff,31.0,5.0,0.0
832c93fffffffff,860.0,43.0,0.0
832c9bfffffffff,2.0,0.0,0.0
