cell_id,Turdus migratorius,Turdus migratorius nigrideus,Turdus migratorius [migratorius Group],Turdus migratorius confinis
840c2d9ffffffff,2.0,0.0,0.0,0.0
840c2dbffffffff,3.0,0.0,0.0,0.0
840c2e9ffffffff,1.0,0.0,0.0,0.0
840c309ffffffff,44.0,0.0,0.0,0.0
840c323ffffffff,4.0,0.0,0.0,0.0
840c335ffffffff,273.0,0.0,0.0,0.0
840c341ffffffff,16.0,0.0,0.0,0.0
840c343ffffffff,2.0,0.0,0.0,0.0
840c349ffffffff,30.0,0.0,0.0,0.0
840c34bffffffff,6.0,0.0,0.0,0.0
840c35bffffffff,1.0,0.0,0.0,0.0
840c40dffffffff,1.0,0.0,0.0,0.0
840c415ffffffff,222.0,0.0,0.0,0.0
840c425ffffffff,21.0,0.0,0.0,0.0
840c42dffffffff,1554.0,0.0,0.0,0.0
840c441ffffffff,66.0,0.0,0.0,0.0
840c443ffffffff,2.0,0.0,0.0,0.0
840c44bffffffff,12.0,0.0,0.0,0.0
840c451ffffffff,55.0,0.0,0.0,0.0
840c455ffffffff,140.0,0.0,0.0,0.0
840c45dffffffff,1.0,0.0,0.0,0.0
840c461ffffffff,80.0,0.0,0.0,0.0
840c465ffffffff,409.0,0.0,0.0,0.0
840c467ffffffff,65.0,0.0,0.0,0.0
840c46dffffffff,149.0,0.0,0.0,0.0
840c501ffffffff,3.0,0.0,0.0,0.0
840c503ffffffff,81.0,0.0,0.0,0.0
840c507ffffffff,6.0,0.0,0.0,0.0
840c50bffffffff,26.0,0.0,0.0,0.0
840c511ffffffff,36.0,0.0,0.0,0.0
840c515ffffffff,30.0,0.0,0.0,0.0
840c51dffffffff,1333.0,0.0,2.0,0.0
840c521ffffffff,2.0,0.0,0.0,0.0
840c523ffffffff,3.0,0.0,0.0,0.0
840c527ffffffff,4.0,0.0,0.0,0.0
840c52dffffffff,2.0,0.0,0.0,0.0
840c543ffffffff,4.0,0.0,0.0,0.0
840c54bffffffff,389.0,0.0,2.0,0.0
840c551ffffffff,210.0,0.0,0.0,0.0
840c553ffffffff,1.0,0.0,0.0,0.0
840c555ffffffff,336.0,0.0,0.0,0.0
840c55bffffffff,317.0,0.0,0.0,0.0
840c55dffffffff,47.0,0.0,0.0,0.0
840c567ffffffff,10.0,0.0,0.0,0.0
840c5a1ffffffff,5.0,0.0,0.0,0.0
840c5a5ffffffff,32.0,0.0,0.0,0.0
840c5a7ffffffff,8.0,0.0,0.0,0.0
840c5adffffffff,25.0,0.0,0.0,0.0
840c609ffffffff,16.0,0.0,0.0,0.0
840c60dffffffff,15.0,0.0,0.0,0.0
840c617ffffffff,15.0,0.0,0.0,0.0
840c621ffffffff,136.0,0.0,0.0,0.0
840c623ffffffff,50.0,0.0,0.0,0.0
840c625ffffffff,45.0,0.0,0.0,0.0
840c629ffffffff,41.0,0.0,0.0,0.0
840c62bffffffff,49.0,0.0,0.0,0.0
840c62dffffffff,4.0,0.0,0.0,0.0
840c631ffffffff,9.0,0.0,0.0,0.0
840c639ffffffff,9.0,0.0,0.0,0.0
840c63bffffffff,11.0,0.0,0.0,0.0
840c63dffffffff,50.0,0.0,0.0,0.0
840c641ffffffff,35.0,0.0,1.0,0.0
840c645ffffffff,74.0,0.0,0.0,0.0
840c647ffffffff,21.0,0.0,0.0,0.0
840c649ffffffff,9.0,0.0,0.0,0.0
840c64bffffffff,32.0,0.0,0.0,0.0
840c64dffffffff,2.0,0.0,0.0,0.0
840c651ffffffff,13.0,0.0,0.0,0.0
840c655ffffffff,3.0,0.0,0.0,0.0
840c657ffffffff,45.0,0.0,0.0,0.0
840c659ffffffff,23.0,0.0,0.0,0.0
840c65bffffffff,9.0,0.0,0.0,0.0
840c65dffffffff,71.0,0.0,0.0,0.0
840c661ffffffff,6.0,0.0,0.0,0.0
840c663ffffffff,8.0,0.0,0.0,0.0
840c665ffffffff,301.0,0.0,10.0,0.0
840c667ffffffff,46.0,0.0,0.0,0.0
840c66dffffffff,15.0,0.0,1.0,0.0
840c68bffffffff,6.0,0.0,0.0,0.0
840c6adffffffff,6.0,0.0,0.0,0.0
840c705ffffffff,245.0,0.0,21.0,0.0
840c707ffffffff,75.0,0.0,9.0,0.0
840c70dffffffff,140.0,0.0,6.0,0.0
840c711ffffffff,72.0,0.0,0.0,0.0
840c715ffffffff,78.0,0.0,3.0,0.0
840c71bffffffff,184.0,0.0,0.0,0.0
840c731ffffffff,174.0,0.0,0.0,0.0
840c733ffffffff,6115.0,0.0,264.0,0.0
840c735ffffffff,30.0,0.0,0.0,0.0
840c739ffffffff,88.0,0.0,4.0,0.0
840c73bffffffff,951.0,0.0,12.0,0.0
840c73dffffffff,330.0,0.0,31.0,0.0
840c741ffffffff,429.0,0.0,33.0,0.0
840c745ffffffff,68.0,0.0,0.0,0.0
840c747ffffffff,59.0,0.0,6.0,0.0
840c749ffffffff,41.0,0.0,5.0,0.0
840c74bffffffff,168.0,0.0,11.0,0.0
840c74dffffffff,730.0,0.0,17.0,0.0
840c753ffffffff,5.0,0.0,0.0,0.0
840c759ffffffff,161.0,0.0,9.0,0.0
840c75dffffffff,68.0,0.0,0.0,0.0
840c769ffffffff,97.0,0.0,2.0,0.0
840ce17ffffffff,44.0,0.0,0.0,0.0
840ce1bffffffff,7.0,0.0,0.0,0.0
840ce27ffffffff,2.0,0.0,0.0,0.0
840ce33ffffffff,4.0,0.0,0.0,0.0
840ce3dffffffff,4.0,0.0,0.0,0.0
840ceadffffffff,2.0,0.0,0.0,0.0
840cec1ffffffff,2.0,0.0,0.0,0.0
840cec5ffffffff,32.0,0.0,0.0,0.0
840cec7ffffffff,2.0,0.0,0.0,0.0
840cee5ffffffff,9.0,0.0,0.0,0.0
840cee7ffffffff,4.0,0.0,0.0,0.0
840cee9ffffffff,33.0,0.0,0.0,0.0
840ceedffffffff,20.0,0.0,0.0,0.0
840cf4bffffffff,5.0,0.0,0.0,0.0
840d039ffffffff,35.0,0.0,0.0,0.0
840d093ffffffff,105.0,0.0,0.0,0.0
840d099ffffffff,5.0,0.0,0.0,0.0
840d09bffffffff,20.0,0.0,0.0,0.0
840d0b3ffffffff,8.0,0.0,0.0,0.0
840d0d9ffffffff,1.0,0.0,0.0,0.0
840d1b3ffffffff,1.0,0.0,0.0,0.0
840d1b5ffffffff,9.0,0.0,0.0,0.0
840d1b7ffffffff,13.0,0.0,0.0,0.0
840d405ffffffff,36.0,0.0,0.0,0.0
840d409ffffffff,2.0,0.0,0.0,0.0
840d40dffffffff,23.0,0.0,0.0,0.0
840d425ffffffff,48.0,0.0,0.0,0.0
840d443ffffffff,7.0,0.0,0.0,0.0
840d447ffffffff,2.0,0.0,0.0,0.0
840d44dffffffff,21.0,0.0,0.0,0.0
840d461ffffffff,4.0,0.0,0.0,0.0
840d463ffffffff,52.0,0.0,0.0,0.0
840d483ffffffff,55.0,0.0,0.0,0.0
840d485ffffffff,2.0,0.0,0.0,0.0
840d487ffffffff,7.0,0.0,0.0,0.0
840d489ffffffff,3.0,0.0,0.0,0.0
840d48bffffffff,12.0,0.0,0.0,0.0
840d495ffffffff,3.0,0.0,0.0,0.0
840d499ffffffff,25.0,0.0,0.0,0.0
840d49bffffffff,11.0,0.0,0.0,0.0
840d49dffffffff,38.0,0.0,0.0,0.0
840d4a1ffffffff,51.0,0.0,1.0,0.0
840d4a7ffffffff,25.0,0.0,1.0,0.0
840d4a9ffffffff,11.0,0.0,0.0,0.0
840d4abffffffff,5.0,0.0,0.0,0.0
840d4c1ffffffff,9.0,0.0,0.0,0.0
840d4c3ffffffff,13.0,0.0,0.0,0.0
840d4d5ffffffff,183.0,0.0,0.0,0.0
840d4e3ffffffff,2.0,0.0,0.0,0.0
840d4e7ffffffff,24.0,0.0,0.0,0.0
840d521ffffffff,4.0,0.0,2.0,0.0
840d523ffffffff,19.0,0.0,0.0,0.0
840d527ffffffff,92.0,0.0,0.0,0.0
840d529ffffffff,23.0,0.0,1.0,0.0
840d533ffffffff,7.0,0.0,2.0,0.0
840d535ffffffff,5.0,0.0,0.0,0.0
840d537ffffffff,14.0,0.0,0.0,0.0
840d563ffffffff,26.0,0.0,3.0,0.0
840d569ffffffff,53.0,0.0,0.0,0.0
840d56bffffffff,13.0,0.0,0.0,0.0
840d56dffffffff,1.0,0.0,0.0,0.0
840d585ffffffff,1225.0,0.0,0.0,0.0
840d587ffffffff,12.0,0.0,0.0,0.0
840d58dffffffff,28.0,0.0,0.0,0.0
840d593ffffffff,13.0,0.0,0.0,0.0
840d595ffffffff,170.0,0.0,0.0,0.0
840d597ffffffff,1.0,0.0,0.0,0.0
840d5a5ffffffff,54.0,0.0,0.0,0.0
840d5a9ffffffff,1426.0,0.0,12.0,0.0
840d5abffffffff,15.0,0.0,0.0,0.0
840d5adffffffff,9.0,0.0,0.0,0.0
840d5b7ffffffff,2.0,0.0,0.0,0.0
840d5b9ffffffff,89.0,0.0,0.0,0.0
840d5bbffffffff,25.0,0.0,0.0,0.0
840d5c1ffffffff,2.0,0.0,0.0,0.0
840d5c7ffffffff,14.0,0.0,0.0,0.0
840d5e3ffffffff,71.0,0.0,1.0,0.0
840d5e5ffffffff,27.0,0.0,1.0,0.0
840d5e7ffffffff,171.0,0.0,2.0,0.0
840d5ebffffffff,9.0,0.0,0.0,0.0
840d605ffffffff,56.0,0.0,0.0,0.0
840d607ffffffff,2.0,0.0,0.0,0.0
840d619ffffffff,84.0,0.0,0.0,0.0
840d61bffffffff,15.0,0.0,0.0,0.0
840d629ffffffff,6.0,0.0,0.0,0.0
840d651ffffffff,5.0,0.0,0.0,0.0
840d653ffffffff,5.0,0.0,0.0,0.0
840d65dffffffff,29.0,0.0,0.0,0.0
840d6a1ffffffff,4.0,0.0,0.0,0.0
840d6a3ffffffff,4.0,0.0,0.0,0.0
840d6a9ffffffff,5.0,0.0,0.0,0.0
840d6abffffffff,1.0,0.0,0.0,0.0
840d6bbffffffff,4.0,0.0,0.0,0.0
840d6c1ffffffff,2.0,0.0,0.0,0.0
840d6c5ffffffff,7.0,0.0,0.0,0.0
840d6cdffffffff,13.0,0.0,0.0,0.0
840d6e3ffffffff,15.0,0.0,0.0,0.0
840d6e7ffffffff,7.0,0.0,0.0,0.0
840d6e9ffffffff,2.0,0.0,0.0,0.0
840d6ebffffffff,2.0,0.0,0.0,0.0
840d701ffffffff,12.0,0.0,0.0,0.0
840d705ffffffff,1.0,0.0,0.0,0.0
840d70bffffffff,18.0,0.0,0.0,0.0
840d71dffffffff,11.0,0.0,0.0,0.0
840d723ffffffff,68.0,0.0,0.0,0.0
840d729ffffffff,10.0,0.0,0.0,0.0
840d72bffffffff,9.0,0.0,0.0,0.0
840d72dffffffff,2.0,0.0,0.0,0.0
840d737ffffffff,42.0,0.0,0.0,0.0
840d747ffffffff,2.0,0.0,0.0,0.0
840d751ffffffff,2.0,0.0,0.0,0.0
840d753ffffffff,25.0,0.0,0.0,0.0
840d757ffffffff,6.0,0.0,0.0,0.0
840d89bffffffff,3.0,0.0,0.0,0.0
840e003ffffffff,2.0,0.0,1.0,0.0
840e085ffffffff,3.0,0.0,0.0,0.0
840e08dffffffff,6.0,0.0,0.0,0.0
840e0bbffffffff,1.0,0.0,0.0,0.0
840e0e3ffffffff,2.0,0.0,0.0,0.0
840e223ffffffff,1.0,0.0,0.0,0.0
840e227ffffffff,1.0,0.0,0.0,0.0
840e291ffffffff,4.0,0.0,0.0,0.0
840e29bffffffff,6.0,0.0,0.0,0.0
840e29dffffffff,3.0,0.0,0.0,0.0
840e413ffffffff,3.0,0.0,0.0,0.0
840e41bffffffff,3.0,0.0,0.0,0.0
840e451ffffffff,1.0,0.0,0.0,0.0
840e453ffffffff,23.0,0.0,0.0,0.0
840e459ffffffff,1.0,0.0,0.0,0.0
840e45bffffffff,92.0,0.0,0.0,0.0
840e481ffffffff,34.0,0.0,0.0,0.0
840e483ffffffff,2.0,0.0,0.0,0.0
840e485ffffffff,2.0,0.0,0.0,0.0
840e487ffffffff,5.0,0.0,0.0,0.0
840e48dffffffff,96.0,0.0,0.0,0.0
840e491ffffffff,190.0,0.0,0.0,0.0
840e493ffffffff,119.0,0.0,0.0,0.0
840e495ffffffff,2.0,0.0,0.0,0.0
840e497ffffffff,501.0,0.0,0.0,0.0
840e499ffffffff,34.0,0.0,0.0,0.0
840e49bffffffff,266.0,0.0,0.0,0.0
840e49dffffffff,3.0,0.0,0.0,0.0
840e4a1ffffffff,4.0,0.0,0.0,0.0
840e4a3ffffffff,5.0,0.0,0.0,0.0
840e4a5ffffffff,2.0,0.0,0.0,0.0
840e4a7ffffffff,9.0,0.0,0.0,0.0
840e4a9ffffffff,149.0,0.0,0.0,0.0
840e4abffffffff,1.0,0.0,0.0,0.0
840e4b1ffffffff,12.0,0.0,0.0,0.0
840e4b3ffffffff,174.0,0.0,0.0,0.0
840e4b9ffffffff,2.0,0.0,0.0,0.0
840e4bbffffffff,4.0,0.0,0.0,0.0
840e4c1ffffffff,2.0,0.0,0.0,0.0
840e4c3ffffffff,8.0,0.0,0.0,0.0
840e4c5ffffffff,19.0,0.0,0.0,0.0
840e4c7ffffffff,6.0,0.0,0.0,0.0
840e4cbffffffff,2.0,0.0,0.0,0.0
840e4cdffffffff,11.0,0.0,0.0,0.0
840e4d1ffffffff,132.0,0.0,0.0,0.0
840e4d3ffffffff,191.0,0.0,0.0,0.0
840e4d5ffffffff,3.0,0.0,0.0,0.0
840e4d7ffffffff,2.0,0.0,0.0,0.0
840e4d9ffffffff,4.0,0.0,0.0,0.0
840e4dbffffffff,2113.0,0.0,0.0,0.0
840e4e3ffffffff,1.0,0.0,0.0,0.0
840e4e7ffffffff,11.0,0.0,0.0,0.0
840e515ffffffff,2.0,0.0,0.0,0.0
840e51dffffffff,2.0,0.0,0.0,0.0
840e523ffffffff,17.0,0.0,0.0,0.0
840e531ffffffff,19.0,0.0,0.0,0.0
840e535ffffffff,8.0,0.0,0.0,0.0
840e539ffffffff,2.0,0.0,0.0,0.0
840e53dffffffff,4.0,0.0,0.0,0.0
840e583ffffffff,13.0,0.0,0.0,0.0
840e59bffffffff,7.0,0.0,0.0,0.0
840e59dffffffff,19.0,0.0,0.0,0.0
840e5a1ffffffff,2.0,0.0,0.0,0.0
840e5abffffffff,2.0,0.0,0.0,0.0
840e5adffffffff,6.0,0.0,0.0,0.0
840e5b3ffffffff,99.0,0.0,0.0,0.0
840e5b7ffffffff,9.0,0.0,0.0,0.0
840e5b9ffffffff,9.0,0.0,0.0,0.0
840e5bbffffffff,2.0,0.0,0.0,0.0
840e5bdffffffff,2.0,0.0,0.0,0.0
840e603ffffffff,4.0,0.0,0.0,0.0
840e623ffffffff,20.0,0.0,0.0,0.0
840e63dffffffff,5.0,0.0,0.0,0.0
840e64bffffffff,2.0,0.0,0.0,0.0
840e691ffffffff,2.0,0.0,0.0,0.0
840e697ffffffff,5.0,0.0,0.0,0.0
840e6a1ffffffff,1.0,0.0,0.0,0.0
840e6a5ffffffff,4.0,0.0,0.0,0.0
840e6adffffffff,3.0,0.0,0.0,0.0
840e6b1ffffffff,5.0,0.0,0.0,0.0
840e6b3ffffffff,3.0,0.0,0.0,0.0
840e6b5ffffffff,7.0,0.0,0.0,0.0
840e6bbffffffff,5.0,0.0,0.0,0.0
840e6cdffffffff,3.0,0.0,0.0,0.0
840e6e1ffffffff,2.0,0.0,0.0,0.0
840e6e7ffffffff,9.0,0.0,0.0,0.0
840e6e9ffffffff,2.0,0.0,0.0,0.0
840e74dffffffff,2.0,0.0,0.0,0.0
840e801ffffffff,2.0,0.0,0.0,0.0
840e805ffffffff,2636.0,0.0,0.0,0.0
840e807ffffffff,20.0,0.0,0.0,0.0
840e831ffffffff,4.0,0.0,0.0,0.0
840e835ffffffff,4.0,0.0,0.0,0.0
840e83bffffffff,14.0,0.0,0.0,0.0
840e863ffffffff,2.0,0.0,0.0,0.0
840e891ffffffff,14.0,0.0,0.0,0.0
840e897ffffffff,9.0,0.0,0.0,0.0
840e89bffffffff,7.0,0.0,0.0,0.0
840e8d3ffffffff,6.0,0.0,0.0,0.0
840e8ddffffffff,2.0,0.0,0.0,0.0
840e8e1ffffffff,6.0,0.0,0.0,0.0
840e911ffffffff,19.0,0.0,0.0,0.0
840e919ffffffff,2.0,0.0,0.0,0.0
840e945ffffffff,10.0,0.0,0.0,0.0
840e963ffffffff,2.0,0.0,0.0,0.0
840e969ffffffff,5.0,0.0,0.0,0.0
840e98bffffffff,2.0,0.0,0.0,0.0
840e9a1ffffffff,14.0,0.0,0.0,0.0
840e9a5ffffffff,1.0,0.0,0.0,0.0
840e9a7ffffffff,17.0,0.0,0.0,0.0
840e9d5ffffffff,2.0,0.0,0.0,0.0
840e9ebffffffff,2.0,0.0,0.0,0.0
840eb37ffffffff,1.0,0.0,0.0,0.0
840ec09ffffffff,2.0,0.0,0.0,0.0
840ec0bffffffff,11.0,0.0,0.0,0.0
840ec11ffffffff,1.0,0.0,0.0,0.0
840ec15ffffffff,2.0,0.0,0.0,0.0
840ec19ffffffff,63.0,0.0,0.0,0.0
840ec21ffffffff,9.0,0.0,0.0,0.0
840ec27ffffffff,8.0,0.0,0.0,0.0
840ec29ffffffff,31.0,0.0,0.0,0.0
840ec2dffffffff,7.0,0.0,0.0,0.0
840ec3bffffffff,1.0,0.0,0.0,0.0
840ec4dffffffff,2.0,0.0,0.0,0.0
840ec51ffffffff,15.0,0.0,0.0,0.0
840ec57ffffffff,1.0,0.0,0.0,0.0
840ec81ffffffff,20.0,0.0,0.0,0.0
840ec83ffffffff,5.0,0.0,0.0,0.0
840ec85ffffffff,23.0,0.0,0.0,0.0
840ec8dffffffff,4.0,0.0,0.0,0.0
840ec91ffffffff,27.0,0.0,0.0,0.0
840ec93ffffffff,2.0,0.0,0.0,0.0
840ec95ffffffff,116.0,0.0,0.0,0.0
840ec97ffffffff,59.0,0.0,0.0,0.0
840ec9bffffffff,21.0,0.0,0.0,0.0
840ec9dffffffff,48.0,0.0,0.0,0.0
840eca1ffffffff,4.0,0.0,0.0,0.0
840eca3ffffffff,11.0,0.0,0.0,0.0
840eca5ffffffff,17.0,0.0,0.0,0.0
840eca7ffffffff,40.0,0.0,0.0,0.0
840ecabffffffff,60.0,0.0,0.0,0.0
840ecb3ffffffff,6.0,0.0,0.0,0.0
840ecb9ffffffff,111.0,0.0,0.0,0.0
840ecbbffffffff,3.0,0.0,0.0,0.0
840ecbdffffffff,102.0,0.0,0.0,0.0
840ecc1ffffffff,174.0,0.0,0.0,0.0
840ecc7ffffffff,2.0,0.0,0.0,0.0
840ecc9ffffffff,897.0,0.0,0.0,0.0
840ecd1ffffffff,3.0,0.0,0.0,0.0
840ecd7ffffffff,39.0,0.0,0.0,0.0
840ed09ffffffff,3.0,0.0,0.0,0.0
840ed13ffffffff,6.0,0.0,0.0,0.0
840ed45ffffffff,4.0,0.0,0.0,0.0
840ed49ffffffff,12.0,0.0,0.0,0.0
840ed4dffffffff,12.0,0.0,0.0,0.0
840ed57ffffffff,2.0,0.0,0.0,0.0
840ed85ffffffff,7.0,0.0,0.0,0.0
840ed87ffffffff,4.0,0.0,0.0,0.0
840ed91ffffffff,14.0,0.0,0.0,0.0
840ed95ffffffff,7.0,0.0,0.0,0.0
840ed97ffffffff,3.0,0.0,0.0,0.0
840ed99ffffffff,8.0,0.0,0.0,0.0
840ed9bffffffff,1.0,0.0,0.0,0.0
840ed9dffffffff,1.0,0.0,0.0,0.0
840edb3ffffffff,3.0,0.0,0.0,0.0
840edb5ffffffff,2.0,0.0,0.0,0.0
840edb9ffffffff,14.0,0.0,0.0,0.0
840edbbffffffff,6.0,0.0,0.0,0.0
840edbdffffffff,2.0,0.0,0.0,0.0
840edc3ffffffff,2.0,0.0,0.0,0.0
840edc9ffffffff,4.0,0.0,0.0,0.0
840ede1ffffffff,4.0,0.0,0.0,0.0
840ede5ffffffff,3.0,0.0,0.0,0.0
840ededffffffff,2.0,0.0,0.0,0.0
840ee13ffffffff,3.0,0.0,0.0,0.0
840ee17ffffffff,2.0,0.0,0.0,0.0
840ee1dffffffff,3.0,0.0,0.0,0.0
840ee27ffffffff,12.0,0.0,0.0,0.0
840ee51ffffffff,6.0,0.0,0.0,0.0
840ee81ffffffff,7.0,0.0,0.0,0.0
840ee85ffffffff,9.0,0.0,0.0,0.0
840ee87ffffffff,4.0,0.0,0.0,0.0
840ee89ffffffff,6.0,0.0,0.0,0.0
840ee8bffffffff,10.0,0.0,0.0,0.0
840ee97ffffffff,2.0,0.0,0.0,0.0
840ee9dffffffff,2.0,0.0,0.0,0.0
840eea7ffffffff,1784.0,0.0,0.0,0.0
840eeabffffffff,45.0,0.0,0.0,0.0
840eeb5ffffffff,59.0,0.0,0.0,0.0
840eeb9ffffffff,17.0,0.0,0.0,0.0
840eebdffffffff,20.0,0.0,0.0,0.0
840eec1ffffffff,1.0,0.0,0.0,0.0
840eec7ffffffff,2.0,0.0,0.0,0.0
840eec9ffffffff,2.0,0.0,0.0,0.0
840eecdffffffff,7.0,0.0,0.0,0.0
840eed1ffffffff,8.0,0.0,0.0,0.0
840eed3ffffffff,1.0,0.0,0.0,0.0
840eed5ffffffff,11.0,0.0,0.0,0.0
840eee3ffffffff,5.0,0.0,0.0,0.0
840eee5ffffffff,9.0,0.0,0.0,0.0
840eeebffffffff,16.0,0.0,0.0,0.0
840ef03ffffffff,9.0,0.0,0.0,0.0
840ef07ffffffff,3.0,0.0,0.0,0.0
840ef15ffffffff,2.0,0.0,0.0,0.0
840ef25ffffffff,6.0,0.0,0.0,0.0
840ef2bffffffff,1.0,0.0,0.0,0.0
840ef2dffffffff,10.0,0.0,0.0,0.0
840ef31ffffffff,5.0,0.0,0.0,0.0
840ef35ffffffff,3.0,0.0,0.0,0.0
840ef39ffffffff,29.0,0.0,0.0,0.0
840f0b1ffffffff,4.0,0.0,0.0,0.0
840f4bdffffffff,9.0,0.0,0.0,0.0
840f5a1ffffffff,2.0,0.0,0.0,0.0
840f5a5ffffffff,2.0,0.0,0.0,0.0
840f5a7ffffffff,28.0,0.0,0.0,0.0
840f5abffffffff,1.0,0.0,0.0,0.0
840f9adffffffff,147.0,0.0,0.0,0.0
841205bffffffff,2.0,0.0,0.0,0.0
84120a1ffffffff,35.0,0.0,0.0,0.0
84120a5ffffffff,5.0,0.0,0.0,0.0
84120b3ffffffff,5.0,0.0,0.0,0.0
84120b7ffffffff,32.0,0.0,0.0,0.0
84120c5ffffffff,2.0,0.0,0.0,0.0
8412115ffffffff,11.0,0.0,0.0,0.0
841211dffffffff,15.0,0.0,0.0,0.0
8412133ffffffff,4.0,0.0,0.0,0.0
841213bffffffff,53.0,0.0,0.0,0.0
8412143ffffffff,13.0,0.0,0.0,0.0
8412145ffffffff,27.0,0.0,0.0,0.0
8412147ffffffff,45.0,0.0,0.0,0.0
8412151ffffffff,34.0,0.0,0.0,0.0
8412157ffffffff,14.0,0.0,0.0,0.0
8412159ffffffff,7.0,0.0,0.0,0.0
841215dffffffff,27.0,0.0,0.0,0.0
8412181ffffffff,21.0,0.0,0.0,0.0
8412183ffffffff,2.0,0.0,0.0,0.0
8412185ffffffff,150.0,0.0,0.0,0.0
8412187ffffffff,75.0,0.0,0.0,0.0
841218dffffffff,19.0,0.0,0.0,0.0
8412199ffffffff,11.0,0.0,0.0,0.0
841219dffffffff,6.0,0.0,0.0,0.0
84121a1ffffffff,18.0,0.0,0.0,0.0
84121a3ffffffff,21.0,0.0,0.0,0.0
84121a5ffffffff,3.0,0.0,0.0,0.0
84121a7ffffffff,92.0,0.0,0.0,0.0
84121a9ffffffff,141.0,0.0,0.0,0.0
84121abffffffff,90.0,0.0,0.0,0.0
84121adffffffff,37.0,0.0,0.0,0.0
84121b1ffffffff,9.0,0.0,0.0,0.0
84121b3ffffffff,2.0,0.0,0.0,0.0
84121b5ffffffff,2.0,0.0,0.0,0.0
84121b7ffffffff,2.0,0.0,0.0,0.0
84121bbffffffff,87.0,0.0,0.0,0.0
84121bdffffffff,96.0,0.0,0.0,0.0
84121d5ffffffff,4.0,0.0,0.0,0.0
84121dbffffffff,2.0,0.0,0.0,0.0
84121e1ffffffff,31.0,0.0,0.0,0.0
84121e3ffffffff,408.0,0.0,0.0,0.0
84121e5ffffffff,2.0,0.0,0.0,0.0
84121e7ffffffff,22.0,0.0,0.0,0.0
84121ebffffffff,6.0,0.0,0.0,0.0
84121edffffffff,2.0,0.0,0.0,0.0
841221dffffffff,2.0,0.0,0.0,0.0
841223bffffffff,9.0,0.0,0.0,0.0
8412251ffffffff,4.0,0.0,0.0,0.0
841225bffffffff,6.0,0.0,0.0,0.0
8412265ffffffff,6.0,0.0,0.0,0.0
8412291ffffffff,2.0,0.0,0.0,0.0
8412299ffffffff,25.0,0.0,0.0,0.0
84122b1ffffffff,3.0,0.0,0.0,0.0
84122c7ffffffff,2.0,0.0,0.0,0.0
84122d7ffffffff,6.0,0.0,0.0,0.0
84122e9ffffffff,15.0,0.0,0.0,0.0
8412301ffffffff,2.0,0.0,0.0,0.0
8412303ffffffff,3.0,0.0,0.0,0.0
8412307ffffffff,25.0,0.0,0.0,0.0
8412309ffffffff,1.0,0.0,0.0,0.0
841230bffffffff,2.0,0.0,0.0,0.0
841230dffffffff,1.0,0.0,0.0,0.0
841232bffffffff,3.0,0.0,0.0,0.0
8412339ffffffff,18.0,0.0,0.0,0.0
841233dffffffff,46.0,0.0,0.0,0.0
841236dffffffff,2.0,0.0,0.0,0.0
841241dffffffff,2.0,0.0,0.0,0.0
841242bffffffff,2.0,0.0,0.0,0.0
8412433ffffffff,36.0,0.0,0.0,0.0
8412437ffffffff,2.0,0.0,0.0,0.0
8412445ffffffff,20.0,0.0,0.0,0.0
841244bffffffff,8.0,0.0,0.0,0.0
