cell_id,Corvus macrorhynchos,Corvus macrorhynchos [macrorhynchos Group],Corvus macrorhynchos culminatus,Corvus macrorhynchos levaillantii
8414813ffffffff,21.0,0.0,0.0,0.0
84149adffffffff,7.0,7.0,0.0,0.0
84149e7ffffffff,2.0,2.0,0.0,0.0
8414a8dffffffff,2.0,0.0,0.0,0.0
8414aa1ffffffff,2.0,0.0,0.0,0.0
8414ae5ffffffff,56.0,0.0,0.0,0.0
8414aedffffffff,2.0,0.0,0.0,0.0
8414b27ffffffff,1.0,0.0,0.0,0.0
8414c87ffffffff,4.0,0.0,0.0,0.0
84158e5ffffffff,2.0,0.0,0.0,0.0
8415981ffffffff,2.0,0.0,0.0,0.0
8415983ffffffff,2.0,0.0,0.0,0.0
841598bffffffff,12.0,0.0,0.0,0.0
841598dffffffff,3.0,0.0,0.0,0.0
841599dffffffff,6.0,0.0,0.0,0.0
8420981ffffffff,3.0,0.0,0.0,0.0
8420983ffffffff,2.0,0.0,0.0,0.0
8420987ffffffff,9.0,0.0,0.0,0.0
842098dffffffff,15.0,0.0,0.0,0.0
84209a1ffffffff,6.0,0.0,0.0,0.0
84209a3ffffffff,8.0,8.0,0.0,0.0
84209a5ffffffff,179.0,0.0,0.0,0.0
84209a7ffffffff,37.0,0.0,0.0,0.0
84209abffffffff,29.0,0.0,4.0,0.0
84209b5ffffffff,29.0,16.0,0.0,0.0
84209b7ffffffff,219.0,84.0,0.0,0.0
84209c7ffffffff,47.0,0.0,0.0,0.0
84209e1ffffffff,14.0,0.0,0.0,0.0
84209e3ffffffff,28.0,0.0,0.0,0.0
84209e7ffffffff,34.0,0.0,0.0,0.0
84209ebffffffff,15.0,0.0,1.0,0.0
8424883ffffffff,2.0,2.0,0.0,0.0
842488bffffffff,1.0,1.0,0.0,0.0
8424897ffffffff,7.0,4.0,0.0,0.0
84248b3ffffffff,2.0,0.0,0.0,0.0
84248b7ffffffff,3.0,2.0,0.0,0.0
84248b9ffffffff,9.0,4.0,0.0,0.0
84248bbffffffff,17.0,9.0,0.0,0.0
84248cbffffffff,1.0,0.0,0.0,0.0
8424989ffffffff,1.0,1.0,0.0,0.0
842499dffffffff,2.0,0.0,0.0,0.0
8424c05ffffffff,14.0,9.0,0.0,0.0
8424c63ffffffff,30.0,18.0,0.0,0.0
8424cddffffffff,2.0,0.0,0.0,0.0
8424d05ffffffff,3.0,0.0,0.0,0.0
8424d23ffffffff,3.0,1.0,0.0,0.0
8424d6dffffffff,5.0,2.0,0.0,0.0
842e017ffffffff,1.0,0.0,0.0,0.0
842e08dffffffff,4.0,0.0,0.0,0.0
842e0a1ffffffff,2.0,0.0,0.0,0.0
842e0a3ffffffff,2.0,2.0,0.0,0.0
842e0a5ffffffff,1.0,0.0,0.0,0.0
842e0a7ffffffff,1.0,0.0,0.0,0.0
842e0a9ffffffff,2.0,0.0,0.0,0.0
842e0adffffffff,8.0,2.0,0.0,0.0
842e0c1ffffffff,4.0,0.0,0.0,0.0
842e0c5ffffffff,1.0,0.0,0.0,0.0
842e0c9ffffffff,47.0,1.0,0.0,0.0
842e0cbffffffff,1.0,0.0,0.0,0.0
842e0d5ffffffff,2.0,0.0,0.0,0.0
842e0d7ffffffff,103.0,7.0,0.0,0.0
842e0e5ffffffff,2.0,1.0,0.0,0.0
842e0e7ffffffff,2.0,1.0,0.0,0.0
842e123ffffffff,72.0,42.0,0.0,0.0
842e127ffffffff,62.0,20.0,0.0,0.0
842e133ffffffff,20.0,2.0,0.0,0.0
842e135ffffffff,70.0,17.0,0.0,0.0
842e137ffffffff,71.0,23.0,0.0,0.0
842e187ffffffff,4.0,0.0,0.0,0.0
842e18dffffffff,2.0,0.0,0.0,0.0
842e191ffffffff,17.0,2.0,0.0,0.0
842e195ffffffff,1.0,0.0,0.0,0.0
842e1a1ffffffff,2.0,0.0,0.0,0.0
842e1a3ffffffff,3.0,0.0,0.0,0.0
842e1a5ffffffff,6.0,1.0,0.0,0.0
842e1a7ffffffff,6.0,0.0,0.0,0.0
842e1adffffffff,6.0,0.0,0.0,0.0
842e1b1ffffffff,49.0,2.0,0.0,0.0
842e1b5ffffffff,64.0,13.0,0.0,0.0
842e1b7ffffffff,23.0,0.0,0.0,0.0
842e1b9ffffffff,26.0,4.0,0.0,0.0
842e1bbffffffff,2.0,0.0,0.0,0.0
842e1bdffffffff,48.0,8.0,0.0,0.0
842e1dbffffffff,3.0,3.0,0.0,0.0
842e1e1ffffffff,2.0,0.0,0.0,0.0
842e1e5ffffffff,5.0,0.0,0.0,0.0
842e1e7ffffffff,10.0,1.0,0.0,0.0
842e293ffffffff,2.0,0.0,0.0,0.0
842e297ffffffff,3.0,0.0,0.0,0.0
842e299ffffffff,28.0,0.0,0.0,0.0
842e29bffffffff,15.0,4.0,0.0,0.0
842e2b5ffffffff,9.0,0.0,0.0,0.0
842e2b7ffffffff,4.0,0.0,0.0,0.0
842e2dbffffffff,50.0,28.0,0.0,0.0
842e449ffffffff,39.0,15.0,0.0,0.0
842e44dffffffff,24.0,3.0,0.0,0.0
842e46dffffffff,6.0,0.0,0.0,0.0
842e601ffffffff,8.0,0.0,0.0,0.0
842e603ffffffff,2.0,0.0,0.0,0.0
842e605ffffffff,14.0,1.0,0.0,0.0
842e607ffffffff,1.0,0.0,0.0,0.0
842e609ffffffff,8.0,0.0,0.0,0.0
842e60bffffffff,55.0,0.0,0.0,0.0
842e611ffffffff,285.0,8.0,0.0,0.0
842e613ffffffff,34.0,5.0,0.0,0.0
842e615ffffffff,367.0,28.0,0.0,0.0
842e617ffffffff,7.0,1.0,0.0,0.0
842e619ffffffff,234.0,5.0,0.0,0.0
842e61bffffffff,11.0,2.0,0.0,0.0
842e61dffffffff,9.0,0.0,0.0,0.0
842e627ffffffff,6.0,0.0,0.0,0.0
842e62dffffffff,5.0,0.0,0.0,0.0
842e631ffffffff,6.0,0.0,0.0,0.0
842e633ffffffff,5.0,0.0,0.0,0.0
842e635ffffffff,4.0,3.0,0.0,0.0
842e639ffffffff,38.0,2.0,0.0,0.0
842e63dffffffff,2.0,0.0,0.0,0.0
842e645ffffffff,4.0,4.0,0.0,0.0
842e653ffffffff,2.0,0.0,0.0,0.0
842e663ffffffff,1.0,0.0,0.0,0.0
842e667ffffffff,2.0,0.0,0.0,0.0
842e669ffffffff,4.0,0.0,0.0,0.0
842e66dffffffff,1.0,0.0,0.0,0.0
842e681ffffffff,9.0,0.0,0.0,0.0
842e683ffffffff,5.0,0.0,0.0,0.0
842e685ffffffff,6.0,0.0,0.0,0.0
842e687ffffffff,22.0,0.0,0.0,0.0
842e689ffffffff,514.0,0.0,0.0,0.0
842e68bffffffff,4.0,0.0,0.0,0.0
842e68dffffffff,4.0,0.0,0.0,0.0
842e699ffffffff,20.0,0.0,0.0,0.0
842e69bffffffff,43.0,3.0,0.0,0.0
842e6a3ffffffff,2.0,0.0,0.0,0.0
842e6b5ffffffff,40.0,0.0,0.0,0.0
842e6b9ffffffff,11.0,0.0,0.0,0.0
842e6bbffffffff,4.0,0.0,0.0,0.0
842e6bdffffffff,2.0,0.0,0.0,0.0
842e6c1ffffffff,2.0,0.0,0.0,0.0
842e6c3ffffffff,8.0,1.0,0.0,0.0
842e6c5ffffffff,9.0,0.0,0.0,0.0
842e6c7ffffffff,14.0,0.0,0.0,0.0
842e6c9ffffffff,4.0,0.0,0.0,0.0
842e6cdffffffff,6.0,0.0,0.0,0.0
842e6d5ffffffff,92.0,0.0,0.0,0.0
842e6d7ffffffff,10.0,0.0,0.0,0.0
842e6ddffffffff,5.0,0.0,0.0,0.0
842e6e1ffffffff,9.0,0.0,0.0,0.0
842e6e3ffffffff,2.0,0.0,0.0,0.0
842e6e5ffffffff,4.0,0.0,0.0,0.0
842e6edffffffff,1.0,0.0,0.0,0.0
842e709ffffffff,8.0,0.0,0.0,0.0
842e713ffffffff,4.0,0.0,0.0,0.0
842e717ffffffff,4.0,0.0,0.0,0.0
842e71bffffffff,5.0,0.0,0.0,0.0
842e71dffffffff,1.0,0.0,0.0,0.0
842e721ffffffff,4.0,0.0,0.0,0.0
842e729ffffffff,8.0,0.0,0.0,0.0
842e72bffffffff,9.0,1.0,0.0,0.0
842e743ffffffff,5.0,0.0,0.0,0.0
842e745ffffffff,81.0,19.0,0.0,0.0
842e747ffffffff,2.0,0.0,0.0,0.0
842e749ffffffff,75.0,6.0,0.0,0.0
842e74bffffffff,4.0,0.0,0.0,0.0
842e74dffffffff,21.0,12.0,0.0,0.0
842e751ffffffff,14.0,0.0,0.0,0.0
842e753ffffffff,10.0,0.0,0.0,0.0
842e755ffffffff,26.0,7.0,0.0,0.0
842e757ffffffff,15.0,0.0,0.0,0.0
842e759ffffffff,48.0,0.0,0.0,0.0
842e75bffffffff,5.0,1.0,0.0,0.0
842e75dffffffff,284.0,133.0,0.0,0.0
842e767ffffffff,6.0,0.0,0.0,0.0
842e881ffffffff,22.0,12.0,0.0,0.0
842e885ffffffff,12.0,12.0,0.0,0.0
842e887ffffffff,4.0,3.0,0.0,0.0
842e889ffffffff,14.0,9.0,0.0,0.0
842e88bffffffff,23.0,21.0,0.0,0.0
842e89dffffffff,3.0,3.0,0.0,0.0
842e8a3ffffffff,13.0,13.0,0.0,0.0
842e8a7ffffffff,3.0,3.0,0.0,0.0
842e8abffffffff,5.0,5.0,0.0,0.0
842e8c7ffffffff,4.0,3.0,0.0,0.0
842e993ffffffff,8.0,8.0,0.0,0.0
842e99bffffffff,2.0,2.0,0.0,0.0
842ea13ffffffff,1.0,0.0,0.0,0.0
842ea19ffffffff,3.0,3.0,0.0,0.0
842ea3dffffffff,8.0,8.0,0.0,0.0
842ea89ffffffff,2.0,0.0,0.0,0.0
842ea8bffffffff,2.0,0.0,0.0,0.0
842ea9bffffffff,1.0,0.0,0.0,0.0
842ea9dffffffff,11.0,0.0,0.0,0.0
842eac1ffffffff,134.0,34.0,0.0,0.0
842eac3ffffffff,12.0,2.0,0.0,0.0
842eac5ffffffff,11.0,7.0,0.0,0.0
842eac7ffffffff,200.0,77.0,0.0,0.0
842eac9ffffffff,335.0,76.0,0.0,0.0
842eacbffffffff,70.0,32.0,0.0,0.0
842eacdffffffff,5.0,3.0,0.0,0.0
842ead1ffffffff,8.0,0.0,0.0,0.0
842ead3ffffffff,3.0,3.0,0.0,0.0
842ead5ffffffff,35.0,2.0,0.0,0.0
842ead7ffffffff,2.0,0.0,0.0,0.0
842ead9ffffffff,260.0,83.0,0.0,0.0
842eadbffffffff,5.0,2.0,0.0,0.0
842eaddffffffff,77.0,30.0,0.0,0.0
842ec03ffffffff,7.0,0.0,0.0,0.0
842ec23ffffffff,4.0,0.0,0.0,0.0
842ec25ffffffff,3.0,0.0,0.0,0.0
842ec81ffffffff,3.0,0.0,0.0,0.0
842ec95ffffffff,1.0,0.0,0.0,0.0
842ecb9ffffffff,10.0,0.0,0.0,0.0
842ecbbffffffff,1.0,0.0,0.0,0.0
842ed53ffffffff,2.0,0.0,0.0,0.0
842eda5ffffffff,1.0,0.0,0.0,0.0
842edc7ffffffff,2.0,0.0,0.0,0.0
842ee69ffffffff,2.0,0.0,0.0,0.0
842eeb3ffffffff,1.0,0.0,0.0,0.0
842ef47ffffffff,5.0,0.0,0.0,0.0
842ef59ffffffff,8.0,0.0,0.0,0.0
842ef61ffffffff,19.0,0.0,0.0,0.0
842ef65ffffffff,8.0,0.0,0.0,0.0
842ef67ffffffff,5.0,2.0,0.0,0.0
