cell_id,Turdus migratorius,Turdus migratorius nigrideus,Turdus migratorius [migratorius Group],Turdus migratorius confinis
822baffffffffff,954.0,0.0,548.0,0.0
822bb7fffffffff,99.0,0.0,6.0,0.0
823427fffffffff,1.0,0.0,0.0,0.0
8235affffffffff,4.0,0.0,0.0,0.0
824417fffffffff,4.0,0.0,0.0,0.0
82441ffffffffff,46.0,0.0,0.0,0.0
824447fffffffff,108.0,0.0,0.0,0.0
82444ffffffffff,40.0,0.0,0.0,0.0
824457fffffffff,32.0,0.0,0.0,0.0
82445ffffffffff,4.0,0.0,0.0,0.0
824467fffffffff,18.0,0.0,0.0,0.0
82446ffffffffff,129.0,0.0,0.0,0.0
824477fffffffff,3.0,0.0,0.0,0.0
824487fffffffff,10.0,0.0,0.0,0.0
8244affffffffff,43.0,0.0,6.0,0.0
8244c7fffffffff,12.0,0.0,0.0,0.0
8244cffffffffff,47.0,0.0,4.0,0.0
8244d7fffffffff,55.0,0.0,0.0,0.0
8244dffffffffff,34.0,0.0,0.0,0.0
8244e7fffffffff,10.0,0.0,2.0,0.0
8244effffffffff,1.0,0.0,0.0,0.0
8244f7fffffffff,225.0,0.0,59.0,0.0
824507fffffffff,2.0,0.0,0.0,0.0
82450ffffffffff,6.0,0.0,0.0,0.0
824577fffffffff,10.0,0.0,0.0,0.0
82480ffffffffff,2.0,0.0,0.0,0.0
824827fffffffff,1.0,0.0,0.0,1.0
82482ffffffffff,16.0,0.0,0.0,14.0
824837fffffffff,3.0,0.0,0.0,0.0
824847fffffffff,33.0,0.0,0.0,0.0
82484ffffffffff,1.0,0.0,0.0,0.0
824857fffffffff,4.0,0.0,2.0,0.0
82485ffffffffff,158.0,0.0,1.0,0.0
82486ffffffffff,2.0,0.0,0.0,0.0
824877fffffffff,8.0,0.0,0.0,0.0
824887fffffffff,16.0,0.0,0.0,0.0
82488ffffffffff,7.0,0.0,0.0,0.0
824897fffffffff,107.0,0.0,0.0,0.0
82489ffffffffff,47.0,0.0,2.0,0.0
8248a7fffffffff,5.0,0.0,0.0,0.0
8248affffffffff,4.0,0.0,0.0,0.0
8248b7fffffffff,242.0,0.0,0.0,0.0
8248c7fffffffff,96.0,0.0,12.0,0.0
8248cffffffffff,38.0,0.0,3.0,0.0
8248d7fffffffff,25.0,0.0,0.0,0.0
8248dffffffffff,12.0,0.0,0.0,0.0
8248e7fffffffff,3.0,0.0,0.0,0.0
8248effffffffff,760.0,0.0,2.0,0.0
8248f7fffffffff,11.0,0.0,0.0,0.0
824987fffffffff,32.0,0.0,2.0,0.0
82498ffffffffff,1.0,0.0,0.0,0.0
824997fffffffff,44.0,0.0,8.0,0.0
82499ffffffffff,11.0,0.0,8.0,0.0
8249b7fffffffff,1.0,0.0,0.0,0.0
826d37fffffffff,2.0,0.0,0.0,0.0
