cell_id,Somateria mollissima,Somateria mollissima mollissima,Somateria mollissima faeroeensis,Somateria mollissima v-nigrum,Somateria mollissima dresseri,Somateria mollissima borealis,Somateria mollissima sedentaria
840130bffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8401351ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8401355ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840153bffffffff,14.0,0.0,0.0,0.0,0.0,1.0,0.0
84015a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84015e1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8402997ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8402cadffffffff,19.0,0.0,0.0,19.0,0.0,0.0,0.0
8406d1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406ed7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406eddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8407043ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407465ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84075d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84075e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84075e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84075ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84075edffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8407635ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8407731ffffffff,10.0,10.0,0.0,0.0,0.0,0.0,0.0
8407733ffffffff,91.0,89.0,0.0,0.0,0.0,0.0,0.0
8407739ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8409993ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,218.0,0.0,0.0,214.0,0.0,0.0,0.0
840c145ffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
840c147ffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
840c14dffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0
840c32dffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
840c501ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0
840c511ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,15.0,0.0,0.0,5.0,0.0,0.0,0.0
840c523ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,23.0,0.0,0.0,3.0,0.0,0.0,0.0
840c5a7ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
