cell_id,Stelgidopteryx serripennis,Stelgidopteryx serripennis [serripennis Group],Stelgidopteryx serripennis ridgwayi/stuarti
8412145ffffffff,2.0,0.0,0.0
8412185ffffffff,9.0,0.0,0.0
84121a1ffffffff,4.0,0.0,0.0
84121a3ffffffff,2.0,0.0,0.0
84121a7ffffffff,2.0,0.0,0.0
84121a9ffffffff,4.0,0.0,0.0
84121b5ffffffff,1.0,0.0,0.0
84121bdffffffff,1.0,0.0,0.0
84121e3ffffffff,31.0,0.0,0.0
84121ebffffffff,2.0,0.0,0.0
84124b7ffffffff,2.0,0.0,0.0
8412509ffffffff,2.0,0.0,0.0
8412527ffffffff,5.0,0.0,0.0
841252bffffffff,2.0,0.0,0.0
8412549ffffffff,2.0,0.0,0.0
8412555ffffffff,4.0,0.0,0.0
8412593ffffffff,2.0,0.0,0.0
8412595ffffffff,2.0,0.0,0.0
8412597ffffffff,34.0,0.0,0.0
8412723ffffffff,6.0,0.0,0.0
8412805ffffffff,73.0,0.0,0.0
841280dffffffff,10.0,0.0,0.0
8412835ffffffff,1.0,0.0,0.0
8412847ffffffff,34.0,0.0,0.0
8412851ffffffff,1.0,0.0,0.0
8412853ffffffff,5.0,0.0,0.0
8412857ffffffff,3.0,0.0,0.0
8412861ffffffff,1.0,0.0,0.0
8412865ffffffff,5.0,0.0,0.0
841286bffffffff,2.0,0.0,0.0
841286dffffffff,2.0,0.0,0.0
8412883ffffffff,4.0,0.0,0.0
8412887ffffffff,11.0,0.0,0.0
8412891ffffffff,12.0,0.0,0.0
8412893ffffffff,24.0,0.0,0.0
8412895ffffffff,2.0,0.0,0.0
8412897ffffffff,32.0,0.0,0.0
8412899ffffffff,18.0,0.0,0.0
841289bffffffff,151.0,0.0,0.0
84128abffffffff,2.0,0.0,0.0
84128b1ffffffff,4.0,0.0,0.0
84128b9ffffffff,1.0,0.0,0.0
84128bdffffffff,167.0,0.0,0.0
84128d3ffffffff,34.0,0.0,0.0
84128d9ffffffff,4.0,0.0,0.0
84128dbffffffff,22.0,0.0,0.0
84128e3ffffffff,4.0,0.0,0.0
8412991ffffffff,2.0,0.0,0.0
84129adffffffff,2.0,0.0,0.0
84129b3ffffffff,4.0,0.0,0.0
84129b9ffffffff,10.0,0.0,0.0
84129bbffffffff,7.0,0.0,0.0
84129d9ffffffff,7.0,0.0,0.0
8412a25ffffffff,4.0,0.0,0.0
8412a37ffffffff,17.0,0.0,0.0
8412a97ffffffff,4.0,0.0,0.0
