cell_id,Stelgidopteryx serripennis,Stelgidopteryx serripennis [serripennis Group],Stelgidopteryx serripennis ridgwayi/stuarti
8412a9dffffffff,4.0,0.0,0.0
8412aa3ffffffff,2.0,0.0,0.0
8412aa5ffffffff,6.0,0.0,0.0
8412ab3ffffffff,46.0,0.0,0.0
8412ab5ffffffff,8.0,0.0,0.0
8412ab7ffffffff,2.0,0.0,0.0
8412abbffffffff,1.0,0.0,0.0
8412abdffffffff,4.0,0.0,0.0
8412ad7ffffffff,23.0,0.0,0.0
8412c01ffffffff,27.0,0.0,0.0
8412c03ffffffff,17.0,0.0,0.0
8412c05ffffffff,44.0,0.0,0.0
8412c07ffffffff,100.0,0.0,0.0
8412c0dffffffff,2.0,0.0,0.0
8412c11ffffffff,202.0,1.0,0.0
8412c13ffffffff,36.0,0.0,0.0
8412c15ffffffff,6.0,0.0,0.0
8412c17ffffffff,11.0,0.0,0.0
8412c19ffffffff,14.0,0.0,0.0
8412c1bffffffff,359.0,0.0,0.0
8412c1dffffffff,63.0,0.0,0.0
8412c21ffffffff,140.0,0.0,0.0
8412c23ffffffff,20.0,0.0,0.0
8412c25ffffffff,9.0,0.0,0.0
8412c27ffffffff,10.0,0.0,0.0
8412c31ffffffff,2.0,0.0,0.0
8412c33ffffffff,164.0,0.0,0.0
8412c35ffffffff,22.0,0.0,0.0
8412c37ffffffff,18.0,0.0,0.0
8412c39ffffffff,21.0,0.0,0.0
8412c3bffffffff,192.0,0.0,0.0
8412c45ffffffff,3.0,0.0,0.0
8412c4dffffffff,2.0,0.0,0.0
8412c53ffffffff,2.0,0.0,0.0
8412c59ffffffff,6.0,0.0,0.0
8412c5bffffffff,4.0,0.0,0.0
8412c5dffffffff,2.0,0.0,0.0
8412c63ffffffff,2.0,0.0,0.0
8412c81ffffffff,10.0,0.0,0.0
8412c83ffffffff,11.0,0.0,0.0
8412c85ffffffff,54.0,0.0,0.0
8412c87ffffffff,33.0,0.0,0.0
8412c8bffffffff,175.0,0.0,0.0
8412c8dffffffff,7.0,0.0,0.0
8412c91ffffffff,2.0,0.0,0.0
8412c95ffffffff,18.0,0.0,0.0
8412c99ffffffff,3.0,0.0,0.0
8412c9bffffffff,16.0,0.0,0.0
8412c9dffffffff,7.0,0.0,0.0
8412ca1ffffffff,8.0,0.0,0.0
8412ca3ffffffff,22.0,0.0,0.0
8412ca5ffffffff,56.0,0.0,0.0
8412ca7ffffffff,4.0,0.0,0.0
8412ca9ffffffff,19.0,0.0,0.0
8412cabffffffff,39.0,0.0,0.0
8412cadffffffff,184.0,0.0,0.0
8412cb1ffffffff,33.0,0.0,0.0
8412cb5ffffffff,58.0,0.0,0.0
8412cb7ffffffff,5.0,0.0,0.0
8412cb9ffffffff,7.0,0.0,0.0
8412cbbffffffff,6.0,0.0,0.0
8412cbdffffffff,34.0,0.0,0.0
8412cc1ffffffff,97.0,0.0,0.0
8412cc5ffffffff,49.0,0.0,0.0
8412cc7ffffffff,20.0,0.0,0.0
8412cc9ffffffff,93.0,0.0,0.0
8412ccbffffffff,14.0,0.0,0.0
8412ccdffffffff,2339.0,0.0,0.0
8412cd1ffffffff,2.0,0.0,0.0
8412cd3ffffffff,6.0,0.0,0.0
8412cd5ffffffff,6.0,0.0,0.0
8412cd7ffffffff,1.0,0.0,0.0
8412cd9ffffffff,55.0,0.0,0.0
8412cdbffffffff,3.0,0.0,0.0
8412ce1ffffffff,3.0,0.0,0.0
8412ce3ffffffff,37.0,0.0,0.0
8412ce5ffffffff,112.0,0.0,0.0
8412ce7ffffffff,23.0,0.0,0.0
8412cebffffffff,12.0,0.0,0.0
8412d01ffffffff,92.0,0.0,0.0
8412d03ffffffff,165.0,0.0,0.0
8412d05ffffffff,25.0,0.0,0.0
8412d07ffffffff,21.0,0.0,0.0
8412d0bffffffff,57.0,0.0,0.0
8412d0dffffffff,51.0,0.0,0.0
8412d11ffffffff,150.0,0.0,0.0
8412d13ffffffff,2.0,0.0,0.0
8412d15ffffffff,7.0,0.0,0.0
8412d17ffffffff,1108.0,0.0,0.0
8412d19ffffffff,280.0,0.0,0.0
8412d1bffffffff,3.0,0.0,0.0
8412d1dffffffff,26.0,0.0,0.0
8412d23ffffffff,2.0,0.0,0.0
8412d25ffffffff,7.0,0.0,0.0
8412d27ffffffff,22.0,0.0,0.0
8412d29ffffffff,18.0,0.0,0.0
8412d2bffffffff,21.0,0.0,0.0
8412d2dffffffff,3.0,0.0,0.0
8412d31ffffffff,4.0,0.0,0.0
8412d33ffffffff,256.0,0.0,0.0
8412d35ffffffff,1.0,0.0,0.0
8412d37ffffffff,105.0,0.0,0.0
8412d39ffffffff,68.0,0.0,0.0
8412d3bffffffff,254.0,0.0,0.0
8412d3dffffffff,23.0,0.0,0.0
8412d41ffffffff,87.0,0.0,0.0
8412d47ffffffff,2.0,0.0,0.0
8412d4dffffffff,4.0,0.0,0.0
8412d51ffffffff,2.0,0.0,0.0
8412d53ffffffff,6.0,0.0,0.0
8412d55ffffffff,10.0,0.0,0.0
8412d57ffffffff,29.0,0.0,0.0
8412d59ffffffff,1.0,0.0,0.0
8412d5bffffffff,4.0,0.0,0.0
8412d5dffffffff,39.0,0.0,0.0
8412d63ffffffff,142.0,0.0,0.0
8412d65ffffffff,3.0,0.0,0.0
8412d67ffffffff,73.0,0.0,0.0
8412d69ffffffff,30.0,0.0,0.0
8412d6bffffffff,22.0,0.0,0.0
8412d81ffffffff,189.0,0.0,0.0
8412d83ffffffff,9.0,0.0,0.0
8412d85ffffffff,35.0,0.0,0.0
8412d87ffffffff,112.0,0.0,0.0
8412d89ffffffff,212.0,0.0,0.0
8412d8bffffffff,2.0,0.0,0.0
8412d8dffffffff,44.0,0.0,0.0
8412d91ffffffff,21.0,0.0,0.0
8412d93ffffffff,10.0,0.0,0.0
8412d95ffffffff,100.0,0.0,0.0
8412d97ffffffff,59.0,0.0,0.0
8412d99ffffffff,8.0,0.0,0.0
8412d9bffffffff,7.0,0.0,0.0
8412d9dffffffff,194.0,0.0,0.0
8412da1ffffffff,40.0,0.0,0.0
8412da3ffffffff,7.0,0.0,0.0
8412da5ffffffff,41.0,0.0,0.0
8412da7ffffffff,24.0,0.0,0.0
8412da9ffffffff,41.0,0.0,0.0
8412dabffffffff,20.0,0.0,0.0
8412dadffffffff,51.0,0.0,0.0
8412db1ffffffff,146.0,0.0,0.0
8412db3ffffffff,122.0,0.0,0.0
8412db5ffffffff,100.0,0.0,0.0
8412db7ffffffff,208.0,0.0,0.0
8412db9ffffffff,123.0,0.0,0.0
8412dbbffffffff,21.0,0.0,0.0
8412dbdffffffff,55.0,0.0,0.0
8412dc1ffffffff,56.0,1.0,0.0
8412dc3ffffffff,482.0,2.0,0.0
8412dc5ffffffff,43.0,0.0,0.0
8412dc7ffffffff,101.0,0.0,0.0
8412dc9ffffffff,443.0,2.0,0.0
8412dcbffffffff,47.0,0.0,0.0
8412dcdffffffff,3.0,0.0,0.0
8412dd1ffffffff,2.0,0.0,0.0
8412dd3ffffffff,63.0,0.0,0.0
8412dd5ffffffff,171.0,0.0,0.0
8412dd7ffffffff,526.0,6.0,0.0
8412dd9ffffffff,9.0,0.0,0.0
8412ddbffffffff,1106.0,0.0,0.0
8412dddffffffff,40.0,0.0,0.0
8412de1ffffffff,4.0,0.0,0.0
8412de3ffffffff,72.0,0.0,0.0
8412de5ffffffff,1445.0,0.0,0.0
8412de7ffffffff,195.0,0.0,0.0
8412de9ffffffff,22.0,0.0,0.0
8412debffffffff,7.0,0.0,0.0
8412dedffffffff,151.0,0.0,0.0
8412e03ffffffff,2.0,0.0,0.0
8412e13ffffffff,25.0,0.0,0.0
8412e25ffffffff,14.0,0.0,0.0
8412e27ffffffff,9.0,0.0,0.0
8412e2bffffffff,2.0,0.0,0.0
8412e33ffffffff,1.0,0.0,0.0
8412e3bffffffff,2.0,0.0,0.0
8412e87ffffffff,17.0,0.0,0.0
8412e8bffffffff,1.0,0.0,0.0
8412ea3ffffffff,17.0,0.0,0.0
8412ea5ffffffff,113.0,0.0,0.0
8412ea7ffffffff,66.0,0.0,0.0
8412ea9ffffffff,4.0,0.0,0.0
8412eadffffffff,2.0,0.0,0.0
8412eb1ffffffff,2.0,0.0,0.0
8412eb3ffffffff,1.0,0.0,0.0
8412eb5ffffffff,5.0,0.0,0.0
8412eb7ffffffff,4.0,0.0,0.0
8412ebbffffffff,2.0,0.0,0.0
8412ebdffffffff,16.0,0.0,0.0
8412ec1ffffffff,12.0,0.0,0.0
8412ec7ffffffff,7.0,0.0,0.0
8412ec9ffffffff,1.0,0.0,0.0
8412ecdffffffff,8.0,0.0,0.0
8412ed9ffffffff,2.0,0.0,0.0
8412ee1ffffffff,2.0,0.0,0.0
8412ee3ffffffff,15.0,0.0,0.0
8412ee9ffffffff,2.0,0.0,0.0
8412f01ffffffff,6.0,0.0,0.0
8412f11ffffffff,7.0,0.0,0.0
8412f13ffffffff,18.0,0.0,0.0
8412f15ffffffff,45.0,0.0,0.0
8412f1bffffffff,3.0,0.0,0.0
8412f21ffffffff,8.0,0.0,0.0
8412f27ffffffff,5.0,0.0,0.0
8412f29ffffffff,25.0,0.0,0.0
8412f2dffffffff,4.0,0.0,0.0
8412f33ffffffff,2.0,0.0,0.0
8412f37ffffffff,10.0,0.0,0.0
8412f61ffffffff,1.0,0.0,0.0
8412f65ffffffff,14.0,0.0,0.0
8412f69ffffffff,2.0,0.0,0.0
8412f6bffffffff,2.0,0.0,0.0
8412f6dffffffff,315.0,0.0,0.0
8413995ffffffff,2.0,0.0,0.0
8426001ffffffff,2.0,0.0,0.0
8426003ffffffff,2.0,0.0,0.0
8426007ffffffff,10.0,0.0,0.0
8426009ffffffff,7.0,0.0,0.0
842600bffffffff,66.0,0.0,0.0
842600dffffffff,7.0,0.0,0.0
8426013ffffffff,15.0,0.0,0.0
8426015ffffffff,143.0,0.0,0.0
8426017ffffffff,88.0,0.0,0.0
8426019ffffffff,1.0,0.0,0.0
842601dffffffff,18.0,0.0,0.0
8426021ffffffff,26.0,0.0,0.0
8426023ffffffff,5.0,0.0,0.0
8426025ffffffff,10.0,0.0,0.0
8426027ffffffff,2.0,0.0,0.0
8426029ffffffff,2.0,0.0,0.0
842602bffffffff,10.0,0.0,0.0
842602dffffffff,3.0,0.0,0.0
8426031ffffffff,6.0,0.0,0.0
8426033ffffffff,21.0,0.0,0.0
8426035ffffffff,23.0,6.0,0.0
8426037ffffffff,1.0,0.0,0.0
8426039ffffffff,72.0,8.0,0.0
842603bffffffff,15.0,0.0,0.0
842603dffffffff,34.0,3.0,0.0
8426041ffffffff,7.0,0.0,0.0
8426043ffffffff,4.0,0.0,0.0
8426045ffffffff,1.0,0.0,0.0
8426047ffffffff,4.0,0.0,0.0
8426049ffffffff,2.0,0.0,0.0
842604bffffffff,7.0,0.0,0.0
842604dffffffff,2.0,0.0,0.0
8426051ffffffff,47.0,0.0,0.0
8426053ffffffff,2.0,0.0,0.0
8426055ffffffff,36.0,0.0,0.0
8426057ffffffff,19.0,0.0,0.0
8426059ffffffff,10.0,0.0,0.0
842605bffffffff,10.0,0.0,0.0
842605dffffffff,32.0,0.0,0.0
8426061ffffffff,3.0,0.0,0.0
8426063ffffffff,7.0,0.0,0.0
8426065ffffffff,3.0,0.0,0.0
8426067ffffffff,8.0,0.0,0.0
8426069ffffffff,3.0,0.0,0.0
8426081ffffffff,2.0,0.0,0.0
8426083ffffffff,4.0,0.0,0.0
8426085ffffffff,134.0,7.0,0.0
8426087ffffffff,59.0,0.0,0.0
842608dffffffff,21.0,0.0,0.0
8426091ffffffff,4.0,0.0,0.0
8426093ffffffff,9.0,0.0,0.0
8426095ffffffff,7.0,0.0,0.0
8426097ffffffff,8.0,0.0,0.0
8426099ffffffff,48.0,0.0,0.0
842609bffffffff,28.0,0.0,0.0
84260a1ffffffff,237.0,0.0,0.0
84260a3ffffffff,3.0,0.0,0.0
84260a5ffffffff,8.0,0.0,0.0
84260a7ffffffff,14.0,0.0,0.0
84260a9ffffffff,140.0,0.0,0.0
84260abffffffff,1.0,0.0,0.0
84260adffffffff,67.0,0.0,0.0
84260b1ffffffff,20.0,0.0,0.0
84260b3ffffffff,110.0,0.0,0.0
84260b5ffffffff,12.0,0.0,0.0
84260b7ffffffff,21.0,0.0,0.0
84260b9ffffffff,297.0,1.0,0.0
84260bbffffffff,148.0,0.0,0.0
84260bdffffffff,15.0,0.0,0.0
84260c1ffffffff,6.0,0.0,0.0
84260c3ffffffff,2.0,0.0,0.0
84260c7ffffffff,1.0,0.0,0.0
84260c9ffffffff,8.0,0.0,0.0
84260cbffffffff,24.0,0.0,0.0
84260d1ffffffff,13.0,0.0,0.0
84260d3ffffffff,4.0,0.0,0.0
84260d9ffffffff,85.0,0.0,0.0
84260dbffffffff,2.0,0.0,0.0
84260ddffffffff,16.0,0.0,0.0
84260e1ffffffff,10.0,0.0,0.0
84260e3ffffffff,133.0,2.0,0.0
84260e7ffffffff,20.0,0.0,0.0
84260e9ffffffff,18.0,0.0,0.0
84260ebffffffff,53.0,3.0,0.0
84260edffffffff,11.0,0.0,0.0
8426103ffffffff,2.0,0.0,0.0
8426107ffffffff,16.0,0.0,0.0
8426109ffffffff,2.0,0.0,0.0
842610bffffffff,6.0,0.0,0.0
842610dffffffff,23.0,0.0,0.0
8426111ffffffff,34.0,0.0,0.0
8426113ffffffff,2.0,0.0,0.0
8426115ffffffff,9.0,0.0,0.0
8426117ffffffff,10.0,0.0,0.0
842611bffffffff,24.0,0.0,0.0
842611dffffffff,63.0,1.0,0.0
8426121ffffffff,7.0,0.0,0.0
8426123ffffffff,12.0,0.0,0.0
8426125ffffffff,14.0,0.0,0.0
8426127ffffffff,48.0,0.0,0.0
842612dffffffff,4.0,0.0,0.0
8426133ffffffff,4.0,0.0,0.0
8426135ffffffff,2.0,0.0,0.0
8426137ffffffff,1.0,0.0,0.0
8426139ffffffff,4.0,0.0,0.0
8426147ffffffff,2.0,0.0,0.0
8426149ffffffff,7.0,0.0,0.0
842614bffffffff,33.0,0.0,0.0
8426151ffffffff,3.0,0.0,0.0
842615bffffffff,9.0,0.0,0.0
842615dffffffff,7.0,0.0,0.0
8426161ffffffff,23.0,0.0,0.0
8426163ffffffff,21.0,0.0,0.0
8426165ffffffff,42.0,0.0,0.0
842616bffffffff,10.0,0.0,0.0
842616dffffffff,5.0,0.0,0.0
8426181ffffffff,1.0,0.0,0.0
8426183ffffffff,48.0,0.0,0.0
8426185ffffffff,6.0,0.0,0.0
8426187ffffffff,7.0,0.0,0.0
8426189ffffffff,4.0,0.0,0.0
842618bffffffff,6.0,0.0,0.0
842618dffffffff,17.0,0.0,0.0
8426193ffffffff,6.0,0.0,0.0
8426195ffffffff,2.0,0.0,0.0
8426197ffffffff,18.0,0.0,0.0
8426199ffffffff,4.0,0.0,0.0
842619bffffffff,2.0,0.0,0.0
842619dffffffff,22.0,0.0,0.0
84261a7ffffffff,4.0,0.0,0.0
84261a9ffffffff,5.0,0.0,0.0
84261adffffffff,4.0,0.0,0.0
84261b1ffffffff,10.0,0.0,0.0
84261b3ffffffff,23.0,0.0,0.0
84261b5ffffffff,5.0,0.0,0.0
84261b7ffffffff,11.0,0.0,0.0
84261b9ffffffff,6.0,0.0,0.0
84261bbffffffff,2.0,0.0,0.0
84261c5ffffffff,3.0,0.0,0.0
84261c7ffffffff,10.0,0.0,0.0
84261d1ffffffff,3.0,1.0,0.0
84261d3ffffffff,10.0,0.0,0.0
84261d5ffffffff,4.0,0.0,0.0
84261d7ffffffff,1.0,0.0,0.0
84261dbffffffff,16.0,0.0,0.0
84261ddffffffff,4.0,0.0,0.0
84261e1ffffffff,1.0,0.0,0.0
84261e7ffffffff,17.0,0.0,0.0
84261e9ffffffff,4.0,0.0,0.0
8426201ffffffff,13.0,0.0,0.0
8426203ffffffff,6.0,0.0,0.0
8426205ffffffff,40.0,0.0,0.0
8426207ffffffff,16.0,0.0,0.0
8426209ffffffff,7.0,0.0,0.0
842620bffffffff,67.0,0.0,0.0
842620dffffffff,42.0,0.0,0.0
8426211ffffffff,8.0,0.0,0.0
8426213ffffffff,44.0,0.0,0.0
8426215ffffffff,21.0,0.0,0.0
8426217ffffffff,15.0,0.0,0.0
8426219ffffffff,90.0,0.0,0.0
842621bffffffff,79.0,0.0,0.0
842621dffffffff,108.0,0.0,0.0
8426221ffffffff,10.0,0.0,0.0
8426223ffffffff,40.0,0.0,0.0
8426225ffffffff,13.0,0.0,0.0
8426227ffffffff,2.0,0.0,0.0
8426229ffffffff,13.0,0.0,0.0
842622bffffffff,37.0,0.0,0.0
842622dffffffff,16.0,0.0,0.0
8426231ffffffff,56.0,0.0,0.0
8426233ffffffff,10.0,0.0,0.0
8426235ffffffff,49.0,0.0,0.0
8426237ffffffff,34.0,0.0,0.0
8426239ffffffff,7.0,0.0,0.0
842623bffffffff,25.0,0.0,0.0
842623dffffffff,47.0,0.0,0.0
8426241ffffffff,10.0,0.0,0.0
8426243ffffffff,9.0,0.0,0.0
8426245ffffffff,35.0,0.0,0.0
8426247ffffffff,7.0,0.0,0.0
8426249ffffffff,32.0,0.0,0.0
842624bffffffff,55.0,0.0,0.0
842624dffffffff,2.0,0.0,0.0
8426251ffffffff,9.0,0.0,0.0
8426253ffffffff,20.0,0.0,0.0
8426255ffffffff,28.0,0.0,0.0
8426257ffffffff,63.0,0.0,0.0
8426259ffffffff,12.0,0.0,0.0
842625bffffffff,7.0,0.0,0.0
842625dffffffff,5.0,0.0,0.0
8426261ffffffff,19.0,0.0,0.0
8426263ffffffff,26.0,0.0,0.0
8426265ffffffff,41.0,0.0,0.0
8426267ffffffff,6.0,0.0,0.0
8426269ffffffff,201.0,0.0,0.0
842626bffffffff,16.0,0.0,0.0
842626dffffffff,29.0,0.0,0.0
8426283ffffffff,9.0,0.0,0.0
8426285ffffffff,2.0,0.0,0.0
8426287ffffffff,2.0,0.0,0.0
8426289ffffffff,51.0,0.0,0.0
842628bffffffff,4.0,0.0,0.0
842628dffffffff,24.0,0.0,0.0
8426291ffffffff,109.0,0.0,0.0
8426293ffffffff,40.0,0.0,0.0
8426295ffffffff,4.0,0.0,0.0
8426297ffffffff,4.0,0.0,0.0
8426299ffffffff,31.0,0.0,0.0
842629bffffffff,7.0,0.0,0.0
842629dffffffff,2.0,0.0,0.0
84262a1ffffffff,8.0,0.0,0.0
84262a5ffffffff,2.0,0.0,0.0
84262a7ffffffff,3.0,0.0,0.0
84262a9ffffffff,8.0,0.0,0.0
84262abffffffff,2.0,0.0,0.0
84262adffffffff,12.0,0.0,0.0
84262b1ffffffff,7.0,0.0,0.0
84262b3ffffffff,156.0,0.0,0.0
84262b5ffffffff,4.0,0.0,0.0
84262b7ffffffff,27.0,0.0,0.0
84262b9ffffffff,4.0,0.0,0.0
84262bbffffffff,6.0,0.0,0.0
84262c1ffffffff,226.0,0.0,0.0
84262c3ffffffff,49.0,0.0,0.0
84262c5ffffffff,8.0,0.0,0.0
84262c7ffffffff,35.0,0.0,0.0
84262c9ffffffff,790.0,0.0,0.0
84262cbffffffff,52.0,0.0,0.0
84262cdffffffff,637.0,0.0,0.0
84262d1ffffffff,45.0,0.0,0.0
84262d3ffffffff,2.0,0.0,0.0
84262d5ffffffff,21.0,0.0,0.0
84262d9ffffffff,157.0,0.0,0.0
84262dbffffffff,168.0,0.0,0.0
84262ddffffffff,159.0,0.0,0.0
84262e1ffffffff,44.0,0.0,0.0
84262e3ffffffff,10.0,0.0,0.0
84262e5ffffffff,10.0,0.0,0.0
84262e7ffffffff,15.0,0.0,0.0
84262e9ffffffff,26.0,0.0,0.0
84262ebffffffff,43.0,0.0,0.0
84262edffffffff,14.0,0.0,0.0
8426301ffffffff,9.0,0.0,0.0
8426305ffffffff,1.0,0.0,0.0
8426307ffffffff,8.0,0.0,0.0
8426309ffffffff,7.0,0.0,0.0
842630bffffffff,4.0,0.0,0.0
842630dffffffff,11.0,0.0,0.0
8426313ffffffff,2.0,0.0,0.0
8426317ffffffff,2.0,0.0,0.0
842631dffffffff,4.0,0.0,0.0
8426321ffffffff,2.0,0.0,0.0
8426327ffffffff,2.0,0.0,0.0
8426329ffffffff,2.0,0.0,0.0
842632bffffffff,2.0,0.0,0.0
8426335ffffffff,2.0,0.0,0.0
8426337ffffffff,5.0,0.0,0.0
842633dffffffff,2.0,0.0,0.0
8426341ffffffff,119.0,0.0,0.0
8426343ffffffff,2.0,0.0,0.0
8426345ffffffff,28.0,0.0,0.0
8426347ffffffff,9.0,0.0,0.0
8426349ffffffff,10.0,0.0,0.0
842634bffffffff,39.0,0.0,0.0
842634dffffffff,20.0,0.0,0.0
8426353ffffffff,2.0,0.0,0.0
8426355ffffffff,3.0,0.0,0.0
8426357ffffffff,7.0,0.0,0.0
8426359ffffffff,28.0,0.0,0.0
842635bffffffff,2.0,0.0,0.0
842635dffffffff,13.0,0.0,0.0
8426361ffffffff,11.0,0.0,0.0
8426363ffffffff,19.0,0.0,0.0
8426365ffffffff,11.0,0.0,0.0
8426367ffffffff,15.0,0.0,0.0
8426369ffffffff,89.0,0.0,0.0
842636bffffffff,50.0,0.0,0.0
842636dffffffff,4.0,0.0,0.0
8426401ffffffff,3.0,0.0,0.0
8426403ffffffff,36.0,0.0,0.0
8426405ffffffff,122.0,0.0,0.0
8426407ffffffff,50.0,0.0,0.0
8426409ffffffff,66.0,0.0,0.0
842640dffffffff,463.0,0.0,0.0
8426411ffffffff,56.0,0.0,0.0
8426413ffffffff,27.0,0.0,0.0
8426415ffffffff,321.0,0.0,0.0
8426417ffffffff,172.0,0.0,0.0
8426419ffffffff,8.0,0.0,0.0
842641bffffffff,32.0,0.0,0.0
842641dffffffff,48.0,0.0,0.0
8426421ffffffff,61.0,0.0,0.0
8426423ffffffff,53.0,0.0,0.0
8426425ffffffff,102.0,0.0,0.0
8426427ffffffff,34.0,0.0,0.0
8426429ffffffff,182.0,0.0,0.0
842642bffffffff,33.0,0.0,0.0
842642dffffffff,16.0,0.0,0.0
8426431ffffffff,46.0,0.0,0.0
8426433ffffffff,275.0,0.0,0.0
8426435ffffffff,8.0,0.0,0.0
8426437ffffffff,185.0,0.0,0.0
8426439ffffffff,225.0,0.0,0.0
842643bffffffff,256.0,0.0,0.0
842643dffffffff,55.0,0.0,0.0
8426441ffffffff,2.0,0.0,0.0
8426443ffffffff,15.0,0.0,0.0
8426445ffffffff,10.0,0.0,0.0
8426449ffffffff,5.0,0.0,0.0
842644bffffffff,20.0,0.0,0.0
842644dffffffff,42.0,0.0,0.0
8426453ffffffff,2.0,0.0,0.0
8426455ffffffff,41.0,0.0,0.0
8426457ffffffff,17.0,0.0,0.0
8426459ffffffff,32.0,0.0,0.0
842645bffffffff,10.0,0.0,0.0
842645dffffffff,16.0,0.0,0.0
8426461ffffffff,776.0,0.0,0.0
8426463ffffffff,1045.0,0.0,0.0
8426465ffffffff,1.0,0.0,0.0
8426467ffffffff,63.0,0.0,0.0
8426469ffffffff,10.0,0.0,0.0
842646bffffffff,624.0,7.0,0.0
842646dffffffff,92.0,0.0,0.0
8426481ffffffff,131.0,0.0,0.0
8426483ffffffff,39.0,0.0,0.0
8426485ffffffff,2.0,0.0,0.0
8426487ffffffff,33.0,0.0,0.0
8426489ffffffff,680.0,0.0,0.0
842648bffffffff,123.0,0.0,0.0
842648dffffffff,22.0,0.0,0.0
8426491ffffffff,24.0,0.0,0.0
8426493ffffffff,329.0,0.0,0.0
8426495ffffffff,54.0,0.0,0.0
8426497ffffffff,346.0,0.0,0.0
8426499ffffffff,15.0,0.0,0.0
842649bffffffff,95.0,0.0,0.0
842649dffffffff,11.0,0.0,0.0
84264a1ffffffff,85.0,0.0,0.0
84264a3ffffffff,22.0,0.0,0.0
84264a5ffffffff,83.0,0.0,0.0
84264a7ffffffff,348.0,0.0,0.0
84264a9ffffffff,31.0,0.0,0.0
84264abffffffff,19.0,0.0,0.0
84264adffffffff,98.0,0.0,0.0
84264b1ffffffff,13.0,0.0,0.0
84264b3ffffffff,9.0,0.0,0.0
84264b7ffffffff,34.0,0.0,0.0
84264b9ffffffff,138.0,0.0,0.0
84264bbffffffff,265.0,0.0,0.0
84264bdffffffff,14.0,0.0,0.0
84264c1ffffffff,62.0,0.0,0.0
84264c3ffffffff,81.0,0.0,0.0
84264c5ffffffff,205.0,0.0,0.0
84264c7ffffffff,219.0,0.0,0.0
84264c9ffffffff,7.0,0.0,0.0
84264cbffffffff,149.0,0.0,0.0
84264cdffffffff,45.0,0.0,0.0
84264d1ffffffff,1141.0,0.0,0.0
84264d3ffffffff,34.0,0.0,0.0
84264d5ffffffff,51.0,0.0,0.0
84264d7ffffffff,20.0,0.0,0.0
84264d9ffffffff,1151.0,0.0,0.0
84264dbffffffff,532.0,0.0,0.0
84264ddffffffff,88.0,0.0,0.0
84264e1ffffffff,52.0,0.0,0.0
84264e3ffffffff,8.0,0.0,0.0
84264e5ffffffff,678.0,0.0,0.0
84264e7ffffffff,11.0,0.0,0.0
84264e9ffffffff,3.0,0.0,0.0
84264ebffffffff,2.0,0.0,0.0
84264edffffffff,127.0,0.0,0.0
8426501ffffffff,109.0,0.0,0.0
8426503ffffffff,17.0,0.0,0.0
8426505ffffffff,210.0,0.0,0.0
8426507ffffffff,11.0,0.0,0.0
