cell_id,Northiella haematogaster,Northiella haematogaster haematogaster/pallescens,Northiella haematogaster haematorrhoa
83b834fffffffff,1.0,0.0,0.0
83b9acfffffffff,3.0,3.0,0.0
83be41fffffffff,3.0,0.0,0.0
83be43fffffffff,3.0,0.0,0.0
83be49fffffffff,9.0,2.0,0.0
83be53fffffffff,16.0,0.0,0.0
83be55fffffffff,5.0,0.0,3.0
83be5bfffffffff,2.0,2.0,0.0
