cell_id,Haemorhous purpureus,Haemorhous purpureus purpureus,Haemorhous purpureus californicus
840d483ffffffff,2.0,0.0,0.0
840e413ffffffff,1.0,0.0,0.0
840e453ffffffff,2.0,0.0,0.0
840e45bffffffff,16.0,0.0,0.0
840e481ffffffff,22.0,0.0,0.0
840e483ffffffff,1.0,0.0,0.0
840e485ffffffff,2.0,0.0,0.0
840e487ffffffff,4.0,0.0,0.0
840e48dffffffff,47.0,0.0,0.0
840e491ffffffff,167.0,0.0,0.0
840e493ffffffff,23.0,0.0,0.0
840e497ffffffff,321.0,0.0,0.0
840e499ffffffff,22.0,0.0,0.0
840e49bffffffff,229.0,0.0,0.0
840e49dffffffff,5.0,0.0,0.0
840e4a1ffffffff,8.0,0.0,0.0
840e4a3ffffffff,5.0,0.0,0.0
840e4a5ffffffff,2.0,0.0,0.0
840e4a7ffffffff,7.0,0.0,0.0
840e4a9ffffffff,68.0,0.0,0.0
840e4abffffffff,1.0,0.0,0.0
840e4b3ffffffff,172.0,4.0,0.0
840e4b9ffffffff,2.0,0.0,0.0
840e4bbffffffff,2.0,0.0,0.0
840e4c5ffffffff,4.0,0.0,0.0
840e4cdffffffff,3.0,0.0,0.0
840e4d1ffffffff,139.0,0.0,0.0
840e4d3ffffffff,119.0,0.0,0.0
840e4d5ffffffff,4.0,0.0,0.0
840e4dbffffffff,1019.0,8.0,0.0
840e59bffffffff,4.0,0.0,0.0
840e5abffffffff,1.0,0.0,0.0
840e5b3ffffffff,40.0,0.0,0.0
840e5b7ffffffff,4.0,0.0,0.0
840e697ffffffff,2.0,0.0,0.0
840e6adffffffff,4.0,0.0,0.0
840e6b1ffffffff,2.0,0.0,0.0
840e6b3ffffffff,3.0,0.0,0.0
840e9a7ffffffff,4.0,0.0,0.0
840ec0bffffffff,1.0,0.0,0.0
840ec19ffffffff,16.0,2.0,0.0
840ec21ffffffff,6.0,0.0,0.0
840ec2dffffffff,4.0,0.0,0.0
840ec81ffffffff,14.0,0.0,0.0
840ec85ffffffff,6.0,0.0,0.0
840ec8dffffffff,5.0,0.0,0.0
840ec91ffffffff,10.0,0.0,0.0
840ec95ffffffff,60.0,2.0,0.0
840ec97ffffffff,14.0,0.0,0.0
840ec9bffffffff,8.0,0.0,0.0
840ec9dffffffff,4.0,0.0,0.0
840eca5ffffffff,4.0,0.0,0.0
840eca7ffffffff,9.0,0.0,0.0
840ecabffffffff,11.0,0.0,0.0
840ecb3ffffffff,4.0,0.0,0.0
840ecb9ffffffff,48.0,0.0,0.0
840ecbbffffffff,1.0,0.0,0.0
840ecbdffffffff,14.0,6.0,0.0
840ecc1ffffffff,65.0,2.0,0.0
840ecc9ffffffff,67.0,0.0,0.0
840ecd1ffffffff,3.0,3.0,0.0
840ecd7ffffffff,15.0,7.0,0.0
840ed1bffffffff,2.0,0.0,0.0
840ed91ffffffff,4.0,0.0,0.0
840ed95ffffffff,2.0,0.0,0.0
840edb9ffffffff,4.0,0.0,0.0
840edbbffffffff,2.0,0.0,0.0
840edbdffffffff,2.0,0.0,0.0
840ede5ffffffff,1.0,0.0,0.0
840ee9dffffffff,1.0,0.0,0.0
840eea7ffffffff,300.0,0.0,0.0
840eeb5ffffffff,13.0,0.0,0.0
840eeb9ffffffff,4.0,0.0,0.0
840eed3ffffffff,1.0,0.0,0.0
840eed5ffffffff,6.0,0.0,0.0
840eeebffffffff,2.0,0.0,0.0
84120a1ffffffff,5.0,0.0,0.0
84120a5ffffffff,2.0,0.0,0.0
84120b7ffffffff,7.0,0.0,0.0
8412115ffffffff,2.0,0.0,0.0
841211dffffffff,2.0,0.0,0.0
8412145ffffffff,12.0,3.0,0.0
8412151ffffffff,4.0,0.0,0.0
8412185ffffffff,44.0,0.0,0.0
8412187ffffffff,6.0,0.0,0.0
841218dffffffff,4.0,0.0,0.0
841219dffffffff,2.0,0.0,0.0
84121a1ffffffff,2.0,0.0,0.0
84121a5ffffffff,2.0,0.0,0.0
84121a7ffffffff,4.0,0.0,0.0
84121a9ffffffff,13.0,0.0,0.0
84121abffffffff,35.0,0.0,0.0
84121adffffffff,2.0,0.0,0.0
84121b3ffffffff,1.0,0.0,0.0
84121b7ffffffff,2.0,0.0,0.0
84121bbffffffff,4.0,0.0,0.0
84121bdffffffff,13.0,0.0,0.0
84121e1ffffffff,6.0,0.0,0.0
84121e3ffffffff,92.0,0.0,0.0
84121e7ffffffff,2.0,0.0,0.0
8412265ffffffff,4.0,0.0,0.0
8412299ffffffff,1.0,0.0,0.0
84122e9ffffffff,1.0,0.0,0.0
8412303ffffffff,1.0,0.0,0.0
8412307ffffffff,6.0,0.0,0.0
841232bffffffff,4.0,0.0,0.0
841233dffffffff,25.0,0.0,0.0
84124a7ffffffff,2.0,0.0,0.0
84124a9ffffffff,2.0,0.0,0.0
84124adffffffff,4.0,0.0,0.0
84124b7ffffffff,9.0,0.0,0.0
84124bdffffffff,2.0,0.0,0.0
84124c3ffffffff,1.0,0.0,0.0
84124d1ffffffff,1.0,0.0,0.0
84124dbffffffff,4.0,0.0,0.0
8412505ffffffff,32.0,0.0,0.0
8412507ffffffff,2.0,0.0,0.0
8412509ffffffff,2.0,2.0,0.0
8412511ffffffff,13.0,0.0,0.0
8412515ffffffff,55.0,8.0,0.0
8412517ffffffff,5.0,0.0,0.0
841251dffffffff,8.0,0.0,0.0
8412521ffffffff,4.0,0.0,0.0
8412523ffffffff,18.0,2.0,0.0
8412525ffffffff,3.0,0.0,0.0
8412527ffffffff,37.0,2.0,0.0
841252dffffffff,8.0,0.0,0.0
8412535ffffffff,2.0,2.0,0.0
8412539ffffffff,11.0,0.0,0.0
841253bffffffff,5.0,0.0,0.0
841253dffffffff,2.0,0.0,0.0
8412543ffffffff,18.0,0.0,0.0
8412549ffffffff,129.0,9.0,0.0
841254bffffffff,9.0,2.0,0.0
8412555ffffffff,4.0,2.0,0.0
8412565ffffffff,3.0,0.0,0.0
8412583ffffffff,2.0,0.0,0.0
841258bffffffff,1.0,0.0,0.0
8412591ffffffff,77.0,0.0,0.0
8412597ffffffff,71.0,0.0,0.0
841259dffffffff,7.0,0.0,0.0
84125c7ffffffff,2.0,0.0,0.0
84125d3ffffffff,6.0,0.0,0.0
84125d5ffffffff,1.0,0.0,0.0
84125d7ffffffff,2.0,0.0,0.0
84125d9ffffffff,12.0,0.0,0.0
84125dbffffffff,21.0,0.0,0.0
84125e5ffffffff,3.0,0.0,0.0
84126e7ffffffff,9.0,0.0,0.0
8412721ffffffff,46.0,0.0,0.0
8412723ffffffff,140.0,4.0,0.0
8412729ffffffff,4.0,0.0,0.0
8412805ffffffff,43.0,0.0,0.0
841280dffffffff,8.0,0.0,0.0
8412847ffffffff,53.0,0.0,0.0
8412851ffffffff,25.0,0.0,0.0
8412853ffffffff,4.0,0.0,0.0
8412857ffffffff,21.0,0.0,0.0
841286bffffffff,2.0,0.0,0.0
8412887ffffffff,12.0,0.0,0.0
8412891ffffffff,6.0,0.0,0.0
8412893ffffffff,4.0,0.0,0.0
8412895ffffffff,1.0,0.0,0.0
8412899ffffffff,7.0,0.0,0.0
841289bffffffff,11.0,0.0,0.0
84128bdffffffff,385.0,0.0,0.0
84128d1ffffffff,7.0,0.0,0.0
84128d3ffffffff,37.0,0.0,0.0
84128d9ffffffff,28.0,0.0,0.0
84128dbffffffff,33.0,0.0,0.0
84128ddffffffff,4.0,0.0,0.0
84128e3ffffffff,3.0,0.0,0.0
84129b9ffffffff,7.0,0.0,2.0
84129bbffffffff,1.0,0.0,0.0
8412a35ffffffff,2.0,0.0,0.0
8412a37ffffffff,12.0,0.0,0.0
8412a83ffffffff,2.0,0.0,0.0
8412a87ffffffff,4.0,0.0,0.0
8412a95ffffffff,6.0,0.0,0.0
8412a97ffffffff,24.0,0.0,0.0
8412a99ffffffff,20.0,0.0,0.0
