cell_id,Pardalotus punctatus,Pardalotus punctatus millitaris,Pardalotus punctatus punctatus,Pardalotus punctatus xanthopyge
839c05fffffffff,1.0,1.0,0.0,0.0
839c21fffffffff,69.0,14.0,0.0,0.0
839c23fffffffff,126.0,17.0,0.0,0.0
839c25fffffffff,38.0,0.0,0.0,0.0
839d01fffffffff,2.0,0.0,0.0,0.0
839d08fffffffff,1.0,0.0,0.0,0.0
839d0bfffffffff,2.0,0.0,0.0,0.0
839d0cfffffffff,10.0,0.0,0.0,0.0
839d0efffffffff,2.0,0.0,0.0,0.0
839d21fffffffff,28.0,0.0,0.0,0.0
839d25fffffffff,25.0,0.0,2.0,0.0
839d2afffffffff,2.0,0.0,0.0,0.0
839d2cfffffffff,18.0,0.0,0.0,0.0
83a706fffffffff,1.0,0.0,0.0,0.0
83a722fffffffff,1.0,0.0,0.0,0.0
83a726fffffffff,279.0,0.0,0.0,0.0
83a730fffffffff,2.0,0.0,0.0,0.0
83a734fffffffff,2.0,0.0,0.0,0.0
83a735fffffffff,12.0,0.0,0.0,0.0
83b829fffffffff,10.0,0.0,0.0,2.0
83b82efffffffff,7.0,0.0,0.0,1.0
83b834fffffffff,15.0,0.0,0.0,5.0
83b845fffffffff,2.0,0.0,0.0,0.0
83b860fffffffff,1.0,0.0,0.0,0.0
83b862fffffffff,2.0,0.0,0.0,0.0
83b863fffffffff,2.0,0.0,0.0,0.0
83b864fffffffff,5.0,0.0,0.0,1.0
83b865fffffffff,2.0,0.0,0.0,0.0
83b866fffffffff,3.0,0.0,0.0,0.0
83b868fffffffff,2.0,0.0,0.0,0.0
83b86afffffffff,2.0,0.0,0.0,0.0
83b86cfffffffff,2.0,0.0,0.0,0.0
83b86efffffffff,2.0,0.0,0.0,0.0
83b910fffffffff,1.0,0.0,0.0,0.0
83b911fffffffff,30.0,0.0,0.0,8.0
83b912fffffffff,19.0,0.0,0.0,4.0
83b913fffffffff,10.0,0.0,0.0,2.0
83b914fffffffff,43.0,0.0,0.0,1.0
83b915fffffffff,54.0,0.0,0.0,10.0
83b916fffffffff,116.0,0.0,0.0,0.0
83b9a3fffffffff,9.0,0.0,0.0,0.0
83b9a4fffffffff,136.0,0.0,0.0,31.0
83b9a5fffffffff,8.0,0.0,0.0,2.0
83b9acfffffffff,40.0,0.0,0.0,25.0
