cell_id,Pardalotus punctatus,Pardalotus punctatus millitaris,Pardalotus punctatus punctatus,Pardalotus punctatus xanthopyge
83be08fffffffff,5479.0,0.0,382.0,0.0
83be09fffffffff,151.0,0.0,2.0,0.0
83be0afffffffff,688.0,0.0,38.0,0.0
83be0bfffffffff,606.0,0.0,72.0,0.0
83be0cfffffffff,1607.0,0.0,176.0,0.0
83be0dfffffffff,1700.0,0.0,152.0,0.0
83be0efffffffff,793.0,0.0,33.0,0.0
83be18fffffffff,290.0,0.0,8.0,0.0
83be19fffffffff,160.0,0.0,19.0,0.0
83be1afffffffff,73.0,0.0,5.0,0.0
83be1bfffffffff,176.0,0.0,19.0,0.0
83be1dfffffffff,284.0,0.0,49.0,0.0
83be29fffffffff,168.0,0.0,28.0,0.0
83be2bfffffffff,37.0,0.0,0.0,0.0
83be40fffffffff,638.0,0.0,57.0,100.0
83be41fffffffff,28.0,0.0,0.0,5.0
83be42fffffffff,26.0,0.0,3.0,0.0
83be43fffffffff,29.0,0.0,0.0,6.0
83be44fffffffff,1120.0,0.0,291.0,0.0
83be45fffffffff,1045.0,0.0,150.0,33.0
83be46fffffffff,183.0,0.0,36.0,0.0
83be48fffffffff,71.0,0.0,0.0,19.0
83be49fffffffff,271.0,0.0,1.0,3.0
83be4afffffffff,192.0,0.0,0.0,44.0
83be4bfffffffff,124.0,0.0,0.0,14.0
83be4cfffffffff,277.0,0.0,16.0,54.0
83be4dfffffffff,82.0,0.0,1.0,0.0
83be4efffffffff,887.0,0.0,0.0,387.0
83be50fffffffff,76.0,0.0,0.0,0.0
83be52fffffffff,7.0,0.0,0.0,0.0
83be53fffffffff,102.0,0.0,0.0,7.0
83be54fffffffff,76.0,0.0,4.0,0.0
83be55fffffffff,76.0,0.0,2.0,0.0
83be56fffffffff,180.0,0.0,17.0,0.0
83be59fffffffff,49.0,0.0,0.0,35.0
83be5dfffffffff,41.0,0.0,0.0,22.0
83be60fffffffff,310.0,0.0,80.0,0.0
83be61fffffffff,312.0,0.0,68.0,0.0
83be62fffffffff,948.0,0.0,142.0,0.0
83be63fffffffff,7835.0,0.0,2174.0,0.0
83be66fffffffff,156.0,0.0,36.0,0.0
83be68fffffffff,146.0,0.0,38.0,0.0
83be69fffffffff,27.0,0.0,0.0,0.0
83be6afffffffff,298.0,0.0,35.0,2.0
83be6bfffffffff,157.0,0.0,14.0,4.0
83be6cfffffffff,1.0,0.0,0.0,0.0
83be6efffffffff,429.0,0.0,122.0,0.0
83be70fffffffff,157.0,0.0,28.0,0.0
83be71fffffffff,998.0,0.0,163.0,0.0
83be72fffffffff,5792.0,0.0,139.0,0.0
83be73fffffffff,122.0,0.0,4.0,0.0
83be74fffffffff,1361.0,0.0,231.0,0.0
83be75fffffffff,513.0,0.0,91.0,0.0
83be76fffffffff,374.0,0.0,11.0,0.0
83be88fffffffff,83.0,0.0,5.0,0.0
83be89fffffffff,89.0,0.0,6.0,0.0
83be8bfffffffff,19.0,0.0,3.0,0.0
83be8dfffffffff,3517.0,0.0,162.0,0.0
83bea9fffffffff,73.0,0.0,0.0,0.0
83beabfffffffff,437.0,0.0,34.0,0.0
83bec0fffffffff,1.0,0.0,0.0,0.0
83bec6fffffffff,4.0,0.0,0.0,0.0
83bed0fffffffff,6.0,0.0,0.0,0.0
83bed2fffffffff,2.0,0.0,0.0,0.0
83bed4fffffffff,35.0,0.0,2.0,0.0
83bed5fffffffff,13.0,0.0,0.0,0.0
83beddfffffffff,2.0,0.0,0.0,0.0
83bedefffffffff,31.0,0.0,0.0,0.0
83bee0fffffffff,193.0,0.0,0.0,0.0
83bee1fffffffff,4.0,0.0,0.0,0.0
83bee2fffffffff,86.0,0.0,0.0,0.0
83bee3fffffffff,1.0,0.0,0.0,0.0
83bee4fffffffff,131.0,0.0,9.0,0.0
83bee5fffffffff,80.0,0.0,4.0,0.0
83bee6fffffffff,109.0,0.0,3.0,0.0
83bee8fffffffff,3.0,0.0,0.0,0.0
83beedfffffffff,6.0,0.0,0.0,4.0
83bef0fffffffff,886.0,0.0,9.0,0.0
83bef1fffffffff,11.0,0.0,0.0,0.0
83bef2fffffffff,592.0,0.0,18.0,0.0
83bef3fffffffff,20.0,0.0,1.0,0.0
83bef4fffffffff,127.0,0.0,11.0,0.0
83bef5fffffffff,188.0,0.0,0.0,0.0
83bef6fffffffff,1017.0,0.0,81.0,0.0
83bf48fffffffff,201.0,0.0,17.0,0.0
83bf49fffffffff,54.0,0.0,0.0,0.0
83bf4afffffffff,7.0,0.0,1.0,0.0
83bf4bfffffffff,671.0,0.0,74.0,0.0
83bf4cfffffffff,1030.0,0.0,308.0,0.0
83bf4dfffffffff,195.0,0.0,76.0,0.0
83bf4efffffffff,82.0,0.0,15.0,0.0
83bf59fffffffff,2.0,0.0,0.0,0.0
83bf6bfffffffff,316.0,0.0,82.0,0.0
83c980fffffffff,23.0,0.0,5.0,0.0
83c982fffffffff,279.0,0.0,77.0,0.0
83c986fffffffff,121.0,0.0,13.0,4.0
83c990fffffffff,41.0,0.0,0.0,0.0
83c991fffffffff,45.0,0.0,3.0,0.0
83c992fffffffff,259.0,0.0,0.0,0.0
83c993fffffffff,45.0,0.0,0.0,0.0
83c995fffffffff,26.0,0.0,0.0,0.0
83c99cfffffffff,54.0,0.0,7.0,0.0
83c99efffffffff,9.0,0.0,0.0,0.0
83c9b0fffffffff,16.0,0.0,0.0,2.0
83c9b1fffffffff,50.0,0.0,0.0,0.0
83c9b2fffffffff,4.0,0.0,0.0,0.0
83c9b3fffffffff,138.0,0.0,0.0,35.0
83c9b6fffffffff,10.0,0.0,0.0,0.0
83d892fffffffff,22.0,0.0,8.0,0.0
83d896fffffffff,76.0,0.0,26.0,0.0
