cell_id,Newtonia amphichroa,Newtonia amphichroa amphichroa,Newtonia amphichroa lavarambo
82a217fffffffff,222.0,0.0,0.0
82a227fffffffff,79.0,0.0,0.0
82a237fffffffff,126.0,0.0,0.0
82a2a7fffffffff,4.0,0.0,0.0
82a2affffffffff,1.0,0.0,0.0
82a30ffffffffff,35.0,0.0,0.0
82a31ffffffffff,3.0,0.0,0.0
82a357fffffffff,4.0,0.0,0.0
82a377fffffffff,15.0,0.0,0.0
82a39ffffffffff,3.0,0.0,0.0
