cell_id,Anthus similis,Anthus similis bannermani,Anthus similis captus,Anthus similis arabicus,Anthus similis sokotrae,Anthus similis chyuluensis,Anthus similis [nivescens Group],Anthus similis jerdoni/decaptus,Anthus similis similis/travancoriensis,Anthus similis yamethini
82608ffffffffff,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
826097fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82609ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826327fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826337fffffffff,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8263affffffffff,19.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
826a5ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826ac7fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826acffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826adffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826aeffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8275a7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827a47fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827a4ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827a5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827a67fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827a6ffffffffff,310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
827acffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
827adffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
827aeffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827b4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828327fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829697fffffffff,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8296a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ac9ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
