cell_id,Lanius schach,Lanius schach erythronotus/caniceps,Lanius schach schach,Lanius schach tricolor/longicaudatus,Lanius schach bentet,Lanius schach [nasutus Group],Lanius schach schach x tricolor
822017fffffffff,20.0,11.0,0.0,0.0,0.0,0.0,0.0
82201ffffffffff,24.0,3.0,0.0,0.0,0.0,0.0,0.0
822087fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
82208ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82209ffffffffff,93.0,0.0,0.0,0.0,0.0,0.0,0.0
8220a7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8220affffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8220b7fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8220e7fffffffff,38.0,3.0,0.0,0.0,0.0,0.0,0.0
82214ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82219ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8224dffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823017fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82301ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823037fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823087fffffffff,270.0,0.0,1.0,0.0,0.0,0.0,0.0
823097fffffffff,92.0,0.0,8.0,0.0,0.0,0.0,0.0
82309ffffffffff,2658.0,0.0,327.0,0.0,0.0,0.0,0.0
8230a7fffffffff,14.0,0.0,1.0,0.0,0.0,0.0,0.0
8230affffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8230b7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8230c7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8230e7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
823187fffffffff,154.0,0.0,0.0,0.0,0.0,0.0,0.0
82318ffffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
823197fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82319ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8231affffffffff,156.0,0.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,1995.0,0.0,0.0,714.0,0.0,0.0,0.0
823c0ffffffffff,410.0,0.0,0.0,35.0,0.0,0.0,0.0
823c17fffffffff,324.0,2.0,0.0,29.0,0.0,0.0,0.0
823c1ffffffffff,1447.0,20.0,0.0,222.0,0.0,0.0,0.0
823c37fffffffff,493.0,24.0,0.0,57.0,0.0,0.0,0.0
823c57fffffffff,482.0,0.0,0.0,82.0,0.0,0.0,0.0
823c5ffffffffff,703.0,0.0,0.0,178.0,0.0,0.0,0.0
823c87fffffffff,161.0,0.0,0.0,0.0,0.0,0.0,0.0
823c8ffffffffff,221.0,0.0,0.0,12.0,0.0,0.0,0.0
823c97fffffffff,284.0,0.0,0.0,0.0,0.0,0.0,0.0
823c9ffffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
823ca7fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,273.0,0.0,0.0,4.0,0.0,0.0,0.0
823cb7fffffffff,1775.0,0.0,0.0,0.0,0.0,0.0,0.0
823cc7fffffffff,764.0,0.0,0.0,111.0,0.0,0.0,0.0
823ccffffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
823cd7fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
823cdffffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,1395.0,0.0,0.0,195.0,0.0,0.0,0.0
823ceffffffffff,1286.0,0.0,0.0,132.0,0.0,0.0,0.0
823cf7fffffffff,3563.0,4.0,0.0,389.0,0.0,0.0,0.0
823d07fffffffff,238.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,4900.0,77.0,0.0,0.0,0.0,0.0,0.0
823d1ffffffffff,419.0,8.0,0.0,0.0,0.0,0.0,0.0
823d27fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,809.0,0.0,0.0,0.0,0.0,0.0,0.0
823d87fffffffff,2220.0,0.0,0.0,0.0,0.0,0.0,0.0
823d8ffffffffff,139.0,0.0,0.0,0.0,0.0,0.0,0.0
823d97fffffffff,1103.0,4.0,0.0,0.0,0.0,0.0,0.0
823d9ffffffffff,2232.0,12.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,4695.0,0.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,2230.0,31.0,0.0,2.0,0.0,0.0,0.0
823db7fffffffff,1200.0,1.0,0.0,0.0,0.0,0.0,0.0
824007fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82400ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
824017fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82401ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
824027fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
82402ffffffffff,57.0,0.0,20.0,0.0,0.0,0.0,0.0
824037fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
824047fffffffff,159.0,0.0,0.0,32.0,0.0,0.0,0.0
82404ffffffffff,634.0,0.0,0.0,231.0,0.0,0.0,0.0
824057fffffffff,17.0,0.0,2.0,0.0,0.0,0.0,0.0
82405ffffffffff,10.0,0.0,1.0,0.0,0.0,0.0,0.0
824067fffffffff,50.0,0.0,0.0,20.0,0.0,0.0,0.0
82406ffffffffff,64.0,0.0,0.0,22.0,0.0,0.0,0.0
824077fffffffff,43.0,0.0,0.0,14.0,0.0,0.0,0.0
82408ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
824097fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8240a7fffffffff,70.0,0.0,2.0,0.0,0.0,0.0,0.0
8240affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8240b7fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8240c7fffffffff,17.0,0.0,2.0,0.0,0.0,0.0,0.0
8240e7fffffffff,221.0,0.0,18.0,0.0,0.0,0.0,0.0
8240effffffffff,25.0,0.0,2.0,0.0,0.0,0.0,0.0
8240f7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
824107fffffffff,40.0,0.0,4.0,0.0,0.0,0.0,0.0
82410ffffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0
824117fffffffff,53.0,0.0,8.0,0.0,0.0,0.0,0.0
82411ffffffffff,2700.0,0.0,606.0,0.0,0.0,0.0,0.0
824147fffffffff,75.0,0.0,7.0,0.0,0.0,0.0,0.0
82414ffffffffff,121.0,0.0,0.0,2.0,0.0,0.0,0.0
824157fffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0
82415ffffffffff,55.0,0.0,9.0,0.0,0.0,0.0,0.0
824167fffffffff,151.0,0.0,16.0,0.0,0.0,0.0,0.0
82416ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
824177fffffffff,296.0,0.0,99.0,0.0,0.0,0.0,0.0
824187fffffffff,107.0,0.0,11.0,0.0,0.0,0.0,0.0
82418ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,465.0,0.0,1.0,0.0,0.0,0.0,0.0
82419ffffffffff,273.0,0.0,7.0,0.0,0.0,0.0,0.0
8241a7fffffffff,7762.0,0.0,3407.0,0.0,0.0,0.0,0.0
8241affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8241b7fffffffff,1497.0,0.0,47.0,0.0,0.0,0.0,0.0
82424ffffffffff,175.0,0.0,0.0,0.0,0.0,0.0,0.0
824257fffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0
82425ffffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
82426ffffffffff,604.0,0.0,0.0,0.0,0.0,0.0,0.0
824277fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,2132.0,0.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,2721.0,0.0,0.0,0.0,0.0,0.0,0.0
8242d7fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,2650.0,0.0,0.0,0.0,0.0,0.0,0.0
8242e7fffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,255.0,0.0,0.0,0.0,0.0,0.0,0.0
824b27fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
824b37fffffffff,182.0,0.0,1.0,0.0,0.0,0.0,0.0
824b87fffffffff,336.0,0.0,23.0,0.0,0.0,0.0,0.0
824b9ffffffffff,13.0,0.0,0.0,0.0,0.0,1.0,0.0
824ba7fffffffff,10999.0,0.0,491.0,0.0,0.0,0.0,0.0
824bb7fffffffff,3593.0,0.0,289.0,0.0,0.0,0.0,0.0
826007fffffffff,654.0,0.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,5948.0,0.0,0.0,0.0,0.0,0.0,0.0
82601ffffffffff,1207.0,0.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,6026.0,0.0,0.0,0.0,0.0,0.0,0.0
826087fffffffff,444.0,0.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,10812.0,0.0,0.0,0.0,0.0,0.0,0.0
826097fffffffff,1727.0,0.0,0.0,0.0,0.0,0.0,0.0
82609ffffffffff,2034.0,0.0,0.0,0.0,0.0,0.0,0.0
8260a7fffffffff,907.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,3043.0,0.0,0.0,0.0,0.0,0.0,0.0
8260b7fffffffff,1529.0,0.0,0.0,0.0,0.0,0.0,0.0
8260f7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
826107fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
82611ffffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,627.0,0.0,0.0,0.0,0.0,0.0,0.0
82619ffffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
8261affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826487fffffffff,484.0,0.0,28.0,203.0,0.0,0.0,0.0
82648ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
826497fffffffff,1655.0,0.0,22.0,303.0,0.0,0.0,3.0
82649ffffffffff,178.0,0.0,0.0,8.0,0.0,0.0,0.0
8264a7fffffffff,142.0,0.0,0.0,64.0,0.0,0.0,0.0
8264b7fffffffff,144.0,0.0,0.0,77.0,0.0,0.0,0.0
826507fffffffff,103.0,0.0,0.0,0.0,0.0,0.0,0.0
82651ffffffffff,16.0,0.0,0.0,0.0,6.0,0.0,0.0
826527fffffffff,699.0,0.0,0.0,0.0,0.0,0.0,0.0
82658ffffffffff,37.0,0.0,0.0,23.0,0.0,0.0,0.0
82659ffffffffff,97.0,0.0,0.0,27.0,0.0,0.0,0.0
8265b7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
826807fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
826817fffffffff,239.0,0.0,0.0,0.0,3.0,0.0,0.0
82681ffffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0
826847fffffffff,244.0,0.0,0.0,0.0,0.0,29.0,0.0
82684ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
826857fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82685ffffffffff,147.0,0.0,0.0,0.0,0.0,14.0,0.0
826867fffffffff,14.0,0.0,0.0,0.0,0.0,1.0,0.0
826877fffffffff,21.0,0.0,0.0,0.0,0.0,2.0,0.0
8268a7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
826937fffffffff,143.0,0.0,24.0,0.0,0.0,0.0,0.0
826947fffffffff,1317.0,0.0,0.0,0.0,0.0,7.0,0.0
82694ffffffffff,613.0,0.0,0.0,0.0,0.0,4.0,0.0
82695ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
82696ffffffffff,272.0,0.0,0.0,0.0,0.0,11.0,0.0
8272dffffffffff,238.0,0.0,0.0,0.0,0.0,27.0,0.0
828c97fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
829427fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82942ffffffffff,242.0,0.0,0.0,0.0,0.0,0.0,0.0
829c8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829cd7fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
