cell_id,Sula sula,Sula sula sula,Sula sula rubripes,Sula sula websteri
8418729ffffffff,5.0,0.0,0.0,0.0
8428023ffffffff,1.0,0.0,0.0,0.0
8428309ffffffff,87.0,0.0,0.0,0.0
8428319ffffffff,12.0,0.0,0.0,0.0
8428341ffffffff,45.0,0.0,0.0,0.0
8428343ffffffff,142.0,0.0,0.0,0.0
8428349ffffffff,21.0,0.0,0.0,0.0
842834dffffffff,189.0,0.0,0.0,0.0
8428355ffffffff,103.0,0.0,0.0,0.0
8428d19ffffffff,6.0,0.0,0.0,0.0
8429121ffffffff,7.0,0.0,0.0,0.0
8429125ffffffff,17.0,0.0,0.0,0.0
8429127ffffffff,5.0,0.0,0.0,0.0
842912dffffffff,69.0,0.0,0.0,0.0
8429139ffffffff,12.0,0.0,0.0,0.0
8429165ffffffff,14.0,0.0,0.0,0.0
84291a7ffffffff,31.0,0.0,0.0,0.0
84291e1ffffffff,8.0,0.0,0.0,0.0
84291e5ffffffff,2.0,0.0,0.0,0.0
84291e7ffffffff,8.0,0.0,0.0,0.0
8429a41ffffffff,113.0,0.0,0.0,0.0
8429a43ffffffff,2.0,0.0,0.0,0.0
8429a49ffffffff,63.0,0.0,0.0,0.0
8429a4bffffffff,120.0,0.0,0.0,0.0
8429a4dffffffff,21.0,0.0,0.0,0.0
8429a51ffffffff,17.0,0.0,0.0,0.0
8429a53ffffffff,1.0,0.0,0.0,0.0
8429a55ffffffff,124.0,0.0,0.0,0.0
8429a57ffffffff,30.0,0.0,0.0,2.0
8429a59ffffffff,11.0,0.0,0.0,0.0
8429a5dffffffff,15.0,0.0,0.0,0.0
8429ad1ffffffff,3.0,0.0,0.0,0.0
8429adbffffffff,13.0,0.0,0.0,0.0
842a301ffffffff,1.0,0.0,0.0,0.0
842ad69ffffffff,9.0,0.0,0.0,0.0
842e633ffffffff,1.0,0.0,0.0,0.0
842f431ffffffff,1.0,0.0,1.0,0.0
842f5abffffffff,1.0,0.0,0.0,0.0
842f5d7ffffffff,1.0,0.0,0.0,0.0
842f61bffffffff,2.0,0.0,0.0,0.0
842f6e7ffffffff,5.0,0.0,0.0,0.0
8439195ffffffff,42.0,3.0,0.0,0.0
8439451ffffffff,2.0,0.0,0.0,0.0
84411cbffffffff,2.0,0.0,0.0,0.0
8441b43ffffffff,1.0,0.0,0.0,0.0
8443ac3ffffffff,5.0,0.0,0.0,0.0
8444069ffffffff,2.0,0.0,0.0,0.0
8444141ffffffff,3.0,0.0,0.0,0.0
8444143ffffffff,8.0,2.0,0.0,0.0
8444155ffffffff,5.0,0.0,0.0,0.0
844415dffffffff,31.0,2.0,0.0,0.0
8444567ffffffff,3.0,0.0,0.0,0.0
8444633ffffffff,2.0,0.0,0.0,0.0
8444659ffffffff,3.0,0.0,0.0,0.0
84448c1ffffffff,8.0,0.0,0.0,0.0
84448cdffffffff,2.0,0.0,0.0,0.0
8444a11ffffffff,19.0,0.0,0.0,0.0
8444a1dffffffff,2.0,0.0,0.0,0.0
8444e43ffffffff,2.0,0.0,0.0,0.0
8444f27ffffffff,1.0,0.0,0.0,0.0
8444f31ffffffff,1.0,0.0,0.0,0.0
8444f35ffffffff,1.0,0.0,0.0,0.0
8444f3dffffffff,22.0,1.0,0.0,0.0
8444f69ffffffff,1.0,0.0,0.0,0.0
8445011ffffffff,1.0,0.0,0.0,0.0
8445039ffffffff,2.0,0.0,0.0,0.0
8445043ffffffff,1.0,0.0,0.0,0.0
8445053ffffffff,7.0,0.0,0.0,0.0
8445057ffffffff,3.0,0.0,0.0,0.0
84450adffffffff,9.0,0.0,0.0,0.0
844510dffffffff,3.0,2.0,0.0,0.0
84452c7ffffffff,7.0,0.0,0.0,0.0
8445313ffffffff,3.0,0.0,0.0,0.0
84454b3ffffffff,1.0,0.0,0.0,0.0
844550dffffffff,17.0,8.0,0.0,0.0
8445843ffffffff,13.0,0.0,0.0,0.0
844599bffffffff,1.0,0.0,0.0,0.0
8445a33ffffffff,6.0,0.0,0.0,0.0
8445b07ffffffff,3.0,0.0,0.0,0.0
844633dffffffff,2.0,0.0,0.0,0.0
8446431ffffffff,4.0,0.0,0.0,0.0
844643dffffffff,2.0,0.0,0.0,0.0
8446485ffffffff,4.0,0.0,0.0,0.0
8446495ffffffff,22.0,0.0,0.0,0.0
84464e1ffffffff,14.0,0.0,0.0,0.0
84464e5ffffffff,2.0,0.0,0.0,0.0
84465d9ffffffff,3.0,0.0,0.0,0.0
8448059ffffffff,15.0,0.0,0.0,2.0
8448207ffffffff,2.0,0.0,0.0,0.0
