cell_id,Geositta cunicularia,Geositta cunicularia [frobeni Group],Geositta cunicularia georgei,Geositta cunicularia deserticolor,Geositta cunicularia fissirostris,Geositta cunicularia [cunicularia Group]
83b21dfffffffff,210.0,0.0,0.0,0.0,0.0,0.0
83b221fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b228fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b229fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b22bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b22dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83b241fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83b24cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b24efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b256fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b258fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
83b25bfffffffff,28.0,0.0,0.0,0.0,0.0,0.0
83b25cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b25efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b270fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b2c0fffffffff,128.0,0.0,0.0,0.0,0.0,0.0
83b2c2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83b2c3fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
83b2c4fffffffff,103.0,0.0,0.0,0.0,0.0,0.0
83b2c8fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83b2cafffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83b2ccfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83b2cdfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83b2cefffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83b2d8fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
83b2dafffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83b2dbfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b2dcfffffffff,141.0,0.0,0.0,0.0,0.0,0.0
83b2ddfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b2e2fffffffff,450.0,0.0,0.0,0.0,0.0,0.0
83b2e3fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83b2e5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b2e6fffffffff,144.0,0.0,0.0,0.0,0.0,0.0
83b2e8fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83b2eafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b2ecfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b2eefffffffff,26.0,0.0,0.0,0.0,0.0,0.0
83b301fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b305fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
83b309fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83b30dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b320fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83b321fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b322fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83b323fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83b324fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
83b325fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83b326fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83b32afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b32cfffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83b32dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83b330fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83b331fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83b334fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
83b335fffffffff,155.0,0.0,0.0,0.0,0.0,0.0
83b346fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b351fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83b352fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b353fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83b354fffffffff,113.0,0.0,0.0,0.0,0.0,0.0
83b355fffffffff,113.0,0.0,0.0,0.0,0.0,0.0
83b35afffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83b35efffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83b373fffffffff,49.0,0.0,0.0,0.0,0.0,0.0
83b376fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83c205fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83c21bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c21dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83c228fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83c22afffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83c22efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83c289fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83c2c4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c2c6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83c2d1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83c2d2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83c2d3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c2d4fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
83c2d5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83c2d6fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83c2d8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c2dbfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83c2dcfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83c2ddfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c2ecfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c2f2fffffffff,119.0,0.0,0.0,0.0,0.0,2.0
83c2f3fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83c301fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
83c305fffffffff,42.0,0.0,0.0,0.0,0.0,0.0
83c308fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83c30bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83c320fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83c321fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83c324fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c325fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83c329fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83c32afffffffff,58.0,0.0,0.0,0.0,0.0,0.0
83c32bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83c32efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83c340fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c341fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c344fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83c345fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83c350fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
83c351fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c353fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c354fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83c355fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83c356fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83c365fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83c366fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c371fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83ce80fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
83ce82fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83ce83fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83ce84fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83ce85fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83ce88fffffffff,69.0,0.0,0.0,0.0,0.0,0.0
83ce89fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83ce8bfffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83ce91fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83ce93fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
83ce98fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83ce99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83ce9afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83ce9bfffffffff,59.0,0.0,0.0,0.0,0.0,0.0
83ce9cfffffffff,32.0,0.0,0.0,0.0,0.0,0.0
83ce9dfffffffff,36.0,0.0,0.0,0.0,0.0,0.0
83ce9efffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83cea2fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83cea4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83cea8fffffffff,119.0,0.0,0.0,0.0,0.0,0.0
83ceaefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83ceb3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83cf12fffffffff,70.0,0.0,0.0,0.0,0.0,10.0
83cf16fffffffff,46.0,0.0,0.0,0.0,0.0,11.0
83cf81fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83cf82fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83cf85fffffffff,37.0,0.0,0.0,0.0,0.0,0.0
83cf86fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83cf88fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83cf8afffffffff,44.0,0.0,0.0,0.0,0.0,0.0
83cf8bfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83cf8cfffffffff,87.0,0.0,0.0,0.0,0.0,2.0
83cf8efffffffff,74.0,0.0,0.0,0.0,0.0,0.0
83cf90fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83cf94fffffffff,84.0,0.0,0.0,0.0,0.0,0.0
83cf95fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83cf98fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83cf9cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83cf9efffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83cfa0fffffffff,145.0,0.0,0.0,0.0,0.0,0.0
83cfa1fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83cfa2fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83cfa4fffffffff,1396.0,0.0,0.0,0.0,0.0,149.0
83cfa5fffffffff,79.0,0.0,0.0,0.0,0.0,23.0
83cfaafffffffff,104.0,0.0,0.0,0.0,0.0,0.0
83cfacfffffffff,47.0,0.0,0.0,0.0,0.0,0.0
83cfaefffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83cfb1fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83df41fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83df4dfffffffff,7.0,0.0,0.0,0.0,0.0,2.0
83df68fffffffff,123.0,0.0,0.0,0.0,0.0,30.0
83df69fffffffff,458.0,0.0,0.0,0.0,0.0,146.0
83df6afffffffff,94.0,0.0,0.0,0.0,0.0,0.0
83df6bfffffffff,141.0,0.0,0.0,0.0,0.0,36.0
83df6dfffffffff,18.0,0.0,0.0,0.0,0.0,1.0
