cell_id,Geositta cunicularia,Geositta cunicularia [frobeni Group],Geositta cunicularia georgei,Geositta cunicularia deserticolor,Geositta cunicularia fissirostris,Geositta cunicularia [cunicularia Group]
838b26fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838b2cfffffffff,17.0,0.0,0.0,0.0,0.0,0.0
838b60fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
838b61fffffffff,92.0,0.0,0.0,0.0,0.0,0.0
838b64fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
838b65fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838b66fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
838b6cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838e45fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838e4cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838e60fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
838e61fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838e64fffffffff,71.0,0.0,0.0,0.0,0.0,0.0
838e65fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838e66fffffffff,121.0,0.0,0.0,0.0,0.0,0.0
838e68fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
838e69fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838e6afffffffff,16.0,0.0,0.0,0.0,0.0,0.0
838e6cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838e6dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838e6efffffffff,13.0,0.0,0.0,0.0,0.0,0.0
838f59fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838f5bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a901fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83a903fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83a905fffffffff,174.0,0.0,0.0,0.0,0.0,5.0
83a918fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
83a91bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83a91dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a921fffffffff,85.0,0.0,0.0,0.0,0.0,0.0
83a929fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83a92afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a92cfffffffff,28.0,0.0,0.0,0.0,0.0,0.0
83a92dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a92efffffffff,26.0,0.0,0.0,0.0,0.0,0.0
83a974fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b200fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
83b203fffffffff,109.0,0.0,0.0,0.0,0.0,0.0
83b204fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b205fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b209fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b20afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b20cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b20dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b20efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b219fffffffff,415.0,0.0,0.0,0.0,0.0,0.0
83b21bfffffffff,76.0,0.0,0.0,0.0,0.0,0.0
