cell_id,Antigone canadensis,Antigone canadensis canadensis,Antigone canadensis tabida/rowani,Antigone canadensis pulla,Antigone canadensis pratensis,Antigone canadensis nesiotes
840c341ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c347ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c349ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840c405ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,45.0,0.0,0.0,0.0,0.0,0.0
840c451ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
840c461ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,49.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,93.0,0.0,0.0,0.0,0.0,0.0
840c50bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c511ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c515ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,1010.0,0.0,0.0,0.0,0.0,0.0
840c543ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,277.0,33.0,0.0,0.0,0.0,0.0
840c551ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,588.0,0.0,0.0,0.0,0.0,0.0
840c55bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c55dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840c623ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c631ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c641ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c645ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840c64bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c65dffffffff,27.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c685ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c68bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c6a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c6adffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c701ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c705ffffffff,35.0,3.0,0.0,0.0,0.0,0.0
840c707ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c70dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c715ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840c723ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c731ffffffff,95.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,2825.0,146.0,0.0,0.0,0.0,0.0
840c735ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
840c739ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,181.0,3.0,0.0,0.0,0.0,0.0
840c73dffffffff,38.0,8.0,0.0,0.0,0.0,0.0
840c745ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c747ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c74bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c74dffffffff,21.0,2.0,0.0,0.0,0.0,0.0
840c759ffffffff,6.0,6.0,0.0,0.0,0.0,0.0
840c769ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c809ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ca43ffffffff,654.0,0.0,0.0,0.0,0.0,0.0
840ca55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ca99ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840cad3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cad7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cadbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840caddffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cc11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cc19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cc3bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cc53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cc5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cd8dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840cdcbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce17ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
840ce1bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840ce27ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ce33ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840ce3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ceadffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840cec9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840cee5ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
840cee7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840cee9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840ceedffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840cf45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cf4bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840cf5dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d039ffffffff,391.0,14.0,0.0,0.0,0.0,0.0
840d093ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d0c3ffffffff,69.0,0.0,0.0,0.0,0.0,0.0
840d0d1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840d0d3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d0d9ffffffff,67.0,1.0,0.0,0.0,0.0,0.0
840d0ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d0ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d0edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d405ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840d425ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
840d463ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d485ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d499ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d49bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d523ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d525ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d527ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
840d585ffffffff,246.0,0.0,0.0,0.0,0.0,0.0
840d58dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d595ffffffff,89.0,0.0,0.0,0.0,0.0,0.0
840d5a5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,782.0,10.0,0.0,0.0,0.0,0.0
840d5abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5adffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d5b9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840d5cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d5e3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d5e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5e7ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840d601ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840d605ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
840d607ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840d615ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d619ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d629ffffffff,109.0,0.0,0.0,0.0,0.0,0.0
840d651ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840d653ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d657ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d659ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d65dffffffff,36.0,0.0,0.0,0.0,0.0,0.0
840d667ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840d6bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d6c1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840d6c5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d6cdffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840d6ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d747ffffffff,47.0,0.0,0.0,0.0,0.0,0.0
840d751ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840d755ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d75bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d761ffffffff,224.0,1.0,0.0,0.0,0.0,0.0
840d89bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d8a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e367ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
840e49bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e4b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,92.0,0.0,0.0,0.0,0.0,0.0
840e531ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e53dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e583ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e5adffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e5b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e5b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e5b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e5bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e5bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e801ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,1352.0,0.0,0.0,0.0,0.0,0.0
840e807ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e835ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840e83bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840e83dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e863ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e891ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e897ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e89bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e8d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e8dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e8ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e8e1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840e8e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e98bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e9a1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e9a7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840ea6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec0bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ec19ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840ec1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec21ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840ec29ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840ec2dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ec41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec51ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
840ec55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec57ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ec81ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840ec83ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ec85ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840ec8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec91ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ec95ffffffff,90.0,0.0,0.0,0.0,0.0,0.0
840ec97ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
840ec9bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ec9dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840eca3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840eca5ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840eca7ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840ecabffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,52.0,0.0,0.0,0.0,0.0,0.0
840ecbbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ecbdffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,106.0,0.0,0.0,0.0,0.0,0.0
840ecc7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,960.0,0.0,0.0,0.0,0.0,0.0
840eccdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ecd7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ed13ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840ed19ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840ed1bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840ed1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ed27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ed41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ed45ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ed4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ed57ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ed85ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ed8bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ed91ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ed99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ed9bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840eda3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840edb9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840edbdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840edc1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840edc3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840edc5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840edc7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840edc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840edcdffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840ee03ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ee27ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840ee39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee85ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
840ee87ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
840ee8bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ee95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee9dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,2738.0,0.0,0.0,0.0,0.0,0.0
840eeabffffffff,70.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,133.0,0.0,0.0,0.0,0.0,0.0
840eeb9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840eebbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840eebdffffffff,34.0,0.0,0.0,0.0,0.0,0.0
840eec7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eecdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840eed5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840eee3ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840eeebffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ef03ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ef07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ef1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ef1dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840ef29ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ef2dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840ef31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ef39ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840f9adffffffff,207.0,0.0,0.0,0.0,0.0,0.0
840fb13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840fb27ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840fb33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84120a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84120a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84120b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412113ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412115ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841213bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412151ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8412157ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412159ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841215dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412181ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841218dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412199ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841219dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84121a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121a9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84121b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84121bbffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84121e3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84121e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412219ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841221dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841223bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412251ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412253ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841225bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412265ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412291ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412299ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
84122b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84122c5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84122c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84122d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84122e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84122e9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8412401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412437ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841243bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841246bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412485ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84124b5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84124b7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84124b9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84124bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124d1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84124d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124dbffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84124e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412501ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412503ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412505ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412507ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412509ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412511ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8412515ffffffff,137.0,0.0,0.0,0.0,0.0,0.0
8412517ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841251bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841251dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412521ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412523ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8412525ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412527ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412529ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841252dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412531ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412535ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412537ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412539ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
841253bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841253dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412541ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412543ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412549ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
841254bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412555ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8412583ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,71.0,0.0,0.0,0.0,0.0,0.0
8412593ffffffff,54.0,0.0,0.0,0.0,0.0,0.0
8412595ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412597ffffffff,217.0,0.0,0.0,0.0,0.0,0.0
841259bffffffff,34.0,0.0,0.0,0.0,0.0,0.0
841259dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84125adffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84125b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84125b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125bbffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84125bdffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84125c7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84125cdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84125d1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84125d3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84125d5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84125d7ffffffff,81.0,0.0,0.0,0.0,0.0,0.0
84125d9ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84125dbffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84125edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84126b1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84126e7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412721ffffffff,56.0,0.0,0.0,0.0,0.0,0.0
8412723ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
8412729ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841274bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412753ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412759ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412763ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412821ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412851ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412853ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841285dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
841286dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412881ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412883ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412887ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412891ffffffff,80.0,0.0,0.0,0.0,0.0,0.0
8412893ffffffff,42.0,0.0,0.0,0.0,0.0,0.0
