cell_id,Ardea herodias,Ardea herodias [herodias Group],Ardea herodias occidentalis,Ardea herodias wardi x occidentalis
82299ffffffffff,2.0,0.0,0.0,0.0
8229a7fffffffff,225.0,43.0,0.0,0.0
8229affffffffff,46.0,6.0,0.0,0.0
8229b7fffffffff,21.0,9.0,0.0,0.0
822a07fffffffff,21.0,2.0,0.0,0.0
822a17fffffffff,8583.0,810.0,89.0,0.0
822a1ffffffffff,72.0,41.0,0.0,0.0
822a37fffffffff,624.0,189.0,1.0,0.0
822a4ffffffffff,2.0,0.0,0.0,0.0
822a87fffffffff,39.0,9.0,0.0,0.0
822a8ffffffffff,138.0,48.0,5.0,0.0
822a97fffffffff,75.0,4.0,3.0,0.0
822a9ffffffffff,19.0,5.0,14.0,0.0
822aa7fffffffff,255.0,128.0,8.0,0.0
822aaffffffffff,1191.0,281.0,29.0,2.0
822ab7fffffffff,1123.0,355.0,2.0,0.0
822ac7fffffffff,20.0,3.0,0.0,0.0
822ad7fffffffff,4.0,1.0,3.0,0.0
822af7fffffffff,90.0,1.0,21.0,0.0
822b07fffffffff,11.0,8.0,0.0,0.0
822b0ffffffffff,33.0,5.0,0.0,0.0
822b17fffffffff,37.0,0.0,0.0,0.0
822b1ffffffffff,84.0,22.0,0.0,0.0
822b27fffffffff,122.0,3.0,0.0,0.0
822b37fffffffff,19.0,0.0,0.0,0.0
822b87fffffffff,268.0,72.0,0.0,0.0
822b8ffffffffff,629.0,55.0,0.0,0.0
822b97fffffffff,24.0,0.0,0.0,0.0
822b9ffffffffff,202.0,69.0,0.0,0.0
822ba7fffffffff,12.0,0.0,0.0,0.0
822baffffffffff,564.0,58.0,17.0,0.0
822bb7fffffffff,9.0,0.0,0.0,0.0
823427fffffffff,2.0,0.0,0.0,0.0
823437fffffffff,4.0,0.0,0.0,0.0
82351ffffffffff,137.0,0.0,0.0,0.0
8235affffffffff,22.0,0.0,0.0,0.0
824417fffffffff,180.0,21.0,129.0,11.0
82441ffffffffff,121.0,8.0,94.0,1.0
824437fffffffff,2.0,0.0,0.0,2.0
824447fffffffff,109.0,16.0,1.0,0.0
82444ffffffffff,29.0,5.0,0.0,0.0
824457fffffffff,44.0,11.0,15.0,0.0
82445ffffffffff,7.0,1.0,0.0,0.0
824467fffffffff,6.0,0.0,0.0,0.0
82446ffffffffff,24.0,10.0,3.0,0.0
824477fffffffff,6.0,0.0,3.0,0.0
824487fffffffff,4.0,0.0,0.0,0.0
8244a7fffffffff,46.0,5.0,20.0,3.0
8244affffffffff,296.0,83.0,192.0,0.0
8244b7fffffffff,1.0,0.0,0.0,0.0
8244c7fffffffff,20.0,0.0,3.0,0.0
8244cffffffffff,293.0,252.0,6.0,0.0
8244d7fffffffff,33.0,4.0,12.0,3.0
8244dffffffffff,81.0,13.0,32.0,0.0
8244e7fffffffff,32.0,14.0,0.0,9.0
8244effffffffff,3.0,0.0,3.0,0.0
8244f7fffffffff,191.0,19.0,107.0,0.0
824507fffffffff,46.0,0.0,18.0,25.0
82450ffffffffff,15.0,3.0,5.0,4.0
824527fffffffff,17.0,0.0,0.0,0.0
82452ffffffffff,88.0,14.0,2.0,11.0
824557fffffffff,4.0,4.0,0.0,0.0
82455ffffffffff,4.0,4.0,0.0,0.0
824577fffffffff,2.0,2.0,0.0,0.0
824587fffffffff,4.0,0.0,0.0,0.0
82458ffffffffff,5.0,0.0,0.0,0.0
82459ffffffffff,17.0,0.0,2.0,15.0
8245a7fffffffff,25.0,0.0,0.0,0.0
8245b7fffffffff,5.0,0.0,0.0,0.0
82464ffffffffff,6.0,0.0,0.0,0.0
82480ffffffffff,2.0,2.0,0.0,0.0
824817fffffffff,6.0,0.0,0.0,0.0
824827fffffffff,8.0,8.0,0.0,0.0
82482ffffffffff,7.0,7.0,0.0,0.0
824837fffffffff,1.0,0.0,0.0,0.0
82484ffffffffff,1.0,0.0,0.0,0.0
824857fffffffff,6.0,5.0,0.0,0.0
82485ffffffffff,64.0,16.0,0.0,0.0
82486ffffffffff,2.0,0.0,0.0,0.0
824887fffffffff,14.0,2.0,0.0,0.0
82488ffffffffff,2.0,0.0,0.0,0.0
824897fffffffff,385.0,38.0,8.0,0.0
82489ffffffffff,106.0,8.0,0.0,0.0
8248b7fffffffff,73.0,31.0,14.0,0.0
8248c7fffffffff,24.0,3.0,0.0,0.0
8248cffffffffff,41.0,13.0,0.0,0.0
8248dffffffffff,28.0,8.0,0.0,0.0
8248e7fffffffff,3.0,0.0,0.0,0.0
8248effffffffff,269.0,87.0,0.0,0.0
8248f7fffffffff,8.0,1.0,0.0,0.0
824987fffffffff,7.0,0.0,0.0,0.0
824997fffffffff,114.0,25.0,0.0,0.0
8249b7fffffffff,3.0,0.0,0.0,0.0
824c87fffffffff,4.0,4.0,0.0,0.0
824c8ffffffffff,4.0,0.0,0.0,0.0
824c97fffffffff,1.0,0.0,0.0,0.0
824caffffffffff,4.0,4.0,0.0,0.0
824cb7fffffffff,2.0,2.0,0.0,0.0
824cc7fffffffff,63.0,9.0,0.0,0.0
824cd7fffffffff,2.0,0.0,0.0,0.0
824ceffffffffff,74.0,0.0,0.0,0.0
824cf7fffffffff,2.0,0.0,0.0,0.0
824d4ffffffffff,2.0,0.0,0.0,0.0
825d17fffffffff,20.0,2.0,0.0,0.0
825e47fffffffff,2.0,0.0,0.0,0.0
825e4ffffffffff,2.0,0.0,0.0,0.0
825e5ffffffffff,7.0,0.0,0.0,0.0
825e67fffffffff,8.0,0.0,0.0,0.0
825e77fffffffff,7.0,0.0,0.0,0.0
825f4ffffffffff,5.0,0.0,2.0,0.0
825f5ffffffffff,1.0,1.0,0.0,0.0
826607fffffffff,9.0,0.0,0.0,0.0
82660ffffffffff,2.0,0.0,0.0,0.0
826617fffffffff,13.0,7.0,0.0,0.0
82661ffffffffff,2.0,0.0,0.0,0.0
826627fffffffff,5.0,0.0,0.0,0.0
826667fffffffff,1.0,0.0,0.0,0.0
8266a7fffffffff,45.0,0.0,0.0,0.0
8266b7fffffffff,77.0,6.0,0.0,0.0
8266d7fffffffff,23.0,0.0,0.0,0.0
8266e7fffffffff,8.0,0.0,0.0,0.0
826737fffffffff,2.0,0.0,0.0,0.0
826747fffffffff,28.0,2.0,10.0,1.0
82674ffffffffff,2.0,0.0,0.0,0.0
826757fffffffff,5.0,0.0,0.0,0.0
82676ffffffffff,3.0,0.0,1.0,0.0
826777fffffffff,4.0,0.0,0.0,0.0
826787fffffffff,2.0,0.0,0.0,0.0
82679ffffffffff,15.0,5.0,0.0,0.0
826c5ffffffffff,2.0,0.0,0.0,0.0
826c67fffffffff,3.0,0.0,0.0,0.0
826d07fffffffff,8.0,3.0,0.0,0.0
826d17fffffffff,3.0,0.0,0.0,0.0
826d27fffffffff,29.0,12.0,0.0,0.0
826d2ffffffffff,43.0,1.0,0.0,0.0
826d37fffffffff,9.0,3.0,0.0,0.0
826d67fffffffff,35.0,0.0,0.0,0.0
826d6ffffffffff,67.0,36.0,0.0,0.0
826d77fffffffff,26.0,0.0,0.0,0.0
