cell_id,Strepera versicolor,Strepera versicolor versicolor/plumbea,Strepera versicolor arguta,Strepera versicolor melanoptera,Strepera versicolor intermedia,Strepera versicolor halmaturina
84b8605ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b861dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b8621ffffffff,5.0,5.0,0.0,0.0,0.0,0.0
84b862bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b862dffffffff,6.0,2.0,0.0,0.0,0.0,0.0
84b8633ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8639ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
84b8643ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b864bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b8657ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84b865bffffffff,4.0,2.0,0.0,0.0,0.0,0.0
84b865dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b8681ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8687ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
84b8689ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8691ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84b8695ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8697ffffffff,9.0,1.0,0.0,0.0,0.0,0.0
84b86a1ffffffff,14.0,4.0,0.0,0.0,0.0,0.0
84b86a9ffffffff,9.0,7.0,0.0,0.0,0.0,0.0
84b86abffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b86b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b86d1ffffffff,23.0,1.0,0.0,0.0,0.0,0.0
84b86d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b86d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b86ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b86e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b86e9ffffffff,6.0,2.0,0.0,0.0,0.0,0.0
84b871bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b875bffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84b910dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b9111ffffffff,23.0,0.0,0.0,0.0,7.0,0.0
84b9113ffffffff,22.0,0.0,0.0,0.0,3.0,0.0
84b9119ffffffff,27.0,0.0,0.0,0.0,11.0,0.0
84b9123ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9131ffffffff,6.0,0.0,0.0,0.0,2.0,0.0
84b9135ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b913dffffffff,13.0,0.0,0.0,0.0,2.0,0.0
84b9141ffffffff,5.0,0.0,0.0,0.0,0.0,3.0
84b9143ffffffff,4.0,0.0,0.0,0.0,0.0,3.0
84b9145ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84b9149ffffffff,23.0,0.0,0.0,0.0,0.0,17.0
84b914bffffffff,60.0,0.0,0.0,0.0,0.0,28.0
84b914dffffffff,54.0,0.0,0.0,0.0,0.0,0.0
84b9151ffffffff,9.0,0.0,0.0,0.0,0.0,3.0
84b9155ffffffff,118.0,0.0,0.0,3.0,11.0,0.0
84b9159ffffffff,18.0,0.0,0.0,0.0,0.0,6.0
84b915dffffffff,28.0,0.0,0.0,0.0,0.0,10.0
84b9161ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b9169ffffffff,455.0,0.0,0.0,31.0,0.0,0.0
84b916dffffffff,80.0,0.0,0.0,5.0,0.0,0.0
84b91a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b91e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9337ffffffff,18.0,0.0,0.0,0.0,0.0,5.0
84b9365ffffffff,21.0,0.0,0.0,2.0,0.0,0.0
84b936dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b9a13ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b9a1bffffffff,6.0,0.0,0.0,1.0,0.0,0.0
84b9a3bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b9a41ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b9a49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9a4bffffffff,244.0,0.0,0.0,31.0,0.0,0.0
84b9a4dffffffff,12.0,0.0,0.0,4.0,0.0,0.0
84b9a51ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b9a59ffffffff,8.0,0.0,0.0,2.0,0.0,0.0
84b9a5bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b9a99ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b9ac9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9acbffffffff,89.0,0.0,0.0,0.0,16.0,0.0
84b9ad1ffffffff,6.0,0.0,0.0,0.0,2.0,0.0
84b9ad3ffffffff,10.0,0.0,0.0,0.0,6.0,0.0
84be083ffffffff,7.0,1.0,0.0,0.0,0.0,0.0
84be087ffffffff,41.0,4.0,0.0,0.0,0.0,0.0
84be089ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
84be08dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be095ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be097ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be099ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84be09dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be0a3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be0abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be0b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be0b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be0bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be0bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be0c3ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84be0d1ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
84be0d3ffffffff,81.0,0.0,0.0,0.0,0.0,0.0
84be0d5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be0d9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be0dbffffffff,37.0,0.0,0.0,0.0,0.0,0.0
84be0ddffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84be293ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be409ffffffff,174.0,45.0,0.0,0.0,0.0,0.0
84be40bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be41dffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84be433ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be441ffffffff,70.0,14.0,0.0,0.0,0.0,0.0
84be443ffffffff,86.0,31.0,0.0,0.0,0.0,0.0
84be445ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be447ffffffff,18.0,2.0,0.0,0.0,0.0,0.0
84be449ffffffff,13.0,5.0,0.0,0.0,0.0,0.0
84be44bffffffff,2.0,1.0,0.0,0.0,0.0,0.0
84be44dffffffff,7.0,6.0,0.0,0.0,0.0,0.0
84be451ffffffff,27.0,1.0,0.0,0.0,0.0,0.0
84be453ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be455ffffffff,191.0,26.0,0.0,0.0,0.0,0.0
84be457ffffffff,42.0,9.0,0.0,0.0,0.0,0.0
84be459ffffffff,82.0,14.0,0.0,0.0,0.0,0.0
84be45bffffffff,16.0,9.0,0.0,0.0,0.0,0.0
84be45dffffffff,145.0,17.0,0.0,0.0,0.0,0.0
84be481ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84be483ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84be485ffffffff,23.0,0.0,0.0,4.0,0.0,0.0
84be487ffffffff,22.0,0.0,0.0,5.0,0.0,0.0
84be489ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be48bffffffff,4.0,0.0,0.0,2.0,0.0,0.0
84be48dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be491ffffffff,8.0,0.0,0.0,2.0,0.0,0.0
84be493ffffffff,136.0,0.0,0.0,4.0,0.0,0.0
84be495ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84be497ffffffff,260.0,0.0,0.0,17.0,0.0,0.0
84be499ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84be49dffffffff,9.0,0.0,0.0,2.0,0.0,0.0
84be4a3ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84be4a9ffffffff,55.0,0.0,0.0,29.0,0.0,0.0
84be4abffffffff,34.0,0.0,0.0,14.0,0.0,0.0
84be4b3ffffffff,111.0,0.0,0.0,10.0,0.0,0.0
84be4b5ffffffff,28.0,0.0,0.0,5.0,0.0,0.0
84be4b7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be4bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be4bdffffffff,3.0,0.0,0.0,2.0,0.0,0.0
84be4c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be4c3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be4c5ffffffff,6.0,0.0,0.0,6.0,0.0,0.0
84be4c7ffffffff,10.0,0.0,0.0,4.0,0.0,0.0
84be4c9ffffffff,138.0,0.0,0.0,37.0,0.0,0.0
84be4cbffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84be4cdffffffff,85.0,0.0,0.0,19.0,0.0,0.0
84be4d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be4d3ffffffff,50.0,0.0,0.0,1.0,0.0,0.0
84be4d5ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84be4d7ffffffff,18.0,0.0,0.0,4.0,0.0,0.0
84be4d9ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
84be4dbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be4ddffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84be4e1ffffffff,9.0,0.0,0.0,5.0,0.0,0.0
84be4e3ffffffff,20.0,0.0,0.0,6.0,0.0,0.0
84be4e5ffffffff,338.0,0.0,0.0,108.0,0.0,0.0
84be4e7ffffffff,24.0,0.0,0.0,9.0,0.0,0.0
84be4e9ffffffff,231.0,0.0,0.0,81.0,0.0,0.0
84be4ebffffffff,29.0,0.0,0.0,12.0,0.0,0.0
84be4edffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84be58bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be593ffffffff,7.0,0.0,0.0,3.0,0.0,0.0
84be5d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be5d9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be5dbffffffff,12.0,0.0,0.0,5.0,0.0,0.0
84be601ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be605ffffffff,12.0,2.0,0.0,0.0,0.0,0.0
84be607ffffffff,221.0,38.0,0.0,0.0,0.0,0.0
84be60dffffffff,103.0,18.0,0.0,0.0,0.0,0.0
84be613ffffffff,33.0,2.0,0.0,0.0,0.0,0.0
84be617ffffffff,129.0,26.0,0.0,0.0,0.0,0.0
84be621ffffffff,17.0,6.0,0.0,0.0,0.0,0.0
84be623ffffffff,163.0,36.0,0.0,0.0,0.0,0.0
84be625ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be627ffffffff,39.0,8.0,0.0,0.0,0.0,0.0
84be629ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
84be62bffffffff,79.0,9.0,0.0,0.0,0.0,0.0
84be62dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be631ffffffff,9.0,2.0,0.0,0.0,0.0,0.0
84be633ffffffff,410.0,139.0,0.0,0.0,0.0,0.0
84be635ffffffff,286.0,65.0,0.0,0.0,0.0,0.0
84be637ffffffff,71.0,15.0,0.0,0.0,0.0,0.0
84be639ffffffff,76.0,4.0,0.0,0.0,0.0,0.0
84be63bffffffff,668.0,182.0,0.0,0.0,0.0,0.0
84be63dffffffff,281.0,23.0,0.0,0.0,0.0,0.0
84be661ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be663ffffffff,69.0,17.0,0.0,0.0,0.0,0.0
84be665ffffffff,17.0,3.0,0.0,0.0,0.0,0.0
84be667ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84be681ffffffff,31.0,4.0,0.0,2.0,0.0,0.0
84be683ffffffff,60.0,0.0,0.0,2.0,0.0,0.0
84be687ffffffff,3.0,0.0,0.0,1.0,0.0,0.0
84be68bffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84be695ffffffff,61.0,0.0,0.0,3.0,0.0,0.0
84be697ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be6a1ffffffff,62.0,3.0,0.0,0.0,0.0,0.0
84be6a3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be6a5ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84be6a7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be6a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be6adffffffff,55.0,18.0,0.0,0.0,0.0,0.0
84be6b1ffffffff,43.0,0.0,0.0,4.0,0.0,0.0
84be6b3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84be6b5ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84be6b7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84be6b9ffffffff,25.0,0.0,0.0,8.0,0.0,0.0
84be6bbffffffff,140.0,0.0,0.0,2.0,0.0,0.0
84be6bdffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84be6c5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be6e1ffffffff,7.0,2.0,0.0,0.0,0.0,0.0
84be6e5ffffffff,67.0,14.0,0.0,0.0,0.0,0.0
84be6e9ffffffff,78.0,23.0,0.0,0.0,0.0,0.0
84be6ebffffffff,15.0,6.0,0.0,0.0,0.0,0.0
84be6edffffffff,19.0,7.0,0.0,0.0,0.0,0.0
84be701ffffffff,2.0,1.0,0.0,0.0,0.0,0.0
84be703ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be705ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84be70dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be711ffffffff,11.0,2.0,0.0,0.0,0.0,0.0
84be713ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be717ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be71bffffffff,29.0,5.0,0.0,0.0,0.0,0.0
84be71dffffffff,14.0,5.0,0.0,0.0,0.0,0.0
84be721ffffffff,97.0,11.0,0.0,0.0,0.0,0.0
84be725ffffffff,17.0,4.0,0.0,0.0,0.0,0.0
84be729ffffffff,76.0,0.0,0.0,0.0,0.0,0.0
84be72bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be72dffffffff,488.0,4.0,0.0,0.0,0.0,0.0
84be735ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be741ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
84be743ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be745ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84be747ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84be74bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be74dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84be751ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84be753ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be755ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be757ffffffff,3.0,2.0,0.0,0.0,0.0,0.0
84be759ffffffff,24.0,8.0,0.0,0.0,0.0,0.0
84be75bffffffff,17.0,1.0,0.0,0.0,0.0,0.0
84be75dffffffff,8.0,4.0,0.0,0.0,0.0,0.0
84be763ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be765ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84be767ffffffff,6.0,2.0,0.0,0.0,0.0,0.0
84be769ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84be76bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84bf481ffffffff,29.0,0.0,6.0,0.0,0.0,0.0
84bf483ffffffff,16.0,0.0,4.0,0.0,0.0,0.0
84bf485ffffffff,83.0,0.0,38.0,0.0,0.0,0.0
84bf487ffffffff,89.0,0.0,25.0,0.0,0.0,0.0
84bf48dffffffff,8.0,0.0,3.0,0.0,0.0,0.0
84bf495ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84bf4a1ffffffff,18.0,0.0,14.0,0.0,0.0,0.0
84bf4a9ffffffff,47.0,0.0,22.0,0.0,0.0,0.0
84bf4abffffffff,37.0,0.0,9.0,0.0,0.0,0.0
84bf4adffffffff,37.0,0.0,16.0,0.0,0.0,0.0
84bf4b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bf4b3ffffffff,6.0,0.0,2.0,0.0,0.0,0.0
84bf4b9ffffffff,203.0,0.0,71.0,0.0,0.0,0.0
84bf4bdffffffff,77.0,0.0,23.0,0.0,0.0,0.0
84bf4c1ffffffff,32.0,0.0,3.0,0.0,0.0,0.0
84bf4c3ffffffff,74.0,0.0,35.0,0.0,0.0,0.0
84bf4c5ffffffff,23.0,0.0,10.0,0.0,0.0,0.0
84bf4c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bf4c9ffffffff,33.0,0.0,10.0,0.0,0.0,0.0
84bf4cbffffffff,226.0,0.0,113.0,0.0,0.0,0.0
84bf4d5ffffffff,20.0,0.0,6.0,0.0,0.0,0.0
84bf4d9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84bf4ddffffffff,669.0,0.0,312.0,0.0,0.0,0.0
84bf4e3ffffffff,18.0,0.0,4.0,0.0,0.0,0.0
84bf4e7ffffffff,35.0,0.0,18.0,0.0,0.0,0.0
84bf4ebffffffff,18.0,0.0,3.0,0.0,0.0,0.0
84bf6b3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84bf6b5ffffffff,12.0,0.0,6.0,0.0,0.0,0.0
84bf6b7ffffffff,267.0,0.0,97.0,0.0,0.0,0.0
84c9805ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c9821ffffffff,25.0,8.0,0.0,0.0,0.0,0.0
84c9823ffffffff,7.0,1.0,0.0,0.0,0.0,0.0
84c9825ffffffff,8.0,5.0,0.0,0.0,0.0,0.0
84c9827ffffffff,17.0,7.0,0.0,0.0,0.0,0.0
84c9829ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84c982bffffffff,8.0,6.0,0.0,0.0,0.0,0.0
84c982dffffffff,6.0,5.0,0.0,0.0,0.0,0.0
84c983dffffffff,16.0,6.0,0.0,0.0,0.0,0.0
84c9861ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c9863ffffffff,3.0,1.0,0.0,0.0,0.0,0.0
84c9865ffffffff,21.0,9.0,0.0,0.0,0.0,0.0
84c9869ffffffff,39.0,10.0,0.0,0.0,0.0,0.0
84c986bffffffff,12.0,4.0,0.0,0.0,0.0,0.0
84c986dffffffff,40.0,15.0,0.0,0.0,0.0,0.0
84c9901ffffffff,50.0,10.0,0.0,0.0,0.0,0.0
84c9905ffffffff,273.0,74.0,0.0,0.0,0.0,0.0
84c9907ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c990bffffffff,4.0,2.0,0.0,0.0,0.0,0.0
84c9917ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84c991bffffffff,5.0,3.0,0.0,0.0,0.0,0.0
84c9921ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c9923ffffffff,41.0,3.0,0.0,0.0,0.0,0.0
84c9927ffffffff,28.0,4.0,0.0,0.0,0.0,0.0
84c992bffffffff,25.0,11.0,0.0,0.0,0.0,0.0
84c992dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c9931ffffffff,26.0,6.0,0.0,0.0,0.0,0.0
84c9935ffffffff,45.0,4.0,0.0,0.0,0.0,0.0
84c9939ffffffff,7.0,4.0,0.0,0.0,0.0,0.0
84c993dffffffff,30.0,6.0,0.0,0.0,0.0,0.0
84c9945ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c9949ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c994bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c9955ffffffff,5.0,1.0,0.0,0.0,0.0,0.0
84c9959ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84c9961ffffffff,3.0,1.0,0.0,0.0,0.0,0.0
84c9963ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84c9969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c99c1ffffffff,9.0,4.0,0.0,0.0,0.0,0.0
84c99c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c99c7ffffffff,12.0,2.0,0.0,0.0,0.0,0.0
84c99c9ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
84c99e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c99ebffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84c9b03ffffffff,32.0,2.0,0.0,0.0,0.0,0.0
84c9b05ffffffff,5.0,1.0,0.0,0.0,0.0,0.0
84c9b07ffffffff,8.0,2.0,0.0,0.0,0.0,0.0
84c9b17ffffffff,148.0,37.0,0.0,0.0,0.0,0.0
84c9b29ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
84c9b2bffffffff,8.0,1.0,0.0,0.0,0.0,0.0
84c9b31ffffffff,75.0,29.0,0.0,0.0,0.0,0.0
84c9b33ffffffff,287.0,80.0,0.0,0.0,0.0,0.0
84c9b35ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84c9b37ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84c9b39ffffffff,9.0,5.0,0.0,0.0,0.0,0.0
84c9b3bffffffff,9.0,1.0,0.0,0.0,0.0,0.0
84c9b3dffffffff,13.0,4.0,0.0,0.0,0.0,0.0
84c9b61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c9b63ffffffff,20.0,6.0,0.0,0.0,0.0,0.0
84c9b67ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84c9b6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84d896dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
