cell_id,Strepera versicolor,Strepera versicolor versicolor/plumbea,Strepera versicolor arguta,Strepera versicolor melanoptera,Strepera versicolor intermedia,Strepera versicolor halmaturina
84a7005ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84a7007ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a700dffffffff,3.0,3.0,0.0,0.0,0.0,0.0
84a703dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a7047ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a714bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a714dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84a7267ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a726dffffffff,18.0,3.0,0.0,0.0,0.0,0.0
84a7321ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84a7323ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a7329ffffffff,7.0,4.0,0.0,0.0,0.0,0.0
84a732bffffffff,6.0,6.0,0.0,0.0,0.0,0.0
84a7335ffffffff,17.0,6.0,0.0,0.0,0.0,0.0
84a7337ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84a7359ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a7363ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a7365ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84a7367ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a7369ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b8237ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b8281ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b8283ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84b8291ffffffff,3.0,2.0,0.0,0.0,0.0,0.0
84b8299ffffffff,7.0,3.0,0.0,0.0,0.0,0.0
84b829bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b82e5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b82e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8341ffffffff,9.0,0.0,0.0,0.0,4.0,0.0
84b8343ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b8411ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84b8419ffffffff,23.0,4.0,0.0,0.0,0.0,0.0
84b841bffffffff,6.0,4.0,0.0,0.0,0.0,0.0
84b841dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b8451ffffffff,5.0,1.0,0.0,0.0,0.0,0.0
84b8453ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8455ffffffff,11.0,4.0,0.0,0.0,0.0,0.0
84b8457ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
