cell_id,Rupornis magnirostris,Rupornis magnirostris gracilis,Rupornis magnirostris [magnirostris Group],Rupornis magnirostris [pucherani Group]
84662e9ffffffff,16.0,0.0,0.0,0.0
84662ebffffffff,3.0,0.0,0.0,0.0
84662edffffffff,2.0,0.0,0.0,0.0
8466311ffffffff,77.0,0.0,0.0,0.0
8466313ffffffff,409.0,0.0,0.0,0.0
8466317ffffffff,9.0,0.0,2.0,0.0
846631bffffffff,128.0,0.0,0.0,0.0
846640dffffffff,2.0,0.0,0.0,0.0
8466411ffffffff,207.0,0.0,1.0,0.0
8466415ffffffff,562.0,0.0,0.0,0.0
8466417ffffffff,102.0,0.0,0.0,0.0
8466419ffffffff,1.0,0.0,0.0,0.0
846641dffffffff,369.0,0.0,0.0,0.0
8466429ffffffff,1.0,0.0,0.0,0.0
846642dffffffff,1.0,0.0,0.0,0.0
846643bffffffff,1.0,0.0,0.0,0.0
8466441ffffffff,12.0,0.0,0.0,0.0
8466449ffffffff,3.0,0.0,0.0,0.0
8466451ffffffff,1.0,0.0,0.0,0.0
8466455ffffffff,3.0,0.0,0.0,0.0
8466457ffffffff,1.0,0.0,0.0,0.0
846645dffffffff,7.0,0.0,0.0,0.0
8466465ffffffff,2.0,0.0,0.0,0.0
8466485ffffffff,9.0,0.0,0.0,0.0
8466487ffffffff,8.0,0.0,0.0,0.0
846648dffffffff,2.0,0.0,0.0,0.0
84664e1ffffffff,5.0,0.0,0.0,0.0
84664e9ffffffff,4.0,0.0,0.0,0.0
84664ebffffffff,2.0,0.0,0.0,0.0
8466505ffffffff,22.0,0.0,0.0,0.0
8466509ffffffff,6.0,0.0,0.0,0.0
846650dffffffff,8.0,0.0,0.0,0.0
8466521ffffffff,2.0,0.0,0.0,0.0
8466525ffffffff,4.0,0.0,0.0,0.0
8466527ffffffff,4.0,0.0,0.0,0.0
8466529ffffffff,265.0,0.0,0.0,0.0
846652dffffffff,373.0,0.0,4.0,0.0
8466537ffffffff,6.0,0.0,0.0,0.0
8466543ffffffff,2.0,0.0,0.0,0.0
8466545ffffffff,150.0,0.0,0.0,0.0
8466547ffffffff,7.0,0.0,0.0,0.0
8466549ffffffff,36.0,0.0,0.0,0.0
846654bffffffff,35.0,0.0,0.0,0.0
846654dffffffff,16.0,0.0,0.0,0.0
8466561ffffffff,45.0,0.0,0.0,0.0
8466563ffffffff,11.0,0.0,0.0,0.0
8466565ffffffff,142.0,0.0,0.0,0.0
8466567ffffffff,9.0,0.0,0.0,0.0
8466569ffffffff,87.0,0.0,1.0,0.0
846656bffffffff,19.0,0.0,0.0,0.0
846656dffffffff,330.0,0.0,0.0,0.0
84665a3ffffffff,8.0,0.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0,0.0
84665abffffffff,673.0,0.0,24.0,0.0
84665bdffffffff,517.0,0.0,15.0,0.0
84665e9ffffffff,178.0,0.0,0.0,0.0
8466601ffffffff,2.0,0.0,0.0,0.0
846660dffffffff,4.0,0.0,0.0,0.0
846661dffffffff,3.0,0.0,0.0,0.0
8466623ffffffff,6.0,0.0,0.0,0.0
8466631ffffffff,8.0,0.0,0.0,0.0
8466633ffffffff,13.0,0.0,0.0,0.0
8466637ffffffff,46.0,0.0,0.0,0.0
8466639ffffffff,28.0,0.0,0.0,0.0
846663dffffffff,20.0,0.0,0.0,0.0
8466641ffffffff,7.0,0.0,0.0,0.0
8466643ffffffff,1.0,0.0,0.0,0.0
8466645ffffffff,6.0,0.0,0.0,0.0
8466647ffffffff,36.0,0.0,0.0,0.0
846664dffffffff,37.0,0.0,0.0,0.0
846666bffffffff,2.0,0.0,0.0,0.0
846666dffffffff,1.0,0.0,0.0,0.0
84666a1ffffffff,4.0,0.0,0.0,0.0
84666b3ffffffff,6.0,0.0,0.0,0.0
84666b9ffffffff,2.0,0.0,0.0,0.0
84666c5ffffffff,7.0,0.0,0.0,0.0
84666e3ffffffff,13.0,0.0,0.0,0.0
84666ebffffffff,9.0,0.0,0.0,0.0
8466701ffffffff,1.0,0.0,0.0,0.0
8466705ffffffff,7.0,0.0,0.0,0.0
8466707ffffffff,3.0,0.0,0.0,0.0
8466709ffffffff,1.0,0.0,0.0,0.0
846670dffffffff,28.0,0.0,0.0,0.0
8466711ffffffff,3.0,0.0,0.0,0.0
846671bffffffff,6.0,0.0,0.0,0.0
8466721ffffffff,4.0,0.0,0.0,0.0
8466723ffffffff,8.0,0.0,0.0,0.0
8466725ffffffff,40.0,0.0,0.0,0.0
8466727ffffffff,440.0,0.0,3.0,0.0
8466729ffffffff,17.0,0.0,0.0,0.0
8466731ffffffff,5.0,0.0,0.0,0.0
8466733ffffffff,2.0,0.0,0.0,0.0
8466735ffffffff,42.0,0.0,0.0,0.0
8466737ffffffff,11.0,0.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0,0.0
846674bffffffff,3.0,0.0,0.0,0.0
8466759ffffffff,2.0,0.0,0.0,0.0
846675dffffffff,116.0,0.0,0.0,0.0
8466763ffffffff,17.0,0.0,0.0,0.0
8466765ffffffff,4.0,0.0,0.0,0.0
8466767ffffffff,2.0,0.0,0.0,0.0
846676dffffffff,10.0,0.0,0.0,0.0
8466841ffffffff,2.0,0.0,0.0,0.0
8466849ffffffff,29.0,0.0,0.0,0.0
8466a01ffffffff,51.0,0.0,0.0,0.0
8466a03ffffffff,34.0,0.0,0.0,0.0
8466a05ffffffff,3.0,0.0,0.0,0.0
8466a07ffffffff,6.0,0.0,0.0,0.0
8466a09ffffffff,2.0,0.0,0.0,0.0
8466a0bffffffff,1007.0,0.0,0.0,0.0
8466a15ffffffff,21.0,0.0,0.0,0.0
8466a17ffffffff,21.0,0.0,0.0,0.0
8466a1dffffffff,476.0,0.0,0.0,0.0
8466a21ffffffff,84.0,0.0,0.0,0.0
8466a23ffffffff,4.0,0.0,0.0,0.0
8466a25ffffffff,79.0,0.0,0.0,0.0
8466a2bffffffff,5.0,0.0,0.0,0.0
8466a2dffffffff,19.0,0.0,0.0,0.0
8466a31ffffffff,23.0,0.0,0.0,0.0
8466a33ffffffff,14.0,0.0,0.0,0.0
8466a35ffffffff,4.0,0.0,0.0,0.0
8466a37ffffffff,6.0,0.0,0.0,0.0
8466a39ffffffff,117.0,0.0,0.0,0.0
8466a3dffffffff,20.0,0.0,0.0,0.0
8466a51ffffffff,453.0,0.0,0.0,0.0
8466a53ffffffff,1.0,0.0,0.0,0.0
8466a55ffffffff,16.0,0.0,0.0,0.0
8466a57ffffffff,141.0,0.0,0.0,0.0
8466a59ffffffff,5.0,0.0,0.0,0.0
8466a5bffffffff,615.0,0.0,0.0,0.0
8466a5dffffffff,26.0,0.0,0.0,0.0
8466a65ffffffff,890.0,0.0,0.0,0.0
8466a67ffffffff,15.0,0.0,0.0,0.0
8466a9bffffffff,2.0,0.0,0.0,0.0
8466aedffffffff,9.0,0.0,0.0,0.0
8466b01ffffffff,414.0,0.0,0.0,0.0
8466b09ffffffff,1196.0,0.0,0.0,0.0
8466b0bffffffff,1864.0,0.0,0.0,0.0
8466b19ffffffff,348.0,0.0,0.0,0.0
8466b1dffffffff,46.0,0.0,0.0,0.0
8466b41ffffffff,1238.0,0.0,0.0,0.0
8466b43ffffffff,644.0,0.0,0.0,0.0
8466b45ffffffff,921.0,0.0,0.0,0.0
8466b47ffffffff,1195.0,0.0,0.0,0.0
8466b49ffffffff,1511.0,0.0,0.0,0.0
8466b4bffffffff,8.0,0.0,0.0,0.0
8466b4dffffffff,2708.0,0.0,0.0,0.0
8466b51ffffffff,846.0,0.0,0.0,0.0
8466b53ffffffff,844.0,0.0,0.0,0.0
8466b55ffffffff,2984.0,0.0,0.0,0.0
8466b57ffffffff,1289.0,0.0,0.0,0.0
8466b59ffffffff,432.0,0.0,0.0,0.0
8466b5bffffffff,441.0,0.0,0.0,0.0
8466b5dffffffff,166.0,0.0,0.0,0.0
8466b69ffffffff,367.0,0.0,0.0,0.0
8466c01ffffffff,249.0,0.0,2.0,0.0
8466c03ffffffff,5.0,0.0,0.0,0.0
8466c05ffffffff,73.0,0.0,0.0,0.0
8466c07ffffffff,2.0,0.0,0.0,0.0
8466c09ffffffff,34.0,0.0,0.0,0.0
8466c0bffffffff,1.0,0.0,0.0,0.0
8466c0dffffffff,509.0,0.0,2.0,0.0
8466c15ffffffff,7.0,0.0,0.0,0.0
8466c17ffffffff,4.0,0.0,0.0,0.0
8466c19ffffffff,11.0,0.0,0.0,0.0
8466c1dffffffff,5.0,0.0,0.0,0.0
8466c21ffffffff,1204.0,0.0,12.0,0.0
8466c23ffffffff,359.0,0.0,0.0,0.0
8466c25ffffffff,34.0,0.0,0.0,0.0
8466c27ffffffff,158.0,0.0,0.0,0.0
8466c29ffffffff,465.0,0.0,0.0,0.0
8466c2bffffffff,76.0,0.0,0.0,0.0
8466c2dffffffff,361.0,0.0,0.0,0.0
8466c33ffffffff,4.0,0.0,0.0,0.0
8466c35ffffffff,12.0,0.0,2.0,0.0
8466c37ffffffff,20.0,0.0,2.0,0.0
8466c39ffffffff,2.0,0.0,0.0,0.0
8466c41ffffffff,177.0,0.0,0.0,0.0
8466c45ffffffff,119.0,0.0,0.0,0.0
8466c47ffffffff,376.0,0.0,9.0,0.0
8466c49ffffffff,280.0,0.0,0.0,0.0
8466c4bffffffff,24.0,0.0,0.0,0.0
8466c4dffffffff,114.0,0.0,0.0,0.0
8466c53ffffffff,12.0,0.0,0.0,0.0
8466c55ffffffff,2.0,0.0,0.0,0.0
8466c57ffffffff,66.0,0.0,0.0,0.0
8466c59ffffffff,4.0,0.0,0.0,0.0
8466c5bffffffff,17.0,0.0,0.0,0.0
8466c5dffffffff,120.0,0.0,0.0,0.0
8466c61ffffffff,57.0,0.0,0.0,0.0
8466c63ffffffff,642.0,0.0,17.0,0.0
8466c65ffffffff,124.0,0.0,0.0,0.0
8466c67ffffffff,305.0,0.0,0.0,0.0
8466c69ffffffff,119.0,0.0,0.0,0.0
8466c6bffffffff,139.0,0.0,0.0,0.0
8466c6dffffffff,1114.0,0.0,12.0,0.0
8466c95ffffffff,6.0,0.0,0.0,0.0
8466cc5ffffffff,10.0,0.0,0.0,0.0
8466cdbffffffff,18.0,0.0,0.0,0.0
8466ce1ffffffff,63.0,0.0,3.0,0.0
8466ce9ffffffff,83.0,0.0,3.0,0.0
8466cedffffffff,19.0,0.0,0.0,0.0
8466d01ffffffff,68.0,0.0,5.0,0.0
8466d03ffffffff,178.0,0.0,20.0,0.0
8466d05ffffffff,110.0,0.0,10.0,0.0
8466d07ffffffff,96.0,0.0,9.0,0.0
8466d0bffffffff,297.0,0.0,20.0,0.0
8466d0dffffffff,379.0,0.0,29.0,0.0
8466d11ffffffff,20.0,0.0,10.0,0.0
8466d13ffffffff,26.0,0.0,0.0,0.0
8466d19ffffffff,35.0,0.0,0.0,0.0
8466d1bffffffff,252.0,0.0,0.0,0.0
8466d1dffffffff,17.0,0.0,0.0,0.0
8466d21ffffffff,13.0,0.0,0.0,0.0
8466d23ffffffff,45.0,0.0,0.0,0.0
8466d25ffffffff,46.0,0.0,2.0,0.0
8466d27ffffffff,8.0,0.0,0.0,0.0
8466d29ffffffff,3.0,0.0,0.0,0.0
8466d2dffffffff,2.0,0.0,0.0,0.0
8466d31ffffffff,3738.0,0.0,355.0,0.0
8466d33ffffffff,8.0,0.0,0.0,0.0
8466d35ffffffff,1641.0,0.0,197.0,0.0
8466d37ffffffff,270.0,0.0,21.0,0.0
8466d39ffffffff,40.0,0.0,0.0,0.0
8466d3dffffffff,44.0,0.0,12.0,0.0
8466d47ffffffff,82.0,0.0,14.0,0.0
8466d49ffffffff,5.0,0.0,0.0,0.0
8466d4bffffffff,3.0,0.0,0.0,0.0
8466d51ffffffff,29.0,0.0,0.0,0.0
8466d53ffffffff,246.0,0.0,5.0,0.0
8466d55ffffffff,30.0,0.0,0.0,0.0
8466d57ffffffff,20.0,0.0,0.0,0.0
8466d59ffffffff,6.0,0.0,0.0,0.0
8466d5bffffffff,37.0,0.0,0.0,0.0
8466d6bffffffff,3.0,0.0,0.0,0.0
8466d81ffffffff,53.0,0.0,4.0,0.0
8466d89ffffffff,13.0,0.0,0.0,0.0
8466d8dffffffff,70.0,0.0,17.0,0.0
8466da1ffffffff,35.0,0.0,0.0,0.0
8466da3ffffffff,4.0,0.0,0.0,0.0
8466da7ffffffff,58.0,0.0,3.0,0.0
8466da9ffffffff,38.0,0.0,0.0,0.0
8466dabffffffff,2.0,0.0,0.0,0.0
8466dadffffffff,375.0,0.0,55.0,0.0
8466db1ffffffff,41.0,0.0,4.0,0.0
8466db5ffffffff,35.0,0.0,0.0,0.0
8466dc1ffffffff,24.0,0.0,1.0,0.0
8466dc3ffffffff,1186.0,0.0,117.0,0.0
8466dc5ffffffff,2.0,0.0,0.0,0.0
8466dc7ffffffff,282.0,0.0,22.0,0.0
8466dc9ffffffff,140.0,0.0,9.0,0.0
8466dcbffffffff,103.0,0.0,5.0,0.0
8466dcdffffffff,17.0,0.0,0.0,0.0
8466dd1ffffffff,8.0,0.0,0.0,0.0
8466dd3ffffffff,7.0,0.0,0.0,0.0
8466dd5ffffffff,64.0,0.0,3.0,0.0
8466dd7ffffffff,19.0,0.0,0.0,0.0
8466dd9ffffffff,7.0,0.0,0.0,0.0
8466ddbffffffff,20.0,0.0,1.0,0.0
8466dddffffffff,84.0,0.0,18.0,0.0
8466de1ffffffff,3365.0,0.0,415.0,0.0
8466de3ffffffff,445.0,0.0,45.0,0.0
8466de7ffffffff,163.0,0.0,12.0,0.0
8466de9ffffffff,31.0,0.0,3.0,0.0
8466debffffffff,177.0,0.0,27.0,0.0
8466dedffffffff,145.0,0.0,15.0,0.0
8466e01ffffffff,40.0,0.0,0.0,0.0
8466e03ffffffff,300.0,0.0,0.0,0.0
8466e05ffffffff,51.0,0.0,0.0,0.0
8466e07ffffffff,23.0,0.0,0.0,0.0
8466e09ffffffff,872.0,0.0,4.0,0.0
8466e0bffffffff,1060.0,0.0,4.0,0.0
8466e0dffffffff,823.0,0.0,6.0,0.0
8466e11ffffffff,136.0,0.0,0.0,0.0
8466e13ffffffff,18.0,0.0,0.0,0.0
8466e15ffffffff,685.0,0.0,0.0,0.0
8466e17ffffffff,81.0,0.0,6.0,0.0
8466e19ffffffff,36.0,0.0,0.0,0.0
8466e1dffffffff,509.0,0.0,0.0,0.0
8466e21ffffffff,14.0,0.0,0.0,0.0
8466e23ffffffff,148.0,0.0,0.0,0.0
8466e25ffffffff,2.0,0.0,0.0,0.0
8466e27ffffffff,77.0,0.0,0.0,0.0
8466e29ffffffff,56.0,0.0,0.0,0.0
8466e2bffffffff,87.0,0.0,2.0,0.0
8466e2dffffffff,170.0,0.0,0.0,0.0
8466e31ffffffff,8.0,0.0,0.0,0.0
8466e35ffffffff,2.0,0.0,0.0,0.0
8466e37ffffffff,11.0,0.0,0.0,0.0
8466e39ffffffff,223.0,0.0,2.0,0.0
8466e3bffffffff,141.0,0.0,7.0,0.0
8466e3dffffffff,14.0,0.0,0.0,0.0
8466e41ffffffff,461.0,0.0,4.0,0.0
8466e43ffffffff,2406.0,0.0,22.0,0.0
8466e45ffffffff,403.0,0.0,0.0,0.0
8466e47ffffffff,1339.0,0.0,23.0,0.0
8466e49ffffffff,232.0,0.0,0.0,0.0
8466e4bffffffff,64.0,0.0,13.0,0.0
8466e4dffffffff,44.0,0.0,0.0,0.0
8466e51ffffffff,200.0,0.0,0.0,0.0
8466e53ffffffff,322.0,0.0,2.0,0.0
8466e55ffffffff,330.0,0.0,4.0,0.0
8466e57ffffffff,3538.0,0.0,16.0,0.0
8466e59ffffffff,711.0,0.0,32.0,0.0
8466e5bffffffff,85.0,0.0,2.0,0.0
8466e5dffffffff,103.0,0.0,1.0,0.0
8466e61ffffffff,193.0,0.0,8.0,0.0
8466e63ffffffff,1130.0,0.0,2.0,0.0
8466e65ffffffff,3960.0,0.0,108.0,0.0
8466e67ffffffff,1188.0,0.0,10.0,0.0
8466e69ffffffff,1433.0,0.0,11.0,0.0
8466e6bffffffff,375.0,0.0,0.0,0.0
8466e6dffffffff,6900.0,0.0,118.0,0.0
8466e81ffffffff,2.0,0.0,0.0,0.0
8466e8dffffffff,29.0,0.0,0.0,0.0
8466e9bffffffff,1.0,0.0,0.0,0.0
8466e9dffffffff,26.0,0.0,2.0,0.0
8466eadffffffff,12.0,0.0,0.0,0.0
8466ec1ffffffff,34.0,0.0,0.0,0.0
8466ec3ffffffff,2.0,0.0,0.0,0.0
8466ec5ffffffff,80.0,0.0,0.0,0.0
8466ec7ffffffff,361.0,0.0,2.0,0.0
8466ec9ffffffff,84.0,0.0,0.0,0.0
8466ecbffffffff,654.0,0.0,0.0,0.0
8466ecdffffffff,2.0,0.0,0.0,0.0
8466ee1ffffffff,6.0,0.0,0.0,0.0
8466ee5ffffffff,663.0,0.0,3.0,0.0
8466ee7ffffffff,25.0,0.0,0.0,0.0
8466ee9ffffffff,2.0,0.0,0.0,0.0
8466eebffffffff,9.0,0.0,0.0,0.0
8466eedffffffff,58.0,0.0,0.0,0.0
8466f01ffffffff,78.0,0.0,0.0,0.0
8466f03ffffffff,454.0,0.0,2.0,0.0
8466f0bffffffff,639.0,0.0,14.0,0.0
8466f11ffffffff,509.0,0.0,3.0,0.0
8466f13ffffffff,11.0,0.0,0.0,0.0
8466f15ffffffff,386.0,0.0,0.0,0.0
8466f17ffffffff,160.0,0.0,0.0,0.0
8466f19ffffffff,722.0,0.0,6.0,0.0
8466f1bffffffff,6.0,0.0,0.0,0.0
8466f1dffffffff,3430.0,0.0,50.0,0.0
8466f33ffffffff,5.0,0.0,0.0,0.0
8466f35ffffffff,64.0,0.0,0.0,0.0
8466f37ffffffff,4.0,0.0,0.0,0.0
8466f3bffffffff,4.0,0.0,0.0,0.0
8466f51ffffffff,106.0,0.0,0.0,0.0
8466f53ffffffff,257.0,0.0,1.0,0.0
8466f57ffffffff,1713.0,0.0,33.0,0.0
8466f59ffffffff,1088.0,0.0,0.0,0.0
8466f5bffffffff,932.0,0.0,10.0,0.0
8466f5dffffffff,38.0,0.0,0.0,0.0
8467407ffffffff,4.0,0.0,0.0,0.0
8467413ffffffff,1985.0,0.0,8.0,0.0
8467417ffffffff,30.0,0.0,0.0,0.0
8467421ffffffff,14.0,0.0,0.0,0.0
8467423ffffffff,2.0,0.0,0.0,0.0
8467425ffffffff,23.0,0.0,0.0,0.0
8467427ffffffff,2.0,0.0,0.0,0.0
8467429ffffffff,3.0,0.0,0.0,0.0
846742bffffffff,5.0,0.0,0.0,0.0
846742dffffffff,6.0,0.0,0.0,0.0
8467431ffffffff,19.0,0.0,0.0,0.0
8467433ffffffff,112.0,0.0,0.0,0.0
8467435ffffffff,11.0,0.0,0.0,0.0
8467437ffffffff,122.0,0.0,0.0,0.0
846743bffffffff,100.0,0.0,0.0,0.0
846743dffffffff,145.0,0.0,11.0,0.0
84674a1ffffffff,16.0,0.0,0.0,0.0
84674a5ffffffff,19.0,0.0,0.0,0.0
84674a7ffffffff,180.0,0.0,13.0,0.0
84674c1ffffffff,12.0,0.0,0.0,0.0
84674c5ffffffff,504.0,0.0,14.0,0.0
84674c7ffffffff,13.0,0.0,2.0,0.0
84674c9ffffffff,28.0,0.0,0.0,0.0
84674cbffffffff,17.0,0.0,0.0,0.0
84674cdffffffff,200.0,0.0,0.0,0.0
84674d9ffffffff,12.0,0.0,0.0,0.0
84674ddffffffff,1.0,0.0,0.0,0.0
84674e1ffffffff,74.0,0.0,0.0,0.0
84674e5ffffffff,4.0,0.0,0.0,0.0
84674e9ffffffff,129.0,0.0,2.0,0.0
84674ebffffffff,17.0,0.0,0.0,0.0
84674edffffffff,171.0,0.0,17.0,0.0
8467513ffffffff,1.0,0.0,0.0,0.0
8467519ffffffff,29.0,0.0,0.0,0.0
8467521ffffffff,1.0,0.0,0.0,0.0
8467523ffffffff,4.0,0.0,0.0,0.0
8467531ffffffff,12.0,0.0,0.0,0.0
8467535ffffffff,147.0,0.0,0.0,0.0
8467537ffffffff,71.0,0.0,0.0,0.0
8467539ffffffff,16.0,0.0,0.0,0.0
846753dffffffff,9.0,0.0,0.0,0.0
8467553ffffffff,5.0,0.0,0.0,0.0
8467581ffffffff,6.0,0.0,0.0,0.0
8467583ffffffff,2.0,0.0,0.0,0.0
8467585ffffffff,13.0,0.0,0.0,0.0
8467589ffffffff,5.0,0.0,0.0,0.0
846758dffffffff,15.0,0.0,0.0,0.0
8467591ffffffff,1.0,0.0,0.0,0.0
8467595ffffffff,2.0,0.0,0.0,0.0
8467597ffffffff,1.0,0.0,0.0,0.0
8467599ffffffff,95.0,0.0,8.0,0.0
846759bffffffff,7.0,0.0,0.0,0.0
84675a1ffffffff,5.0,0.0,0.0,0.0
84675a3ffffffff,3.0,0.0,0.0,0.0
84675a5ffffffff,74.0,0.0,4.0,0.0
84675a7ffffffff,12.0,0.0,0.0,0.0
84675a9ffffffff,44.0,0.0,0.0,0.0
84675abffffffff,137.0,0.0,0.0,0.0
84675adffffffff,17.0,0.0,0.0,0.0
84675b1ffffffff,2.0,0.0,0.0,0.0
84675b3ffffffff,23.0,0.0,0.0,0.0
84675b5ffffffff,1.0,0.0,0.0,0.0
84675b7ffffffff,5.0,0.0,0.0,0.0
84675c1ffffffff,64.0,0.0,2.0,0.0
84675c3ffffffff,1.0,0.0,0.0,0.0
84675c5ffffffff,94.0,0.0,0.0,0.0
84675c7ffffffff,48.0,0.0,0.0,0.0
84675c9ffffffff,7.0,0.0,0.0,0.0
84675cbffffffff,253.0,0.0,0.0,0.0
84675cdffffffff,4.0,0.0,0.0,0.0
84675d3ffffffff,11.0,0.0,0.0,0.0
84675d5ffffffff,11.0,0.0,0.0,0.0
84675d9ffffffff,7.0,0.0,0.0,0.0
84675ddffffffff,14.0,0.0,0.0,0.0
84675e1ffffffff,2.0,0.0,0.0,0.0
84675e3ffffffff,17.0,0.0,0.0,0.0
84675e7ffffffff,5.0,0.0,0.0,0.0
84675ebffffffff,44.0,0.0,1.0,0.0
84676b7ffffffff,1.0,0.0,0.0,0.0
8467903ffffffff,2.0,0.0,0.0,0.0
8467909ffffffff,31.0,0.0,0.0,0.0
846790bffffffff,12.0,0.0,0.0,0.0
846790dffffffff,83.0,0.0,0.0,0.0
8467915ffffffff,3.0,0.0,0.0,0.0
846791dffffffff,2.0,0.0,0.0,0.0
8467921ffffffff,13.0,0.0,0.0,0.0
8467925ffffffff,8.0,0.0,0.0,0.0
846792dffffffff,8.0,0.0,0.0,0.0
8467931ffffffff,10.0,0.0,0.0,0.0
8467933ffffffff,2.0,0.0,0.0,0.0
8467935ffffffff,2.0,0.0,0.0,0.0
8467937ffffffff,8.0,0.0,0.0,0.0
846793bffffffff,6.0,0.0,0.0,0.0
8467941ffffffff,3.0,0.0,0.0,0.0
8467943ffffffff,1.0,0.0,0.0,0.0
8467945ffffffff,14.0,0.0,0.0,0.0
8467947ffffffff,2.0,0.0,0.0,0.0
8467949ffffffff,9.0,0.0,0.0,0.0
846794bffffffff,16.0,0.0,0.0,0.0
846794dffffffff,3.0,0.0,0.0,0.0
846795dffffffff,4.0,0.0,0.0,0.0
8467961ffffffff,26.0,0.0,0.0,0.0
8467963ffffffff,13.0,0.0,0.0,0.0
8467965ffffffff,1.0,0.0,0.0,0.0
8467967ffffffff,3.0,0.0,0.0,0.0
846796bffffffff,12.0,0.0,0.0,0.0
84679a1ffffffff,165.0,0.0,0.0,0.0
84679a3ffffffff,91.0,0.0,0.0,0.0
84679a5ffffffff,1263.0,0.0,0.0,0.0
84679a7ffffffff,732.0,0.0,0.0,0.0
84679adffffffff,154.0,0.0,0.0,0.0
84679b3ffffffff,408.0,0.0,0.0,0.0
84679b5ffffffff,280.0,0.0,0.0,0.0
84679b7ffffffff,921.0,0.0,0.0,0.0
8467b25ffffffff,5.0,0.0,0.0,0.0
8467b27ffffffff,7.0,0.0,0.0,0.0
8467b2bffffffff,4.0,0.0,0.0,0.0
846d041ffffffff,15.0,0.0,5.0,0.0
846d043ffffffff,153.0,0.0,11.0,0.0
846d045ffffffff,14.0,0.0,0.0,0.0
846d049ffffffff,8.0,0.0,1.0,0.0
846d04bffffffff,77.0,0.0,7.0,0.0
846d04dffffffff,18.0,0.0,8.0,0.0
846d051ffffffff,33.0,0.0,6.0,0.0
846d053ffffffff,256.0,0.0,78.0,0.0
846d059ffffffff,4.0,0.0,0.0,0.0
846d05bffffffff,72.0,0.0,9.0,0.0
846d05dffffffff,54.0,0.0,20.0,0.0
846d069ffffffff,42.0,0.0,11.0,0.0
846d06dffffffff,43.0,0.0,7.0,0.0
846d141ffffffff,43.0,0.0,7.0,0.0
846d143ffffffff,29.0,0.0,4.0,0.0
846d145ffffffff,5.0,0.0,0.0,0.0
846d159ffffffff,409.0,0.0,63.0,0.0
846d15dffffffff,35.0,0.0,2.0,0.0
846d201ffffffff,22.0,0.0,0.0,0.0
846d203ffffffff,43.0,0.0,0.0,0.0
846d205ffffffff,5.0,0.0,2.0,0.0
846d207ffffffff,32.0,0.0,0.0,0.0
846d209ffffffff,25.0,0.0,0.0,0.0
846d20bffffffff,37.0,0.0,0.0,0.0
846d20dffffffff,115.0,0.0,0.0,0.0
846d211ffffffff,9.0,0.0,2.0,0.0
846d215ffffffff,2.0,0.0,0.0,0.0
846d217ffffffff,2.0,0.0,2.0,0.0
846d219ffffffff,23.0,0.0,3.0,0.0
846d21bffffffff,13.0,0.0,3.0,0.0
846d21dffffffff,232.0,0.0,29.0,0.0
846d221ffffffff,2.0,0.0,0.0,0.0
846d223ffffffff,4.0,0.0,2.0,0.0
846d225ffffffff,2.0,0.0,0.0,0.0
846d229ffffffff,3.0,0.0,0.0,0.0
846d22bffffffff,24.0,0.0,0.0,0.0
846d22dffffffff,4.0,0.0,2.0,0.0
846d231ffffffff,25.0,0.0,0.0,0.0
846d233ffffffff,14.0,0.0,0.0,0.0
846d235ffffffff,4.0,0.0,0.0,0.0
846d237ffffffff,1.0,0.0,0.0,0.0
846d23dffffffff,71.0,0.0,2.0,0.0
846d241ffffffff,9.0,0.0,0.0,0.0
846d243ffffffff,34.0,0.0,0.0,0.0
846d247ffffffff,10.0,0.0,0.0,0.0
846d24bffffffff,55.0,0.0,0.0,0.0
846d251ffffffff,218.0,0.0,57.0,0.0
846d253ffffffff,208.0,0.0,4.0,0.0
846d255ffffffff,142.0,0.0,6.0,0.0
846d257ffffffff,221.0,0.0,26.0,0.0
846d25bffffffff,4.0,0.0,0.0,0.0
846d25dffffffff,81.0,0.0,0.0,0.0
846d261ffffffff,5.0,0.0,0.0,0.0
846d265ffffffff,2.0,0.0,0.0,0.0
846d267ffffffff,15.0,0.0,0.0,0.0
846d26bffffffff,19.0,0.0,0.0,0.0
846d287ffffffff,20.0,0.0,0.0,0.0
846d291ffffffff,17.0,0.0,0.0,0.0
846d293ffffffff,7.0,0.0,1.0,0.0
846d295ffffffff,605.0,0.0,0.0,0.0
846d297ffffffff,48.0,0.0,0.0,0.0
846d299ffffffff,13.0,0.0,0.0,0.0
846d2a1ffffffff,72.0,0.0,12.0,0.0
846d2a3ffffffff,141.0,0.0,0.0,0.0
846d2a9ffffffff,5.0,0.0,0.0,0.0
846d2abffffffff,16.0,0.0,0.0,0.0
846d2adffffffff,13.0,0.0,0.0,0.0
846d2b1ffffffff,16.0,0.0,0.0,0.0
846d2b3ffffffff,84.0,0.0,0.0,0.0
846d2b5ffffffff,2.0,0.0,0.0,0.0
846d2b9ffffffff,303.0,0.0,5.0,0.0
846d2bbffffffff,67.0,0.0,0.0,0.0
846d2bdffffffff,29.0,0.0,0.0,0.0
846d2c1ffffffff,52.0,0.0,15.0,0.0
846d2c3ffffffff,90.0,0.0,2.0,0.0
846d2c5ffffffff,2.0,0.0,0.0,0.0
