cell_id,Sicalis luteola,Sicalis luteola [chrysops Group],Sicalis luteola bogotensis,Sicalis luteola [luteola Group]
84a90a1ffffffff,2.0,0.0,0.0,0.0
84a90a5ffffffff,15.0,0.0,0.0,1.0
84a90a7ffffffff,1.0,0.0,0.0,0.0
84a90bbffffffff,2.0,0.0,0.0,0.0
84a90c1ffffffff,6.0,0.0,0.0,0.0
84a90cdffffffff,15.0,0.0,0.0,0.0
84a90e1ffffffff,1.0,0.0,0.0,0.0
84a90e5ffffffff,58.0,0.0,0.0,11.0
84a90e9ffffffff,1.0,0.0,0.0,0.0
84a90edffffffff,2.0,0.0,0.0,0.0
84a9181ffffffff,25.0,0.0,0.0,0.0
84a9187ffffffff,2.0,0.0,0.0,0.0
84a918bffffffff,4.0,0.0,0.0,0.0
84a9191ffffffff,11.0,0.0,0.0,0.0
84a919bffffffff,14.0,0.0,0.0,0.0
84a919dffffffff,1.0,0.0,0.0,0.0
84a91b5ffffffff,4.0,0.0,0.0,0.0
84a91b7ffffffff,60.0,0.0,0.0,4.0
84a91d1ffffffff,5.0,0.0,0.0,0.0
84a91d3ffffffff,1.0,0.0,0.0,0.0
84a91d5ffffffff,9.0,0.0,0.0,0.0
84a91d7ffffffff,3.0,0.0,0.0,3.0
84a91d9ffffffff,3.0,0.0,0.0,0.0
84a91dbffffffff,18.0,0.0,0.0,0.0
84a91ddffffffff,1.0,0.0,0.0,1.0
84a9213ffffffff,86.0,0.0,0.0,0.0
84a9217ffffffff,17.0,0.0,0.0,0.0
84a9219ffffffff,4.0,0.0,0.0,0.0
84a921bffffffff,12.0,0.0,0.0,1.0
84a9291ffffffff,23.0,0.0,0.0,0.0
84a9293ffffffff,8.0,0.0,0.0,0.0
84a92adffffffff,6.0,0.0,0.0,0.0
84a92c3ffffffff,12.0,0.0,0.0,0.0
84a92c5ffffffff,14.0,0.0,0.0,0.0
84a92c7ffffffff,2.0,0.0,0.0,0.0
84a92c9ffffffff,2.0,0.0,0.0,0.0
84a92cbffffffff,341.0,0.0,0.0,1.0
84a92cdffffffff,22.0,0.0,0.0,0.0
84a92d1ffffffff,23.0,0.0,0.0,1.0
84a92d3ffffffff,3.0,0.0,0.0,0.0
84a92d7ffffffff,32.0,0.0,0.0,0.0
84a92d9ffffffff,49.0,0.0,0.0,1.0
84a92dbffffffff,1.0,0.0,0.0,0.0
84a92ddffffffff,7.0,0.0,0.0,0.0
84a92e1ffffffff,90.0,0.0,0.0,4.0
84a92e9ffffffff,95.0,0.0,0.0,9.0
84a92ebffffffff,44.0,0.0,0.0,0.0
84a9401ffffffff,3.0,0.0,0.0,0.0
84a9407ffffffff,3.0,0.0,0.0,0.0
84a940dffffffff,2.0,0.0,0.0,0.0
84a9411ffffffff,2.0,0.0,0.0,0.0
84a9413ffffffff,3.0,0.0,0.0,0.0
84a9417ffffffff,1.0,0.0,0.0,0.0
84a9419ffffffff,4.0,0.0,0.0,0.0
84a9425ffffffff,3.0,0.0,0.0,0.0
84a9429ffffffff,42.0,0.0,0.0,0.0
84a942dffffffff,3.0,0.0,0.0,0.0
84a9433ffffffff,7.0,0.0,0.0,0.0
84a9439ffffffff,2.0,0.0,0.0,0.0
84a9441ffffffff,128.0,0.0,0.0,0.0
84a9443ffffffff,5.0,0.0,0.0,0.0
84a9445ffffffff,106.0,0.0,0.0,0.0
84a9447ffffffff,23.0,0.0,0.0,0.0
84a9449ffffffff,11.0,0.0,0.0,0.0
84a944bffffffff,27.0,0.0,0.0,0.0
84a944dffffffff,18.0,0.0,0.0,0.0
84a9451ffffffff,2.0,0.0,0.0,0.0
84a9453ffffffff,24.0,0.0,0.0,0.0
84a9457ffffffff,9.0,0.0,0.0,0.0
84a9459ffffffff,1.0,0.0,0.0,0.0
84a945bffffffff,6.0,0.0,0.0,0.0
84a9463ffffffff,4.0,0.0,0.0,0.0
84a946bffffffff,18.0,0.0,0.0,0.0
84a94c3ffffffff,2.0,0.0,0.0,0.0
84a94c7ffffffff,1.0,0.0,0.0,0.0
84a94c9ffffffff,2.0,0.0,0.0,0.0
84a94d9ffffffff,2.0,0.0,0.0,0.0
84a94e3ffffffff,2.0,0.0,0.0,0.0
84a94e5ffffffff,61.0,0.0,0.0,0.0
84a94e7ffffffff,11.0,0.0,0.0,0.0
84a94edffffffff,2.0,0.0,0.0,0.0
84a9501ffffffff,2.0,0.0,0.0,0.0
84a9521ffffffff,7.0,0.0,0.0,1.0
84a9527ffffffff,9.0,0.0,0.0,0.0
84a9531ffffffff,3.0,0.0,0.0,0.0
84a9533ffffffff,3.0,0.0,0.0,0.0
84a9545ffffffff,3.0,0.0,0.0,0.0
84a955bffffffff,2.0,0.0,0.0,0.0
84a95abffffffff,2.0,0.0,0.0,0.0
84a95d1ffffffff,4.0,0.0,0.0,0.0
84a95d3ffffffff,3.0,0.0,0.0,0.0
84a95d9ffffffff,8.0,0.0,0.0,0.0
84a95dbffffffff,5.0,0.0,0.0,0.0
84a95edffffffff,5.0,0.0,0.0,0.0
84a9601ffffffff,13.0,0.0,0.0,0.0
84a9605ffffffff,8.0,0.0,0.0,0.0
84a9607ffffffff,1.0,0.0,0.0,0.0
84a9611ffffffff,14.0,0.0,0.0,0.0
84a9613ffffffff,8.0,0.0,0.0,0.0
84a9615ffffffff,2.0,0.0,0.0,0.0
84a9619ffffffff,2.0,0.0,0.0,0.0
84a9621ffffffff,28.0,0.0,0.0,0.0
84a9623ffffffff,97.0,0.0,0.0,0.0
84a9625ffffffff,93.0,0.0,0.0,0.0
84a9627ffffffff,147.0,0.0,0.0,0.0
84a9629ffffffff,5.0,0.0,0.0,0.0
84a962bffffffff,56.0,0.0,0.0,0.0
84a962dffffffff,43.0,0.0,0.0,0.0
84a9633ffffffff,1.0,0.0,0.0,0.0
84a9635ffffffff,2.0,0.0,0.0,0.0
84a9637ffffffff,8.0,0.0,0.0,0.0
84a963dffffffff,15.0,0.0,0.0,0.0
84a9645ffffffff,15.0,0.0,0.0,0.0
84a9649ffffffff,2.0,0.0,0.0,0.0
84a964dffffffff,12.0,0.0,0.0,0.0
84a9661ffffffff,14.0,0.0,0.0,0.0
84a9663ffffffff,3.0,0.0,0.0,0.0
84a9669ffffffff,4.0,0.0,0.0,0.0
84a9685ffffffff,2.0,0.0,0.0,0.0
84a9695ffffffff,2.0,0.0,0.0,0.0
84a96a5ffffffff,1.0,0.0,0.0,0.0
84a96a9ffffffff,2.0,0.0,0.0,0.0
84a96c5ffffffff,4.0,0.0,0.0,0.0
84a96c7ffffffff,1.0,0.0,0.0,0.0
84a96e5ffffffff,9.0,0.0,0.0,0.0
84a96e7ffffffff,3.0,0.0,0.0,0.0
84a9711ffffffff,33.0,0.0,0.0,0.0
84a9717ffffffff,53.0,0.0,0.0,0.0
84a9719ffffffff,13.0,0.0,0.0,0.0
84a971bffffffff,5.0,0.0,0.0,0.0
84a971dffffffff,2.0,0.0,0.0,0.0
84a9741ffffffff,2.0,0.0,0.0,0.0
84a9745ffffffff,3.0,0.0,0.0,0.0
84a974bffffffff,4.0,0.0,0.0,0.0
84a974dffffffff,32.0,0.0,0.0,0.0
84a9753ffffffff,5.0,0.0,0.0,0.0
84a9755ffffffff,14.0,0.0,0.0,0.0
84a975bffffffff,2.0,0.0,0.0,0.0
84a9765ffffffff,4.0,0.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0,0.0
84b2001ffffffff,6.0,0.0,0.0,0.0
84b2003ffffffff,6.0,0.0,0.0,0.0
84b2007ffffffff,22.0,0.0,0.0,0.0
84b2009ffffffff,1.0,0.0,0.0,0.0
84b2015ffffffff,147.0,0.0,0.0,0.0
84b2031ffffffff,8.0,0.0,0.0,0.0
84b2033ffffffff,2.0,0.0,0.0,0.0
84b2037ffffffff,16.0,0.0,0.0,0.0
84b2039ffffffff,41.0,0.0,0.0,0.0
84b2043ffffffff,1.0,0.0,0.0,0.0
84b2057ffffffff,1.0,0.0,0.0,0.0
84b2091ffffffff,1.0,0.0,0.0,0.0
84b2095ffffffff,2.0,0.0,0.0,0.0
84b20a5ffffffff,10.0,0.0,0.0,0.0
84b20a7ffffffff,2.0,0.0,0.0,0.0
84b218bffffffff,4.0,0.0,0.0,0.0
84b2191ffffffff,705.0,0.0,0.0,0.0
84b2193ffffffff,4.0,0.0,0.0,0.0
84b2195ffffffff,13.0,0.0,0.0,0.0
84b2197ffffffff,131.0,0.0,0.0,0.0
84b2199ffffffff,5.0,0.0,0.0,0.0
84b219bffffffff,15.0,0.0,0.0,0.0
84b219dffffffff,19.0,0.0,0.0,0.0
84b21bbffffffff,102.0,0.0,0.0,0.0
84b21d1ffffffff,2.0,0.0,0.0,0.0
84b21d3ffffffff,2.0,0.0,0.0,0.0
84b21d7ffffffff,18.0,0.0,0.0,0.0
84b21d9ffffffff,16.0,0.0,0.0,0.0
84b21dbffffffff,3.0,0.0,0.0,0.0
84b21ddffffffff,79.0,0.0,0.0,0.0
84b2261ffffffff,2.0,0.0,0.0,0.0
84b226bffffffff,1.0,0.0,0.0,0.0
84b22dbffffffff,1.0,0.0,0.0,0.0
84b2401ffffffff,9.0,0.0,0.0,0.0
84b2405ffffffff,1.0,0.0,0.0,0.0
84b2407ffffffff,8.0,0.0,0.0,0.0
84b2409ffffffff,2.0,0.0,0.0,0.0
84b2411ffffffff,1.0,0.0,0.0,0.0
84b2413ffffffff,334.0,0.0,0.0,2.0
84b2417ffffffff,5.0,0.0,0.0,0.0
84b2419ffffffff,6.0,0.0,0.0,0.0
84b241dffffffff,2.0,0.0,0.0,0.0
84b2423ffffffff,16.0,0.0,0.0,0.0
84b242bffffffff,10.0,0.0,0.0,0.0
84b2431ffffffff,3.0,0.0,0.0,0.0
84b2435ffffffff,31.0,0.0,0.0,0.0
84b2437ffffffff,11.0,0.0,0.0,0.0
84b2439ffffffff,7.0,0.0,0.0,0.0
84b243bffffffff,4.0,0.0,0.0,0.0
84b243dffffffff,30.0,0.0,0.0,0.0
84b2441ffffffff,1.0,0.0,0.0,0.0
84b2443ffffffff,2.0,0.0,0.0,0.0
84b2453ffffffff,36.0,0.0,0.0,0.0
84b2457ffffffff,7.0,0.0,0.0,0.0
84b245dffffffff,1.0,0.0,0.0,0.0
84b2463ffffffff,5.0,0.0,0.0,0.0
84b246dffffffff,5.0,0.0,0.0,0.0
84b2481ffffffff,8.0,0.0,0.0,0.0
84b2485ffffffff,19.0,0.0,0.0,0.0
84b2487ffffffff,3.0,0.0,0.0,0.0
84b248bffffffff,2.0,0.0,0.0,0.0
84b2493ffffffff,1.0,0.0,0.0,0.0
84b2499ffffffff,1.0,0.0,0.0,0.0
84b24a1ffffffff,19.0,0.0,0.0,0.0
84b24a3ffffffff,23.0,0.0,0.0,0.0
84b24a5ffffffff,8.0,0.0,0.0,0.0
84b24a7ffffffff,8.0,0.0,0.0,0.0
84b24a9ffffffff,49.0,0.0,0.0,0.0
84b24abffffffff,12.0,0.0,0.0,0.0
84b24adffffffff,87.0,0.0,0.0,0.0
84b24b1ffffffff,10.0,0.0,0.0,0.0
84b24b5ffffffff,21.0,0.0,0.0,0.0
84b24b7ffffffff,8.0,0.0,0.0,0.0
84b24b9ffffffff,2.0,0.0,0.0,0.0
84b24bbffffffff,2.0,0.0,0.0,0.0
84b24bdffffffff,8.0,0.0,0.0,0.0
84b24c1ffffffff,43.0,0.0,0.0,0.0
84b24c5ffffffff,30.0,0.0,0.0,0.0
84b24c7ffffffff,1.0,0.0,0.0,0.0
84b24c9ffffffff,2.0,0.0,0.0,0.0
84b24cdffffffff,52.0,0.0,0.0,0.0
84b24d1ffffffff,17.0,0.0,0.0,0.0
84b24d3ffffffff,3.0,0.0,0.0,0.0
84b24d7ffffffff,6.0,0.0,0.0,0.0
84b24dbffffffff,13.0,0.0,0.0,0.0
84b24e1ffffffff,2.0,0.0,0.0,0.0
84b24e3ffffffff,38.0,0.0,0.0,0.0
84b24e5ffffffff,87.0,0.0,0.0,1.0
84b24e9ffffffff,11.0,0.0,0.0,0.0
84b24ebffffffff,6.0,0.0,0.0,0.0
84b24edffffffff,2.0,0.0,0.0,0.0
84b251bffffffff,2.0,0.0,0.0,0.0
84b2525ffffffff,5.0,0.0,0.0,0.0
84b2527ffffffff,4.0,0.0,0.0,0.0
84b2549ffffffff,6.0,0.0,0.0,0.0
84b2557ffffffff,1.0,0.0,0.0,0.0
84b255dffffffff,2.0,0.0,0.0,0.0
84b2569ffffffff,1.0,0.0,0.0,0.0
84b2581ffffffff,7.0,0.0,0.0,0.0
84b2583ffffffff,82.0,0.0,0.0,0.0
84b2585ffffffff,8.0,0.0,0.0,0.0
84b2587ffffffff,26.0,0.0,0.0,0.0
84b2589ffffffff,11.0,0.0,0.0,0.0
84b258bffffffff,18.0,0.0,0.0,0.0
84b258dffffffff,18.0,0.0,0.0,0.0
84b2591ffffffff,146.0,0.0,0.0,0.0
84b2593ffffffff,17.0,0.0,0.0,0.0
84b2595ffffffff,71.0,0.0,0.0,0.0
84b2597ffffffff,8.0,0.0,0.0,0.0
84b2599ffffffff,12.0,0.0,0.0,0.0
84b259bffffffff,38.0,0.0,0.0,0.0
84b259dffffffff,31.0,0.0,0.0,0.0
84b25a1ffffffff,11.0,0.0,0.0,0.0
84b25a7ffffffff,3.0,0.0,0.0,0.0
84b25a9ffffffff,3.0,0.0,0.0,0.0
84b25abffffffff,6.0,0.0,0.0,0.0
84b25adffffffff,1.0,0.0,0.0,0.0
84b25b1ffffffff,16.0,0.0,0.0,0.0
84b25b5ffffffff,2.0,0.0,0.0,0.0
84b25b7ffffffff,2.0,0.0,0.0,0.0
84b25b9ffffffff,158.0,0.0,0.0,0.0
84b25bbffffffff,18.0,0.0,0.0,0.0
84b25bdffffffff,20.0,0.0,0.0,0.0
84b25c1ffffffff,11.0,0.0,0.0,0.0
84b25c3ffffffff,8.0,0.0,0.0,0.0
84b25c7ffffffff,23.0,0.0,0.0,0.0
84b25c9ffffffff,6.0,0.0,0.0,0.0
84b25cbffffffff,42.0,0.0,0.0,0.0
84b25cdffffffff,97.0,0.0,0.0,0.0
84b25d1ffffffff,53.0,0.0,0.0,0.0
84b25d3ffffffff,33.0,0.0,0.0,0.0
84b25d5ffffffff,80.0,0.0,0.0,0.0
84b25d7ffffffff,41.0,0.0,0.0,0.0
84b25d9ffffffff,80.0,0.0,0.0,0.0
84b25dbffffffff,18.0,0.0,0.0,0.0
84b25ddffffffff,13.0,0.0,0.0,0.0
84b25e1ffffffff,46.0,0.0,0.0,0.0
84b25e3ffffffff,11.0,0.0,0.0,0.0
84b25e5ffffffff,2.0,0.0,0.0,0.0
84b25e7ffffffff,6.0,0.0,0.0,0.0
84b25ebffffffff,2.0,0.0,0.0,0.0
84b2611ffffffff,9.0,0.0,0.0,0.0
84b262bffffffff,4.0,0.0,0.0,0.0
84b262dffffffff,55.0,0.0,0.0,0.0
84b2631ffffffff,2.0,0.0,0.0,0.0
84b2633ffffffff,4.0,0.0,0.0,0.0
84b263dffffffff,6.0,0.0,0.0,0.0
84b265dffffffff,2.0,0.0,0.0,0.0
84b2667ffffffff,3.0,0.0,0.0,0.0
84b266bffffffff,1.0,0.0,0.0,0.0
84b2683ffffffff,2.0,0.0,0.0,0.0
84b2689ffffffff,9.0,0.0,0.0,0.0
84b268bffffffff,22.0,0.0,0.0,0.0
84b268dffffffff,6.0,0.0,0.0,0.0
84b2691ffffffff,21.0,0.0,0.0,0.0
84b2693ffffffff,24.0,0.0,0.0,0.0
84b2695ffffffff,3.0,0.0,0.0,0.0
84b2699ffffffff,2.0,0.0,0.0,0.0
84b269dffffffff,11.0,0.0,0.0,0.0
84b26a1ffffffff,2.0,0.0,0.0,0.0
84b26a5ffffffff,8.0,0.0,0.0,0.0
84b26adffffffff,4.0,0.0,0.0,0.0
84b26cbffffffff,2.0,0.0,0.0,0.0
84b26d7ffffffff,9.0,0.0,0.0,0.0
84b26ddffffffff,3.0,0.0,0.0,0.0
84b26e5ffffffff,2.0,0.0,0.0,0.0
84b26e7ffffffff,3.0,0.0,0.0,0.0
84b26ebffffffff,1.0,0.0,0.0,0.0
84b26edffffffff,4.0,0.0,0.0,0.0
84b2701ffffffff,2.0,0.0,0.0,0.0
84b2703ffffffff,2.0,0.0,0.0,0.0
84b2709ffffffff,2.0,0.0,0.0,0.0
84b270bffffffff,3.0,0.0,0.0,0.0
84b270dffffffff,7.0,0.0,0.0,0.0
84b2715ffffffff,2.0,0.0,0.0,0.0
84b2717ffffffff,2.0,0.0,0.0,0.0
84b2719ffffffff,3.0,0.0,0.0,0.0
84b2721ffffffff,1.0,0.0,0.0,0.0
84b2723ffffffff,1.0,0.0,0.0,0.0
84b2725ffffffff,2.0,0.0,0.0,0.0
84b2741ffffffff,4.0,0.0,0.0,0.0
84b2743ffffffff,12.0,0.0,0.0,0.0
84b2747ffffffff,1.0,0.0,0.0,0.0
84b2749ffffffff,7.0,0.0,0.0,0.0
84b274bffffffff,6.0,0.0,0.0,0.0
84b2757ffffffff,3.0,0.0,0.0,0.0
84b275bffffffff,7.0,0.0,0.0,0.0
84b275dffffffff,7.0,0.0,0.0,0.0
84b2c01ffffffff,47.0,0.0,0.0,0.0
84b2c03ffffffff,71.0,0.0,0.0,0.0
84b2c05ffffffff,45.0,0.0,0.0,0.0
84b2c07ffffffff,13.0,0.0,0.0,0.0
84b2c09ffffffff,44.0,0.0,0.0,1.0
84b2c0bffffffff,208.0,0.0,0.0,14.0
84b2c0dffffffff,1978.0,0.0,0.0,12.0
84b2c11ffffffff,30.0,0.0,0.0,0.0
84b2c15ffffffff,187.0,0.0,0.0,0.0
84b2c17ffffffff,9.0,0.0,0.0,0.0
84b2c1dffffffff,37.0,0.0,0.0,0.0
84b2c2bffffffff,142.0,0.0,0.0,0.0
84b2c31ffffffff,35.0,0.0,0.0,0.0
84b2c33ffffffff,22.0,0.0,0.0,0.0
84b2c35ffffffff,272.0,0.0,0.0,0.0
84b2c37ffffffff,29.0,0.0,0.0,0.0
84b2c39ffffffff,145.0,0.0,0.0,0.0
84b2c3bffffffff,79.0,0.0,0.0,0.0
84b2c3dffffffff,151.0,0.0,0.0,0.0
84b2c41ffffffff,854.0,0.0,0.0,2.0
84b2c43ffffffff,74.0,0.0,0.0,0.0
84b2c45ffffffff,49.0,0.0,0.0,0.0
84b2c47ffffffff,280.0,0.0,0.0,8.0
84b2c49ffffffff,69.0,0.0,0.0,0.0
84b2c4bffffffff,61.0,0.0,0.0,0.0
84b2c4dffffffff,156.0,0.0,0.0,0.0
84b2c51ffffffff,285.0,0.0,0.0,18.0
84b2c53ffffffff,44.0,0.0,0.0,0.0
84b2c55ffffffff,834.0,0.0,0.0,71.0
84b2c57ffffffff,126.0,0.0,0.0,1.0
84b2c5dffffffff,1742.0,0.0,0.0,106.0
84b2c83ffffffff,5.0,0.0,0.0,0.0
84b2c89ffffffff,4.0,0.0,0.0,0.0
84b2c8bffffffff,4.0,0.0,0.0,0.0
84b2c8dffffffff,6.0,0.0,0.0,0.0
84b2ca9ffffffff,1.0,0.0,0.0,0.0
84b2cc7ffffffff,1.0,0.0,0.0,0.0
84b2cddffffffff,4.0,0.0,0.0,0.0
84b2ce5ffffffff,24.0,0.0,0.0,0.0
84b2ce7ffffffff,2.0,0.0,0.0,0.0
84b2cedffffffff,22.0,0.0,0.0,0.0
84b2d81ffffffff,66.0,0.0,0.0,0.0
84b2d83ffffffff,6.0,0.0,0.0,0.0
84b2d87ffffffff,441.0,0.0,0.0,0.0
84b2d89ffffffff,21.0,0.0,0.0,0.0
84b2d8bffffffff,4.0,0.0,0.0,0.0
84b2d91ffffffff,3.0,0.0,0.0,0.0
84b2d93ffffffff,5.0,0.0,0.0,0.0
84b2d95ffffffff,7.0,0.0,0.0,0.0
84b2d97ffffffff,25.0,0.0,0.0,0.0
84b2d99ffffffff,2.0,0.0,0.0,0.0
84b2d9dffffffff,41.0,0.0,0.0,0.0
84b2da3ffffffff,197.0,0.0,0.0,0.0
84b2da7ffffffff,4.0,0.0,0.0,0.0
84b2dabffffffff,203.0,0.0,0.0,0.0
84b2db1ffffffff,13.0,0.0,0.0,0.0
84b2db3ffffffff,48.0,0.0,0.0,0.0
84b2db7ffffffff,5.0,0.0,0.0,0.0
84b2db9ffffffff,7.0,0.0,0.0,0.0
84b2dbbffffffff,16.0,0.0,0.0,0.0
84b2dbdffffffff,26.0,0.0,0.0,0.0
84b2dc3ffffffff,48.0,0.0,0.0,0.0
84b2dcbffffffff,157.0,0.0,0.0,0.0
84b2dd1ffffffff,68.0,0.0,0.0,0.0
84b2dd3ffffffff,2.0,0.0,0.0,0.0
84b2dd5ffffffff,33.0,0.0,0.0,0.0
84b2dd7ffffffff,7.0,0.0,0.0,0.0
84b2dd9ffffffff,131.0,0.0,0.0,0.0
84b2ddbffffffff,152.0,0.0,0.0,0.0
84b2dddffffffff,7.0,0.0,0.0,0.0
84b2e05ffffffff,3.0,0.0,0.0,0.0
84b2e1dffffffff,2.0,0.0,0.0,0.0
84b2e21ffffffff,49.0,0.0,0.0,0.0
84b2e23ffffffff,16.0,0.0,0.0,0.0
84b2e27ffffffff,219.0,0.0,0.0,0.0
84b2e29ffffffff,13.0,0.0,0.0,0.0
84b2e2bffffffff,9.0,0.0,0.0,0.0
84b2e2dffffffff,247.0,0.0,0.0,0.0
84b2e33ffffffff,6.0,0.0,0.0,0.0
84b2e35ffffffff,10.0,0.0,0.0,0.0
84b2e37ffffffff,10.0,0.0,0.0,0.0
84b2e3dffffffff,19.0,0.0,0.0,0.0
84b2e41ffffffff,2.0,0.0,0.0,0.0
84b2e45ffffffff,7.0,0.0,0.0,0.0
84b2e49ffffffff,1.0,0.0,0.0,0.0
84b2e61ffffffff,2.0,0.0,0.0,0.0
84b2e65ffffffff,21.0,0.0,0.0,0.0
84b2e67ffffffff,2.0,0.0,0.0,0.0
84b2e69ffffffff,10.0,0.0,0.0,0.0
84b2e6bffffffff,2.0,0.0,0.0,0.0
84b2e6dffffffff,79.0,0.0,0.0,0.0
84b2e85ffffffff,76.0,0.0,0.0,0.0
84b2e8dffffffff,6.0,0.0,0.0,0.0
84b2e91ffffffff,8.0,0.0,0.0,0.0
84b2e99ffffffff,9.0,0.0,0.0,0.0
84b2ea3ffffffff,5.0,0.0,0.0,0.0
84b2ea5ffffffff,3.0,0.0,0.0,0.0
84b2ea7ffffffff,1.0,0.0,0.0,0.0
84b2ea9ffffffff,5.0,0.0,0.0,0.0
84b2eabffffffff,2.0,0.0,0.0,0.0
84b2eb3ffffffff,1.0,0.0,0.0,0.0
84b2eb7ffffffff,4.0,0.0,0.0,0.0
84b2ebbffffffff,4.0,0.0,0.0,0.0
84b2ec1ffffffff,1.0,0.0,0.0,0.0
84b2ec5ffffffff,11.0,0.0,0.0,0.0
84b2ec7ffffffff,135.0,0.0,0.0,0.0
84b2ecdffffffff,2.0,0.0,0.0,0.0
84b2ed7ffffffff,4.0,0.0,0.0,0.0
84b2ed9ffffffff,6.0,0.0,0.0,0.0
84b2ee1ffffffff,7.0,0.0,0.0,0.0
84b2ee3ffffffff,8.0,0.0,0.0,0.0
84b2ee7ffffffff,6.0,0.0,0.0,0.0
84b2eebffffffff,61.0,0.0,0.0,0.0
84b2eedffffffff,5.0,0.0,0.0,0.0
84b3045ffffffff,2.0,0.0,0.0,0.0
84b3203ffffffff,1.0,0.0,0.0,0.0
84b320bffffffff,5.0,0.0,0.0,0.0
84b3261ffffffff,5.0,0.0,0.0,0.0
84b326dffffffff,2.0,0.0,0.0,0.0
84b32d9ffffffff,4.0,0.0,0.0,0.0
84b3303ffffffff,138.0,0.0,0.0,0.0
84b3313ffffffff,5.0,0.0,0.0,0.0
84b334bffffffff,6.0,0.0,0.0,0.0
84b3351ffffffff,2.0,0.0,0.0,0.0
84b335dffffffff,5.0,0.0,0.0,0.0
84b3363ffffffff,29.0,0.0,0.0,0.0
84b3367ffffffff,3.0,0.0,0.0,0.0
84b336bffffffff,1.0,0.0,0.0,0.0
84b3405ffffffff,1.0,0.0,0.0,0.0
84b340dffffffff,5.0,0.0,0.0,0.0
84b3421ffffffff,16.0,0.0,0.0,0.0
84b3423ffffffff,17.0,0.0,0.0,0.0
84b3425ffffffff,5.0,0.0,0.0,0.0
84b3429ffffffff,11.0,0.0,0.0,0.0
84b342bffffffff,13.0,0.0,0.0,0.0
84b342dffffffff,1.0,0.0,0.0,0.0
84b3439ffffffff,9.0,0.0,0.0,0.0
84b343dffffffff,2.0,0.0,0.0,0.0
84b3467ffffffff,3.0,0.0,0.0,0.0
84b346dffffffff,4.0,0.0,0.0,0.0
84b3493ffffffff,4.0,0.0,0.0,0.0
84b34b7ffffffff,1.0,0.0,0.0,0.0
84b34bdffffffff,1.0,0.0,0.0,0.0
84b34d3ffffffff,1.0,0.0,0.0,0.0
84b34dbffffffff,4.0,0.0,0.0,0.0
84b3511ffffffff,4.0,0.0,0.0,0.0
84b3513ffffffff,40.0,0.0,0.0,0.0
84b351bffffffff,2.0,0.0,0.0,0.0
84b3553ffffffff,1.0,0.0,0.0,0.0
84b3585ffffffff,1.0,0.0,0.0,0.0
84b3589ffffffff,12.0,0.0,0.0,0.0
84b358dffffffff,2.0,0.0,0.0,0.0
84b35a9ffffffff,1.0,0.0,0.0,0.0
84b35abffffffff,4.0,0.0,0.0,0.0
84b35b3ffffffff,2.0,0.0,0.0,0.0
84b35b5ffffffff,1.0,0.0,0.0,0.0
84b35b9ffffffff,9.0,0.0,0.0,0.0
84b35c5ffffffff,30.0,0.0,0.0,0.0
84b35c7ffffffff,4.0,0.0,0.0,0.0
84b35cdffffffff,7.0,0.0,0.0,0.0
84b35d7ffffffff,1.0,0.0,0.0,0.0
84b35e1ffffffff,20.0,0.0,0.0,0.0
84b35e5ffffffff,2.0,0.0,0.0,0.0
84b35e9ffffffff,39.0,0.0,0.0,0.0
84b3629ffffffff,7.0,0.0,0.0,0.0
84b3657ffffffff,1.0,0.0,0.0,0.0
84b3661ffffffff,2.0,0.0,0.0,0.0
84b3669ffffffff,2.0,0.0,0.0,0.0
84b366dffffffff,10.0,0.0,0.0,0.0
84b3699ffffffff,9.0,0.0,0.0,0.0
84b36b3ffffffff,8.0,0.0,0.0,0.0
84b36d3ffffffff,2.0,0.0,0.0,0.0
84c2031ffffffff,13.0,0.0,0.0,0.0
84c2037ffffffff,32.0,0.0,0.0,0.0
84c203bffffffff,20.0,0.0,0.0,0.0
84c2053ffffffff,33.0,0.0,0.0,0.0
84c205bffffffff,199.0,0.0,0.0,0.0
84c2183ffffffff,28.0,0.0,0.0,0.0
84c218bffffffff,20.0,0.0,0.0,0.0
84c2195ffffffff,1.0,0.0,0.0,0.0
84c2197ffffffff,6.0,0.0,0.0,0.0
84c2199ffffffff,2.0,0.0,0.0,0.0
84c219bffffffff,1.0,0.0,0.0,0.0
84c219dffffffff,25.0,0.0,0.0,0.0
84c21b1ffffffff,32.0,0.0,0.0,0.0
84c21b3ffffffff,301.0,0.0,0.0,3.0
84c21b9ffffffff,12.0,0.0,0.0,1.0
84c21bbffffffff,365.0,0.0,0.0,0.0
84c21d1ffffffff,122.0,0.0,0.0,0.0
84c21d5ffffffff,37.0,0.0,0.0,0.0
84c21d7ffffffff,1.0,0.0,0.0,0.0
84c21d9ffffffff,47.0,0.0,0.0,0.0
84c21ddffffffff,164.0,0.0,0.0,0.0
84c2207ffffffff,2.0,0.0,0.0,0.0
84c2213ffffffff,14.0,0.0,0.0,0.0
84c2217ffffffff,38.0,0.0,0.0,0.0
84c2281ffffffff,29.0,0.0,0.0,0.0
84c2283ffffffff,4.0,0.0,0.0,0.0
84c2285ffffffff,2.0,0.0,0.0,0.0
84c2287ffffffff,2.0,0.0,0.0,0.0
84c228bffffffff,7.0,0.0,0.0,0.0
