cell_id,Laterallus jamaicensis,Laterallus jamaicensis jamaicensis/coturniculus,Laterallus jamaicensis salinasi/murivagans,Laterallus jamaicensis tuerosi
82485ffffffffff,8.0,0.0,0.0,0.0
82800ffffffffff,11.0,0.0,0.0,0.0
828157fffffffff,1.0,0.0,0.0,0.0
828e67fffffffff,145.0,0.0,0.0,111.0
82b21ffffffffff,76.0,0.0,0.0,0.0
82b2c7fffffffff,99.0,0.0,3.0,0.0
82b2dffffffffff,31.0,0.0,0.0,0.0
82b2e7fffffffff,13.0,0.0,0.0,0.0
