cell_id,Schetba rufa,Schetba rufa rufa,Schetba rufa occidentalis
83a214fffffffff,133.0,0.0,0.0
83a215fffffffff,4.0,0.0,0.0
83a222fffffffff,5.0,0.0,0.0
83a231fffffffff,4.0,0.0,0.0
83a2a4fffffffff,107.0,0.0,0.0
83a2aefffffffff,5.0,0.0,0.0
83a309fffffffff,11.0,0.0,0.0
83a318fffffffff,4.0,0.0,0.0
83a319fffffffff,237.0,0.0,0.0
83a31efffffffff,1.0,0.0,0.0
83a356fffffffff,71.0,0.0,0.0
83a38cfffffffff,3.0,0.0,0.0
83a38dfffffffff,27.0,0.0,0.0
83a399fffffffff,1.0,0.0,0.0
