cell_id,Parus cinereus,Parus cinereus [cinereus Group],Parus cinereus [minor Group],Parus cinereus commixtus,Parus cinereus amamiensis,Parus cinereus okinawae,Parus cinereus nigriloris
823c77fffffffff,97.0,0.0,0.0,0.0,0.0,0.0,0.0
823c87fffffffff,30.0,30.0,0.0,0.0,0.0,0.0,0.0
823c8ffffffffff,184.0,184.0,0.0,0.0,0.0,0.0,0.0
823c97fffffffff,462.0,462.0,0.0,0.0,0.0,0.0,0.0
823ca7fffffffff,109.0,109.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
823cb7fffffffff,1504.0,1504.0,0.0,0.0,0.0,0.0,0.0
823cc7fffffffff,539.0,539.0,0.0,0.0,0.0,0.0,0.0
823ccffffffffff,8.0,6.0,0.0,0.0,0.0,0.0,0.0
823cd7fffffffff,70.0,70.0,0.0,0.0,0.0,0.0,0.0
823cdffffffffff,16.0,16.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,2382.0,2382.0,0.0,0.0,0.0,0.0,0.0
823ceffffffffff,1023.0,1022.0,0.0,0.0,0.0,0.0,0.0
823cf7fffffffff,1205.0,1204.0,0.0,0.0,0.0,0.0,0.0
823d07fffffffff,628.0,628.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,8266.0,8263.0,0.0,0.0,0.0,0.0,0.0
823d1ffffffffff,216.0,216.0,0.0,0.0,0.0,0.0,0.0
823d27fffffffff,218.0,218.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,2249.0,2249.0,0.0,0.0,0.0,0.0,0.0
823d87fffffffff,767.0,767.0,0.0,0.0,0.0,0.0,0.0
823d8ffffffffff,326.0,326.0,0.0,0.0,0.0,0.0,0.0
823d97fffffffff,591.0,591.0,0.0,0.0,0.0,0.0,0.0
823d9ffffffffff,1950.0,1950.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,1066.0,1066.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,3483.0,3483.0,0.0,0.0,0.0,0.0,0.0
823db7fffffffff,541.0,541.0,0.0,0.0,0.0,0.0,0.0
824007fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
82400ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
824017fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
82401ffffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
824027fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
82402ffffffffff,219.0,0.0,0.0,0.0,0.0,0.0,0.0
824037fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
824047fffffffff,97.0,0.0,1.0,0.0,0.0,0.0,0.0
82404ffffffffff,290.0,0.0,0.0,0.0,0.0,0.0,0.0
824057fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82405ffffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
824067fffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0
82406ffffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
824077fffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0
82408ffffffffff,65.0,0.0,3.0,0.0,0.0,0.0,0.0
824097fffffffff,14.0,0.0,3.0,0.0,0.0,0.0,0.0
8240a7fffffffff,45.0,0.0,2.0,0.0,0.0,0.0,0.0
8240affffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8240b7fffffffff,113.0,0.0,1.0,0.0,0.0,0.0,0.0
8240c7fffffffff,117.0,0.0,1.0,0.0,0.0,0.0,0.0
8240cffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8240d7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8240dffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8240e7fffffffff,120.0,0.0,0.0,0.0,0.0,0.0,0.0
8240effffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
8240f7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
824107fffffffff,169.0,0.0,0.0,39.0,0.0,0.0,0.0
82410ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
824117fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,3521.0,0.0,0.0,1077.0,0.0,0.0,0.0
824147fffffffff,53.0,0.0,0.0,4.0,0.0,0.0,0.0
82414ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
824157fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
82415ffffffffff,236.0,0.0,0.0,6.0,0.0,0.0,0.0
824167fffffffff,5.0,4.0,0.0,0.0,0.0,0.0,0.0
82416ffffffffff,8.0,1.0,0.0,0.0,0.0,0.0,0.0
824177fffffffff,70.0,70.0,0.0,0.0,0.0,0.0,0.0
824187fffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0
82418ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,654.0,0.0,5.0,0.0,0.0,0.0,0.0
82419ffffffffff,97.0,0.0,0.0,0.0,0.0,0.0,0.0
8241a7fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
8241affffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8241b7fffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0
82424ffffffffff,63.0,63.0,0.0,0.0,0.0,0.0,0.0
82426ffffffffff,628.0,628.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,227.0,227.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,214.0,214.0,0.0,0.0,0.0,0.0,0.0
8242d7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,220.0,220.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,86.0,86.0,0.0,0.0,0.0,0.0,0.0
824a27fffffffff,230.0,0.0,2.0,0.0,0.0,228.0,0.0
824b0ffffffffff,11.0,0.0,0.0,0.0,11.0,0.0,0.0
824b27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
824b37fffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0
824b57fffffffff,92.0,0.0,25.0,0.0,67.0,0.0,0.0
824b67fffffffff,144.0,0.0,144.0,0.0,0.0,0.0,0.0
824b6ffffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
824b77fffffffff,192.0,0.0,192.0,0.0,0.0,0.0,0.0
824baffffffffff,37.0,0.0,0.0,0.0,0.0,0.0,37.0
826007fffffffff,315.0,315.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,17839.0,17835.0,0.0,0.0,0.0,0.0,0.0
82601ffffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,662.0,662.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,7406.0,7405.0,0.0,0.0,0.0,0.0,0.0
826087fffffffff,98.0,98.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,4700.0,4698.0,0.0,0.0,0.0,0.0,0.0
826097fffffffff,1206.0,1206.0,0.0,0.0,0.0,0.0,0.0
82609ffffffffff,405.0,405.0,0.0,0.0,0.0,0.0,0.0
8260a7fffffffff,473.0,473.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,1021.0,1021.0,0.0,0.0,0.0,0.0,0.0
8260b7fffffffff,163.0,163.0,0.0,0.0,0.0,0.0,0.0
826107fffffffff,780.0,780.0,0.0,0.0,0.0,0.0,0.0
826117fffffffff,332.0,332.0,0.0,0.0,0.0,0.0,0.0
82611ffffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,340.0,340.0,0.0,0.0,0.0,0.0,0.0
82619ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
826487fffffffff,553.0,0.0,183.0,0.0,0.0,0.0,0.0
826497fffffffff,1072.0,0.0,264.0,0.0,0.0,0.0,0.0
82649ffffffffff,97.0,9.0,13.0,0.0,0.0,0.0,0.0
826507fffffffff,115.0,115.0,0.0,0.0,0.0,0.0,0.0
82650ffffffffff,37.0,37.0,0.0,0.0,0.0,0.0,0.0
82651ffffffffff,54.0,54.0,0.0,0.0,0.0,0.0,0.0
826527fffffffff,13.0,13.0,0.0,0.0,0.0,0.0,0.0
82652ffffffffff,11.0,11.0,0.0,0.0,0.0,0.0,0.0
826557fffffffff,56.0,56.0,0.0,0.0,0.0,0.0,0.0
826587fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
826597fffffffff,17.0,17.0,0.0,0.0,0.0,0.0,0.0
8265b7fffffffff,59.0,59.0,0.0,0.0,0.0,0.0,0.0
826897fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
828c17fffffffff,253.0,253.0,0.0,0.0,0.0,0.0,0.0
828c8ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
828cd7fffffffff,15.0,15.0,0.0,0.0,0.0,0.0,0.0
828cf7fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
828d87fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
828d8ffffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
828da7fffffffff,15.0,15.0,0.0,0.0,0.0,0.0,0.0
828db7fffffffff,213.0,213.0,0.0,0.0,0.0,0.0,0.0
829427fffffffff,20.0,20.0,0.0,0.0,0.0,0.0,0.0
829517fffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
82951ffffffffff,189.0,189.0,0.0,0.0,0.0,0.0,0.0
8295a7fffffffff,40.0,40.0,0.0,0.0,0.0,0.0,0.0
8295affffffffff,57.0,57.0,0.0,0.0,0.0,0.0,0.0
