cell_id,Pygochelidon cyanoleuca,Pygochelidon cyanoleuca cyanoleuca,Pygochelidon cyanoleuca peruviana,Pygochelidon cyanoleuca patagonica
848b63dffffffff,7.0,0.0,0.0,0.0
848b665ffffffff,15.0,0.0,0.0,0.0
848b691ffffffff,7.0,0.0,0.0,2.0
848b693ffffffff,6.0,0.0,0.0,1.0
848b697ffffffff,6.0,0.0,0.0,0.0
848b699ffffffff,2.0,0.0,0.0,0.0
848b69bffffffff,4.0,0.0,0.0,0.0
848b6c1ffffffff,16.0,0.0,0.0,0.0
848b6c3ffffffff,2.0,0.0,0.0,0.0
848b6c5ffffffff,52.0,0.0,0.0,0.0
848b6c9ffffffff,38.0,0.0,0.0,0.0
848b6cbffffffff,8.0,0.0,0.0,0.0
848b6cdffffffff,1805.0,84.0,0.0,4.0
848b6d9ffffffff,3.0,0.0,0.0,0.0
848b6e5ffffffff,3.0,0.0,0.0,0.0
848b6e7ffffffff,2.0,0.0,0.0,0.0
848b6edffffffff,11.0,0.0,0.0,0.0
848b70dffffffff,1.0,0.0,0.0,0.0
848b713ffffffff,26.0,0.0,0.0,0.0
848b71bffffffff,8.0,0.0,0.0,0.0
848b72dffffffff,3.0,0.0,0.0,0.0
848b745ffffffff,2.0,0.0,0.0,0.0
848b74bffffffff,83.0,0.0,0.0,0.0
848b751ffffffff,9.0,2.0,0.0,0.0
848b759ffffffff,1.0,0.0,0.0,0.0
848b75bffffffff,73.0,7.0,0.0,0.0
848b75dffffffff,3.0,0.0,0.0,0.0
848b761ffffffff,2.0,0.0,0.0,0.0
848b881ffffffff,4.0,0.0,0.0,0.0
848b9d1ffffffff,1.0,0.0,0.0,0.0
848b9d5ffffffff,15.0,0.0,0.0,0.0
848ba63ffffffff,2.0,2.0,0.0,0.0
848ba65ffffffff,6.0,0.0,0.0,0.0
848bb53ffffffff,2.0,0.0,0.0,0.0
848bb59ffffffff,158.0,22.0,0.0,0.0
848e451ffffffff,28.0,0.0,0.0,0.0
848e459ffffffff,17.0,0.0,0.0,0.0
848e45bffffffff,21.0,0.0,0.0,0.0
848e45dffffffff,426.0,0.0,0.0,0.0
848e4c9ffffffff,3.0,0.0,0.0,0.0
848e607ffffffff,7.0,0.0,0.0,0.0
848e609ffffffff,11.0,0.0,0.0,0.0
848e60bffffffff,15.0,0.0,0.0,0.0
848e619ffffffff,12.0,0.0,0.0,0.0
848e61dffffffff,10.0,0.0,0.0,0.0
848e621ffffffff,820.0,2.0,36.0,0.0
848e623ffffffff,140.0,0.0,2.0,0.0
848e629ffffffff,156.0,0.0,1.0,0.0
848e62dffffffff,4105.0,5.0,120.0,0.0
848e633ffffffff,10.0,0.0,0.0,0.0
848e635ffffffff,47.0,0.0,0.0,0.0
848e637ffffffff,29.0,0.0,0.0,0.0
848e63dffffffff,2.0,0.0,0.0,0.0
848e641ffffffff,148.0,12.0,0.0,0.0
848e643ffffffff,38.0,2.0,0.0,0.0
848e645ffffffff,6.0,1.0,0.0,0.0
848e647ffffffff,4.0,2.0,0.0,0.0
848e649ffffffff,155.0,0.0,0.0,0.0
848e64bffffffff,280.0,13.0,0.0,2.0
848e651ffffffff,144.0,5.0,0.0,0.0
848e655ffffffff,4.0,1.0,0.0,0.0
848e657ffffffff,27.0,2.0,0.0,0.0
848e659ffffffff,7.0,0.0,0.0,0.0
848e65bffffffff,2.0,0.0,0.0,0.0
848e65dffffffff,5.0,0.0,0.0,0.0
848e663ffffffff,31.0,3.0,0.0,0.0
848e665ffffffff,185.0,0.0,6.0,0.0
848e66bffffffff,6.0,2.0,0.0,0.0
848e66dffffffff,4.0,0.0,0.0,0.0
848e685ffffffff,1.0,0.0,0.0,0.0
848e68dffffffff,2.0,0.0,0.0,0.0
848e69bffffffff,2.0,0.0,0.0,0.0
848e6a1ffffffff,55.0,0.0,0.0,0.0
848e6a5ffffffff,5.0,0.0,0.0,0.0
848e6a7ffffffff,2.0,0.0,0.0,0.0
848e6a9ffffffff,2.0,0.0,0.0,0.0
848e6abffffffff,4.0,0.0,0.0,0.0
848e6adffffffff,1.0,0.0,0.0,0.0
848e6b5ffffffff,10.0,0.0,0.0,0.0
848e6b7ffffffff,2.0,0.0,0.0,0.0
848e6c1ffffffff,5.0,0.0,0.0,0.0
848e6c9ffffffff,18.0,0.0,0.0,0.0
848e6cbffffffff,10.0,0.0,0.0,0.0
848e6d9ffffffff,35.0,3.0,0.0,0.0
848e6ddffffffff,5.0,0.0,0.0,0.0
848e6e5ffffffff,2.0,0.0,0.0,0.0
848e6e9ffffffff,1.0,0.0,0.0,0.0
848e759ffffffff,222.0,2.0,0.0,0.0
848e75bffffffff,135.0,0.0,1.0,0.0
848f087ffffffff,9.0,0.0,0.0,0.0
848f08bffffffff,1.0,0.0,0.0,0.0
848f093ffffffff,2.0,0.0,0.0,0.0
848f095ffffffff,115.0,0.0,0.0,0.0
848f099ffffffff,41.0,9.0,0.0,0.0
848f09dffffffff,2.0,0.0,0.0,0.0
848f0b3ffffffff,27.0,0.0,0.0,0.0
848f0b9ffffffff,20.0,0.0,0.0,0.0
848f0bbffffffff,55.0,6.0,0.0,0.0
848f0c3ffffffff,4.0,0.0,0.0,0.0
848f0d1ffffffff,37.0,8.0,0.0,0.0
848f0d3ffffffff,350.0,56.0,0.0,0.0
848f0d5ffffffff,10.0,0.0,0.0,0.0
848f0d7ffffffff,15.0,1.0,0.0,0.0
848f0d9ffffffff,43.0,0.0,0.0,0.0
848f0dbffffffff,770.0,79.0,0.0,0.0
848f0ddffffffff,9.0,0.0,0.0,0.0
848f213ffffffff,3.0,0.0,0.0,0.0
848f21bffffffff,3.0,0.0,0.0,0.0
848f283ffffffff,5.0,0.0,0.0,0.0
848f285ffffffff,14.0,6.0,0.0,0.0
848f287ffffffff,15.0,0.0,0.0,0.0
848f289ffffffff,1.0,0.0,0.0,0.0
848f28dffffffff,28.0,0.0,0.0,0.0
848f291ffffffff,77.0,10.0,0.0,0.0
848f293ffffffff,16.0,0.0,0.0,0.0
848f295ffffffff,108.0,1.0,0.0,0.0
848f297ffffffff,27.0,0.0,0.0,0.0
848f299ffffffff,25.0,14.0,0.0,0.0
848f29bffffffff,14.0,0.0,0.0,0.0
848f29dffffffff,9.0,0.0,0.0,0.0
848f2a1ffffffff,33.0,0.0,0.0,0.0
848f2a3ffffffff,2.0,0.0,0.0,0.0
848f2a7ffffffff,6.0,0.0,0.0,0.0
848f2a9ffffffff,342.0,15.0,0.0,0.0
848f2abffffffff,38.0,0.0,0.0,0.0
848f2b3ffffffff,21.0,0.0,0.0,0.0
848f2b5ffffffff,3.0,0.0,0.0,0.0
848f2b9ffffffff,392.0,63.0,0.0,0.0
848f2bbffffffff,214.0,23.0,0.0,0.0
848f2bdffffffff,57.0,3.0,0.0,0.0
848f2c1ffffffff,5.0,0.0,0.0,0.0
848f2c3ffffffff,11.0,1.0,0.0,0.0
848f2c5ffffffff,2.0,0.0,0.0,0.0
848f2c7ffffffff,5.0,0.0,0.0,0.0
848f2c9ffffffff,36.0,4.0,0.0,0.0
848f2cbffffffff,123.0,4.0,0.0,0.0
848f2cdffffffff,11.0,0.0,0.0,0.0
848f2d1ffffffff,54.0,1.0,0.0,0.0
848f2d3ffffffff,150.0,6.0,0.0,0.0
848f2d5ffffffff,16.0,0.0,0.0,0.0
848f2d9ffffffff,36.0,3.0,0.0,0.0
848f2dbffffffff,1.0,0.0,0.0,0.0
848f2ddffffffff,5.0,0.0,0.0,0.0
848f2e1ffffffff,6.0,0.0,0.0,0.0
848f2e3ffffffff,108.0,17.0,0.0,0.0
848f2e7ffffffff,6.0,0.0,0.0,0.0
848f2e9ffffffff,3.0,0.0,0.0,0.0
848f2ebffffffff,60.0,0.0,0.0,0.0
848f401ffffffff,372.0,17.0,0.0,0.0
848f407ffffffff,12.0,0.0,0.0,0.0
848f40dffffffff,8.0,0.0,0.0,0.0
848f421ffffffff,55.0,0.0,0.0,0.0
848f425ffffffff,8.0,0.0,0.0,0.0
848f427ffffffff,2.0,0.0,0.0,0.0
848f42dffffffff,62.0,2.0,0.0,1.0
848f435ffffffff,2.0,0.0,0.0,0.0
848f439ffffffff,19.0,2.0,0.0,0.0
848f443ffffffff,2.0,0.0,0.0,2.0
848f461ffffffff,70.0,6.0,0.0,0.0
848f463ffffffff,272.0,19.0,0.0,0.0
848f465ffffffff,178.0,9.0,0.0,0.0
848f467ffffffff,45.0,1.0,0.0,0.0
848f46bffffffff,5.0,0.0,0.0,0.0
848f46dffffffff,2.0,0.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0,0.0
848f489ffffffff,9.0,0.0,0.0,4.0
848f4a1ffffffff,4.0,0.0,0.0,0.0
848f4a5ffffffff,163.0,19.0,0.0,0.0
848f4a7ffffffff,31.0,0.0,0.0,0.0
848f4adffffffff,82.0,0.0,0.0,0.0
848f4b3ffffffff,18.0,0.0,0.0,0.0
848f4b5ffffffff,8.0,0.0,0.0,0.0
848f4c7ffffffff,15.0,0.0,0.0,6.0
848f4e5ffffffff,2.0,0.0,0.0,0.0
848f501ffffffff,134.0,6.0,0.0,0.0
848f503ffffffff,11.0,2.0,0.0,0.0
848f505ffffffff,1011.0,17.0,0.0,0.0
848f507ffffffff,58.0,2.0,0.0,0.0
848f509ffffffff,34.0,2.0,0.0,0.0
848f50bffffffff,39.0,0.0,0.0,0.0
848f50dffffffff,324.0,7.0,0.0,0.0
848f511ffffffff,6.0,0.0,0.0,0.0
848f513ffffffff,17.0,1.0,0.0,0.0
848f515ffffffff,9.0,0.0,0.0,0.0
848f517ffffffff,9.0,2.0,0.0,0.0
848f519ffffffff,327.0,24.0,0.0,0.0
848f51bffffffff,11.0,0.0,0.0,0.0
848f51dffffffff,113.0,6.0,0.0,0.0
848f539ffffffff,11.0,0.0,0.0,0.0
848f53bffffffff,97.0,6.0,0.0,0.0
848f541ffffffff,23.0,0.0,0.0,0.0
848f543ffffffff,7.0,0.0,0.0,0.0
848f545ffffffff,24.0,4.0,0.0,0.0
848f547ffffffff,110.0,8.0,0.0,0.0
848f549ffffffff,53.0,1.0,0.0,0.0
848f54bffffffff,74.0,6.0,0.0,0.0
848f54dffffffff,81.0,0.0,0.0,0.0
848f551ffffffff,2.0,0.0,0.0,0.0
848f553ffffffff,386.0,27.0,0.0,0.0
848f555ffffffff,17.0,1.0,0.0,0.0
848f557ffffffff,6.0,0.0,0.0,0.0
848f559ffffffff,506.0,37.0,0.0,1.0
848f55bffffffff,296.0,7.0,0.0,0.0
848f55dffffffff,18.0,4.0,0.0,0.0
848f563ffffffff,68.0,0.0,0.0,0.0
848f567ffffffff,4.0,0.0,0.0,0.0
848f56bffffffff,13.0,0.0,0.0,0.0
848f56dffffffff,1.0,0.0,0.0,0.0
848f581ffffffff,4.0,0.0,2.0,0.0
848f589ffffffff,10.0,0.0,0.0,0.0
848f58bffffffff,1.0,0.0,0.0,0.0
848f58dffffffff,5.0,0.0,0.0,0.0
848f593ffffffff,16.0,0.0,0.0,0.0
848f599ffffffff,2.0,0.0,0.0,0.0
848f59bffffffff,100.0,15.0,0.0,0.0
848f59dffffffff,6.0,2.0,0.0,0.0
848f5a3ffffffff,2.0,0.0,0.0,0.0
848f5a9ffffffff,11.0,0.0,0.0,0.0
848f5b1ffffffff,46.0,1.0,0.0,0.0
848f5b3ffffffff,47.0,0.0,0.0,0.0
848f5b7ffffffff,106.0,0.0,2.0,0.0
848f5b9ffffffff,14.0,0.0,0.0,0.0
848f5c1ffffffff,1.0,0.0,0.0,0.0
848f5c3ffffffff,4.0,0.0,0.0,0.0
848f5cbffffffff,4.0,0.0,0.0,0.0
848f5cdffffffff,15.0,0.0,0.0,0.0
848f5d3ffffffff,61.0,3.0,0.0,0.0
848f5d7ffffffff,18.0,0.0,0.0,0.0
848f5ddffffffff,59.0,0.0,0.0,0.0
848f5e1ffffffff,28.0,5.0,0.0,0.0
848f5e5ffffffff,10.0,0.0,0.0,0.0
848f5e7ffffffff,24.0,0.0,0.0,0.0
848f5e9ffffffff,2.0,0.0,0.0,0.0
848f5edffffffff,41.0,0.0,0.0,0.0
848f613ffffffff,3.0,0.0,0.0,0.0
848f61bffffffff,2.0,0.0,0.0,0.0
848f705ffffffff,188.0,22.0,0.0,0.0
848f70dffffffff,9.0,0.0,0.0,0.0
848f721ffffffff,812.0,90.0,0.0,0.0
848f723ffffffff,2.0,2.0,0.0,0.0
848f725ffffffff,53.0,17.0,0.0,0.0
848f727ffffffff,32.0,4.0,0.0,0.0
848f729ffffffff,773.0,79.0,0.0,0.0
848f72bffffffff,199.0,28.0,0.0,0.0
848f72dffffffff,211.0,22.0,0.0,0.0
848f731ffffffff,3.0,0.0,0.0,0.0
848f733ffffffff,708.0,61.0,0.0,0.0
848f735ffffffff,4.0,2.0,0.0,0.0
848f737ffffffff,41.0,0.0,0.0,0.0
848f73dffffffff,2.0,1.0,0.0,0.0
848f741ffffffff,1.0,0.0,0.0,0.0
848f745ffffffff,123.0,7.0,0.0,0.0
848f74dffffffff,53.0,0.0,0.0,0.0
848f761ffffffff,18.0,1.0,0.0,0.0
848f763ffffffff,142.0,13.0,0.0,0.0
848f765ffffffff,185.0,25.0,0.0,0.0
848f767ffffffff,50.0,11.0,0.0,0.0
848f769ffffffff,265.0,9.0,0.0,0.0
848f76bffffffff,204.0,3.0,0.0,0.0
848f76dffffffff,103.0,2.0,0.0,0.0
84a5961ffffffff,9.0,0.0,0.0,0.0
84a5969ffffffff,14.0,0.0,0.0,0.0
84a8001ffffffff,6.0,0.0,0.0,0.0
84a8005ffffffff,4.0,2.0,0.0,0.0
84a8009ffffffff,7.0,0.0,0.0,0.0
84a800dffffffff,9.0,0.0,0.0,0.0
84a8011ffffffff,7.0,0.0,0.0,0.0
84a8013ffffffff,14.0,0.0,0.0,0.0
84a8019ffffffff,23.0,0.0,0.0,0.0
84a801bffffffff,146.0,2.0,0.0,0.0
84a8023ffffffff,4.0,0.0,0.0,0.0
84a8025ffffffff,10.0,0.0,0.0,0.0
84a802dffffffff,62.0,10.0,0.0,0.0
84a8033ffffffff,8.0,0.0,0.0,0.0
84a8035ffffffff,4.0,0.0,0.0,0.0
84a8037ffffffff,4.0,0.0,0.0,0.0
84a803dffffffff,6.0,0.0,0.0,0.0
84a8043ffffffff,9.0,0.0,0.0,0.0
84a8049ffffffff,35.0,7.0,0.0,0.0
84a804bffffffff,6.0,0.0,0.0,0.0
84a804dffffffff,121.0,7.0,0.0,0.0
84a8055ffffffff,12.0,0.0,0.0,0.0
84a8057ffffffff,20.0,2.0,0.0,0.0
84a805dffffffff,26.0,0.0,0.0,0.0
84a8061ffffffff,79.0,3.0,0.0,0.0
84a8063ffffffff,20.0,0.0,0.0,0.0
84a8065ffffffff,14.0,2.0,0.0,0.0
84a8067ffffffff,423.0,26.0,0.0,0.0
84a8069ffffffff,37.0,0.0,0.0,0.0
84a806bffffffff,3.0,0.0,0.0,0.0
84a806dffffffff,15.0,0.0,0.0,0.0
84a808dffffffff,11.0,0.0,0.0,0.0
84a80a1ffffffff,4.0,0.0,0.0,0.0
84a80a5ffffffff,3.0,0.0,0.0,0.0
84a80c3ffffffff,6.0,0.0,0.0,0.0
84a80c9ffffffff,4.0,0.0,0.0,0.0
84a80cdffffffff,2.0,0.0,0.0,0.0
84a80d5ffffffff,2.0,0.0,0.0,0.0
84a80d9ffffffff,4.0,0.0,0.0,0.0
84a80ddffffffff,2.0,0.0,0.0,0.0
84a80e1ffffffff,1.0,0.0,0.0,0.0
84a80e3ffffffff,8.0,0.0,0.0,0.0
84a80edffffffff,5.0,0.0,0.0,0.0
84a8101ffffffff,4059.0,60.0,0.0,0.0
84a8103ffffffff,553.0,20.0,0.0,0.0
84a8105ffffffff,1610.0,15.0,0.0,0.0
84a8107ffffffff,1107.0,22.0,0.0,0.0
84a8109ffffffff,470.0,15.0,0.0,0.0
84a810bffffffff,223.0,7.0,0.0,0.0
84a810dffffffff,1392.0,3.0,0.0,0.0
84a8111ffffffff,13.0,0.0,0.0,0.0
84a8113ffffffff,129.0,12.0,0.0,0.0
84a8115ffffffff,435.0,72.0,0.0,0.0
84a8117ffffffff,101.0,0.0,0.0,0.0
84a8119ffffffff,50.0,3.0,0.0,0.0
84a811bffffffff,12.0,0.0,0.0,0.0
84a811dffffffff,77.0,0.0,0.0,0.0
84a8121ffffffff,87.0,18.0,0.0,0.0
84a8123ffffffff,380.0,27.0,0.0,0.0
84a8125ffffffff,159.0,26.0,0.0,0.0
84a8127ffffffff,628.0,58.0,0.0,0.0
84a8129ffffffff,240.0,19.0,0.0,0.0
84a812bffffffff,586.0,2.0,0.0,0.0
84a812dffffffff,286.0,18.0,0.0,0.0
84a8131ffffffff,405.0,26.0,0.0,0.0
84a8133ffffffff,19.0,2.0,0.0,0.0
84a8135ffffffff,8.0,2.0,0.0,0.0
84a8137ffffffff,12.0,0.0,0.0,0.0
84a8139ffffffff,1567.0,201.0,0.0,0.0
84a813bffffffff,296.0,12.0,0.0,0.0
84a813dffffffff,79.0,4.0,0.0,0.0
84a8143ffffffff,867.0,45.0,0.0,0.0
84a8151ffffffff,31.0,0.0,0.0,0.0
84a8153ffffffff,219.0,4.0,0.0,0.0
84a8155ffffffff,485.0,44.0,0.0,0.0
84a8157ffffffff,303.0,10.0,0.0,0.0
84a8159ffffffff,12.0,3.0,0.0,0.0
84a815bffffffff,442.0,67.0,0.0,0.0
84a815dffffffff,21.0,0.0,0.0,0.0
84a8163ffffffff,112.0,0.0,0.0,0.0
84a8167ffffffff,104.0,8.0,0.0,0.0
84a8181ffffffff,2.0,0.0,0.0,0.0
84a8185ffffffff,82.0,0.0,0.0,0.0
84a8187ffffffff,47.0,0.0,0.0,0.0
84a8189ffffffff,2.0,0.0,0.0,0.0
84a818bffffffff,3.0,0.0,0.0,0.0
84a818dffffffff,100.0,2.0,0.0,0.0
84a8191ffffffff,7.0,0.0,0.0,0.0
84a8193ffffffff,2.0,0.0,0.0,0.0
84a8195ffffffff,100.0,20.0,0.0,0.0
84a8197ffffffff,2.0,0.0,0.0,0.0
84a8199ffffffff,6.0,0.0,0.0,0.0
84a81a1ffffffff,23.0,0.0,0.0,0.0
84a81a5ffffffff,7.0,0.0,0.0,0.0
84a81a7ffffffff,5.0,0.0,0.0,0.0
84a81a9ffffffff,28.0,0.0,0.0,0.0
84a81abffffffff,17.0,0.0,0.0,0.0
84a81adffffffff,11.0,0.0,0.0,0.0
84a81b1ffffffff,19.0,1.0,0.0,0.0
84a81b3ffffffff,6.0,0.0,0.0,0.0
84a81b9ffffffff,4.0,0.0,0.0,0.0
84a81bbffffffff,22.0,0.0,0.0,0.0
84a81bdffffffff,13.0,0.0,0.0,0.0
84a81c3ffffffff,75.0,1.0,0.0,0.0
84a81c5ffffffff,4.0,0.0,0.0,0.0
84a81c7ffffffff,33.0,3.0,0.0,0.0
84a81c9ffffffff,3.0,0.0,0.0,0.0
84a81cdffffffff,493.0,0.0,0.0,0.0
84a81d1ffffffff,13.0,0.0,0.0,0.0
84a81d3ffffffff,2.0,0.0,0.0,0.0
84a81d5ffffffff,2.0,0.0,0.0,0.0
84a81d9ffffffff,35.0,2.0,0.0,0.0
84a81ddffffffff,4.0,0.0,0.0,0.0
84a81e1ffffffff,305.0,0.0,0.0,0.0
84a81e3ffffffff,55.0,2.0,0.0,0.0
84a81e5ffffffff,6.0,0.0,0.0,0.0
84a81e7ffffffff,34.0,0.0,0.0,0.0
84a81e9ffffffff,627.0,0.0,0.0,0.0
84a81ebffffffff,106.0,1.0,0.0,0.0
84a81edffffffff,2860.0,17.0,0.0,0.0
84a8203ffffffff,16.0,0.0,0.0,0.0
84a8207ffffffff,2.0,0.0,0.0,0.0
84a8209ffffffff,2.0,0.0,0.0,0.0
84a8211ffffffff,6.0,0.0,0.0,0.0
84a8213ffffffff,8.0,0.0,0.0,0.0
84a8215ffffffff,12.0,0.0,0.0,0.0
84a8217ffffffff,4.0,0.0,0.0,0.0
84a8219ffffffff,8.0,0.0,0.0,0.0
84a821bffffffff,3.0,0.0,0.0,0.0
84a8221ffffffff,5.0,0.0,0.0,0.0
84a8223ffffffff,2.0,0.0,0.0,0.0
84a8225ffffffff,7.0,2.0,0.0,0.0
84a8227ffffffff,4.0,2.0,0.0,0.0
84a8229ffffffff,3.0,0.0,0.0,0.0
84a822bffffffff,22.0,0.0,0.0,0.0
84a822dffffffff,1.0,0.0,0.0,0.0
84a8231ffffffff,2.0,0.0,0.0,0.0
84a8235ffffffff,11.0,0.0,0.0,0.0
84a8237ffffffff,4.0,2.0,0.0,0.0
84a823bffffffff,2.0,0.0,0.0,0.0
84a8241ffffffff,49.0,20.0,0.0,0.0
84a8245ffffffff,32.0,11.0,0.0,0.0
84a8247ffffffff,14.0,11.0,0.0,0.0
84a8249ffffffff,1.0,0.0,0.0,0.0
84a824bffffffff,5.0,0.0,0.0,0.0
84a8251ffffffff,6.0,0.0,0.0,0.0
84a8253ffffffff,2.0,0.0,0.0,0.0
84a8257ffffffff,10.0,1.0,0.0,0.0
84a8259ffffffff,4.0,0.0,0.0,0.0
84a8261ffffffff,31.0,6.0,0.0,0.0
84a8263ffffffff,3.0,0.0,0.0,0.0
84a8265ffffffff,7.0,0.0,0.0,0.0
84a8267ffffffff,7.0,0.0,0.0,0.0
84a826bffffffff,3.0,0.0,0.0,0.0
84a826dffffffff,47.0,0.0,0.0,0.0
84a8287ffffffff,6.0,0.0,0.0,0.0
84a8291ffffffff,1.0,0.0,0.0,0.0
84a82a3ffffffff,3.0,0.0,0.0,0.0
84a82a5ffffffff,2.0,0.0,0.0,0.0
84a82a7ffffffff,7.0,0.0,0.0,0.0
84a82abffffffff,2.0,0.0,0.0,0.0
84a82bdffffffff,13.0,0.0,0.0,0.0
84a82c3ffffffff,2.0,0.0,0.0,0.0
84a82c5ffffffff,4.0,0.0,0.0,0.0
84a82c9ffffffff,12.0,0.0,0.0,0.0
84a82cdffffffff,1.0,0.0,0.0,0.0
84a82d9ffffffff,2.0,0.0,0.0,0.0
84a82ddffffffff,3.0,0.0,0.0,0.0
84a82e1ffffffff,12.0,0.0,0.0,0.0
84a82e3ffffffff,2.0,0.0,0.0,0.0
84a82e7ffffffff,6.0,0.0,0.0,0.0
84a82edffffffff,5.0,0.0,0.0,0.0
84a8311ffffffff,133.0,4.0,0.0,0.0
84a8313ffffffff,156.0,8.0,0.0,0.0
84a8315ffffffff,27.0,0.0,0.0,0.0
84a8317ffffffff,83.0,2.0,0.0,0.0
84a8319ffffffff,44.0,13.0,0.0,0.0
84a831bffffffff,138.0,1.0,0.0,0.0
84a831dffffffff,98.0,5.0,0.0,0.0
84a8331ffffffff,2.0,0.0,0.0,0.0
84a8333ffffffff,98.0,14.0,0.0,0.0
84a8337ffffffff,93.0,4.0,0.0,0.0
84a833bffffffff,74.0,12.0,0.0,0.0
84a834bffffffff,18.0,0.0,0.0,0.0
84a8351ffffffff,31.0,5.0,0.0,0.0
84a8353ffffffff,249.0,36.0,0.0,0.0
84a8357ffffffff,140.0,12.0,0.0,0.0
84a8359ffffffff,49.0,4.0,0.0,0.0
84a835bffffffff,81.0,3.0,0.0,0.0
84a835dffffffff,68.0,2.0,0.0,0.0
84a8411ffffffff,2.0,0.0,0.0,0.0
84a8591ffffffff,17.0,0.0,0.0,0.0
84a8599ffffffff,12.0,0.0,0.0,0.0
84a85b7ffffffff,2.0,0.0,0.0,0.0
84a85d3ffffffff,31.0,0.0,0.0,0.0
84a862dffffffff,3.0,0.0,0.0,0.0
84a8805ffffffff,90.0,9.0,0.0,0.0
84a8807ffffffff,24.0,0.0,0.0,0.0
84a8809ffffffff,1.0,0.0,0.0,0.0
84a880bffffffff,2.0,0.0,0.0,0.0
84a880dffffffff,5.0,0.0,0.0,0.0
84a8811ffffffff,336.0,16.0,0.0,0.0
84a8813ffffffff,28.0,0.0,0.0,0.0
84a8817ffffffff,9.0,0.0,0.0,0.0
84a8819ffffffff,23.0,0.0,0.0,0.0
84a881bffffffff,162.0,5.0,0.0,0.0
84a881dffffffff,1.0,0.0,0.0,0.0
84a8821ffffffff,5.0,2.0,0.0,0.0
84a8825ffffffff,1.0,1.0,0.0,0.0
84a882bffffffff,7.0,0.0,0.0,0.0
84a882dffffffff,97.0,22.0,0.0,0.0
84a8831ffffffff,2.0,0.0,0.0,0.0
84a8839ffffffff,3.0,0.0,0.0,0.0
84a883bffffffff,14.0,0.0,0.0,0.0
84a883dffffffff,3.0,0.0,0.0,0.0
84a8843ffffffff,1.0,0.0,0.0,0.0
84a8845ffffffff,1.0,0.0,0.0,0.0
84a8847ffffffff,2.0,0.0,0.0,0.0
84a8849ffffffff,290.0,30.0,0.0,0.0
84a884bffffffff,15.0,4.0,0.0,0.0
84a884dffffffff,12.0,0.0,0.0,0.0
84a8851ffffffff,1.0,0.0,0.0,0.0
84a8853ffffffff,6.0,0.0,0.0,0.0
84a8857ffffffff,30.0,0.0,0.0,0.0
84a885bffffffff,8.0,0.0,0.0,0.0
84a8863ffffffff,72.0,0.0,0.0,0.0
84a8865ffffffff,2.0,0.0,0.0,0.0
84a8867ffffffff,7.0,2.0,0.0,0.0
84a886bffffffff,4.0,0.0,0.0,0.0
84a8889ffffffff,4.0,0.0,0.0,0.0
84a888dffffffff,1.0,0.0,0.0,0.0
84a88a1ffffffff,2.0,0.0,0.0,0.0
84a88a9ffffffff,20.0,0.0,0.0,0.0
84a88b1ffffffff,3.0,0.0,0.0,0.0
84a88bbffffffff,10.0,1.0,0.0,0.0
84a88bdffffffff,3.0,0.0,0.0,0.0
84a88c1ffffffff,7.0,0.0,0.0,0.0
84a88c3ffffffff,10.0,0.0,0.0,0.0
84a88c5ffffffff,22.0,0.0,0.0,0.0
84a88c7ffffffff,2.0,0.0,0.0,0.0
84a88c9ffffffff,2.0,0.0,0.0,0.0
84a88cbffffffff,2.0,0.0,0.0,0.0
84a88cdffffffff,94.0,3.0,0.0,0.0
84a88d5ffffffff,7.0,0.0,0.0,0.0
84a88ddffffffff,222.0,10.0,0.0,0.0
84a88e3ffffffff,5.0,0.0,0.0,0.0
84a88e7ffffffff,2.0,0.0,0.0,0.0
84a88e9ffffffff,76.0,14.0,0.0,0.0
84a88ebffffffff,73.0,8.0,0.0,0.0
84a8911ffffffff,8.0,0.0,0.0,0.0
84a8915ffffffff,5.0,0.0,0.0,0.0
84a8917ffffffff,39.0,7.0,0.0,0.0
84a8919ffffffff,85.0,22.0,0.0,0.0
84a891bffffffff,2.0,0.0,0.0,0.0
84a891dffffffff,12.0,7.0,0.0,0.0
84a8951ffffffff,21.0,5.0,0.0,0.0
84a8953ffffffff,18.0,5.0,0.0,0.0
84a8957ffffffff,46.0,6.0,0.0,0.0
84a895bffffffff,16.0,0.0,0.0,0.0
84a89c5ffffffff,1.0,0.0,0.0,0.0
84a89ddffffffff,1.0,0.0,0.0,0.0
84a89e5ffffffff,1.0,0.0,0.0,0.0
84a89edffffffff,7.0,0.0,0.0,0.0
84a8a03ffffffff,322.0,0.0,0.0,0.0
84a8a07ffffffff,953.0,16.0,0.0,0.0
84a8a11ffffffff,63.0,2.0,0.0,0.0
84a8a13ffffffff,1240.0,92.0,0.0,0.0
84a8a15ffffffff,99.0,1.0,0.0,0.0
84a8a17ffffffff,157.0,2.0,0.0,0.0
84a8a19ffffffff,595.0,42.0,0.0,0.0
84a8a1bffffffff,52.0,3.0,0.0,0.0
84a8a1dffffffff,92.0,6.0,0.0,0.0
84a8a21ffffffff,211.0,42.0,0.0,0.0
84a8a23ffffffff,492.0,82.0,0.0,0.0
84a8a25ffffffff,61.0,22.0,0.0,0.0
84a8a27ffffffff,117.0,7.0,0.0,0.0
84a8a2bffffffff,391.0,2.0,0.0,0.0
84a8a2dffffffff,9.0,2.0,0.0,0.0
