cell_id,Luscinia megarhynchos,Luscinia megarhynchos megarhynchos/africana,Luscinia megarhynchos golzii
831e0bfffffffff,4.0,0.0,0.0
831e0cfffffffff,278.0,0.0,0.0
831e0efffffffff,239.0,2.0,0.0
831e10fffffffff,4.0,0.0,0.0
831e11fffffffff,26.0,0.0,0.0
831e12fffffffff,124.0,0.0,0.0
831e13fffffffff,155.0,0.0,0.0
831e15fffffffff,10.0,2.0,0.0
831e16fffffffff,2.0,0.0,0.0
831e18fffffffff,17.0,0.0,0.0
831e19fffffffff,41.0,0.0,0.0
831e1afffffffff,2.0,0.0,0.0
831e1bfffffffff,375.0,0.0,0.0
831e1cfffffffff,95.0,0.0,0.0
831e1dfffffffff,156.0,0.0,0.0
831e1efffffffff,23.0,0.0,0.0
831e20fffffffff,31.0,0.0,0.0
831e21fffffffff,7.0,0.0,0.0
831e22fffffffff,115.0,0.0,0.0
831e23fffffffff,31.0,0.0,0.0
831e24fffffffff,24.0,0.0,0.0
831e25fffffffff,9.0,0.0,0.0
831e26fffffffff,26.0,0.0,0.0
831e28fffffffff,1.0,0.0,0.0
831e2afffffffff,3.0,0.0,0.0
831e2bfffffffff,2.0,0.0,0.0
831e2efffffffff,57.0,0.0,0.0
831e30fffffffff,140.0,0.0,0.0
831e31fffffffff,31.0,0.0,0.0
831e32fffffffff,4.0,0.0,0.0
831e33fffffffff,53.0,0.0,0.0
831e34fffffffff,123.0,4.0,0.0
831e35fffffffff,582.0,6.0,0.0
831e36fffffffff,85.0,0.0,0.0
831e58fffffffff,2.0,0.0,0.0
831e5afffffffff,16.0,0.0,0.0
831e5dfffffffff,7.0,0.0,0.0
831e5efffffffff,12.0,0.0,0.0
831e80fffffffff,17.0,0.0,0.0
831e81fffffffff,6.0,0.0,0.0
831e82fffffffff,15.0,0.0,0.0
831e83fffffffff,27.0,0.0,0.0
831e84fffffffff,14.0,0.0,0.0
831e85fffffffff,5.0,0.0,0.0
831e86fffffffff,29.0,0.0,0.0
831e88fffffffff,2.0,0.0,0.0
831e8afffffffff,6.0,0.0,0.0
831e8dfffffffff,7.0,0.0,0.0
831e8efffffffff,6.0,0.0,0.0
831e90fffffffff,2.0,0.0,0.0
831e94fffffffff,7.0,0.0,0.0
831e96fffffffff,4.0,0.0,0.0
831e9afffffffff,10.0,0.0,0.0
831e9bfffffffff,1.0,0.0,0.0
831e9dfffffffff,3.0,0.0,0.0
831ea0fffffffff,85.0,0.0,0.0
831ea1fffffffff,215.0,0.0,0.0
831ea2fffffffff,32.0,0.0,0.0
831ea3fffffffff,3.0,0.0,0.0
831ea4fffffffff,7.0,0.0,0.0
831ea5fffffffff,30.0,0.0,0.0
831ea8fffffffff,135.0,0.0,0.0
831ea9fffffffff,28.0,0.0,0.0
831eabfffffffff,84.0,0.0,0.0
831eacfffffffff,30.0,0.0,0.0
831eadfffffffff,14.0,0.0,0.0
831eaefffffffff,7.0,0.0,0.0
831eb0fffffffff,84.0,0.0,0.0
831eb1fffffffff,11.0,0.0,0.0
831eb2fffffffff,12.0,0.0,0.0
831eb3fffffffff,13.0,0.0,0.0
831eb4fffffffff,12.0,0.0,0.0
831eb5fffffffff,16.0,0.0,0.0
831ec0fffffffff,217.0,23.0,0.0
831ec1fffffffff,195.0,2.0,0.0
831ec2fffffffff,408.0,0.0,0.0
831ec3fffffffff,194.0,4.0,0.0
831ec4fffffffff,302.0,20.0,0.0
831ec5fffffffff,25.0,0.0,0.0
831ec6fffffffff,44.0,0.0,0.0
831ec8fffffffff,37.0,0.0,0.0
831ec9fffffffff,573.0,0.0,0.0
831ecafffffffff,295.0,0.0,0.0
831ecbfffffffff,147.0,0.0,0.0
831eccfffffffff,135.0,7.0,0.0
831ecdfffffffff,129.0,0.0,0.0
831ecefffffffff,425.0,13.0,0.0
831ed0fffffffff,10.0,0.0,0.0
831ed1fffffffff,52.0,0.0,0.0
831ed2fffffffff,9.0,0.0,0.0
831ed3fffffffff,38.0,0.0,0.0
831ed4fffffffff,35.0,0.0,0.0
831ed5fffffffff,112.0,0.0,0.0
831ed6fffffffff,14.0,0.0,0.0
831ed9fffffffff,299.0,0.0,0.0
831edafffffffff,103.0,0.0,0.0
831edbfffffffff,2.0,0.0,0.0
831edcfffffffff,92.0,0.0,0.0
831eddfffffffff,4.0,0.0,0.0
831edefffffffff,66.0,0.0,0.0
831ee0fffffffff,2.0,0.0,0.0
831ee2fffffffff,12.0,0.0,0.0
831ee3fffffffff,23.0,0.0,0.0
831ee6fffffffff,87.0,0.0,0.0
831ee8fffffffff,59.0,4.0,0.0
831ee9fffffffff,104.0,6.0,0.0
831eeafffffffff,28.0,0.0,0.0
831eebfffffffff,122.0,9.0,0.0
831eecfffffffff,6.0,0.0,0.0
831eedfffffffff,24.0,0.0,0.0
831eeefffffffff,41.0,0.0,0.0
831ef0fffffffff,11.0,0.0,0.0
831ef1fffffffff,46.0,0.0,0.0
831ef2fffffffff,16.0,0.0,0.0
831ef3fffffffff,14.0,0.0,0.0
831ef4fffffffff,4.0,0.0,0.0
831ef5fffffffff,75.0,0.0,0.0
831ef6fffffffff,34.0,0.0,0.0
831f00fffffffff,2.0,0.0,0.0
831f02fffffffff,12.0,0.0,0.0
831f03fffffffff,12.0,0.0,0.0
831f06fffffffff,2.0,0.0,0.0
831f0afffffffff,3.0,0.0,0.0
831f0bfffffffff,4.0,0.0,0.0
831f0efffffffff,6.0,1.0,0.0
831f10fffffffff,3.0,0.0,0.0
831f11fffffffff,5.0,0.0,0.0
831f12fffffffff,31.0,0.0,0.0
831f13fffffffff,129.0,0.0,0.0
831f14fffffffff,4.0,0.0,0.0
831f16fffffffff,1.0,0.0,0.0
831f18fffffffff,103.0,0.0,0.0
831f19fffffffff,79.0,4.0,0.0
831f1afffffffff,156.0,1.0,0.0
831f1bfffffffff,56.0,18.0,0.0
831f1cfffffffff,54.0,0.0,0.0
831f1dfffffffff,161.0,2.0,0.0
831f1efffffffff,12.0,0.0,0.0
831f33fffffffff,5.0,0.0,0.0
831f50fffffffff,2.0,0.0,0.0
831f52fffffffff,7.0,0.0,0.0
831f53fffffffff,20.0,0.0,0.0
831f5afffffffff,1.0,0.0,0.0
831f80fffffffff,80.0,0.0,0.0
831f81fffffffff,34.0,0.0,0.0
831f82fffffffff,84.0,1.0,0.0
831f83fffffffff,124.0,0.0,0.0
831f84fffffffff,16.0,0.0,0.0
831f85fffffffff,17.0,0.0,0.0
831f86fffffffff,2.0,0.0,0.0
831f88fffffffff,24.0,0.0,0.0
831f89fffffffff,2.0,0.0,0.0
831f8afffffffff,2.0,0.0,0.0
831f8bfffffffff,6.0,0.0,0.0
831f8cfffffffff,17.0,0.0,0.0
831f8dfffffffff,15.0,0.0,0.0
831f8efffffffff,25.0,0.0,0.0
831f90fffffffff,4.0,0.0,0.0
831f91fffffffff,71.0,18.0,0.0
831f92fffffffff,3.0,0.0,0.0
831f93fffffffff,64.0,3.0,0.0
831f95fffffffff,23.0,0.0,0.0
831f98fffffffff,66.0,0.0,0.0
831f99fffffffff,21.0,0.0,0.0
831f9afffffffff,53.0,0.0,0.0
831f9bfffffffff,48.0,0.0,0.0
831f9cfffffffff,56.0,4.0,0.0
831f9dfffffffff,45.0,0.0,0.0
831f9efffffffff,6.0,2.0,0.0
831fa0fffffffff,1.0,0.0,0.0
831fa1fffffffff,37.0,0.0,0.0
831fa3fffffffff,38.0,0.0,0.0
831fa4fffffffff,31.0,0.0,0.0
831fa5fffffffff,21.0,0.0,0.0
831fa6fffffffff,4.0,0.0,0.0
831fa8fffffffff,109.0,0.0,0.0
831fa9fffffffff,89.0,0.0,0.0
831faafffffffff,110.0,0.0,0.0
831fabfffffffff,22.0,0.0,0.0
831facfffffffff,123.0,0.0,0.0
831fadfffffffff,45.0,0.0,0.0
831faefffffffff,343.0,0.0,0.0
831fb0fffffffff,83.0,0.0,0.0
831fb1fffffffff,4.0,0.0,0.0
831fb2fffffffff,28.0,0.0,0.0
831fb3fffffffff,1.0,0.0,0.0
831fb4fffffffff,47.0,0.0,0.0
831fb5fffffffff,11.0,0.0,0.0
831fb6fffffffff,66.0,0.0,0.0
83200afffffffff,66.0,0.0,27.0
83200efffffffff,14.0,0.0,7.0
832010fffffffff,19.0,0.0,5.0
832012fffffffff,11.0,0.0,11.0
832013fffffffff,11.0,0.0,7.0
832016fffffffff,3.0,0.0,3.0
832018fffffffff,7.0,0.0,0.0
832019fffffffff,18.0,0.0,9.0
83201afffffffff,16.0,0.0,0.0
83201bfffffffff,6.0,0.0,2.0
83201dfffffffff,14.0,0.0,5.0
83204afffffffff,36.0,0.0,2.0
83204bfffffffff,12.0,0.0,0.0
83205afffffffff,2.0,0.0,0.0
83205bfffffffff,29.0,0.0,1.0
83205cfffffffff,1.0,0.0,0.0
832080fffffffff,10.0,0.0,0.0
832082fffffffff,3.0,0.0,0.0
832083fffffffff,6.0,0.0,0.0
832084fffffffff,9.0,0.0,0.0
832085fffffffff,1.0,0.0,0.0
8320a0fffffffff,3.0,0.0,1.0
8320a1fffffffff,8.0,0.0,8.0
8320a2fffffffff,1.0,0.0,0.0
8320a5fffffffff,5.0,0.0,0.0
8320a6fffffffff,23.0,0.0,9.0
8320a8fffffffff,3.0,0.0,0.0
8320a9fffffffff,4.0,0.0,0.0
8320adfffffffff,2.0,0.0,0.0
8320b1fffffffff,1.0,0.0,0.0
8320b3fffffffff,1.0,0.0,0.0
8320e0fffffffff,67.0,0.0,20.0
8320e1fffffffff,14.0,0.0,10.0
8320e2fffffffff,8.0,0.0,2.0
8320e3fffffffff,46.0,0.0,16.0
8320e4fffffffff,10.0,0.0,5.0
8320e5fffffffff,1.0,0.0,0.0
8320e6fffffffff,21.0,0.0,9.0
8320e9fffffffff,20.0,0.0,3.0
8320eefffffffff,4.0,0.0,0.0
8320f4fffffffff,3.0,0.0,0.0
8320f5fffffffff,4.0,0.0,0.0
832150fffffffff,2.0,0.0,0.0
832152fffffffff,6.0,0.0,2.0
832153fffffffff,4.0,0.0,0.0
832182fffffffff,3.0,0.0,0.0
832198fffffffff,7.0,0.0,0.0
83219cfffffffff,15.0,0.0,0.0
83219efffffffff,2.0,0.0,0.0
8321a2fffffffff,2.0,0.0,2.0
8325a4fffffffff,29.0,0.0,1.0
8325aefffffffff,5.0,0.0,0.0
8325b0fffffffff,5.0,0.0,0.0
8325b1fffffffff,5.0,0.0,0.0
8325b4fffffffff,17.0,0.0,0.0
832c00fffffffff,16.0,0.0,0.0
832c03fffffffff,1.0,0.0,0.0
832c04fffffffff,206.0,0.0,0.0
832c05fffffffff,6.0,0.0,0.0
832c06fffffffff,2.0,0.0,0.0
832c09fffffffff,12.0,0.0,0.0
832c0bfffffffff,17.0,0.0,0.0
832c0cfffffffff,48.0,0.0,0.0
832c11fffffffff,4.0,0.0,0.0
832c12fffffffff,3.0,0.0,0.0
832c13fffffffff,7.0,0.0,0.0
832c15fffffffff,6.0,0.0,0.0
832c19fffffffff,54.0,0.0,0.0
832c1cfffffffff,2.0,0.0,0.0
832c1dfffffffff,14.0,0.0,0.0
832c20fffffffff,10.0,0.0,0.0
832c21fffffffff,25.0,0.0,0.0
832c22fffffffff,6.0,0.0,0.0
832c23fffffffff,3.0,0.0,0.0
832c26fffffffff,10.0,0.0,0.0
832c28fffffffff,8.0,0.0,0.0
832c2afffffffff,147.0,0.0,0.0
832c2bfffffffff,10.0,0.0,0.0
832c2efffffffff,9.0,0.0,0.0
832c31fffffffff,7.0,0.0,0.0
832c32fffffffff,6.0,0.0,0.0
832c33fffffffff,3.0,0.0,0.0
832c35fffffffff,2.0,0.0,0.0
832c36fffffffff,1.0,0.0,0.0
832c72fffffffff,12.0,0.0,0.0
832c76fffffffff,7.0,0.0,0.0
832c83fffffffff,6.0,0.0,0.0
832c90fffffffff,33.0,3.0,2.0
832c91fffffffff,4.0,0.0,2.0
832c93fffffffff,120.0,3.0,15.0
832c9bfffffffff,2.0,0.0,0.0
832ca4fffffffff,1.0,0.0,0.0
832cabfffffffff,4.0,0.0,0.0
832cacfffffffff,9.0,0.0,0.0
832cc0fffffffff,10.0,0.0,0.0
832cc1fffffffff,7.0,0.0,0.0
832cc2fffffffff,30.0,0.0,0.0
832cc3fffffffff,16.0,0.0,0.0
832cc6fffffffff,24.0,0.0,0.0
832ccbfffffffff,17.0,0.0,0.0
832ccefffffffff,21.0,0.0,0.0
832cd5fffffffff,59.0,0.0,0.0
832cd9fffffffff,2.0,0.0,0.0
832cddfffffffff,10.0,0.0,0.0
832ce4fffffffff,10.0,0.0,0.0
832ce5fffffffff,2.0,0.0,0.0
832cf0fffffffff,12.0,0.0,0.0
832cf1fffffffff,20.0,0.0,0.0
832cf2fffffffff,2.0,0.0,0.0
832cf3fffffffff,178.0,0.0,0.0
832cf5fffffffff,19.0,0.0,0.0
832cf6fffffffff,3.0,0.0,0.0
832d00fffffffff,28.0,0.0,0.0
832d01fffffffff,32.0,0.0,0.0
832d02fffffffff,88.0,0.0,0.0
832d03fffffffff,135.0,0.0,0.0
832d04fffffffff,17.0,0.0,0.0
832d06fffffffff,62.0,0.0,0.0
832d10fffffffff,73.0,0.0,0.0
832d11fffffffff,9.0,0.0,0.0
832d12fffffffff,145.0,0.0,0.0
832d13fffffffff,14.0,0.0,0.0
832d14fffffffff,10.0,0.0,0.0
832d15fffffffff,21.0,0.0,0.0
832d16fffffffff,15.0,0.0,0.0
832d18fffffffff,18.0,0.0,0.0
832d19fffffffff,19.0,0.0,0.0
832d1afffffffff,11.0,0.0,0.0
832d1bfffffffff,55.0,0.0,0.0
832d1cfffffffff,39.0,0.0,0.0
832d1dfffffffff,23.0,0.0,0.0
832d1efffffffff,4.0,0.0,0.0
832d22fffffffff,50.0,0.0,0.0
832d28fffffffff,1.0,0.0,0.0
832d2dfffffffff,1.0,0.0,0.0
832d30fffffffff,37.0,0.0,0.0
832d31fffffffff,67.0,0.0,0.0
832d32fffffffff,34.0,0.0,0.0
832d33fffffffff,336.0,0.0,0.0
832d34fffffffff,20.0,0.0,0.0
832d35fffffffff,54.0,0.0,0.0
832d36fffffffff,22.0,0.0,0.0
832d5cfffffffff,5.0,0.0,0.0
832d72fffffffff,1.0,0.0,0.0
832d76fffffffff,2.0,0.0,0.0
832d84fffffffff,4.0,0.0,0.0
832da0fffffffff,4.0,0.0,0.0
832da1fffffffff,74.0,0.0,0.0
832da2fffffffff,12.0,0.0,0.0
832da4fffffffff,2.0,0.0,0.0
832da5fffffffff,19.0,1.0,0.0
832da6fffffffff,22.0,5.0,0.0
832da8fffffffff,18.0,0.0,0.0
832da9fffffffff,8.0,0.0,0.0
832dabfffffffff,2.0,0.0,0.0
832dacfffffffff,16.0,0.0,0.0
832dadfffffffff,5.0,0.0,0.0
832daefffffffff,1.0,0.0,0.0
832db0fffffffff,474.0,3.0,0.0
832db1fffffffff,50.0,0.0,0.0
832db2fffffffff,250.0,3.0,0.0
832db6fffffffff,73.0,0.0,0.0
833469fffffffff,3.0,0.0,0.0
833816fffffffff,40.0,0.0,0.0
833820fffffffff,1.0,0.0,0.0
833824fffffffff,137.0,0.0,0.0
833825fffffffff,167.0,0.0,0.0
833826fffffffff,14.0,0.0,0.0
833832fffffffff,1.0,0.0,0.0
833835fffffffff,2.0,0.0,0.0
833836fffffffff,37.0,0.0,0.0
83384afffffffff,5.0,0.0,0.0
83384dfffffffff,2.0,0.0,0.0
83384efffffffff,4.0,0.0,0.0
83385cfffffffff,1.0,0.0,0.0
833862fffffffff,16.0,0.0,0.0
833863fffffffff,1.0,0.0,0.0
833868fffffffff,7.0,0.0,0.0
833869fffffffff,2.0,0.0,0.0
83386afffffffff,3.0,0.0,0.0
83386efffffffff,2.0,0.0,0.0
833874fffffffff,1.0,0.0,0.0
833875fffffffff,6.0,0.0,0.0
833900fffffffff,1271.0,0.0,0.0
833901fffffffff,1939.0,0.0,0.0
833902fffffffff,599.0,0.0,0.0
833903fffffffff,618.0,0.0,0.0
833904fffffffff,1169.0,0.0,0.0
833905fffffffff,1299.0,0.0,0.0
833906fffffffff,1177.0,0.0,0.0
833908fffffffff,442.0,0.0,0.0
833909fffffffff,24.0,0.0,0.0
83390afffffffff,179.0,0.0,0.0
83390bfffffffff,91.0,0.0,0.0
83390cfffffffff,1958.0,0.0,0.0
83390dfffffffff,135.0,0.0,0.0
83390efffffffff,240.0,0.0,0.0
833910fffffffff,499.0,0.0,0.0
833911fffffffff,976.0,0.0,0.0
833915fffffffff,1236.0,0.0,0.0
833918fffffffff,1015.0,0.0,0.0
833919fffffffff,729.0,1.0,0.0
83391afffffffff,1194.0,0.0,0.0
83391cfffffffff,773.0,0.0,0.0
83391dfffffffff,86.0,0.0,0.0
83391efffffffff,967.0,0.0,0.0
833920fffffffff,52.0,0.0,0.0
833921fffffffff,137.0,0.0,0.0
833922fffffffff,427.0,0.0,0.0
833923fffffffff,1526.0,0.0,0.0
833925fffffffff,2.0,0.0,0.0
833928fffffffff,368.0,0.0,0.0
833929fffffffff,1271.0,0.0,0.0
83392afffffffff,1148.0,0.0,0.0
83392bfffffffff,1171.0,0.0,0.0
83392cfffffffff,323.0,0.0,0.0
83392dfffffffff,81.0,0.0,0.0
83392efffffffff,1311.0,0.0,0.0
833931fffffffff,160.0,0.0,0.0
833933fffffffff,991.0,0.0,0.0
833942fffffffff,69.0,0.0,0.0
833943fffffffff,331.0,0.0,0.0
833944fffffffff,1523.0,0.0,0.0
833945fffffffff,513.0,0.0,0.0
833946fffffffff,86.0,0.0,0.0
833949fffffffff,4.0,0.0,0.0
833950fffffffff,33.0,0.0,0.0
833951fffffffff,2.0,0.0,0.0
833954fffffffff,243.0,0.0,0.0
833956fffffffff,447.0,0.0,0.0
83395afffffffff,1.0,0.0,0.0
83395cfffffffff,247.0,0.0,0.0
83395dfffffffff,6.0,0.0,0.0
833960fffffffff,46.0,0.0,0.0
833961fffffffff,66.0,0.0,0.0
833962fffffffff,232.0,0.0,0.0
833963fffffffff,116.0,1.0,0.0
833964fffffffff,17.0,2.0,0.0
833965fffffffff,9.0,1.0,0.0
833966fffffffff,12.0,0.0,0.0
833968fffffffff,186.0,0.0,0.0
833969fffffffff,47.0,0.0,0.0
83396cfffffffff,570.0,0.0,0.0
83396dfffffffff,93.0,0.0,0.0
83396efffffffff,56.0,0.0,0.0
833970fffffffff,410.0,0.0,0.0
833971fffffffff,1253.0,0.0,0.0
833972fffffffff,169.0,0.0,0.0
833973fffffffff,124.0,0.0,0.0
833974fffffffff,1343.0,0.0,0.0
833975fffffffff,871.0,0.0,0.0
833976fffffffff,504.0,0.0,0.0
833980fffffffff,5.0,0.0,0.0
833981fffffffff,4.0,0.0,0.0
833982fffffffff,1.0,0.0,0.0
833983fffffffff,110.0,0.0,0.0
833985fffffffff,2.0,0.0,0.0
833988fffffffff,113.0,0.0,0.0
833989fffffffff,28.0,0.0,0.0
83398afffffffff,12.0,0.0,0.0
83398bfffffffff,4.0,0.0,0.0
83398cfffffffff,3.0,0.0,0.0
83398dfffffffff,5.0,0.0,0.0
83398efffffffff,98.0,0.0,0.0
833991fffffffff,39.0,0.0,0.0
833993fffffffff,6.0,0.0,0.0
833998fffffffff,3.0,0.0,0.0
83399cfffffffff,9.0,0.0,0.0
83399dfffffffff,5.0,0.0,0.0
83399efffffffff,1.0,0.0,0.0
8339a8fffffffff,14.0,0.0,0.0
8339a9fffffffff,11.0,0.0,0.0
8339aafffffffff,6.0,0.0,0.0
8339abfffffffff,130.0,0.0,0.0
833e41fffffffff,2.0,0.0,0.0
833e45fffffffff,90.0,0.0,0.0
833e62fffffffff,2.0,0.0,0.0
833e68fffffffff,452.0,6.0,0.0
833e6cfffffffff,240.0,3.0,0.0
833e70fffffffff,1.0,0.0,0.0
833f24fffffffff,2.0,0.0,0.0
833f28fffffffff,2.0,0.0,0.0
833f29fffffffff,6.0,0.0,0.0
833f2bfffffffff,4.0,0.0,0.0
833f2cfffffffff,2.0,0.0,0.0
833f2dfffffffff,55.0,0.0,0.0
833f30fffffffff,28.0,0.0,0.0
833f35fffffffff,2.0,0.0,0.0
833f36fffffffff,4.0,0.0,0.0
833f44fffffffff,20.0,0.0,0.0
833f45fffffffff,5.0,0.0,0.0
833f4dfffffffff,46.0,8.0,0.0
833f60fffffffff,56.0,0.0,0.0
833f61fffffffff,130.0,0.0,0.0
833f62fffffffff,3.0,0.0,0.0
833f63fffffffff,47.0,0.0,0.0
833f64fffffffff,72.0,0.0,0.0
833f65fffffffff,22.0,0.0,0.0
833f66fffffffff,6.0,0.0,0.0
833f68fffffffff,55.0,0.0,0.0
833f69fffffffff,6.0,0.0,0.0
833f6afffffffff,2.0,0.0,0.0
833f6cfffffffff,21.0,0.0,0.0
833f6dfffffffff,27.0,0.0,0.0
833f6efffffffff,24.0,0.0,0.0
833f72fffffffff,1.0,0.0,0.0
833f73fffffffff,3.0,0.0,0.0
833f74fffffffff,3.0,0.0,0.0
833f75fffffffff,17.0,0.0,0.0
833f76fffffffff,167.0,0.0,0.0
834221fffffffff,2.0,0.0,0.0
834225fffffffff,6.0,0.0,0.0
83430afffffffff,3.0,0.0,0.0
83431efffffffff,1.0,0.0,0.0
834324fffffffff,3.0,0.0,0.0
834325fffffffff,8.0,0.0,0.0
83432cfffffffff,3.0,0.0,0.0
83432efffffffff,4.0,0.0,0.0
834331fffffffff,2.0,0.0,0.0
834335fffffffff,2.0,0.0,0.0
834360fffffffff,68.0,0.0,0.0
834364fffffffff,11.0,0.0,0.0
834365fffffffff,7.0,0.0,0.0
834370fffffffff,8.0,0.0,0.0
834381fffffffff,2.0,0.0,0.0
8343a0fffffffff,89.0,0.0,0.0
8343a1fffffffff,5.0,0.0,0.0
8343a3fffffffff,3.0,0.0,0.0
8343a4fffffffff,1.0,0.0,0.0
8343a6fffffffff,2.0,0.0,0.0
8343acfffffffff,21.0,0.0,0.0
8343aefffffffff,63.0,0.0,0.0
835202fffffffff,7.0,0.0,0.0
835206fffffffff,1.0,0.0,0.0
835230fffffffff,2.0,0.0,0.0
835298fffffffff,3.0,0.0,0.0
835345fffffffff,3.0,0.0,0.0
83534cfffffffff,2.0,0.0,0.0
83534dfffffffff,53.0,0.0,0.0
835363fffffffff,4.0,0.0,0.0
835364fffffffff,4.0,1.0,0.0
835368fffffffff,2.0,0.0,0.0
83536afffffffff,11.0,0.0,3.0
83536bfffffffff,4.0,0.0,1.0
83536efffffffff,1.0,0.0,0.0
8353b4fffffffff,1.0,0.0,0.0
835408fffffffff,6.0,0.0,0.0
835440fffffffff,4.0,0.0,0.0
8354a9fffffffff,23.0,2.0,0.0
8354adfffffffff,3.0,0.0,0.0
8354e4fffffffff,3.0,0.0,0.0
835512fffffffff,4.0,0.0,0.0
835530fffffffff,1.0,0.0,0.0
835534fffffffff,5.0,0.0,0.0
8355aafffffffff,2.0,0.0,0.0
835894fffffffff,2.0,0.0,0.0
8358e2fffffffff,6.0,0.0,0.0
835982fffffffff,2.0,0.0,0.0
83599efffffffff,1.0,0.0,0.0
836332fffffffff,10.0,0.0,0.0
836a69fffffffff,4.0,0.0,0.0
836ae1fffffffff,2.0,0.0,0.0
836aebfffffffff,1.0,0.0,0.0
836b30fffffffff,1.0,0.0,0.0
83750dfffffffff,1.0,0.0,0.0
837513fffffffff,1.0,0.0,0.0
83752afffffffff,1.0,0.0,0.0
837a40fffffffff,6.0,0.0,0.0
837a45fffffffff,6.0,0.0,0.0
837a60fffffffff,53.0,0.0,0.0
837a61fffffffff,19.0,0.0,0.0
837a64fffffffff,9.0,0.0,0.0
837a65fffffffff,57.0,0.0,0.0
837a6afffffffff,2.0,0.0,0.0
837a6efffffffff,55.0,0.0,0.0
837ac8fffffffff,10.0,0.0,0.0
837acdfffffffff,9.0,0.0,0.0
837ad9fffffffff,17.0,0.0,0.0
837ae8fffffffff,4.0,0.0,0.0
837aeafffffffff,5.0,0.0,0.0
837aedfffffffff,2.0,0.0,0.0
837b48fffffffff,1.0,0.0,0.0
837b59fffffffff,3.0,0.0,0.0
839690fffffffff,9.0,0.0,0.0
839692fffffffff,21.0,0.0,0.0
839693fffffffff,15.0,0.0,0.0
8396b1fffffffff,4.0,0.0,0.0
