cell_id,Phoenicurus ochruros,Phoenicurus ochruros gibraltariensis/aterrimus,Phoenicurus ochruros [ochruros Group]
8240c7fffffffff,85.0,0.0,36.0
8240cffffffffff,10.0,0.0,0.0
8240dffffffffff,53.0,0.0,4.0
8240e7fffffffff,4.0,0.0,0.0
8240effffffffff,21.0,0.0,11.0
824207fffffffff,3.0,0.0,0.0
824227fffffffff,25.0,0.0,6.0
824237fffffffff,19.0,0.0,13.0
824247fffffffff,1.0,0.0,0.0
82424ffffffffff,161.0,0.0,0.0
824257fffffffff,231.0,0.0,0.0
82425ffffffffff,239.0,0.0,0.0
82426ffffffffff,112.0,0.0,0.0
8242c7fffffffff,879.0,0.0,0.0
8242cffffffffff,1045.0,0.0,0.0
8242d7fffffffff,11.0,0.0,0.0
8242dffffffffff,254.0,0.0,0.0
8242e7fffffffff,42.0,0.0,0.0
8242effffffffff,271.0,0.0,0.0
824307fffffffff,5.0,0.0,0.0
82430ffffffffff,6.0,0.0,4.0
824317fffffffff,60.0,0.0,0.0
82431ffffffffff,101.0,0.0,13.0
824327fffffffff,5.0,0.0,0.0
82432ffffffffff,2.0,0.0,0.0
824337fffffffff,15.0,0.0,0.0
824367fffffffff,27.0,0.0,0.0
824387fffffffff,40.0,0.0,11.0
82438ffffffffff,147.0,0.0,70.0
824397fffffffff,34.0,0.0,25.0
82439ffffffffff,9.0,0.0,2.0
8243a7fffffffff,166.0,0.0,90.0
8243affffffffff,797.0,0.0,569.0
825207fffffffff,36.0,0.0,22.0
825217fffffffff,2.0,0.0,2.0
82521ffffffffff,4.0,0.0,0.0
825237fffffffff,6.0,0.0,4.0
82524ffffffffff,4.0,0.0,2.0
82526ffffffffff,68.0,0.0,41.0
82529ffffffffff,7.0,0.0,0.0
8252cffffffffff,2.0,0.0,0.0
825317fffffffff,2.0,0.0,0.0
82532ffffffffff,2.0,0.0,0.0
825337fffffffff,2.0,2.0,0.0
825347fffffffff,8.0,0.0,6.0
82534ffffffffff,54.0,0.0,41.0
825367fffffffff,26.0,1.0,8.0
82536ffffffffff,38.0,0.0,0.0
8253affffffffff,2.0,0.0,0.0
82551ffffffffff,3.0,0.0,0.0
826017fffffffff,22.0,0.0,0.0
826087fffffffff,100.0,0.0,0.0
82608ffffffffff,517.0,0.0,0.0
826097fffffffff,1543.0,0.0,0.0
82609ffffffffff,629.0,0.0,0.0
8260a7fffffffff,95.0,0.0,0.0
8260affffffffff,32.0,0.0,0.0
8260b7fffffffff,353.0,0.0,0.0
82618ffffffffff,5.0,0.0,0.0
82619ffffffffff,15.0,0.0,0.0
826337fffffffff,41.0,0.0,13.0
827acffffffffff,2.0,0.0,0.0
