cell_id,Colibri cyanotus,Colibri cyanotus cabanidis,Colibri cyanotus cyanotus/crissalis
845f487ffffffff,44.0,0.0,0.0
845f4abffffffff,1.0,0.0,0.0
845f4b9ffffffff,9.0,0.0,0.0
845f4bdffffffff,8.0,0.0,0.0
846601bffffffff,23.0,0.0,0.0
8466081ffffffff,7.0,0.0,0.0
8466083ffffffff,31.0,0.0,3.0
8466085ffffffff,3.0,0.0,0.0
8466087ffffffff,8.0,0.0,0.0
8466089ffffffff,201.0,0.0,0.0
846608bffffffff,11.0,0.0,0.0
846608dffffffff,218.0,0.0,14.0
846609dffffffff,14.0,0.0,0.0
84660a3ffffffff,27.0,0.0,0.0
84660b1ffffffff,25.0,0.0,0.0
84660b3ffffffff,43.0,0.0,0.0
84660b5ffffffff,40.0,0.0,0.0
84660b7ffffffff,144.0,0.0,2.0
84660b9ffffffff,22.0,0.0,0.0
84660bbffffffff,10.0,0.0,0.0
84660bdffffffff,329.0,0.0,11.0
84660c1ffffffff,11.0,0.0,2.0
84660c3ffffffff,69.0,0.0,2.0
84660c7ffffffff,5.0,0.0,0.0
84660cbffffffff,10.0,0.0,0.0
84660ddffffffff,74.0,0.0,1.0
8466181ffffffff,316.0,0.0,9.0
8466183ffffffff,130.0,0.0,2.0
8466187ffffffff,19.0,0.0,2.0
846618bffffffff,141.0,0.0,4.0
846618dffffffff,9.0,0.0,0.0
8466191ffffffff,12.0,0.0,0.0
8466193ffffffff,11.0,0.0,0.0
8466195ffffffff,32.0,0.0,0.0
8466197ffffffff,368.0,0.0,0.0
8466199ffffffff,1.0,0.0,0.0
846619dffffffff,452.0,0.0,2.0
84661b1ffffffff,29.0,0.0,2.0
84661b3ffffffff,94.0,0.0,5.0
84661b9ffffffff,174.0,0.0,7.0
84661bbffffffff,1316.0,0.0,62.0
84661d1ffffffff,15.0,0.0,6.0
84661d5ffffffff,38.0,0.0,0.0
84661d7ffffffff,4.0,0.0,0.0
8466207ffffffff,10.0,0.0,0.0
8466217ffffffff,738.0,0.0,169.0
846622bffffffff,4844.0,0.0,484.0
8466239ffffffff,1.0,0.0,0.0
846623dffffffff,51.0,0.0,18.0
8466291ffffffff,99.0,0.0,0.0
8466299ffffffff,24.0,0.0,2.0
846629bffffffff,1.0,0.0,0.0
846629dffffffff,67.0,0.0,1.0
84662b1ffffffff,2.0,0.0,0.0
84662b5ffffffff,8.0,0.0,0.0
84662b7ffffffff,2.0,0.0,1.0
84662d3ffffffff,13.0,0.0,0.0
84662e5ffffffff,2.0,0.0,2.0
84662e9ffffffff,2.0,0.0,0.0
84662edffffffff,2.0,0.0,2.0
846656dffffffff,4.0,0.0,0.0
8466a29ffffffff,11.0,4.0,0.0
8466a2dffffffff,30.0,5.0,0.0
8466a33ffffffff,6.0,6.0,0.0
8466b41ffffffff,3008.0,0.0,0.0
8466b43ffffffff,28.0,0.0,0.0
8466b45ffffffff,4376.0,0.0,0.0
8466b47ffffffff,3.0,0.0,0.0
8466b49ffffffff,58.0,0.0,0.0
8466b4dffffffff,4449.0,0.0,0.0
8466b51ffffffff,2100.0,241.0,0.0
8466b53ffffffff,32.0,2.0,0.0
8466b55ffffffff,30.0,0.0,0.0
8466b5bffffffff,128.0,21.0,0.0
8466b5dffffffff,32.0,0.0,0.0
8466c0dffffffff,210.0,0.0,0.0
