cell_id,Picoides dorsalis,Picoides dorsalis dorsalis,Picoides dorsalis fasciatus,Picoides dorsalis bacatus
840c015ffffffff,2.0,0.0,0.0,0.0
840c04bffffffff,15.0,0.0,0.0,0.0
840c143ffffffff,2.0,0.0,0.0,0.0
840c231ffffffff,11.0,0.0,0.0,0.0
840c251ffffffff,2.0,0.0,0.0,0.0
840c29bffffffff,2.0,0.0,0.0,0.0
840c2a9ffffffff,19.0,0.0,0.0,0.0
840c349ffffffff,10.0,0.0,6.0,0.0
840c425ffffffff,2.0,0.0,0.0,0.0
840c42dffffffff,42.0,0.0,0.0,0.0
840c441ffffffff,1.0,0.0,0.0,0.0
840c443ffffffff,2.0,0.0,0.0,0.0
840c455ffffffff,2.0,0.0,0.0,0.0
840c461ffffffff,4.0,0.0,0.0,0.0
840c465ffffffff,25.0,0.0,0.0,0.0
840c467ffffffff,4.0,0.0,0.0,0.0
840c46dffffffff,12.0,0.0,0.0,0.0
840c501ffffffff,1.0,0.0,0.0,0.0
840c503ffffffff,2.0,0.0,0.0,0.0
840c511ffffffff,4.0,0.0,0.0,0.0
840c515ffffffff,3.0,0.0,0.0,0.0
840c51dffffffff,28.0,0.0,0.0,0.0
840c54bffffffff,32.0,0.0,0.0,0.0
840c551ffffffff,48.0,0.0,0.0,0.0
840c555ffffffff,71.0,0.0,0.0,0.0
840c55bffffffff,35.0,0.0,0.0,0.0
840c55dffffffff,14.0,0.0,0.0,0.0
840c5a1ffffffff,5.0,0.0,0.0,0.0
840c5a5ffffffff,9.0,0.0,0.0,0.0
840c5adffffffff,45.0,0.0,0.0,0.0
840c609ffffffff,7.0,0.0,0.0,0.0
840c60dffffffff,3.0,0.0,0.0,0.0
840c617ffffffff,2.0,0.0,0.0,0.0
840c621ffffffff,5.0,0.0,0.0,0.0
840c63bffffffff,6.0,0.0,0.0,0.0
840c641ffffffff,10.0,0.0,1.0,0.0
840c645ffffffff,21.0,0.0,0.0,0.0
840c647ffffffff,10.0,0.0,0.0,0.0
840c64bffffffff,8.0,0.0,0.0,0.0
840c64dffffffff,1.0,0.0,0.0,0.0
840c657ffffffff,7.0,0.0,0.0,0.0
840c65dffffffff,3.0,0.0,0.0,0.0
840c663ffffffff,1.0,0.0,0.0,0.0
840c665ffffffff,1.0,0.0,0.0,0.0
840c705ffffffff,18.0,0.0,0.0,0.0
840c707ffffffff,23.0,0.0,9.0,0.0
840c70dffffffff,25.0,0.0,0.0,0.0
840c711ffffffff,1.0,0.0,0.0,0.0
840c715ffffffff,5.0,0.0,0.0,0.0
840c71bffffffff,1.0,0.0,0.0,0.0
840c731ffffffff,8.0,0.0,0.0,0.0
840c733ffffffff,386.0,0.0,24.0,0.0
840c735ffffffff,14.0,0.0,0.0,0.0
840c737ffffffff,4.0,0.0,0.0,0.0
840c739ffffffff,8.0,0.0,2.0,0.0
840c73bffffffff,98.0,0.0,0.0,0.0
840c73dffffffff,188.0,0.0,28.0,0.0
840c741ffffffff,79.0,0.0,4.0,0.0
840c745ffffffff,3.0,0.0,0.0,0.0
840c747ffffffff,15.0,0.0,4.0,0.0
840c74bffffffff,17.0,0.0,0.0,0.0
840c74dffffffff,43.0,0.0,0.0,0.0
840c753ffffffff,4.0,0.0,0.0,0.0
840c75dffffffff,7.0,0.0,0.0,0.0
840c769ffffffff,4.0,0.0,0.0,0.0
840cec5ffffffff,3.0,0.0,0.0,0.0
840d405ffffffff,6.0,0.0,0.0,0.0
840d409ffffffff,1.0,0.0,0.0,0.0
840d40dffffffff,2.0,0.0,0.0,0.0
840d447ffffffff,4.0,0.0,0.0,0.0
840d463ffffffff,2.0,0.0,0.0,0.0
840d485ffffffff,2.0,0.0,0.0,0.0
840d48bffffffff,5.0,0.0,0.0,0.0
840d499ffffffff,2.0,0.0,0.0,0.0
840d4a1ffffffff,4.0,0.0,0.0,0.0
840d4a9ffffffff,2.0,0.0,0.0,0.0
840d4c3ffffffff,3.0,0.0,0.0,0.0
840d4d5ffffffff,2.0,0.0,0.0,0.0
840d527ffffffff,3.0,0.0,0.0,0.0
840d52dffffffff,1.0,0.0,0.0,0.0
840d533ffffffff,2.0,0.0,0.0,0.0
840d563ffffffff,5.0,0.0,0.0,0.0
840d585ffffffff,32.0,0.0,4.0,0.0
840d587ffffffff,2.0,0.0,0.0,0.0
840d58dffffffff,8.0,0.0,0.0,0.0
840d595ffffffff,5.0,0.0,0.0,0.0
840d5a9ffffffff,48.0,0.0,5.0,0.0
840d5adffffffff,3.0,0.0,0.0,0.0
840d5b9ffffffff,7.0,0.0,0.0,0.0
840d5e1ffffffff,2.0,0.0,0.0,0.0
840d5e3ffffffff,4.0,0.0,0.0,0.0
840d5e5ffffffff,4.0,0.0,0.0,0.0
840d5e7ffffffff,11.0,0.0,2.0,0.0
840d5ebffffffff,5.0,0.0,0.0,0.0
840d619ffffffff,2.0,0.0,0.0,0.0
840e481ffffffff,1.0,0.0,0.0,0.0
840e485ffffffff,2.0,0.0,0.0,0.0
840e487ffffffff,6.0,0.0,0.0,0.0
840e48dffffffff,8.0,0.0,0.0,0.0
840e493ffffffff,8.0,0.0,0.0,0.0
840e497ffffffff,22.0,0.0,0.0,0.0
840e49bffffffff,20.0,0.0,0.0,0.0
840e49dffffffff,2.0,0.0,0.0,0.0
840e4a1ffffffff,3.0,0.0,0.0,0.0
840e4a5ffffffff,4.0,0.0,0.0,0.0
840e4a7ffffffff,2.0,0.0,0.0,0.0
840e4a9ffffffff,114.0,0.0,0.0,0.0
840e4abffffffff,1.0,0.0,0.0,0.0
840e4b1ffffffff,4.0,0.0,0.0,0.0
840e4b3ffffffff,3.0,0.0,0.0,0.0
840e4b9ffffffff,2.0,0.0,0.0,0.0
840e4c3ffffffff,1.0,0.0,0.0,0.0
840e4c5ffffffff,1.0,0.0,0.0,0.0
840e4cbffffffff,1.0,0.0,0.0,0.0
840e4cdffffffff,2.0,0.0,0.0,0.0
840e4d1ffffffff,4.0,0.0,0.0,0.0
840e4d3ffffffff,1.0,0.0,0.0,0.0
840e4dbffffffff,60.0,0.0,0.0,0.0
840e4e3ffffffff,1.0,0.0,0.0,0.0
840e4e7ffffffff,1.0,0.0,0.0,0.0
840e539ffffffff,2.0,0.0,0.0,0.0
840e53dffffffff,2.0,0.0,0.0,0.0
840e583ffffffff,2.0,0.0,0.0,0.0
840e5b3ffffffff,2.0,0.0,0.0,0.0
840e623ffffffff,8.0,0.0,0.0,0.0
840e63dffffffff,5.0,0.0,0.0,0.0
840e6b3ffffffff,2.0,0.0,0.0,0.0
840e6b7ffffffff,2.0,0.0,0.0,0.0
840e805ffffffff,58.0,0.0,0.0,0.0
840e807ffffffff,1.0,0.0,0.0,0.0
840e911ffffffff,2.0,0.0,0.0,0.0
840ec09ffffffff,1.0,0.0,0.0,0.0
840ec85ffffffff,3.0,0.0,0.0,0.0
840ec91ffffffff,12.0,0.0,0.0,0.0
840eca5ffffffff,2.0,0.0,0.0,0.0
840ecabffffffff,1.0,0.0,0.0,0.0
840ecb9ffffffff,13.0,0.0,0.0,2.0
840ecc9ffffffff,55.0,0.0,0.0,0.0
840ecd7ffffffff,3.0,0.0,0.0,2.0
840ed13ffffffff,3.0,0.0,0.0,0.0
840ed19ffffffff,2.0,0.0,0.0,0.0
840ed57ffffffff,2.0,0.0,0.0,0.0
840ed81ffffffff,2.0,0.0,0.0,0.0
840ed85ffffffff,1.0,0.0,0.0,0.0
840ed91ffffffff,2.0,0.0,0.0,0.0
840ed97ffffffff,2.0,0.0,0.0,0.0
840edc3ffffffff,4.0,0.0,0.0,0.0
840ee81ffffffff,2.0,0.0,0.0,0.0
840ee8bffffffff,2.0,0.0,0.0,0.0
840ee95ffffffff,2.0,0.0,0.0,0.0
840eeb5ffffffff,2.0,0.0,0.0,0.0
840eec7ffffffff,2.0,0.0,0.0,0.0
840eed5ffffffff,2.0,0.0,0.0,0.0
840ef07ffffffff,1.0,0.0,0.0,0.0
840ef1dffffffff,1.0,0.0,0.0,0.0
841203dffffffff,3.0,0.0,0.0,0.0
84120a1ffffffff,9.0,0.0,0.0,0.0
84120b3ffffffff,2.0,0.0,0.0,0.0
84120b7ffffffff,2.0,0.0,0.0,0.0
8412147ffffffff,3.0,0.0,0.0,0.0
841215dffffffff,1.0,0.0,0.0,0.0
8412185ffffffff,2.0,0.0,0.0,0.0
84121a3ffffffff,3.0,0.0,0.0,0.0
84121a7ffffffff,11.0,0.0,0.0,0.0
84121abffffffff,8.0,0.0,0.0,0.0
84121adffffffff,1.0,0.0,0.0,0.0
84121b5ffffffff,2.0,0.0,0.0,0.0
84121bbffffffff,3.0,0.0,0.0,0.0
84121bdffffffff,1.0,0.0,0.0,0.0
84121e1ffffffff,1.0,0.0,0.0,0.0
84121e3ffffffff,29.0,0.0,0.0,0.0
84121e5ffffffff,2.0,0.0,0.0,0.0
84121e7ffffffff,3.0,0.0,0.0,0.0
8412293ffffffff,1.0,0.0,0.0,0.0
8412307ffffffff,4.0,0.0,0.0,0.0
841230bffffffff,4.0,0.0,0.0,0.0
841232bffffffff,5.0,0.0,0.0,0.0
841233dffffffff,12.0,0.0,0.0,0.0
8412421ffffffff,2.0,0.0,0.0,0.0
8412433ffffffff,11.0,0.0,0.0,0.0
8412437ffffffff,5.0,0.0,0.0,0.0
841244dffffffff,2.0,0.0,0.0,0.0
8412485ffffffff,2.0,0.0,0.0,0.0
84124d1ffffffff,2.0,0.0,0.0,0.0
84124e5ffffffff,9.0,0.0,0.0,0.0
8412501ffffffff,7.0,0.0,0.0,0.0
8412505ffffffff,13.0,0.0,0.0,0.0
8412509ffffffff,6.0,0.0,0.0,0.0
841250bffffffff,1.0,0.0,0.0,0.0
8412511ffffffff,2.0,0.0,0.0,0.0
8412515ffffffff,16.0,0.0,0.0,0.0
841251dffffffff,8.0,0.0,0.0,0.0
8412521ffffffff,10.0,0.0,0.0,0.0
8412525ffffffff,1.0,0.0,0.0,0.0
8412529ffffffff,1.0,0.0,0.0,0.0
8412541ffffffff,2.0,0.0,0.0,0.0
8412543ffffffff,22.0,0.0,0.0,0.0
8412549ffffffff,35.0,0.0,0.0,0.0
841254bffffffff,20.0,0.0,0.0,0.0
8412555ffffffff,26.0,0.0,0.0,0.0
84125c1ffffffff,2.0,0.0,0.0,0.0
84125c7ffffffff,2.0,0.0,0.0,0.0
84125d3ffffffff,2.0,0.0,0.0,0.0
84125d5ffffffff,10.0,0.0,0.0,0.0
84125d9ffffffff,53.0,0.0,0.0,0.0
84125dbffffffff,7.0,0.0,0.0,0.0
84126b1ffffffff,6.0,0.0,0.0,0.0
8412721ffffffff,10.0,0.0,0.0,0.0
8412723ffffffff,13.0,0.0,0.0,0.0
8412727ffffffff,5.0,0.0,0.0,0.0
8412729ffffffff,4.0,0.0,0.0,0.0
841272bffffffff,2.0,0.0,0.0,0.0
8412769ffffffff,2.0,0.0,0.0,0.0
8412819ffffffff,2.0,0.0,0.0,0.0
8412847ffffffff,2.0,0.0,0.0,0.0
8412851ffffffff,7.0,0.0,0.0,0.0
8412853ffffffff,5.0,0.0,0.0,0.0
8412855ffffffff,3.0,0.0,0.0,0.0
8412857ffffffff,9.0,0.0,0.0,0.0
841285dffffffff,3.0,0.0,0.0,0.0
8412891ffffffff,6.0,0.0,0.0,0.0
8412893ffffffff,5.0,0.0,0.0,0.0
8412897ffffffff,5.0,0.0,0.0,0.0
841289bffffffff,2.0,0.0,0.0,0.0
84128abffffffff,2.0,0.0,0.0,0.0
84128b9ffffffff,2.0,0.0,0.0,0.0
84128bdffffffff,54.0,0.0,0.0,0.0
84128c5ffffffff,1.0,0.0,0.0,0.0
84128d3ffffffff,6.0,0.0,0.0,0.0
84128d9ffffffff,5.0,0.0,0.0,0.0
84128dbffffffff,11.0,0.0,0.0,0.0
84128ddffffffff,5.0,0.0,0.0,0.0
84128e1ffffffff,4.0,0.0,0.0,0.0
84128e3ffffffff,2.0,0.0,0.0,0.0
8412a33ffffffff,3.0,0.0,0.0,0.0
8412a37ffffffff,2.0,0.0,0.0,0.0
8412a67ffffffff,2.0,0.0,0.0,0.0
8412a69ffffffff,2.0,0.0,0.0,0.0
8412a87ffffffff,8.0,0.0,0.0,0.0
8412a89ffffffff,4.0,0.0,0.0,0.0
8412a95ffffffff,2.0,0.0,0.0,0.0
8412a97ffffffff,31.0,0.0,0.0,0.0
8412a99ffffffff,6.0,0.0,0.0,0.0
8412a9dffffffff,5.0,0.0,0.0,0.0
8412aa3ffffffff,2.0,0.0,0.0,0.0
8412aa5ffffffff,8.0,0.0,0.0,0.0
8412aa7ffffffff,2.0,0.0,0.0,0.0
8412aabffffffff,5.0,0.0,0.0,0.0
8412ab3ffffffff,12.0,0.0,0.0,0.0
8412ab7ffffffff,14.0,0.0,0.0,0.0
8412ad1ffffffff,2.0,0.0,0.0,0.0
8412ad5ffffffff,2.0,0.0,0.0,0.0
8412ad7ffffffff,24.0,0.0,0.0,0.0
8412ae1ffffffff,1.0,0.0,0.0,0.0
8412aebffffffff,1.0,0.0,0.0,0.0
8412c01ffffffff,70.0,0.0,0.0,0.0
8412c03ffffffff,69.0,0.0,0.0,0.0
8412c05ffffffff,11.0,0.0,0.0,0.0
8412c07ffffffff,5.0,0.0,0.0,0.0
8412c09ffffffff,6.0,0.0,0.0,0.0
8412c0bffffffff,2.0,0.0,0.0,0.0
8412c11ffffffff,145.0,0.0,0.0,0.0
8412c13ffffffff,52.0,0.0,0.0,0.0
8412c15ffffffff,10.0,0.0,0.0,0.0
8412c17ffffffff,96.0,0.0,2.0,0.0
8412c19ffffffff,5.0,0.0,0.0,0.0
8412c1bffffffff,34.0,0.0,0.0,0.0
8412c1dffffffff,145.0,0.0,0.0,0.0
8412c21ffffffff,10.0,0.0,0.0,0.0
8412c27ffffffff,3.0,0.0,0.0,0.0
8412c3bffffffff,6.0,0.0,0.0,0.0
8412c3dffffffff,2.0,0.0,0.0,0.0
8412c43ffffffff,2.0,0.0,0.0,0.0
8412c45ffffffff,3.0,0.0,0.0,0.0
8412c47ffffffff,3.0,0.0,0.0,0.0
8412c49ffffffff,2.0,0.0,0.0,0.0
8412c4dffffffff,19.0,0.0,0.0,0.0
8412c53ffffffff,2.0,0.0,0.0,0.0
8412c57ffffffff,1.0,0.0,0.0,0.0
8412c5bffffffff,5.0,0.0,0.0,0.0
8412c5dffffffff,4.0,0.0,0.0,0.0
8412c85ffffffff,6.0,0.0,0.0,0.0
8412c87ffffffff,1.0,0.0,0.0,0.0
8412ca1ffffffff,5.0,0.0,0.0,0.0
8412ca3ffffffff,45.0,0.0,0.0,0.0
8412ca5ffffffff,2.0,0.0,0.0,0.0
8412ca7ffffffff,9.0,0.0,0.0,0.0
8412ca9ffffffff,2.0,0.0,0.0,0.0
8412cabffffffff,82.0,0.0,0.0,0.0
8412cadffffffff,3.0,0.0,0.0,0.0
8412cb1ffffffff,68.0,3.0,0.0,0.0
8412cb5ffffffff,85.0,0.0,0.0,0.0
8412cb7ffffffff,4.0,0.0,0.0,0.0
8412cb9ffffffff,3.0,0.0,0.0,0.0
8412cbdffffffff,135.0,17.0,0.0,0.0
8412cc5ffffffff,14.0,0.0,0.0,0.0
8412ccdffffffff,844.0,0.0,0.0,0.0
8412ce3ffffffff,4.0,0.0,0.0,0.0
8412ce5ffffffff,1.0,0.0,0.0,0.0
8412ce7ffffffff,5.0,0.0,0.0,0.0
8412ce9ffffffff,3.0,0.0,0.0,0.0
8412cebffffffff,2.0,0.0,0.0,0.0
8412cedffffffff,2.0,0.0,0.0,0.0
8412d01ffffffff,2.0,0.0,0.0,0.0
8412d03ffffffff,18.0,0.0,0.0,0.0
8412d0bffffffff,2.0,0.0,0.0,0.0
8412d11ffffffff,17.0,0.0,0.0,0.0
8412d17ffffffff,88.0,0.0,0.0,0.0
8412d19ffffffff,2.0,0.0,0.0,0.0
8412d1bffffffff,1.0,0.0,0.0,0.0
8412d2dffffffff,19.0,0.0,0.0,0.0
8412d33ffffffff,9.0,0.0,0.0,0.0
8412d35ffffffff,13.0,0.0,0.0,0.0
8412d3bffffffff,11.0,0.0,0.0,0.0
8412d3dffffffff,2.0,0.0,0.0,0.0
8412d41ffffffff,5.0,0.0,0.0,0.0
8412d57ffffffff,2.0,0.0,0.0,0.0
8412d61ffffffff,5.0,0.0,0.0,0.0
8412d63ffffffff,4.0,0.0,0.0,0.0
8412d65ffffffff,1.0,0.0,0.0,0.0
8412d67ffffffff,12.0,0.0,0.0,0.0
8412d81ffffffff,11.0,0.0,0.0,0.0
8412d83ffffffff,23.0,0.0,0.0,0.0
8412d87ffffffff,8.0,0.0,0.0,0.0
8412d89ffffffff,3.0,0.0,0.0,0.0
8412d8bffffffff,81.0,0.0,0.0,0.0
8412d8dffffffff,28.0,0.0,0.0,0.0
8412d91ffffffff,3.0,0.0,0.0,0.0
8412d93ffffffff,4.0,0.0,0.0,0.0
8412d95ffffffff,7.0,0.0,0.0,0.0
8412d97ffffffff,2.0,0.0,0.0,0.0
8412d99ffffffff,3.0,0.0,0.0,0.0
8412d9bffffffff,2.0,0.0,0.0,0.0
8412d9dffffffff,7.0,0.0,0.0,0.0
8412da9ffffffff,11.0,0.0,0.0,0.0
8412dadffffffff,9.0,0.0,0.0,0.0
8412dc1ffffffff,4.0,0.0,0.0,0.0
8412dc3ffffffff,1.0,0.0,0.0,0.0
8412dc9ffffffff,17.0,0.0,0.0,0.0
8412dcbffffffff,11.0,0.0,0.0,0.0
8412dd1ffffffff,2.0,0.0,0.0,0.0
8412dd3ffffffff,10.0,0.0,0.0,0.0
8412dd7ffffffff,9.0,0.0,0.0,0.0
8412dd9ffffffff,3.0,0.0,0.0,0.0
8412ddbffffffff,46.0,0.0,0.0,0.0
8412de1ffffffff,4.0,0.0,0.0,0.0
8412de3ffffffff,7.0,0.0,0.0,0.0
8412de5ffffffff,27.0,0.0,0.0,0.0
8412de7ffffffff,55.0,0.0,6.0,0.0
8412de9ffffffff,9.0,0.0,0.0,0.0
8412e05ffffffff,2.0,0.0,0.0,0.0
