cell_id,Patagona gigas,Patagona gigas peruviana,Patagona gigas gigas
8466d19ffffffff,16.0,0.0,0.0
8466d1dffffffff,2.0,0.0,0.0
8466de5ffffffff,1.0,0.0,0.0
848b2c1ffffffff,3.0,0.0,0.0
848e629ffffffff,1.0,0.0,0.0
848e663ffffffff,3.0,0.0,0.0
848f50dffffffff,2.0,0.0,0.0
848f5e9ffffffff,1.0,0.0,0.0
84b20a5ffffffff,3.0,0.0,0.0
84b2191ffffffff,7.0,0.0,0.0
84b2195ffffffff,1.0,0.0,0.0
84b219dffffffff,6.0,0.0,0.0
84b21d9ffffffff,2.0,0.0,0.0
84b2223ffffffff,9.0,0.0,0.0
84b2557ffffffff,4.0,0.0,0.0
84b2c0dffffffff,1.0,0.0,0.0
84b2c3dffffffff,7.0,0.0,0.0
84b2c41ffffffff,16.0,0.0,0.0
84b2c47ffffffff,26.0,0.0,0.0
84b2c4bffffffff,3.0,0.0,0.0
84b2c4dffffffff,2.0,0.0,0.0
84b2c51ffffffff,5.0,0.0,0.0
84b2c55ffffffff,2.0,0.0,0.0
84b2c5dffffffff,2.0,0.0,0.0
84b2ca7ffffffff,1.0,0.0,0.0
84b2dd5ffffffff,1.0,0.0,0.0
84b2e27ffffffff,2.0,0.0,0.0
84b3043ffffffff,2.0,0.0,0.0
84b3047ffffffff,3.0,0.0,0.0
84b305dffffffff,8.0,0.0,0.0
84b30b9ffffffff,4.0,0.0,0.0
84b30bbffffffff,3.0,0.0,0.0
84b3355ffffffff,3.0,0.0,0.0
84b3427ffffffff,2.0,0.0,0.0
84b342dffffffff,2.0,0.0,0.0
84b3511ffffffff,2.0,0.0,0.0
84ce881ffffffff,2.0,0.0,0.0
84ce885ffffffff,2.0,0.0,0.0
84ce887ffffffff,2.0,0.0,0.0
84ce88dffffffff,2.0,0.0,0.0
84ce8a3ffffffff,2.0,0.0,0.0
84ce8e1ffffffff,2.0,0.0,0.0
84ce8e5ffffffff,2.0,0.0,0.0
84ce989ffffffff,2.0,0.0,0.0
