cell_id,Buteo rufinus,Buteo rufinus rufinus,Buteo rufinus cirtensis
82118ffffffffff,3.0,3.0,0.0
8211affffffffff,6.0,4.0,0.0
82194ffffffffff,2.0,2.0,0.0
82196ffffffffff,2.0,0.0,0.0
821e07fffffffff,63.0,0.0,0.0
821e0ffffffffff,82.0,2.0,0.0
821e17fffffffff,5.0,0.0,0.0
821e1ffffffffff,14.0,0.0,0.0
821e37fffffffff,10.0,0.0,0.0
821e5ffffffffff,1.0,1.0,0.0
821e67fffffffff,2.0,0.0,0.0
821e9ffffffffff,1.0,0.0,0.0
821ec7fffffffff,8.0,0.0,0.0
821ecffffffffff,1.0,0.0,0.0
821edffffffffff,20.0,0.0,0.0
821f07fffffffff,3.0,2.0,0.0
821f0ffffffffff,2.0,0.0,0.0
821f1ffffffffff,5.0,0.0,0.0
821f4ffffffffff,6.0,0.0,0.0
821f57fffffffff,2.0,0.0,0.0
821f5ffffffffff,3.0,0.0,0.0
821f9ffffffffff,8.0,0.0,0.0
821fa7fffffffff,2.0,0.0,0.0
821fb7fffffffff,7.0,2.0,0.0
822017fffffffff,1.0,1.0,0.0
82202ffffffffff,1.0,0.0,0.0
822037fffffffff,10.0,0.0,0.0
8220a7fffffffff,1.0,0.0,0.0
8220e7fffffffff,2.0,0.0,0.0
822157fffffffff,2.0,0.0,0.0
822407fffffffff,5.0,0.0,0.0
82240ffffffffff,3.0,0.0,0.0
822437fffffffff,3.0,0.0,0.0
8224d7fffffffff,4.0,0.0,0.0
822517fffffffff,3.0,0.0,0.0
822c07fffffffff,2.0,1.0,0.0
822c0ffffffffff,7.0,7.0,0.0
822c2ffffffffff,29.0,29.0,0.0
822c4ffffffffff,13.0,0.0,0.0
822c57fffffffff,20.0,0.0,0.0
822c5ffffffffff,8.0,0.0,0.0
822ce7fffffffff,5.0,0.0,0.0
822d17fffffffff,2.0,2.0,0.0
822d1ffffffffff,1.0,0.0,0.0
822d37fffffffff,3.0,0.0,0.0
822d67fffffffff,1.0,0.0,0.0
822daffffffffff,2.0,0.0,0.0
822db7fffffffff,11.0,9.0,0.0
823807fffffffff,1.0,0.0,1.0
82380ffffffffff,2.0,0.0,2.0
823817fffffffff,1.0,0.0,1.0
823827fffffffff,1.0,0.0,0.0
823867fffffffff,46.0,0.0,37.0
823877fffffffff,32.0,0.0,28.0
8238dffffffffff,1.0,0.0,1.0
82390ffffffffff,6.0,0.0,2.0
823917fffffffff,4.0,0.0,4.0
82391ffffffffff,48.0,0.0,2.0
82392ffffffffff,26.0,2.0,0.0
823947fffffffff,46.0,26.0,0.0
823967fffffffff,1.0,0.0,0.0
82396ffffffffff,2.0,0.0,0.0
823977fffffffff,16.0,0.0,1.0
823c07fffffffff,7.0,0.0,0.0
823c17fffffffff,1.0,1.0,0.0
823c1ffffffffff,54.0,0.0,0.0
823c57fffffffff,6.0,0.0,0.0
823c5ffffffffff,13.0,0.0,0.0
823c8ffffffffff,2.0,0.0,0.0
823caffffffffff,5.0,0.0,0.0
823cc7fffffffff,2.0,0.0,0.0
823ce7fffffffff,1.0,0.0,0.0
823ceffffffffff,13.0,0.0,0.0
823cf7fffffffff,40.0,0.0,0.0
823d07fffffffff,12.0,0.0,0.0
823d17fffffffff,2.0,0.0,0.0
823d27fffffffff,3.0,0.0,0.0
823d37fffffffff,3.0,0.0,0.0
823d87fffffffff,13.0,0.0,0.0
823d8ffffffffff,8.0,0.0,0.0
823d9ffffffffff,5.0,0.0,0.0
823da7fffffffff,8.0,0.0,0.0
823daffffffffff,1.0,0.0,0.0
823e47fffffffff,23.0,0.0,0.0
823e6ffffffffff,8.0,5.0,0.0
824237fffffffff,3.0,0.0,0.0
824257fffffffff,17.0,0.0,0.0
82425ffffffffff,5.0,0.0,0.0
8242c7fffffffff,11.0,0.0,0.0
824367fffffffff,1.0,0.0,0.0
82438ffffffffff,2.0,2.0,0.0
8243a7fffffffff,1.0,0.0,0.0
82526ffffffffff,4.0,3.0,1.0
82529ffffffffff,2.0,0.0,0.0
82592ffffffffff,3.0,0.0,3.0
826017fffffffff,61.0,0.0,0.0
826037fffffffff,12.0,0.0,0.0
82608ffffffffff,21.0,0.0,0.0
82609ffffffffff,3.0,0.0,0.0
8260affffffffff,1.0,0.0,0.0
8260b7fffffffff,20.0,0.0,0.0
826337fffffffff,2.0,0.0,2.0
82641ffffffffff,3.0,0.0,0.0
826487fffffffff,13.0,0.0,0.0
826527fffffffff,2.0,0.0,0.0
826acffffffffff,1.0,0.0,0.0
827a47fffffffff,5.0,0.0,0.0
827a67fffffffff,2.0,0.0,0.0
