cell_id,Coereba flaveola,Coereba flaveola bahamensis,Coereba flaveola caboti,Coereba flaveola [flaveola Group],Coereba flaveola [portoricensis Group],Coereba flaveola [bartholemica Group],Coereba flaveola atrata,Coereba flaveola aterrima,Coereba flaveola lowii,Coereba flaveola laurae/melanornis,Coereba flaveola [luteola Group]
834424fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834480fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834484fffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834486fffffffff,780.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344a2fffffffff,77.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b0fffffffff,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b1fffffffff,269.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b2fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b3fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b5fffffffff,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8344b6fffffffff,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834501fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834505fffffffff,825.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
834508fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83450afffffffff,2618.0,0.0,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83450efffffffff,227.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834519fffffffff,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83451dfffffffff,76.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834520fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834521fffffffff,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
834522fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834523fffffffff,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
834525fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
834528fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
