cell_id,Neotis denhami,Neotis denhami denhami,Neotis denhami jacksoni,Neotis denhami stanleyi
8454499ffffffff,2.0,0.0,0.0,0.0
8458581ffffffff,2.0,0.0,0.0,0.0
8458a4dffffffff,7.0,0.0,0.0,0.0
84599e5ffffffff,1.0,0.0,0.0,0.0
846a5a9ffffffff,1.0,0.0,0.0,0.0
846ac0bffffffff,2.0,2.0,0.0,0.0
846ae85ffffffff,39.0,8.0,0.0,0.0
846aea9ffffffff,11.0,0.0,0.0,0.0
846aeabffffffff,2.0,0.0,0.0,0.0
846aee3ffffffff,123.0,6.0,0.0,0.0
846b303ffffffff,2.0,0.0,0.0,0.0
8475201ffffffff,12.0,4.0,0.0,0.0
8475207ffffffff,9.0,0.0,0.0,0.0
8475313ffffffff,2.0,0.0,0.0,0.0
847a417ffffffff,2.0,0.0,0.0,0.0
847a457ffffffff,1.0,0.0,0.0,0.0
847a6d1ffffffff,1.0,0.0,0.0,0.0
84838edffffffff,1.0,0.0,0.0,0.0
8496025ffffffff,1.0,0.0,0.0,0.0
8496097ffffffff,4.0,0.0,0.0,0.0
84962c5ffffffff,2.0,0.0,0.0,0.0
84962ebffffffff,1.0,0.0,1.0,0.0
849646dffffffff,1.0,0.0,0.0,0.0
849673bffffffff,3.0,0.0,0.0,0.0
8496753ffffffff,3.0,0.0,0.0,0.0
8496757ffffffff,8.0,0.0,0.0,0.0
849692bffffffff,1.0,0.0,0.0,0.0
8496a07ffffffff,6.0,0.0,1.0,0.0
8496a59ffffffff,4.0,0.0,0.0,0.0
8496a5dffffffff,33.0,0.0,10.0,0.0
8496e65ffffffff,1.0,0.0,0.0,0.0
8497435ffffffff,3.0,0.0,0.0,0.0
8497437ffffffff,1.0,0.0,0.0,0.0
84974e1ffffffff,3.0,0.0,0.0,0.0
8497513ffffffff,2.0,0.0,0.0,0.0
8497517ffffffff,1.0,0.0,0.0,0.0
84975cbffffffff,2.0,0.0,0.0,0.0
84bc091ffffffff,5.0,0.0,0.0,0.0
84bc099ffffffff,1.0,0.0,0.0,0.0
84bc409ffffffff,5.0,0.0,0.0,0.0
84bc431ffffffff,3.0,0.0,0.0,0.0
84bc453ffffffff,1.0,0.0,0.0,0.0
84bc455ffffffff,2.0,0.0,0.0,0.0
84bc457ffffffff,1.0,0.0,0.0,0.0
84bc463ffffffff,1.0,0.0,0.0,0.0
84bc467ffffffff,2.0,0.0,0.0,2.0
84bc469ffffffff,4.0,0.0,0.0,0.0
84bc4cbffffffff,1.0,0.0,0.0,1.0
84bc50bffffffff,3.0,0.0,0.0,0.0
84bc519ffffffff,1.0,0.0,0.0,0.0
84bc51dffffffff,1.0,0.0,0.0,0.0
84bc559ffffffff,2.0,0.0,0.0,0.0
84bc683ffffffff,41.0,0.0,0.0,5.0
84bc687ffffffff,135.0,0.0,0.0,48.0
84bc695ffffffff,15.0,0.0,0.0,6.0
84bc697ffffffff,14.0,0.0,0.0,3.0
84bc6a1ffffffff,2.0,0.0,0.0,0.0
84bc6a3ffffffff,95.0,0.0,0.0,24.0
84bc6a5ffffffff,2.0,0.0,0.0,0.0
84bc6abffffffff,65.0,0.0,0.0,21.0
84bc6adffffffff,1.0,0.0,0.0,0.0
84bc6b3ffffffff,6.0,0.0,0.0,0.0
84bc6b5ffffffff,2.0,0.0,0.0,0.0
84bc6b9ffffffff,17.0,0.0,0.0,7.0
84bc6bbffffffff,6.0,0.0,0.0,1.0
84bc6bdffffffff,48.0,0.0,0.0,13.0
84bc717ffffffff,21.0,0.0,0.0,0.0
84bc723ffffffff,1.0,0.0,0.0,1.0
84bc727ffffffff,1.0,0.0,0.0,0.0
84bc731ffffffff,10.0,0.0,0.0,1.0
84bc735ffffffff,2.0,0.0,0.0,0.0
84bc737ffffffff,15.0,0.0,0.0,2.0
84bc73bffffffff,1.0,0.0,0.0,0.0
84bc73dffffffff,1.0,0.0,0.0,0.0
84bcc21ffffffff,2.0,0.0,0.0,0.0
84bcc65ffffffff,12.0,0.0,0.0,8.0
84bcc6dffffffff,45.0,0.0,0.0,5.0
84bcd07ffffffff,6.0,0.0,0.0,5.0
84bcd13ffffffff,2.0,0.0,0.0,0.0
84bcd15ffffffff,19.0,0.0,0.0,11.0
84bcd19ffffffff,2.0,0.0,0.0,1.0
84bcd1dffffffff,8.0,0.0,0.0,0.0
84bcd3dffffffff,2.0,0.0,0.0,2.0
84bcd43ffffffff,4.0,0.0,0.0,0.0
84bcd55ffffffff,1.0,0.0,0.0,0.0
84bcd57ffffffff,2.0,0.0,0.0,0.0
84bcdcdffffffff,3.0,0.0,0.0,2.0
84bce01ffffffff,1.0,0.0,0.0,0.0
84bce09ffffffff,3.0,0.0,0.0,0.0
84bce0dffffffff,2.0,0.0,0.0,2.0
84bce21ffffffff,2.0,0.0,0.0,1.0
84bce25ffffffff,1.0,0.0,0.0,0.0
84bce29ffffffff,22.0,0.0,0.0,2.0
84bce2dffffffff,7.0,0.0,0.0,0.0
84bce61ffffffff,15.0,0.0,0.0,5.0
