cell_id,Cacomantis flabelliformis,Cacomantis flabelliformis [flabelliformis Group],Cacomantis flabelliformis pyrrophanus,Cacomantis flabelliformis schistaceigularis,Cacomantis flabelliformis simus
8272d7fffffffff,1.0,0.0,0.0,0.0,0.0
8272dffffffffff,9.0,0.0,0.0,0.0,0.0
829b4ffffffffff,2.0,0.0,0.0,0.0,0.0
829b6ffffffffff,2.0,0.0,0.0,0.0,0.0
829c87fffffffff,1.0,0.0,0.0,0.0,0.0
829caffffffffff,2.0,0.0,0.0,0.0,0.0
829cd7fffffffff,2.0,0.0,0.0,0.0,0.0
829d27fffffffff,2.0,0.0,0.0,0.0,0.0
829d2ffffffffff,2.0,0.0,0.0,0.0,0.0
829e27fffffffff,2.0,0.0,0.0,0.0,0.0
82a727fffffffff,2.0,0.0,0.0,0.0,0.0
82b82ffffffffff,2.0,0.0,0.0,0.0,0.0
82b837fffffffff,1.0,0.0,0.0,0.0,0.0
82be0ffffffffff,26.0,0.0,0.0,0.0,0.0
82be1ffffffffff,2.0,0.0,0.0,0.0,0.0
82be57fffffffff,3.0,0.0,0.0,0.0,0.0
82be67fffffffff,24.0,0.0,0.0,0.0,0.0
82be6ffffffffff,17.0,0.0,0.0,0.0,0.0
82be77fffffffff,30.0,0.0,0.0,0.0,0.0
82be8ffffffffff,13.0,0.0,0.0,0.0,0.0
82bef7fffffffff,2.0,0.0,0.0,0.0,0.0
82bf4ffffffffff,3.0,0.0,0.0,0.0,0.0
