cell_id,Lanius cristatus,Lanius cristatus cristatus/confusus,Lanius cristatus superciliosus,Lanius cristatus lucionensis
836501fffffffff,84.0,1.0,0.0,0.0
836502fffffffff,9.0,0.0,0.0,0.0
836503fffffffff,127.0,2.0,0.0,0.0
836504fffffffff,1.0,0.0,0.0,0.0
836505fffffffff,549.0,26.0,0.0,14.0
83650bfffffffff,2.0,0.0,0.0,0.0
83650dfffffffff,22.0,0.0,0.0,0.0
83650efffffffff,7.0,0.0,0.0,0.0
836511fffffffff,1.0,0.0,0.0,0.0
836515fffffffff,1.0,0.0,0.0,0.0
836518fffffffff,172.0,21.0,0.0,1.0
836519fffffffff,34.0,6.0,0.0,0.0
83651bfffffffff,83.0,8.0,0.0,9.0
83651cfffffffff,92.0,6.0,0.0,0.0
83651dfffffffff,114.0,0.0,0.0,0.0
83651efffffffff,32.0,0.0,0.0,0.0
836520fffffffff,657.0,1.0,0.0,0.0
836522fffffffff,9.0,0.0,0.0,0.0
836523fffffffff,72.0,8.0,0.0,5.0
836526fffffffff,375.0,0.0,0.0,0.0
83652cfffffffff,2.0,0.0,0.0,0.0
83652dfffffffff,2.0,0.0,0.0,0.0
83652efffffffff,2.0,0.0,0.0,0.0
836531fffffffff,4.0,0.0,0.0,0.0
836535fffffffff,1.0,0.0,0.0,0.0
836553fffffffff,2.0,0.0,0.0,0.0
836556fffffffff,2.0,0.0,0.0,0.0
836580fffffffff,87.0,15.0,0.0,0.0
836581fffffffff,16.0,10.0,0.0,0.0
836582fffffffff,153.0,17.0,0.0,2.0
836583fffffffff,279.0,18.0,0.0,0.0
836584fffffffff,456.0,66.0,0.0,5.0
836585fffffffff,130.0,8.0,0.0,0.0
836586fffffffff,29.0,4.0,0.0,0.0
836588fffffffff,29.0,8.0,0.0,0.0
836589fffffffff,114.0,28.0,0.0,3.0
83658afffffffff,374.0,145.0,0.0,2.0
83658bfffffffff,1598.0,286.0,0.0,14.0
83658efffffffff,195.0,41.0,0.0,7.0
836590fffffffff,24.0,2.0,0.0,2.0
836591fffffffff,271.0,31.0,0.0,2.0
836592fffffffff,6.0,1.0,0.0,1.0
836593fffffffff,12.0,1.0,0.0,0.0
836594fffffffff,2.0,2.0,0.0,0.0
836595fffffffff,6.0,1.0,0.0,0.0
836596fffffffff,3.0,0.0,0.0,0.0
836598fffffffff,60.0,16.0,0.0,4.0
836599fffffffff,722.0,94.0,0.0,53.0
83659afffffffff,63.0,2.0,0.0,0.0
83659bfffffffff,43.0,17.0,0.0,0.0
83659cfffffffff,605.0,74.0,0.0,0.0
83659dfffffffff,6.0,0.0,0.0,0.0
83659efffffffff,11.0,0.0,0.0,0.0
8365a2fffffffff,3.0,0.0,0.0,0.0
8365a3fffffffff,4.0,2.0,0.0,0.0
8365b0fffffffff,143.0,6.0,3.0,0.0
8365b1fffffffff,2.0,0.0,0.0,0.0
8365b2fffffffff,39.0,0.0,0.0,2.0
8365b3fffffffff,112.0,13.0,0.0,0.0
8365b4fffffffff,3.0,0.0,0.0,0.0
8365b5fffffffff,53.0,2.0,0.0,2.0
8365b6fffffffff,98.0,5.0,1.0,8.0
836802fffffffff,64.0,0.0,0.0,4.0
836810fffffffff,5.0,0.0,0.0,0.0
836811fffffffff,7.0,0.0,0.0,0.0
836815fffffffff,17.0,0.0,0.0,0.0
836818fffffffff,13.0,0.0,0.0,0.0
83681bfffffffff,1.0,0.0,0.0,0.0
83681cfffffffff,5.0,0.0,0.0,0.0
836828fffffffff,193.0,0.0,0.0,57.0
83682afffffffff,2.0,0.0,0.0,0.0
83682dfffffffff,11.0,0.0,0.0,0.0
836840fffffffff,17.0,0.0,0.0,2.0
836841fffffffff,2.0,0.0,0.0,0.0
836842fffffffff,5.0,0.0,0.0,1.0
836843fffffffff,184.0,0.0,0.0,63.0
836844fffffffff,133.0,0.0,0.0,24.0
836845fffffffff,5.0,0.0,0.0,0.0
836846fffffffff,120.0,0.0,0.0,8.0
83684efffffffff,123.0,0.0,0.0,35.0
836856fffffffff,32.0,0.0,0.0,8.0
836858fffffffff,84.0,0.0,0.0,2.0
83685cfffffffff,245.0,0.0,0.0,33.0
83685dfffffffff,104.0,0.0,0.0,8.0
83685efffffffff,143.0,0.0,0.0,2.0
836861fffffffff,2.0,0.0,0.0,0.0
836862fffffffff,21.0,0.0,0.0,4.0
836863fffffffff,5.0,0.0,0.0,0.0
836865fffffffff,38.0,0.0,0.0,14.0
836866fffffffff,10.0,0.0,0.0,0.0
83686efffffffff,2.0,0.0,0.0,0.0
836871fffffffff,22.0,0.0,0.0,11.0
836873fffffffff,2.0,0.0,0.0,0.0
836875fffffffff,17.0,0.0,0.0,2.0
836914fffffffff,1.0,0.0,0.0,0.0
836930fffffffff,2.0,0.0,0.0,0.0
836934fffffffff,20.0,1.0,0.0,0.0
836940fffffffff,2.0,0.0,0.0,0.0
836941fffffffff,603.0,0.0,0.0,34.0
836943fffffffff,708.0,0.0,0.0,79.0
836945fffffffff,46.0,0.0,0.0,0.0
83694afffffffff,15.0,0.0,0.0,1.0
83694bfffffffff,15.0,0.0,0.0,0.0
83694cfffffffff,13.0,0.0,0.0,4.0
83694efffffffff,2882.0,0.0,0.0,181.0
836958fffffffff,49.0,0.0,0.0,9.0
836959fffffffff,12.0,0.0,0.0,6.0
83695afffffffff,2.0,0.0,0.0,0.0
83695cfffffffff,1.0,0.0,0.0,0.0
83695dfffffffff,37.0,0.0,0.0,4.0
83695efffffffff,7.0,0.0,0.0,1.0
836968fffffffff,18.0,0.0,0.0,7.0
836969fffffffff,3.0,0.0,0.0,0.0
83696afffffffff,135.0,0.0,0.0,12.0
83696bfffffffff,1.0,0.0,0.0,0.0
83696cfffffffff,113.0,0.0,0.0,5.0
83696dfffffffff,27.0,0.0,0.0,13.0
83696efffffffff,10.0,0.0,0.0,0.0
838c10fffffffff,5.0,0.0,0.0,0.0
838c89fffffffff,2.0,0.0,0.0,0.0
838cadfffffffff,15.0,1.0,0.0,0.0
838cd2fffffffff,7.0,0.0,0.0,0.0
838cd3fffffffff,3.0,0.0,0.0,0.0
838db5fffffffff,4.0,0.0,0.0,0.0
8395a4fffffffff,1.0,0.0,0.0,0.0
