cell_id,Pharomachrus mocinno,Pharomachrus mocinno mocinno,Pharomachrus mocinno costaricensis
824527fffffffff,2.0,1.0,0.0
8266b7fffffffff,292.0,0.0,231.0
826797fffffffff,7.0,0.0,0.0
826d07fffffffff,1.0,0.0,0.0
826d2ffffffffff,37.0,10.0,0.0
826d67fffffffff,2.0,2.0,0.0
826d6ffffffffff,31.0,0.0,20.0
