cell_id,Myiarchus swainsoni,Myiarchus swainsoni phaeonotus,Myiarchus swainsoni [swainsoni Group]
84a94e3ffffffff,3.0,0.0,0.0
84a94e5ffffffff,43.0,0.0,0.0
84a94e7ffffffff,16.0,0.0,0.0
84a9501ffffffff,10.0,0.0,0.0
84a9507ffffffff,22.0,0.0,0.0
84a9509ffffffff,9.0,0.0,0.0
84a950bffffffff,23.0,0.0,0.0
84a950dffffffff,2.0,0.0,0.0
84a951dffffffff,2.0,0.0,0.0
84a9521ffffffff,1.0,0.0,0.0
84a9525ffffffff,3.0,0.0,0.0
84a9527ffffffff,59.0,0.0,0.0
84a9531ffffffff,52.0,0.0,0.0
84a9533ffffffff,9.0,0.0,0.0
84a9539ffffffff,7.0,0.0,0.0
84a953bffffffff,85.0,0.0,0.0
84a9547ffffffff,2.0,0.0,0.0
84a9551ffffffff,6.0,0.0,0.0
84a9559ffffffff,5.0,0.0,0.0
84a95abffffffff,4.0,0.0,0.0
84a95b3ffffffff,1.0,0.0,0.0
84a95bbffffffff,1.0,0.0,0.0
84a95c3ffffffff,4.0,0.0,0.0
84a95c9ffffffff,4.0,0.0,0.0
84a95d7ffffffff,2.0,0.0,0.0
84a95d9ffffffff,7.0,0.0,0.0
84a95dbffffffff,4.0,0.0,0.0
84a95edffffffff,9.0,0.0,0.0
84a9601ffffffff,2.0,0.0,0.0
84a9609ffffffff,1.0,0.0,0.0
84a9611ffffffff,8.0,0.0,0.0
84a9613ffffffff,8.0,0.0,0.0
84a9617ffffffff,13.0,0.0,0.0
84a9619ffffffff,4.0,0.0,0.0
84a9623ffffffff,45.0,0.0,0.0
84a9627ffffffff,67.0,0.0,0.0
84a962bffffffff,7.0,0.0,0.0
84a962dffffffff,2.0,0.0,0.0
84a9631ffffffff,9.0,0.0,0.0
84a9633ffffffff,2.0,0.0,0.0
84a9637ffffffff,8.0,0.0,0.0
84a9639ffffffff,2.0,0.0,0.0
84a963dffffffff,6.0,0.0,0.0
84a9645ffffffff,34.0,0.0,0.0
84a9649ffffffff,10.0,0.0,0.0
84a964dffffffff,10.0,0.0,0.0
84a9661ffffffff,4.0,0.0,0.0
84a9667ffffffff,1.0,0.0,0.0
84a9685ffffffff,6.0,0.0,0.0
84a96a5ffffffff,3.0,0.0,0.0
84a96a9ffffffff,2.0,0.0,0.0
84a96adffffffff,14.0,0.0,0.0
84a96b9ffffffff,2.0,0.0,0.0
84a96e5ffffffff,7.0,0.0,0.0
84a96e7ffffffff,9.0,0.0,0.0
84a96edffffffff,1.0,0.0,0.0
84a9711ffffffff,8.0,0.0,0.0
84a9713ffffffff,4.0,0.0,0.0
84a9717ffffffff,20.0,0.0,0.0
84a9719ffffffff,3.0,0.0,0.0
84a972bffffffff,2.0,0.0,0.0
84a9733ffffffff,4.0,0.0,0.0
84a973bffffffff,7.0,0.0,0.0
84a973dffffffff,4.0,0.0,0.0
84a974dffffffff,3.0,0.0,0.0
84a9753ffffffff,1.0,0.0,0.0
84a9761ffffffff,2.0,0.0,0.0
84a9765ffffffff,20.0,0.0,0.0
84b2401ffffffff,3.0,0.0,0.0
84b240bffffffff,1.0,0.0,0.0
84b2413ffffffff,37.0,0.0,0.0
84b2423ffffffff,2.0,0.0,0.0
84b2427ffffffff,2.0,0.0,0.0
84b242bffffffff,32.0,0.0,0.0
84b2431ffffffff,3.0,0.0,0.0
84b2435ffffffff,46.0,0.0,0.0
84b2437ffffffff,11.0,0.0,0.0
84b243dffffffff,28.0,0.0,0.0
84b2455ffffffff,4.0,0.0,0.0
84b2461ffffffff,3.0,0.0,0.0
84b2463ffffffff,12.0,0.0,0.0
84b246bffffffff,2.0,0.0,0.0
84b248bffffffff,1.0,0.0,0.0
84b24a1ffffffff,4.0,0.0,0.0
84b24a9ffffffff,3.0,0.0,0.0
84b24adffffffff,3.0,0.0,0.0
84b24b9ffffffff,3.0,0.0,0.0
84b24bdffffffff,5.0,0.0,0.0
84b24c1ffffffff,6.0,0.0,0.0
84b24c5ffffffff,4.0,0.0,0.0
84b24cdffffffff,8.0,0.0,0.0
84b24d3ffffffff,15.0,0.0,0.0
84b24d7ffffffff,2.0,0.0,0.0
84b24dbffffffff,1.0,0.0,0.0
84b24e3ffffffff,8.0,0.0,0.0
84b24e5ffffffff,4.0,0.0,0.0
84b24edffffffff,10.0,0.0,0.0
84b251bffffffff,12.0,0.0,0.0
84b2557ffffffff,9.0,0.0,0.0
84b2559ffffffff,3.0,0.0,0.0
84b2563ffffffff,3.0,0.0,0.0
84b256bffffffff,2.0,0.0,0.0
84b2583ffffffff,1.0,0.0,0.0
84b2589ffffffff,25.0,0.0,0.0
84b258bffffffff,7.0,0.0,0.0
84b2591ffffffff,7.0,0.0,0.0
84b2595ffffffff,3.0,0.0,0.0
84b25a1ffffffff,4.0,0.0,0.0
84b25b9ffffffff,1.0,0.0,0.0
84b25c1ffffffff,12.0,0.0,0.0
84b25c3ffffffff,5.0,0.0,0.0
84b25c7ffffffff,6.0,0.0,0.0
84b25cbffffffff,8.0,0.0,0.0
84b25cdffffffff,46.0,0.0,0.0
84b25d1ffffffff,2.0,0.0,0.0
84b25d3ffffffff,2.0,0.0,0.0
84b25d5ffffffff,29.0,0.0,0.0
84b25d7ffffffff,2.0,0.0,0.0
84b25ddffffffff,18.0,0.0,0.0
84b25e1ffffffff,6.0,0.0,0.0
84b25e3ffffffff,50.0,0.0,0.0
84b2613ffffffff,7.0,0.0,0.0
84b2625ffffffff,1.0,0.0,0.0
84b262dffffffff,37.0,0.0,0.0
84b2631ffffffff,1.0,0.0,0.0
84b2633ffffffff,2.0,0.0,0.0
84b263dffffffff,2.0,0.0,0.0
84b2655ffffffff,3.0,0.0,0.0
84b2659ffffffff,4.0,0.0,0.0
84b265dffffffff,1.0,0.0,0.0
84b2667ffffffff,2.0,0.0,0.0
84b268bffffffff,3.0,0.0,0.0
84b268dffffffff,10.0,0.0,0.0
84b2691ffffffff,5.0,0.0,0.0
84b2693ffffffff,2.0,0.0,0.0
84b26adffffffff,12.0,0.0,0.0
84b26d7ffffffff,13.0,0.0,0.0
84b26d9ffffffff,7.0,0.0,0.0
84b26edffffffff,1.0,0.0,0.0
84b2701ffffffff,5.0,0.0,0.0
84b2705ffffffff,2.0,0.0,0.0
84b2709ffffffff,3.0,0.0,0.0
84b270bffffffff,10.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0
84b2715ffffffff,6.0,0.0,0.0
84b2719ffffffff,3.0,0.0,0.0
84b271dffffffff,3.0,0.0,0.0
84b2723ffffffff,2.0,0.0,0.0
84b272bffffffff,4.0,0.0,0.0
84b2749ffffffff,3.0,0.0,0.0
84b274bffffffff,4.0,0.0,0.0
84b2757ffffffff,19.0,0.0,0.0
84b275bffffffff,29.0,0.0,0.0
84b275dffffffff,11.0,0.0,0.0
84b276bffffffff,3.0,0.0,0.0
84b2e91ffffffff,32.0,0.0,0.0
84b2e95ffffffff,1.0,0.0,0.0
84b2e99ffffffff,13.0,0.0,0.0
84b2eb9ffffffff,4.0,0.0,0.0
84b2ebbffffffff,4.0,0.0,0.0
84b2ec1ffffffff,7.0,0.0,0.0
84b2ec9ffffffff,2.0,0.0,0.0
84b2ecbffffffff,1.0,0.0,0.0
84b2ed9ffffffff,5.0,0.0,0.0
84b3253ffffffff,2.0,0.0,0.0
84b3421ffffffff,8.0,0.0,0.0
84b3423ffffffff,13.0,0.0,0.0
84b3425ffffffff,19.0,0.0,0.0
84b343bffffffff,26.0,0.0,0.0
84b343dffffffff,3.0,0.0,0.0
84b3445ffffffff,4.0,0.0,0.0
84b3447ffffffff,3.0,0.0,0.0
84b345dffffffff,2.0,0.0,0.0
84b346dffffffff,1.0,0.0,0.0
84b3481ffffffff,2.0,0.0,0.0
84b349dffffffff,2.0,0.0,0.0
84b34a5ffffffff,4.0,0.0,0.0
84b34b1ffffffff,23.0,0.0,0.0
84b34b9ffffffff,9.0,0.0,0.0
84b34bdffffffff,15.0,0.0,0.0
84b34c5ffffffff,2.0,0.0,0.0
84b34c7ffffffff,15.0,0.0,0.0
84b34d7ffffffff,8.0,0.0,0.0
84b34d9ffffffff,2.0,0.0,0.0
84b34dbffffffff,11.0,0.0,0.0
84b34e9ffffffff,2.0,0.0,0.0
84b3511ffffffff,9.0,0.0,0.0
84b3513ffffffff,10.0,0.0,0.0
84b351bffffffff,2.0,0.0,0.0
84b3583ffffffff,1.0,0.0,0.0
84b3585ffffffff,13.0,0.0,0.0
84b3589ffffffff,31.0,0.0,0.0
84b35a3ffffffff,2.0,0.0,0.0
84b35b1ffffffff,3.0,0.0,0.0
84b35b9ffffffff,4.0,0.0,0.0
84b35bdffffffff,1.0,0.0,0.0
84b35c1ffffffff,3.0,0.0,0.0
84b35c5ffffffff,24.0,0.0,0.0
84b35c7ffffffff,15.0,0.0,0.0
84b35c9ffffffff,11.0,0.0,0.0
84b35cbffffffff,3.0,0.0,0.0
84b35d3ffffffff,1.0,0.0,0.0
84b35d5ffffffff,3.0,0.0,0.0
84b35d9ffffffff,4.0,0.0,0.0
84b35ddffffffff,3.0,0.0,0.0
84b35e1ffffffff,17.0,0.0,0.0
84b35e3ffffffff,1.0,0.0,0.0
84b35e9ffffffff,18.0,0.0,0.0
84b35ebffffffff,4.0,0.0,0.0
84b3611ffffffff,6.0,0.0,0.0
84b3637ffffffff,2.0,0.0,0.0
84b366dffffffff,2.0,0.0,0.0
84b368bffffffff,8.0,0.0,0.0
84b3699ffffffff,24.0,0.0,0.0
84b36d5ffffffff,6.0,0.0,0.0
84b36d7ffffffff,6.0,0.0,0.0
84c2c03ffffffff,2.0,0.0,0.0
84c2c15ffffffff,5.0,0.0,0.0
84c2c17ffffffff,26.0,0.0,0.0
84c2c19ffffffff,29.0,0.0,0.0
84c2c1bffffffff,4.0,0.0,0.0
84c2c1dffffffff,21.0,0.0,0.0
84c2c23ffffffff,1.0,0.0,0.0
84c2c29ffffffff,1.0,0.0,0.0
84c2c4dffffffff,2.0,0.0,0.0
84c2c53ffffffff,85.0,0.0,0.0
84c2c57ffffffff,2.0,0.0,0.0
84c2c5bffffffff,76.0,0.0,0.0
84c2c63ffffffff,1.0,0.0,0.0
84c2c6dffffffff,6.0,0.0,0.0
84c2c87ffffffff,5.0,0.0,0.0
84c2c8dffffffff,10.0,0.0,0.0
84c2c95ffffffff,4.0,0.0,0.0
84c2c97ffffffff,18.0,0.0,0.0
84c2c99ffffffff,6.0,0.0,0.0
84c2ca5ffffffff,2.0,0.0,0.0
84c2ca7ffffffff,22.0,0.0,0.0
84c2cabffffffff,13.0,0.0,0.0
84c2cadffffffff,21.0,0.0,0.0
84c2cb1ffffffff,35.0,0.0,0.0
84c2cb5ffffffff,8.0,0.0,0.0
84c2cb9ffffffff,11.0,0.0,0.0
84c2cbbffffffff,1.0,0.0,0.0
84c2cbdffffffff,6.0,0.0,0.0
84c2cc1ffffffff,3.0,0.0,0.0
84c2cc3ffffffff,2.0,0.0,0.0
84c2ccbffffffff,3.0,0.0,0.0
84c2ccdffffffff,8.0,0.0,0.0
84c2cd3ffffffff,22.0,0.0,0.0
84c2cd9ffffffff,2.0,0.0,0.0
84c2cdbffffffff,31.0,0.0,0.0
84c2ce1ffffffff,41.0,0.0,0.0
84c2ce7ffffffff,15.0,0.0,0.0
84c2ce9ffffffff,6.0,0.0,0.0
84c2d03ffffffff,14.0,0.0,0.0
84c2d09ffffffff,4.0,0.0,0.0
84c2d0dffffffff,2.0,0.0,0.0
84c2d31ffffffff,4.0,0.0,0.0
84c2d35ffffffff,3.0,0.0,0.0
84c2d37ffffffff,5.0,0.0,0.0
84c2d3dffffffff,2.0,0.0,0.0
84c2d43ffffffff,9.0,0.0,0.0
84c2d45ffffffff,20.0,0.0,0.0
84c2d49ffffffff,9.0,0.0,0.0
84c2d4bffffffff,29.0,0.0,0.0
84c2d4dffffffff,7.0,0.0,0.0
84c2d55ffffffff,4.0,0.0,0.0
84c2d5dffffffff,1.0,0.0,0.0
84c2d63ffffffff,5.0,0.0,0.0
84c2d69ffffffff,1.0,0.0,0.0
84c2d6bffffffff,15.0,0.0,0.0
84c2d85ffffffff,57.0,0.0,0.0
84c2d8dffffffff,3.0,0.0,0.0
84c2d93ffffffff,72.0,0.0,0.0
84c2d9bffffffff,20.0,0.0,0.0
84c2d9dffffffff,2.0,0.0,0.0
84c2dabffffffff,2.0,0.0,0.0
84c2db1ffffffff,2.0,0.0,0.0
84c2dbbffffffff,2.0,0.0,0.0
84c2dc7ffffffff,5.0,0.0,0.0
84c2dd9ffffffff,2.0,0.0,0.0
84c2debffffffff,1.0,0.0,0.0
84c2e17ffffffff,2.0,0.0,0.0
84c2e1bffffffff,4.0,0.0,0.0
84c2e1dffffffff,3.0,0.0,0.0
84c2e31ffffffff,356.0,0.0,0.0
84c2e33ffffffff,59.0,0.0,0.0
84c2e35ffffffff,12.0,0.0,0.0
84c2e37ffffffff,1.0,0.0,0.0
84c2e3bffffffff,8.0,0.0,0.0
84c2e3dffffffff,12.0,0.0,0.0
84c2e85ffffffff,8.0,0.0,0.0
84c2e87ffffffff,5.0,0.0,0.0
84c2e97ffffffff,1.0,0.0,0.0
84c2e9bffffffff,2.0,0.0,0.0
84c2ea1ffffffff,4.0,0.0,0.0
84c2ea3ffffffff,3.0,0.0,0.0
84c2eadffffffff,2.0,0.0,0.0
84c2eb1ffffffff,2.0,0.0,0.0
84c2ebbffffffff,8.0,0.0,0.0
84c2ee1ffffffff,5.0,0.0,0.0
84c2ee3ffffffff,2.0,0.0,0.0
84c2ee5ffffffff,15.0,0.0,0.0
84c2f11ffffffff,58.0,0.0,0.0
84c2f15ffffffff,64.0,0.0,0.0
84c2f17ffffffff,4.0,0.0,0.0
84c2f1dffffffff,4.0,0.0,0.0
84c2f23ffffffff,22.0,0.0,0.0
84c2f27ffffffff,8.0,0.0,0.0
84c2f2bffffffff,12.0,0.0,0.0
84c2f31ffffffff,19.0,0.0,0.0
84c2f35ffffffff,7.0,0.0,0.0
84c2f37ffffffff,21.0,0.0,0.0
84c2f39ffffffff,12.0,0.0,0.0
84c2f3bffffffff,1.0,0.0,0.0
84c2f3dffffffff,31.0,0.0,0.0
84c308bffffffff,2.0,0.0,0.0
84c3297ffffffff,7.0,0.0,0.0
84c3401ffffffff,10.0,0.0,0.0
84c3403ffffffff,4.0,0.0,0.0
84c3459ffffffff,3.0,0.0,0.0
84c345dffffffff,2.0,0.0,0.0
84c3467ffffffff,16.0,0.0,0.0
84c3501ffffffff,1.0,0.0,0.0
84c3547ffffffff,2.0,0.0,0.0
84c3609ffffffff,2.0,0.0,0.0
84c360dffffffff,2.0,0.0,0.0
84c36ddffffffff,1.0,0.0,0.0
84c371bffffffff,8.0,0.0,0.0
84c373bffffffff,2.0,0.0,0.0
84c375dffffffff,3.0,0.0,0.0
84ce923ffffffff,5.0,0.0,0.0
84ce931ffffffff,25.0,0.0,0.0
84ce935ffffffff,15.0,0.0,0.0
84ce937ffffffff,3.0,0.0,0.0
