cell_id,Glareola nuchalis,Glareola nuchalis liberiae,Glareola nuchalis nuchalis
8354e2fffffffff,8.0,0.0,0.0
837a4cfffffffff,2.0,0.0,0.0
837a4dfffffffff,5.0,0.0,2.0
837b6bfffffffff,1.0,0.0,0.0
8382aafffffffff,4.0,0.0,0.0
8382d3fffffffff,2.0,0.0,2.0
83974afffffffff,85.0,0.0,4.0
83974bfffffffff,14.0,0.0,0.0
839751fffffffff,17.0,0.0,1.0
83ac96fffffffff,6.0,0.0,0.0
83bce6fffffffff,3.0,0.0,0.0
