cell_id,Emberiza capensis,Emberiza capensis [capensis Group],Emberiza capensis vincenti
83ad32fffffffff,1.0,0.0,0.0
83bc4dfffffffff,2.0,0.0,0.0
83bcc3fffffffff,3.0,0.0,0.0
83bcddfffffffff,1.0,0.0,0.0
83bce2fffffffff,2.0,0.0,0.0
