cell_id,Empidonax traillii,Empidonax traillii traillii,Empidonax traillii brewsteri/adastus,Empidonax traillii extimus
8226dffffffffff,20.0,2.0,0.0,0.0
8226e7fffffffff,39.0,0.0,0.0,0.0
8226effffffffff,25.0,0.0,0.0,0.0
8226f7fffffffff,48.0,6.0,0.0,0.0
822707fffffffff,4.0,0.0,0.0,0.0
82270ffffffffff,2.0,0.0,0.0,0.0
82271ffffffffff,16.0,0.0,0.0,0.0
822747fffffffff,16.0,0.0,0.0,0.0
82274ffffffffff,164.0,1.0,0.0,0.0
822757fffffffff,30.0,0.0,0.0,0.0
82275ffffffffff,89.0,6.0,0.0,0.0
822767fffffffff,58.0,0.0,0.0,0.0
82276ffffffffff,55.0,7.0,0.0,0.0
822777fffffffff,5.0,0.0,0.0,0.0
822787fffffffff,7.0,0.0,0.0,0.0
822797fffffffff,6.0,0.0,0.0,0.0
82279ffffffffff,7.0,0.0,0.0,0.0
8227a7fffffffff,6.0,0.0,0.0,0.0
8227affffffffff,11.0,0.0,0.0,0.0
8227b7fffffffff,12.0,0.0,0.0,0.0
822807fffffffff,48.0,0.0,0.0,0.0
822817fffffffff,96.0,0.0,4.0,0.0
82281ffffffffff,133.0,0.0,0.0,0.0
822837fffffffff,759.0,10.0,2.0,0.0
822887fffffffff,128.0,0.0,0.0,0.0
82288ffffffffff,13.0,0.0,0.0,0.0
822897fffffffff,29.0,0.0,0.0,0.0
82289ffffffffff,8.0,0.0,0.0,0.0
8228a7fffffffff,4.0,0.0,0.0,0.0
8228affffffffff,213.0,0.0,1.0,0.0
8228b7fffffffff,20.0,0.0,0.0,0.0
8228c7fffffffff,8.0,0.0,0.0,0.0
8228d7fffffffff,152.0,2.0,7.0,0.0
8228dffffffffff,77.0,0.0,5.0,0.0
8228f7fffffffff,63.0,0.0,1.0,0.0
822917fffffffff,17.0,0.0,0.0,3.0
82291ffffffffff,177.0,0.0,0.0,0.0
822987fffffffff,57.0,0.0,0.0,7.0
82298ffffffffff,60.0,0.0,0.0,0.0
822997fffffffff,2.0,0.0,0.0,0.0
82299ffffffffff,8.0,0.0,0.0,0.0
8229a7fffffffff,374.0,0.0,0.0,4.0
8229affffffffff,99.0,0.0,0.0,31.0
8229b7fffffffff,88.0,0.0,3.0,22.0
822a07fffffffff,6.0,0.0,0.0,0.0
822a17fffffffff,1065.0,32.0,0.0,0.0
822a37fffffffff,257.0,2.0,0.0,0.0
822a4ffffffffff,1.0,0.0,0.0,0.0
822a87fffffffff,33.0,7.0,0.0,0.0
822a8ffffffffff,178.0,2.0,0.0,0.0
822a97fffffffff,21.0,1.0,0.0,0.0
822a9ffffffffff,20.0,0.0,0.0,0.0
822aa7fffffffff,74.0,2.0,0.0,0.0
822aaffffffffff,466.0,15.0,0.0,0.0
822ab7fffffffff,297.0,90.0,0.0,0.0
822af7fffffffff,33.0,0.0,0.0,0.0
822b07fffffffff,51.0,0.0,0.0,0.0
822b0ffffffffff,123.0,0.0,0.0,0.0
822b17fffffffff,12.0,0.0,0.0,0.0
822b1ffffffffff,114.0,3.0,0.0,0.0
822b2ffffffffff,3.0,0.0,0.0,0.0
822b37fffffffff,3.0,0.0,0.0,0.0
822b87fffffffff,99.0,5.0,0.0,0.0
822b8ffffffffff,255.0,117.0,0.0,0.0
822b97fffffffff,7.0,0.0,0.0,0.0
822b9ffffffffff,293.0,99.0,0.0,0.0
822baffffffffff,238.0,3.0,0.0,0.0
822bb7fffffffff,2.0,0.0,0.0,0.0
824447fffffffff,12.0,0.0,0.0,0.0
82444ffffffffff,35.0,0.0,0.0,0.0
824457fffffffff,10.0,2.0,0.0,0.0
82445ffffffffff,51.0,0.0,0.0,0.0
82446ffffffffff,27.0,0.0,0.0,0.0
8244a7fffffffff,2.0,0.0,0.0,0.0
8244affffffffff,139.0,0.0,0.0,0.0
8244b7fffffffff,2.0,0.0,0.0,0.0
8244c7fffffffff,107.0,9.0,0.0,0.0
8244cffffffffff,277.0,7.0,0.0,0.0
8244d7fffffffff,63.0,0.0,0.0,0.0
8244dffffffffff,39.0,1.0,0.0,0.0
8244e7fffffffff,4.0,0.0,0.0,0.0
8244effffffffff,29.0,0.0,0.0,0.0
8244f7fffffffff,16.0,0.0,0.0,0.0
824507fffffffff,4.0,0.0,0.0,0.0
82450ffffffffff,14.0,2.0,0.0,0.0
824527fffffffff,108.0,0.0,0.0,0.0
82452ffffffffff,69.0,0.0,0.0,0.0
824807fffffffff,2.0,0.0,0.0,0.0
82480ffffffffff,5.0,0.0,0.0,0.0
824817fffffffff,1.0,0.0,0.0,0.0
824827fffffffff,1.0,0.0,0.0,0.0
824837fffffffff,6.0,0.0,0.0,0.0
82484ffffffffff,9.0,0.0,0.0,0.0
82485ffffffffff,80.0,0.0,0.0,0.0
824877fffffffff,10.0,0.0,0.0,0.0
82488ffffffffff,6.0,0.0,0.0,0.0
824897fffffffff,16.0,0.0,0.0,0.0
82489ffffffffff,21.0,0.0,0.0,0.0
8248affffffffff,1.0,0.0,0.0,0.0
8248b7fffffffff,34.0,0.0,0.0,0.0
8248c7fffffffff,21.0,1.0,0.0,2.0
8248cffffffffff,8.0,0.0,0.0,0.0
8248d7fffffffff,20.0,0.0,0.0,0.0
8248dffffffffff,44.0,0.0,6.0,4.0
8248effffffffff,177.0,0.0,0.0,6.0
8248f7fffffffff,6.0,0.0,0.0,0.0
824987fffffffff,5.0,0.0,0.0,0.0
824997fffffffff,8.0,1.0,0.0,0.0
82499ffffffffff,1.0,0.0,0.0,0.0
8249a7fffffffff,1.0,0.0,1.0,0.0
8249b7fffffffff,7.0,1.0,6.0,0.0
824cc7fffffffff,5.0,0.0,0.0,0.0
826617fffffffff,13.0,0.0,0.0,0.0
826627fffffffff,2.0,0.0,0.0,0.0
82662ffffffffff,1.0,0.0,0.0,0.0
826677fffffffff,2.0,0.0,0.0,0.0
8266a7fffffffff,4.0,0.0,0.0,0.0
8266b7fffffffff,2.0,0.0,0.0,0.0
8266c7fffffffff,10.0,0.0,0.0,0.0
8266dffffffffff,20.0,0.0,0.0,0.0
8266e7fffffffff,4.0,0.0,0.0,0.0
8266f7fffffffff,6.0,0.0,0.0,0.0
826747fffffffff,2.0,0.0,0.0,0.0
826757fffffffff,6.0,0.0,0.0,0.0
826777fffffffff,5.0,0.0,0.0,0.0
826787fffffffff,6.0,0.0,0.0,0.0
8267a7fffffffff,1.0,0.0,0.0,0.0
826d17fffffffff,1.0,0.0,0.0,0.0
826d27fffffffff,14.0,0.0,0.0,0.0
826d2ffffffffff,43.0,0.0,0.0,0.0
826d37fffffffff,49.0,2.0,0.0,0.0
826d67fffffffff,13.0,0.0,0.0,0.0
826d6ffffffffff,27.0,0.0,0.0,0.0
826d77fffffffff,5.0,0.0,0.0,0.0
828f2ffffffffff,1.0,0.0,0.0,0.0
