cell_id,Edolisoma salvadorii,Edolisoma salvadorii salvadorii,Edolisoma salvadorii talautense
8373b0fffffffff,26.0,0.0,0.0
8373b5fffffffff,1.0,0.0,0.0
8373b6fffffffff,13.0,0.0,0.0
