cell_id,Pteruthius aeralatus,Pteruthius aeralatus ripleyi,Pteruthius aeralatus validirostris,Pteruthius aeralatus ricketti,Pteruthius aeralatus [aeralatus Group],Pteruthius aeralatus annamensis
843ce5dffffffff,77.0,0.0,22.0,0.0,0.0,0.0
843ce83ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
843ce85ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
843ce8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843ce95ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
843cebdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843ceedffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843d101ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
843d103ffffffff,59.0,52.0,0.0,0.0,0.0,0.0
843d109ffffffff,35.0,34.0,0.0,0.0,0.0,0.0
843d111ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
843d115ffffffff,8.0,7.0,0.0,0.0,0.0,0.0
843d11dffffffff,3.0,3.0,0.0,0.0,0.0,0.0
843d133ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
843d137ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
843d139ffffffff,36.0,34.0,0.0,0.0,0.0,0.0
843d13bffffffff,8.0,8.0,0.0,0.0,0.0,0.0
843d143ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
843d151ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
843d155ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
843d15dffffffff,3.0,3.0,0.0,0.0,0.0,0.0
843d1a9ffffffff,22.0,12.0,0.0,0.0,0.0,0.0
843d1adffffffff,4.0,4.0,0.0,0.0,0.0,0.0
843d1e1ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
843d1e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843d1e7ffffffff,91.0,86.0,0.0,0.0,0.0,0.0
843d1edffffffff,142.0,136.0,0.0,0.0,0.0,0.0
843d335ffffffff,3.0,2.0,0.0,0.0,0.0,0.0
843d337ffffffff,6.0,6.0,0.0,0.0,0.0,0.0
843d339ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
843d33dffffffff,12.0,12.0,0.0,0.0,0.0,0.0
843dad1ffffffff,661.0,579.0,0.0,0.0,0.0,0.0
843dad9ffffffff,155.0,142.0,0.0,0.0,0.0,0.0
843dadbffffffff,12.0,9.0,0.0,0.0,0.0,0.0
84400a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84402d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440417ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8440439ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
844043dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440447ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
84404c1ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
84404c3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84404c5ffffffff,119.0,0.0,0.0,3.0,0.0,0.0
84404c7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84404c9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84404cdffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84404ddffffffff,56.0,0.0,0.0,0.0,0.0,0.0
84404e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84404e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440591ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84405ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440611ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8440613ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844061bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440653ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8440657ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844066dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84406b7ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
84406d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440717ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8440c61ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8440c6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440c6dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8440e11ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8440e13ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8440e33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440e37ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8440eebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440eedffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84411b5ffffffff,11.0,0.0,0.0,9.0,0.0,0.0
84414c3ffffffff,29.0,0.0,0.0,0.0,3.0,0.0
8441591ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8441593ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844159bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84415a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84415a9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84415abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84415c3ffffffff,19.0,0.0,0.0,5.0,0.0,0.0
84415ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8441611ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8441617ffffffff,11.0,0.0,0.0,0.0,3.0,0.0
8441655ffffffff,35.0,0.0,0.0,0.0,2.0,0.0
844165bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84416e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8441709ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844170bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8441719ffffffff,104.0,0.0,0.0,24.0,0.0,0.0
8441855ffffffff,45.0,0.0,0.0,7.0,0.0,0.0
8441863ffffffff,6.0,0.0,0.0,2.0,0.0,0.0
8441a39ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8441b31ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8464161ffffffff,10.0,0.0,0.0,0.0,1.0,0.0
846416dffffffff,204.0,0.0,0.0,0.0,54.0,0.0
846480bffffffff,6.0,0.0,0.0,0.0,4.0,0.0
846480dffffffff,6.0,0.0,0.0,0.0,6.0,0.0
8464821ffffffff,64.0,0.0,0.0,0.0,39.0,0.0
8464825ffffffff,42.0,0.0,0.0,0.0,15.0,0.0
8464827ffffffff,29.0,0.0,0.0,0.0,23.0,0.0
846482bffffffff,788.0,0.0,0.0,0.0,201.0,0.0
846482dffffffff,4.0,0.0,0.0,0.0,4.0,0.0
8464843ffffffff,8.0,0.0,0.0,0.0,2.0,0.0
846484bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8464903ffffffff,56.0,0.0,0.0,0.0,27.0,0.0
8464911ffffffff,833.0,0.0,0.0,0.0,240.0,0.0
8464919ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846491bffffffff,14.0,0.0,0.0,0.0,7.0,0.0
8464921ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8464949ffffffff,9.0,0.0,0.0,0.0,1.0,0.0
846494bffffffff,18.0,0.0,0.0,0.0,8.0,0.0
8464983ffffffff,21.0,0.0,0.0,2.0,2.0,0.0
8464987ffffffff,6.0,0.0,2.0,0.0,0.0,0.0
8464a35ffffffff,58.0,0.0,0.0,0.0,23.0,0.0
8464a39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8464a3dffffffff,15.0,0.0,0.0,0.0,6.0,0.0
8464a5bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8464b03ffffffff,8.0,0.0,0.0,0.0,6.0,0.0
8464b0bffffffff,13.0,0.0,0.0,0.0,5.0,0.0
8464b39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8464b57ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
846500bffffffff,402.0,0.0,0.0,0.0,36.0,0.0
8465033ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8465039ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8465055ffffffff,45.0,0.0,0.0,0.0,2.0,0.0
84650d1ffffffff,9.0,0.0,0.0,0.0,4.0,0.0
84650d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84651c9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84652d9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8465545ffffffff,12.0,0.0,0.0,0.0,7.0,0.0
8465561ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846556bffffffff,13.0,0.0,0.0,0.0,1.0,0.0
8465801ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8465803ffffffff,52.0,0.0,0.0,0.0,0.0,0.0
8465817ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8465851ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8465859ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8465993ffffffff,31.0,0.0,0.0,0.0,18.0,0.0
8465b2bffffffff,7.0,0.0,0.0,0.0,0.0,7.0
8465b61ffffffff,103.0,0.0,0.0,0.0,0.0,99.0
8465b63ffffffff,3.0,0.0,0.0,0.0,0.0,2.0
8465b65ffffffff,13.0,0.0,0.0,0.0,0.0,13.0
8465b67ffffffff,111.0,0.0,0.0,0.0,0.0,108.0
8465b6bffffffff,9.0,0.0,0.0,0.0,0.0,9.0
8468025ffffffff,6.0,0.0,0.0,0.0,2.0,0.0
8468111ffffffff,2.0,0.0,0.0,0.0,1.0,0.0
8468115ffffffff,4.0,0.0,0.0,0.0,4.0,0.0
8468119ffffffff,758.0,0.0,0.0,0.0,188.0,0.0
846811bffffffff,5.0,0.0,0.0,0.0,1.0,0.0
8468139ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8468985ffffffff,7.0,0.0,0.0,0.0,7.0,0.0
8468ac9ffffffff,14.0,0.0,0.0,0.0,4.0,0.0
8469341ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8469345ffffffff,18.0,0.0,0.0,0.0,8.0,0.0
846934dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848c1a7ffffffff,8.0,0.0,0.0,0.0,3.0,0.0
848cd0bffffffff,31.0,0.0,0.0,0.0,10.0,0.0
848cd33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848cd55ffffffff,17.0,0.0,0.0,0.0,2.0,0.0
848cd5dffffffff,4.0,0.0,0.0,0.0,2.0,0.0
848cf4dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
