cell_id,Pteruthius aeralatus,Pteruthius aeralatus ripleyi,Pteruthius aeralatus validirostris,Pteruthius aeralatus ricketti,Pteruthius aeralatus [aeralatus Group],Pteruthius aeralatus annamensis
843c027ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
843c029ffffffff,82.0,71.0,0.0,0.0,0.0,0.0
843c02bffffffff,3.0,3.0,0.0,0.0,0.0,0.0
843c02dffffffff,72.0,68.0,0.0,0.0,0.0,0.0
843c063ffffffff,5.0,5.0,0.0,0.0,0.0,0.0
843c067ffffffff,52.0,50.0,0.0,0.0,0.0,0.0
843c069ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
843c0a3ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
843c0a5ffffffff,210.0,0.0,0.0,0.0,0.0,0.0
843c0a7ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
843c0a9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
843c0adffffffff,59.0,0.0,0.0,0.0,0.0,0.0
843c0b5ffffffff,39.0,0.0,3.0,0.0,0.0,0.0
843c0b7ffffffff,28.0,0.0,4.0,0.0,0.0,0.0
843c0bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843c159ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
843c199ffffffff,51.0,0.0,0.0,0.0,0.0,0.0
843c19bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c1d1ffffffff,4.0,3.0,0.0,0.0,0.0,0.0
843c1d3ffffffff,86.0,0.0,0.0,0.0,0.0,0.0
843c1d7ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
843c1dbffffffff,19.0,0.0,0.0,0.0,0.0,0.0
843c315ffffffff,9.0,4.0,0.0,0.0,0.0,0.0
843c317ffffffff,4.0,3.0,0.0,0.0,0.0,0.0
843c437ffffffff,4.0,0.0,2.0,0.0,0.0,0.0
843c521ffffffff,64.0,0.0,0.0,0.0,0.0,0.0
843c525ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
843c527ffffffff,411.0,0.0,0.0,0.0,0.0,0.0
843c52dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843c533ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843c567ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843c581ffffffff,127.0,0.0,0.0,0.0,0.0,0.0
843c583ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843c585ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843c587ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843c589ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843c595ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
843c5b7ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
843c5b9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843c5bbffffffff,8.0,0.0,0.0,0.0,0.0,0.0
843c5bdffffffff,61.0,0.0,0.0,0.0,0.0,0.0
843c5c1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
843c5c5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843c5cbffffffff,49.0,0.0,20.0,0.0,0.0,0.0
843c5ddffffffff,2.0,0.0,2.0,0.0,0.0,0.0
843c5e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843c5ebffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843cc03ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
843cc11ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843cc31ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
843cc97ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843cd8bffffffff,44.0,0.0,5.0,0.0,0.0,0.0
843cd9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843cdd5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
843ce31ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843ce3bffffffff,32.0,0.0,0.0,0.0,0.0,0.0
843ce43ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843ce49ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843ce4bffffffff,21.0,0.0,11.0,0.0,0.0,0.0
843ce4dffffffff,21.0,0.0,0.0,0.0,0.0,0.0
843ce51ffffffff,22.0,0.0,12.0,0.0,0.0,0.0
843ce53ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
843ce55ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
843ce57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843ce59ffffffff,27.0,0.0,9.0,0.0,0.0,0.0
843ce5bffffffff,69.0,0.0,13.0,0.0,0.0,0.0
