cell_id,Pipreola intermedia,Pipreola intermedia intermedia,Pipreola intermedia signata
838b20fffffffff,2.0,0.0,0.0
838b21fffffffff,11.0,0.0,0.0
838b2cfffffffff,87.0,0.0,0.0
838b2dfffffffff,5.0,0.0,0.0
838b61fffffffff,341.0,0.0,4.0
838b63fffffffff,2.0,0.0,0.0
838b6cfffffffff,59.0,0.0,0.0
838b75fffffffff,17.0,0.0,0.0
838e64fffffffff,58.0,0.0,0.0
838e65fffffffff,23.0,0.0,0.0
838f4afffffffff,27.0,4.0,0.0
838f59fffffffff,17.0,0.0,0.0
83b321fffffffff,1.0,0.0,0.0
83b325fffffffff,58.0,0.0,0.0
