cell_id,Colaptes auratus,Colaptes auratus chrysocaulosus,Colaptes auratus gundlachi,Colaptes auratus auratus/luteus,Colaptes auratus [cafer Group],Colaptes auratus luteus x cafer
840c231ffffffff,4.0,0.0,0.0,1.0,0.0,0.0
840c297ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c2cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,85.0,0.0,0.0,5.0,0.0,0.0
840c425ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
840c42dffffffff,1.0,0.0,0.0,1.0,0.0,0.0
840c441ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c461ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,12.0,0.0,0.0,7.0,0.0,0.0
840c551ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c55dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c609ffffffff,10.0,0.0,0.0,4.0,0.0,0.0
840c60dffffffff,3.0,0.0,0.0,2.0,0.0,0.0
840c621ffffffff,41.0,0.0,0.0,12.0,0.0,0.0
840c623ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c625ffffffff,8.0,0.0,0.0,6.0,0.0,0.0
840c629ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840c62bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c635ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
840c639ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
840c63bffffffff,7.0,0.0,0.0,2.0,0.0,0.0
840c63dffffffff,4.0,0.0,0.0,2.0,0.0,0.0
840c641ffffffff,15.0,0.0,0.0,2.0,0.0,0.0
840c645ffffffff,36.0,0.0,0.0,21.0,0.0,0.0
840c647ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c64bffffffff,10.0,0.0,0.0,2.0,0.0,0.0
840c64dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c651ffffffff,5.0,0.0,0.0,1.0,0.0,0.0
840c655ffffffff,3.0,0.0,0.0,3.0,0.0,0.0
840c657ffffffff,6.0,0.0,0.0,4.0,0.0,0.0
840c659ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c65bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c65dffffffff,21.0,0.0,0.0,1.0,0.0,0.0
840c665ffffffff,13.0,0.0,0.0,3.0,0.0,0.0
840c667ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c66dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c705ffffffff,7.0,0.0,0.0,5.0,0.0,0.0
840c707ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c70dffffffff,4.0,0.0,0.0,2.0,0.0,0.0
840c711ffffffff,15.0,0.0,0.0,11.0,0.0,0.0
840c715ffffffff,5.0,0.0,0.0,1.0,0.0,0.0
840c71bffffffff,53.0,0.0,0.0,21.0,0.0,0.0
840c731ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,115.0,0.0,0.0,27.0,0.0,0.0
840c735ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,18.0,0.0,0.0,6.0,0.0,0.0
840c73dffffffff,56.0,0.0,0.0,12.0,0.0,0.0
840c741ffffffff,89.0,0.0,0.0,23.0,0.0,0.0
840c745ffffffff,9.0,0.0,0.0,4.0,0.0,0.0
840c747ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c749ffffffff,5.0,0.0,0.0,5.0,0.0,0.0
840c74bffffffff,18.0,0.0,0.0,3.0,0.0,0.0
840c74dffffffff,42.0,0.0,0.0,4.0,0.0,0.0
840c759ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c75dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c769ffffffff,8.0,0.0,0.0,2.0,0.0,0.0
840d447ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d463ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d483ffffffff,11.0,0.0,0.0,6.0,0.0,0.0
840d485ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d48bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d499ffffffff,14.0,0.0,0.0,7.0,0.0,0.0
