cell_id,Colaptes auratus,Colaptes auratus chrysocaulosus,Colaptes auratus gundlachi,Colaptes auratus auratus/luteus,Colaptes auratus [cafer Group],Colaptes auratus luteus x cafer
8312dbfffffffff,9.0,0.0,0.0,9.0,0.0,0.0
8312dcfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8312ddfffffffff,14.0,0.0,0.0,3.0,5.0,2.0
8312f1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,8.0,0.0,0.0,2.0,0.0,2.0
831383fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,12.0,0.0,0.0,1.0,0.0,3.0
831391fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831393fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8313b2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8313b5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,11.0,0.0,0.0,8.0,0.0,0.0
831aa2fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
831aa3fffffffff,10.0,0.0,0.0,4.0,0.0,0.0
831aa4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831b99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,2.0,0.0,0.0,2.0,0.0,0.0
831d24fffffffff,10.0,0.0,0.0,0.0,7.0,0.0
8322dbfffffffff,9.0,0.0,0.0,6.0,0.0,0.0
832600fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
832601fffffffff,3.0,0.0,0.0,0.0,2.0,1.0
832605fffffffff,7.0,0.0,0.0,3.0,0.0,0.0
832606fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832608fffffffff,3.0,0.0,0.0,2.0,1.0,0.0
832609fffffffff,2.0,0.0,0.0,1.0,0.0,1.0
83260afffffffff,7.0,0.0,0.0,0.0,3.0,4.0
83260bfffffffff,20.0,0.0,0.0,0.0,3.0,7.0
83260efffffffff,17.0,0.0,0.0,0.0,4.0,3.0
832611fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
832612fffffffff,16.0,0.0,0.0,9.0,7.0,0.0
832613fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832616fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832618fffffffff,26.0,0.0,0.0,0.0,26.0,0.0
83261afffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83261bfffffffff,17.0,0.0,0.0,5.0,10.0,0.0
83261cfffffffff,1.0,0.0,0.0,0.0,1.0,0.0
832621fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
832623fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
832624fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,15.0,0.0,0.0,0.0,1.0,2.0
83262bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,18.0,0.0,0.0,6.0,0.0,4.0
832636fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
832640fffffffff,39.0,0.0,0.0,8.0,0.0,0.0
832641fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832642fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
832643fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832644fffffffff,4.0,0.0,0.0,1.0,0.0,0.0
832645fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832646fffffffff,20.0,0.0,0.0,1.0,0.0,0.0
832648fffffffff,43.0,0.0,0.0,3.0,0.0,0.0
832649fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83264afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83264bfffffffff,6.0,0.0,0.0,4.0,0.0,0.0
83264cfffffffff,18.0,0.0,0.0,2.0,0.0,0.0
83264dfffffffff,14.0,0.0,0.0,2.0,0.0,0.0
83264efffffffff,16.0,0.0,0.0,0.0,0.0,0.0
832650fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
832651fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,8.0,0.0,0.0,0.0,0.0,8.0
832653fffffffff,4.0,0.0,0.0,0.0,1.0,2.0
832654fffffffff,9.0,0.0,0.0,3.0,0.0,0.0
832655fffffffff,3.0,0.0,0.0,1.0,0.0,2.0
832656fffffffff,31.0,0.0,0.0,6.0,16.0,2.0
832658fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832659fffffffff,7.0,0.0,0.0,1.0,0.0,0.0
83265bfffffffff,3.0,0.0,0.0,2.0,0.0,0.0
83265efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832662fffffffff,11.0,0.0,0.0,5.0,0.0,0.0
832663fffffffff,5.0,0.0,0.0,2.0,0.0,0.0
832664fffffffff,43.0,0.0,0.0,23.0,0.0,0.0
832666fffffffff,20.0,0.0,0.0,9.0,0.0,0.0
832668fffffffff,2.0,0.0,0.0,1.0,0.0,0.0
832669fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83266afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83266cfffffffff,1.0,0.0,0.0,1.0,0.0,0.0
83266efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832671fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832672fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
832673fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832675fffffffff,5.0,0.0,0.0,5.0,0.0,0.0
832680fffffffff,27.0,0.0,0.0,2.0,9.0,3.0
832681fffffffff,297.0,0.0,0.0,0.0,151.0,0.0
832682fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
832683fffffffff,13.0,0.0,0.0,0.0,9.0,0.0
832685fffffffff,18.0,0.0,0.0,7.0,7.0,2.0
832688fffffffff,30.0,0.0,0.0,5.0,7.0,1.0
832689fffffffff,21.0,0.0,0.0,0.0,7.0,0.0
83268afffffffff,10.0,0.0,0.0,0.0,4.0,0.0
83268bfffffffff,17.0,0.0,0.0,2.0,5.0,0.0
83268cfffffffff,112.0,0.0,0.0,8.0,33.0,9.0
83268dfffffffff,84.0,0.0,0.0,10.0,0.0,5.0
83268efffffffff,22.0,0.0,0.0,0.0,5.0,2.0
832690fffffffff,32.0,0.0,0.0,4.0,4.0,4.0
832691fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
832692fffffffff,6.0,0.0,0.0,0.0,3.0,0.0
832694fffffffff,5.0,0.0,0.0,0.0,2.0,2.0
832695fffffffff,14.0,0.0,0.0,2.0,3.0,1.0
832696fffffffff,352.0,0.0,0.0,72.0,174.0,43.0
832698fffffffff,16.0,0.0,0.0,5.0,7.0,1.0
832699fffffffff,8.0,0.0,0.0,0.0,4.0,0.0
83269afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83269bfffffffff,2.0,0.0,0.0,1.0,1.0,0.0
83269cfffffffff,24.0,0.0,0.0,3.0,4.0,7.0
83269dfffffffff,43.0,0.0,0.0,0.0,15.0,4.0
83269efffffffff,9.0,0.0,0.0,1.0,0.0,8.0
8326a0fffffffff,4.0,0.0,0.0,0.0,0.0,4.0
8326a1fffffffff,14.0,0.0,0.0,4.0,8.0,2.0
8326a2fffffffff,9.0,0.0,0.0,4.0,2.0,3.0
8326a5fffffffff,5.0,0.0,0.0,0.0,2.0,0.0
8326a6fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8326a8fffffffff,43.0,0.0,0.0,3.0,4.0,8.0
8326a9fffffffff,16.0,0.0,0.0,0.0,6.0,10.0
8326aafffffffff,83.0,0.0,0.0,18.0,23.0,6.0
8326abfffffffff,16.0,0.0,0.0,6.0,5.0,0.0
8326acfffffffff,7.0,0.0,0.0,3.0,4.0,0.0
8326adfffffffff,16.0,0.0,0.0,2.0,7.0,5.0
8326aefffffffff,29.0,0.0,0.0,9.0,11.0,1.0
8326b0fffffffff,3.0,0.0,0.0,1.0,0.0,2.0
8326b3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326b6fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326c1fffffffff,6.0,0.0,0.0,0.0,2.0,0.0
8326c2fffffffff,7.0,0.0,0.0,0.0,4.0,3.0
8326c3fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8326c4fffffffff,6.0,0.0,0.0,2.0,2.0,0.0
8326c5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326c6fffffffff,6.0,0.0,0.0,0.0,0.0,2.0
8326c8fffffffff,79.0,0.0,0.0,14.0,51.0,13.0
8326c9fffffffff,5.0,0.0,0.0,0.0,2.0,0.0
8326cafffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326cbfffffffff,26.0,0.0,0.0,0.0,18.0,6.0
8326cdfffffffff,27.0,0.0,0.0,21.0,2.0,0.0
8326d0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326d1fffffffff,7.0,0.0,0.0,2.0,4.0,1.0
8326d2fffffffff,14.0,0.0,0.0,12.0,0.0,2.0
8326d3fffffffff,5.0,0.0,0.0,2.0,3.0,0.0
8326d4fffffffff,19.0,0.0,0.0,3.0,9.0,4.0
8326d5fffffffff,9.0,0.0,0.0,4.0,3.0,0.0
8326d6fffffffff,16.0,0.0,0.0,8.0,0.0,8.0
8326d8fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326d9fffffffff,3.0,0.0,0.0,0.0,2.0,0.0
8326dafffffffff,11.0,0.0,0.0,4.0,0.0,2.0
8326dbfffffffff,1.0,0.0,0.0,0.0,0.0,1.0
8326dcfffffffff,6.0,0.0,0.0,0.0,6.0,0.0
8326ddfffffffff,11.0,0.0,0.0,1.0,7.0,2.0
8326defffffffff,15.0,0.0,0.0,5.0,5.0,0.0
8326e0fffffffff,15.0,0.0,0.0,6.0,6.0,3.0
8326e1fffffffff,6.0,0.0,0.0,1.0,3.0,2.0
8326e2fffffffff,56.0,0.0,0.0,12.0,17.0,8.0
8326e3fffffffff,6.0,0.0,0.0,0.0,5.0,0.0
8326e4fffffffff,48.0,0.0,0.0,2.0,13.0,31.0
8326e5fffffffff,64.0,0.0,0.0,17.0,16.0,12.0
8326e6fffffffff,16.0,0.0,0.0,9.0,4.0,3.0
8326e8fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
8326e9fffffffff,8.0,0.0,0.0,0.0,8.0,0.0
8326eafffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8326ecfffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8326edfffffffff,18.0,0.0,0.0,7.0,10.0,0.0
8326f0fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8326f1fffffffff,6.0,0.0,0.0,3.0,3.0,0.0
8326f2fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8326f3fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8326f4fffffffff,10.0,0.0,0.0,8.0,2.0,0.0
8326f5fffffffff,13.0,0.0,0.0,5.0,5.0,3.0
8326f6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832702fffffffff,12.0,0.0,0.0,8.0,2.0,0.0
832703fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832709fffffffff,9.0,0.0,0.0,9.0,0.0,0.0
83270bfffffffff,1.0,0.0,0.0,0.0,1.0,0.0
83270efffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832718fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
832719fffffffff,9.0,0.0,0.0,3.0,0.0,0.0
83271bfffffffff,4.0,0.0,0.0,0.0,4.0,0.0
83271cfffffffff,9.0,0.0,0.0,5.0,0.0,0.0
83271efffffffff,5.0,0.0,0.0,0.0,3.0,0.0
832740fffffffff,14.0,0.0,0.0,6.0,0.0,0.0
832741fffffffff,70.0,0.0,0.0,4.0,0.0,0.0
832742fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832743fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832744fffffffff,18.0,0.0,0.0,1.0,2.0,0.0
832745fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832746fffffffff,9.0,0.0,0.0,1.0,0.0,0.0
832748fffffffff,601.0,0.0,0.0,38.0,0.0,0.0
832749fffffffff,197.0,0.0,0.0,57.0,0.0,0.0
83274afffffffff,28.0,0.0,0.0,3.0,0.0,0.0
83274bfffffffff,85.0,0.0,0.0,26.0,0.0,0.0
83274cfffffffff,32.0,0.0,0.0,1.0,0.0,0.0
83274dfffffffff,226.0,0.0,0.0,10.0,0.0,0.0
83274efffffffff,61.0,0.0,0.0,2.0,0.0,0.0
832750fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
832751fffffffff,7.0,0.0,0.0,3.0,0.0,0.0
832752fffffffff,6.0,0.0,0.0,2.0,0.0,0.0
832753fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832754fffffffff,8.0,0.0,0.0,3.0,0.0,0.0
832755fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832756fffffffff,38.0,0.0,0.0,31.0,0.0,0.0
832758fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
832759fffffffff,12.0,0.0,0.0,5.0,0.0,0.0
83275afffffffff,9.0,0.0,0.0,0.0,2.0,0.0
83275bfffffffff,9.0,0.0,0.0,3.0,2.0,0.0
83275cfffffffff,39.0,0.0,0.0,0.0,0.0,0.0
83275dfffffffff,17.0,0.0,0.0,1.0,0.0,0.0
83275efffffffff,1.0,0.0,0.0,1.0,0.0,0.0
832761fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832763fffffffff,21.0,0.0,0.0,6.0,0.0,0.0
832769fffffffff,34.0,0.0,0.0,4.0,0.0,0.0
83276afffffffff,54.0,0.0,0.0,6.0,0.0,0.0
83276bfffffffff,59.0,0.0,0.0,8.0,0.0,0.0
83276dfffffffff,8.0,0.0,0.0,8.0,0.0,0.0
83276efffffffff,6.0,0.0,0.0,4.0,0.0,0.0
832771fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832773fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832788fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83278bfffffffff,4.0,0.0,0.0,0.0,0.0,4.0
83278cfffffffff,8.0,0.0,0.0,0.0,0.0,6.0
83278dfffffffff,6.0,0.0,0.0,0.0,0.0,6.0
832790fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
832792fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832793fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
832796fffffffff,7.0,0.0,0.0,2.0,0.0,5.0
832799fffffffff,8.0,0.0,0.0,6.0,2.0,0.0
83279efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8327a0fffffffff,10.0,0.0,0.0,6.0,0.0,0.0
8327a8fffffffff,8.0,0.0,0.0,2.0,0.0,0.0
8327a9fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8327aafffffffff,24.0,0.0,0.0,3.0,2.0,15.0
8327abfffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8327adfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8327aefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8327b0fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
8327b1fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8327b2fffffffff,3.0,0.0,0.0,1.0,0.0,0.0
8327b3fffffffff,3.0,0.0,0.0,1.0,2.0,0.0
832800fffffffff,3.0,0.0,0.0,0.0,0.0,3.0
832802fffffffff,187.0,0.0,0.0,38.0,7.0,140.0
832803fffffffff,7.0,0.0,0.0,0.0,0.0,7.0
832806fffffffff,8.0,0.0,0.0,2.0,1.0,5.0
832812fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
832813fffffffff,12.0,0.0,0.0,0.0,8.0,1.0
832814fffffffff,7.0,0.0,0.0,0.0,5.0,0.0
832815fffffffff,17.0,0.0,0.0,5.0,0.0,5.0
832816fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
832818fffffffff,22.0,0.0,0.0,2.0,7.0,9.0
832819fffffffff,11.0,0.0,0.0,3.0,0.0,8.0
83281afffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83281bfffffffff,9.0,0.0,0.0,0.0,0.0,9.0
83281cfffffffff,14.0,0.0,0.0,1.0,4.0,9.0
83281dfffffffff,13.0,0.0,0.0,0.0,13.0,0.0
83281efffffffff,79.0,0.0,0.0,9.0,39.0,9.0
832830fffffffff,633.0,0.0,0.0,148.0,98.0,66.0
832831fffffffff,7.0,0.0,0.0,5.0,0.0,0.0
832832fffffffff,96.0,0.0,0.0,46.0,18.0,9.0
832833fffffffff,8.0,0.0,0.0,0.0,4.0,0.0
832834fffffffff,128.0,0.0,0.0,82.0,9.0,19.0
832835fffffffff,58.0,0.0,0.0,0.0,2.0,24.0
832836fffffffff,4222.0,0.0,0.0,12.0,1093.0,29.0
832880fffffffff,7.0,0.0,0.0,0.0,6.0,0.0
832884fffffffff,109.0,0.0,0.0,25.0,6.0,66.0
832885fffffffff,28.0,0.0,0.0,6.0,12.0,6.0
832888fffffffff,12.0,0.0,0.0,8.0,0.0,3.0
832889fffffffff,5.0,0.0,0.0,5.0,0.0,0.0
83288afffffffff,11.0,0.0,0.0,1.0,0.0,8.0
83288bfffffffff,1.0,0.0,0.0,1.0,0.0,0.0
83288cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83288dfffffffff,5.0,0.0,0.0,0.0,0.0,5.0
83288efffffffff,5.0,0.0,0.0,0.0,0.0,2.0
832890fffffffff,19.0,0.0,0.0,0.0,8.0,0.0
832892fffffffff,10.0,0.0,0.0,2.0,4.0,0.0
832893fffffffff,8.0,0.0,0.0,1.0,1.0,0.0
832894fffffffff,9.0,0.0,0.0,0.0,7.0,0.0
832896fffffffff,7.0,0.0,0.0,0.0,7.0,0.0
832898fffffffff,11.0,0.0,0.0,0.0,1.0,0.0
83289afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83289dfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83289efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8328a1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8328a4fffffffff,6.0,0.0,0.0,0.0,3.0,0.0
8328a9fffffffff,12.0,0.0,0.0,8.0,0.0,4.0
8328abfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328acfffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8328adfffffffff,9.0,0.0,0.0,0.0,4.0,4.0
8328aefffffffff,20.0,0.0,0.0,4.0,2.0,11.0
8328b0fffffffff,9.0,0.0,0.0,0.0,8.0,0.0
8328b1fffffffff,11.0,0.0,0.0,4.0,1.0,2.0
8328b2fffffffff,18.0,0.0,0.0,0.0,10.0,3.0
8328b3fffffffff,6.0,0.0,0.0,0.0,6.0,0.0
8328b5fffffffff,11.0,0.0,0.0,0.0,11.0,0.0
8328b6fffffffff,25.0,0.0,0.0,5.0,8.0,7.0
8328c0fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8328c2fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
8328c6fffffffff,40.0,0.0,0.0,19.0,9.0,0.0
8328d0fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8328d1fffffffff,66.0,0.0,0.0,59.0,2.0,4.0
8328d2fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
8328d3fffffffff,25.0,0.0,0.0,25.0,0.0,0.0
8328d5fffffffff,41.0,0.0,0.0,22.0,0.0,18.0
8328d8fffffffff,4.0,0.0,0.0,3.0,1.0,0.0
8328dcfffffffff,11.0,0.0,0.0,11.0,0.0,0.0
8328ddfffffffff,3.0,0.0,0.0,1.0,2.0,0.0
8328defffffffff,3.0,0.0,0.0,0.0,0.0,1.0
8328f0fffffffff,50.0,0.0,0.0,9.0,0.0,41.0
8328f1fffffffff,9.0,0.0,0.0,1.0,4.0,4.0
8328f2fffffffff,9.0,0.0,0.0,6.0,2.0,1.0
8328f3fffffffff,10.0,0.0,0.0,3.0,0.0,7.0
8328f4fffffffff,17.0,0.0,0.0,7.0,0.0,6.0
8328f5fffffffff,32.0,0.0,0.0,5.0,2.0,25.0
8328f6fffffffff,36.0,0.0,0.0,1.0,4.0,18.0
832912fffffffff,26.0,0.0,0.0,16.0,3.0,5.0
832913fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
83291afffffffff,3.0,0.0,0.0,2.0,0.0,1.0
832981fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832982fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832984fffffffff,31.0,0.0,0.0,24.0,0.0,7.0
832985fffffffff,16.0,0.0,0.0,15.0,0.0,0.0
832986fffffffff,33.0,0.0,0.0,13.0,0.0,9.0
832988fffffffff,5.0,0.0,0.0,3.0,2.0,0.0
832989fffffffff,42.0,0.0,0.0,6.0,2.0,31.0
83298cfffffffff,9.0,0.0,0.0,9.0,0.0,0.0
83298dfffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83298efffffffff,11.0,0.0,0.0,9.0,0.0,2.0
832990fffffffff,4.0,0.0,0.0,0.0,3.0,0.0
832992fffffffff,6.0,0.0,0.0,0.0,6.0,0.0
832993fffffffff,5.0,0.0,0.0,0.0,4.0,0.0
832994fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832995fffffffff,9.0,0.0,0.0,3.0,0.0,2.0
832996fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83299bfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8329a0fffffffff,65.0,0.0,0.0,16.0,9.0,26.0
8329a1fffffffff,78.0,0.0,0.0,36.0,17.0,4.0
8329a2fffffffff,3.0,0.0,0.0,2.0,0.0,1.0
8329a3fffffffff,29.0,0.0,0.0,4.0,18.0,2.0
8329a4fffffffff,36.0,0.0,0.0,8.0,9.0,7.0
8329a5fffffffff,57.0,0.0,0.0,15.0,13.0,19.0
8329a6fffffffff,121.0,0.0,0.0,11.0,61.0,4.0
8329a8fffffffff,22.0,0.0,0.0,3.0,19.0,0.0
8329a9fffffffff,14.0,0.0,0.0,6.0,2.0,0.0
8329aafffffffff,13.0,0.0,0.0,1.0,12.0,0.0
8329abfffffffff,4.0,0.0,0.0,0.0,4.0,0.0
8329acfffffffff,7.0,0.0,0.0,5.0,0.0,2.0
8329adfffffffff,18.0,0.0,0.0,11.0,5.0,1.0
8329aefffffffff,28.0,0.0,0.0,3.0,19.0,0.0
8329b0fffffffff,14.0,0.0,0.0,6.0,1.0,1.0
8329b1fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8329b2fffffffff,7.0,0.0,0.0,0.0,5.0,2.0
8329b3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8329b5fffffffff,61.0,0.0,0.0,12.0,23.0,8.0
8329b6fffffffff,27.0,0.0,0.0,7.0,10.0,7.0
832a05fffffffff,8.0,0.0,0.0,8.0,0.0,0.0
832a06fffffffff,6.0,0.0,0.0,2.0,0.0,0.0
832a10fffffffff,396.0,0.0,0.0,191.0,0.0,0.0
832a12fffffffff,3736.0,0.0,0.0,562.0,0.0,0.0
832a13fffffffff,4047.0,0.0,0.0,514.0,0.0,0.0
832a14fffffffff,39.0,0.0,0.0,12.0,0.0,0.0
832a15fffffffff,25.0,0.0,0.0,4.0,0.0,0.0
832a16fffffffff,52.0,0.0,0.0,16.0,0.0,0.0
832a1afffffffff,4.0,0.0,0.0,3.0,0.0,0.0
832a30fffffffff,91.0,0.0,0.0,40.0,0.0,0.0
832a31fffffffff,122.0,0.0,0.0,79.0,0.0,0.0
832a32fffffffff,119.0,0.0,0.0,37.0,0.0,0.0
832a33fffffffff,114.0,0.0,0.0,78.0,0.0,0.0
832a34fffffffff,132.0,0.0,0.0,56.0,0.0,0.0
832a36fffffffff,39.0,0.0,0.0,13.0,0.0,0.0
832a4cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832a81fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832a84fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832a85fffffffff,6.0,0.0,0.0,3.0,0.0,0.0
832a89fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
832a8cfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832a8dfffffffff,4.0,0.0,0.0,1.0,0.0,0.0
832a91fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832a92fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832a93fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
832a94fffffffff,7.0,0.0,0.0,7.0,0.0,0.0
832a95fffffffff,6.0,0.0,0.0,1.0,0.0,0.0
832a9cfffffffff,5.0,0.0,0.0,2.0,0.0,0.0
