cell_id,Dicrurus bracteatus,Dicrurus bracteatus morotensis,Dicrurus bracteatus atrocaeruleus,Dicrurus bracteatus buruensis,Dicrurus bracteatus amboinensis,Dicrurus bracteatus carbonarius,Dicrurus bracteatus laemostictus,Dicrurus bracteatus meeki,Dicrurus bracteatus longirostris,Dicrurus bracteatus [bracteatus Group]
8372a3fffffffff,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
8372aefffffffff,29.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
8372c2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372d2fffffffff,33.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
8372d5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372d9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372dafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372dbfffffffff,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372defffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8372f2fffffffff,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
837390fffffffff,93.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837395fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83739afffffffff,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
83739bfffffffff,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
839418fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83941afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83941bfffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839442fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83944bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839450fffffffff,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
839451fffffffff,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
839453fffffffff,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
839455fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839458fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839459fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83945afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83945cfffffffff,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83945efffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394a9fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394edfffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8394f6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839541fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
839544fffffffff,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
839545fffffffff,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
83956afffffffff,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0
83956bfffffffff,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
