cell_id,Dicrurus bracteatus,Dicrurus bracteatus morotensis,Dicrurus bracteatus atrocaeruleus,Dicrurus bracteatus buruensis,Dicrurus bracteatus amboinensis,Dicrurus bracteatus carbonarius,Dicrurus bracteatus laemostictus,Dicrurus bracteatus meeki,Dicrurus bracteatus longirostris,Dicrurus bracteatus [bracteatus Group]
839c00fffffffff,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c01fffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c05fffffffff,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c0afffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c0efffffffff,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c19fffffffff,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c20fffffffff,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c21fffffffff,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c23fffffffff,4284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c25fffffffff,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c2cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c2dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c2efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c41fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c44fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c58fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c5afffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c5bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c5cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c5dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c74fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c84fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c85fffffffff,24.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
839c8bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c90fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c96fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c99fffffffff,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839c9dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839ca6fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839caafffffffff,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
839caefffffffff,214.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
839cb5fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839cd3fffffffff,230.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
839ce2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839ce4fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839ce6fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839ce9fffffffff,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839cf1fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839cf3fffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839cf5fffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d01fffffffff,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d08fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d0afffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d0bfffffffff,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d0cfffffffff,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d0efffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d21fffffffff,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d23fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d24fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d25fffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d2afffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d2bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d2cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d2dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839d9bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839ed5fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
839edefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be08fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be0afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be0cfffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be0dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be0efffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be18fffffffff,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be1afffffffff,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be1bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be1dfffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be74fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be88fffffffff,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be89fffffffff,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be8afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be8bfffffffff,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83be8dfffffffff,8246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bea9fffffffff,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
83beabfffffffff,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
83bed0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bed2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bed4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bedefffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bef0fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bef2fffffffff,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bef4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bef5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83bef6fffffffff,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
