cell_id,Systellura longirostris,Systellura longirostris roraimae,Systellura longirostris ruficervix,Systellura longirostris atripunctata,Systellura longirostris bifasciata/patagonica,Systellura longirostris longirostris,Systellura longirostris mochaensis
84b2dbbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2dc3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2dcbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2dd9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ddbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e05ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e21ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e27ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e29ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e2bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e2dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e3dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e45ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e49ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e4dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e67ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e6dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e85ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e91ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2e99ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ea3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ea9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2eadffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2eb9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ebbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ec1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ec9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ed9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ee1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ee3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2ee9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84b2eebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3011ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3017ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b301dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3047ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b304bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3055ffffffff,8.0,0.0,0.0,3.0,0.0,0.0,0.0
84b305dffffffff,149.0,0.0,0.0,30.0,0.0,0.0,0.0
84b30b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b30e9ffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
84b3201ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3219ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3225ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3241ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3257ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3261ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b326dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b32c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b32ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3341ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3347ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b334bffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0
84b334dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3355ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3357ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3423ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3425ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3429ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b342dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3439ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b343dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3447ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3465ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b346dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b34b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3511ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3513ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3515ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3517ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b351bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3553ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3559ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84b35c5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b35c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b35c9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84b35e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b35e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b35e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b35edffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3657ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b370dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3733ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3739ffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0
84c21b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c22a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84c22e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2c95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2cb1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2e33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2e37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2e39ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
84c2e3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3297ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84c329bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84c32adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c32e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3403ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3459ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3465ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c34e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3543ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3601ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3607ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84c360dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3633ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c36b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3709ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84c371bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84c3739ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84c376dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce135ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce809ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce80bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce80dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce815ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce817ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce819ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce81dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce827ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce831ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce833ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce839ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce83bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce855ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce859ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce865ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8a9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8b5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8c1ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8e1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8ebffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce8edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce931ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce935ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce937ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce981ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce989ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce98dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce997ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9b3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9b7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9c3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9d3ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ce9e3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84cea07ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84cea13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84cea17ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
84cea25ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84cea37ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84cea85ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84cea8dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84ceaa5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84ceaa7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84ceaa9ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84ceaadffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
84ceac1ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
84ceac7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ceac9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84ceae7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84ceaedffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84cf129ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84cf853ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84cf88dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84cf8c3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84cf8c5ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
84cf8cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84cf8ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84cf8e9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84cfa27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84cfa81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84cfa89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84cfabbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
