cell_id,Sphenopsis melanotis,Sphenopsis melanotis [melanotis Group],Sphenopsis melanotis ochracea,Sphenopsis melanotis piurae/macrophrys
82660ffffffffff,2.0,0.0,0.0,0.0
8266c7fffffffff,4.0,0.0,0.0,0.0
8266d7fffffffff,27.0,0.0,18.0,0.0
8266dffffffffff,5.0,4.0,0.0,0.0
8266e7fffffffff,7.0,1.0,0.0,0.0
828f2ffffffffff,3.0,0.0,2.0,0.0
828f57fffffffff,6.0,0.0,0.0,3.0
828f5ffffffffff,2.0,2.0,0.0,0.0
